,EXEC,INST,IPC,L2MISS,FREQ,L2MPI,PhysIPC%,INSTnom%,L3MISS,MEM,L3HIT,L3MPI,GT,Pred
698,0.32293333333333335,0.35311033057099506,0.6615942028985508,0.029335221238927664,0.2812077947133779,0.04012830793906982,0.6620289855072464,0.32266666666666666,0.012063492063492064,0.024243195475433015,0.9924,0.012244604316546762,1.0141541725,1.0189381148979888
17,0.98,0.4016062318485652,0.5815217391304348,0.26176991150443824,0.9718470641191503,0.11740176423408877,0.582004830918116,0.9802222222226668,0.010730730730725013,0.05325321079297279,0.9990000000000001,0.0035851318944892085,1.2272320927200002,1.2858349565744758
394,0.4295333333333333,0.26388052954047986,0.8855072463768117,0.023693097345124352,0.2798282847770481,0.02436206896552701,0.8847826086956522,0.4296,0.005527241527241528,0.008072110286320254,0.9958,0.00420863309352518,1.01289956921,1.0207680031515942
252,0.42641666666666667,0.26704543050001056,0.8768115942028986,0.03157566371680298,0.28067721396863565,0.03302375701685366,0.8759057971014493,0.42650000000000005,0.011276276276276276,0.011717921527041358,0.99325,0.00876798561151079,1.00916618357,1.0149344993395633
321,0.426523809524,0.26507324389599457,0.8817287784673914,0.028121871049285617,0.27893387723575963,0.02945182724254188,0.8825051759855074,0.4262857142853333,0.005345345345345346,0.00778063929708024,0.9963571428569999,0.004145940390546763,1.0261657693000001,1.019033406643851
508,0.35904761904733334,0.4755880613756246,0.4917184265,0.34725663716801863,0.42112951682667527,0.4299461564905493,0.4917184265007247,0.35885714285733333,0.008021082306803947,0.013183861031148818,0.9998571428569999,0.007368961973280577,1.0208358325,0.9882357685731996
493,0.32144444444466663,0.35520893689941174,0.6582125603876812,0.01921061946901975,0.2812077947133779,0.02671611868484231,0.6583333333333333,0.32111111111066665,0.012295152295152297,0.02056557087310003,0.988,0.012678657074345323,1.00841356901,1.0241210416204378
320,0.306862745098,0.7631876672983897,0.41025149190217397,0.05703217074443998,0.5775839565999121,0.07822302938808269,0.4104859335036233,0.30682352941200003,0.6565119741587302,0.7724201027175681,0.805176470588,0.6552771900129497,1.20909720569,1.2216125924429917
426,0.33715151515133335,0.34483288648078764,0.6778656126485507,0.027001448109388666,0.2868994790664531,0.03521724866954499,0.6777997364956522,0.337212121212,0.006481806481801801,0.010415501783471191,0.995454545455,0.006261608894705036,1.0303224182200001,1.017979986510862
610,0.4114814814813333,0.2770488262399767,0.8417874396123188,0.026375221238932253,0.2819152357067212,0.028684843624714785,0.8429951690797102,0.41155555555600004,0.006831593498258259,0.010763127921131144,0.995111111111,0.0054932054356546765,1.0256155545799999,1.0154120036616443
