,EXEC,L3MISS,L2MISS,MEM,IPC,INST,L3MPI,INSTnom%,PhysIPC%,FREQ,L2MPI,L3HIT,GT,Pred
490,0.4311111111113333,0.006486486486486487,0.021780530973454233,0.009921055732301167,0.8858695652173914,0.26388713415895493,0.004976019184647483,0.43133333333333335,0.8864734299492755,0.2805003537200345,0.02257217321572677,0.9943333333329999,1.01914652244,1.0196310770779093
332,0.32438095238066667,0.0057951829380351785,0.04005056890002122,0.008249255163351007,0.6457039337463769,0.36213480777788815,0.005909558067827339,0.3243809523813333,0.6454451345753623,0.28984868112790285,0.055238286172395845,0.997285714286,1.06479546323,1.0187624091359027
713,0.32253333333333334,0.014472758472758473,0.02510442477875217,0.027277483209614706,0.6623188405797102,0.35264792729224986,0.014762589928057554,0.32239999999999996,0.6630434782608696,0.2807833301175841,0.034657578187664254,0.9894,1.01885966078,1.0171971904546728
704,0.3053333333333333,0.5338195338189619,0.04212743362819747,0.6899964651820432,0.45603864734420296,0.6389731708818772,0.5422781774575539,0.305555555556,0.455676328502174,0.48176731622593794,0.058845228548660325,0.8003333333329999,1.23919578448,1.1448296381729826
640,0.3552,0.0080995280995281,0.02239646017698322,0.01182043124779074,0.7326086956521739,0.3191378665106833,0.007450359712230215,0.35546666666666665,0.7333333333333334,0.2795099363302028,0.02782999198076497,0.9932,1.0282506287,1.0187897544717859
621,0.4286666666666667,0.006872586872586873,0.032344247787599166,0.010689289501590668,0.8863224637681161,0.2640556480051311,0.005194244604316547,0.42883333333333334,0.8867753623188406,0.279085471734409,0.03309141940658905,0.996125,1.02532894378,1.019007787147269
141,0.4306666666666666,0.006224796224796225,0.026366814159282697,0.008640862495581478,0.8899456521739131,0.26252636819042957,0.004715827338129496,0.43083333333333335,0.88768115942029,0.27921811692059456,0.02699729350442141,0.995625,1.02100582516,1.0199458562458865
316,0.3148484848486667,0.009751569751574433,0.023685277554310196,0.01837077026895723,0.6485507246376813,0.3604284082625164,0.010294310006546764,0.31478787878799996,0.6486166007905797,0.28005016399748023,0.03379674856017794,0.992363636364,1.0185595514299999,1.0224830889050598
132,0.42825,0.0055834405834405835,0.02445929203538957,0.008570166136443973,0.884963768115942,0.2642360106101621,0.004260791366906475,0.4283333333333333,0.884963768115942,0.27921811692059456,0.025165898155583465,0.995625,1.01618360147,1.0207270000153845
158,0.9716666666666667,0.007492492492492493,0.2622345132742434,0.01130258041710852,0.5742753623188406,0.4075013280678367,0.0025449640287769784,0.9713333333333333,0.5742753623188406,0.9754726992085759,0.12016840417005618,0.999625,1.31461062874,1.292651981896901
567,0.3403333333333333,0.00849992849992278,0.020251327433631765,0.012305879580530225,0.6992753623188406,0.33401769725375613,0.008263788968820145,0.34,0.7000000000000001,0.2805003537200345,0.026589815557336246,0.992166666667,0.994982848907,1.020534063510089
620,0.3183703703706667,0.016807283473942513,0.025776991150429814,0.027134833667147404,0.6425120772934784,0.36463414799780625,0.016944844124748202,0.31851851851866664,0.6423510466985508,0.28651360216080013,0.03595429029671449,0.9886666666670001,1.03264036678,1.0202557139778905
520,0.4503333333333333,0.010639210639210639,0.5790265486723614,0.016564156945917285,0.3740942028985507,0.6268966027681149,0.007780575539568346,0.45,0.3737318840579711,0.6953260659846825,0.5728748997596523,1.0,1.03067758694,1.05119525243016
139,0.2813333333333334,0.007044187044187045,0.27449999999990277,0.00976316719688936,0.5643115942028987,0.41392992044752214,0.008273381294964029,0.2813333333333334,0.5648550724637682,0.2871768280917279,0.43574578989592455,0.99975,1.01720274603,1.0261280984539367
486,0.3203333333333333,0.009400829400823683,0.024042477876108297,0.01855779427359491,0.6606280193224638,0.35400121247601724,0.009527577937654675,0.32022222222266666,0.6608695652173914,0.27926233198301015,0.03291098636729467,0.9925,1.01590862434,1.020446151196766
678,0.29436363636333335,0.4276900276894037,0.04169975864844541,0.609274076930364,0.48241106719202903,0.5836340088269562,0.49280575539568344,0.29430303030266663,0.4822134387355073,0.4239822496617117,0.06364365386033025,0.833636363636,1.11812788098,1.1210144972742961
149,0.32044444444466663,0.011171171171171173,0.02378761061947122,0.023233180157935667,0.6612318840579711,0.35387208929024017,0.011529976019179856,0.320444444444,0.660628019323913,0.27943919223055,0.03318765036089141,0.991333333333,1.02905106826,1.0189939487052768
672,0.3582666666666667,0.006977262977262978,0.3902654867255255,0.00976599505125486,0.4815217391304348,0.4863147964868372,0.006467625899280576,0.3582666666666667,0.4808695652173913,0.42987651939014865,0.48825180433058873,1.0,1.03531953338,1.000752704035086
504,0.9626666666666667,0.0058584298584298585,0.2620353982299957,0.01005443619653588,0.5695652173913043,0.4108776400848326,0.0020215827338129497,0.9628,0.5695652173913043,0.9752074088362048,0.12190056134728224,0.9999,1.3114475667399998,1.2909392870424525
327,0.4154285714286667,0.005216645216645217,0.02970796460175939,0.008675453214153412,0.8069358178043479,0.2896775340238596,0.004083247687568345,0.41533333333333333,0.807453416152174,0.29674623080955165,0.031421124985682204,0.996642857143,1.02229381969,1.0094132314972386
396,0.3100555555553333,0.5681109681115402,0.05269646017686629,0.7340992105577943,0.4079408212572464,0.7711520011396965,0.5748321342920862,0.31022222222266665,0.40845410628043477,0.5879718952981524,0.07287991178820083,0.8335,1.1647894060100001,1.213336241164093
502,0.316761904762,0.010014095728374087,0.027958027812871517,0.020920062616783315,0.653726708076087,0.35762241262275096,0.010446043165467626,0.31695238095199996,0.653933747412319,0.27954025523035714,0.03928285026918175,0.9931428571430001,1.02227650395,1.019770820580451
703,0.36106666666666665,0.008422136422136422,0.43837168141577393,0.01312972781901732,0.496376811594203,0.4710576514419556,0.007576978417266188,0.3605333333333333,0.4962318840579711,0.4193710206442526,0.5326383319970058,1.0,1.01665092749,1.026608482065562
594,0.32768627451,0.004818936583646504,0.0308501821967466,0.006392780654153412,0.6786018755326088,0.34475108506914615,0.004879390605165468,0.327921568628,0.6782182438195652,0.2787109441503844,0.04217887636204578,0.9972352941179999,1.02046211555,1.0230003810426238
394,0.4295333333333333,0.005527241527241528,0.023693097345124352,0.008072110286320254,0.8855072463768117,0.26388052954047986,0.00420863309352518,0.4296,0.8847826086956522,0.2798282847770481,0.02436206896552701,0.9958,1.01289956921,1.020608303790887
422,0.31296969697000004,0.0084583284583269,0.030424778761051176,0.017569973328186644,0.6465744400543479,0.3616673671465878,0.008949640287769784,0.313212121212,0.6463768115942029,0.2793748794136487,0.04346795946653708,0.994818181818,1.02218289094,1.0213640262280355
646,0.30388888888866666,0.45170885170827973,0.04145840707952514,0.6466360315772358,0.4708333333333334,0.631226681531762,0.49076738609064746,0.30377777777733334,0.4706521739130436,0.4718631423244369,0.060721732157321864,0.828166666667,1.20212279474,1.1436673113344173
