num,app,budget,ind_exec,exec,config,slowdown_p,slowdown_gt,success_p,success_gt,raw_qos,qos
2,swaptions,32.90825843811035,21.938838958740234,22.585018396377563,num-1000000,1.3649450308146271,1.029453675231063,True,True,99.99999999999432,1.0
2,ferret,2.9160118103027344,1.8949692249298096,1.9361209869384766,hash-8-itr-14-probe-16,1.0227655286709096,1.0217163220738803,True,True,100.0,1.0
2,bodytrack,13.13671624660492,8.757810831069946,8.889877080917358,layer-5-particle-4000,1.009929788787399,1.0150798244441275,True,True,5.0,1.0
2,swaptions,32.90825843811035,21.938838958740234,22.535425424575806,num-1000000,1.0589456168595626,1.027193164914404,True,True,99.99999999999432,1.0
2,swaptions,32.90825843811035,21.938838958740234,24.633602619171143,num-1000000,1.237533712732903,1.122830732542359,True,True,99.99999999999432,1.0
2,svm,25.552825570106506,13.437995910644531,13.781344175338745,batch-3-learning-67-regular-78,1.1566150004723443,1.0255505558252358,True,True,28.54,0.6507324595219737
2,swaptions,32.90825843811035,21.938838958740234,25.80972146987915,num-1000000,1.2130284490313183,1.1764397158126179,True,True,99.99999999999432,1.0
2,nn,31.53475034236908,14.150341987609863,15.057437419891357,batch-3-learning-1-regular-67,1.0208072738592175,1.0641041349442828,True,True,19.8,0.5338983050847458
2,swaptions,32.90825843811035,21.938838958740234,22.42075824737549,num-1000000,1.034449752132642,1.0219664900928251,True,True,99.99999999999432,1.0
2,facedetect,148.21275079250336,21.4960834980011,21.807292222976685,eyes-0-pyramid-9-selectivity-1,1.0117773519986555,1.0144774616736358,True,True,92.7307139386279,1.0
2,bodytrack,13.13671624660492,8.757810831069946,9.003069400787354,layer-5-particle-4000,1.223964738445021,1.0280045521019143,True,True,5.0,1.0
2,ferret,2.9160118103027344,1.8949692249298096,1.9312479496002197,hash-8-itr-14-probe-16,1.0065171155160741,1.0191447566499419,True,True,100.0,1.0
2,ferret,2.9160118103027344,1.8949692249298096,2.051751136779785,hash-8-itr-14-probe-16,1.0853362441839398,1.0827358617688279,True,True,100.0,1.0
2,svm,25.552825570106506,13.437995910644531,14.260083675384521,batch-3-learning-67-regular-78,1.3258771440498869,1.0611763666402665,True,True,28.799999999999997,0.6707787201233614
2,ferret,2.9160118103027344,1.8949692249298096,2.0479862689971924,hash-8-itr-14-probe-16,1.104845213280065,1.0807490918872578,True,True,100.0,1.0
2,nn,31.53475034236908,14.150341987609863,15.473193407058716,batch-3-learning-1-regular-67,1.0693306501017146,1.093485473397544,True,True,20.7,0.6101694915254237
2,facedetect,148.21275079250336,21.4960834980011,22.038469076156616,eyes-0-pyramid-9-selectivity-1,1.0921496562421926,1.0252318324966478,True,True,92.7307139386279,1.0
2,ferret,2.9160118103027344,1.8949692249298096,1.9537506103515625,hash-8-itr-14-probe-16,1.0280625981932718,1.0310197045146896,True,True,100.0,1.0
2,bodytrack,13.13671624660492,8.757810831069946,9.775513172149658,layer-5-particle-4000,1.1761614801789304,1.1162051065854524,True,True,5.0,1.0
2,svm,25.552825570106506,13.437995910644531,13.827890157699585,batch-3-learning-67-regular-78,1.1022285655687516,1.0290143150546882,True,True,30.740000000000002,0.8203546646106401
2,bodytrack,13.13671624660492,8.757810831069946,10.2156240940094,layer-5-particle-4000,1.0372313282915626,1.1664586380157462,True,True,5.0,1.0
2,nn,31.53475034236908,14.150341987609863,14.927213191986084,batch-3-learning-1-regular-67,1.0498348617556559,1.0549012317198025,True,True,19.5,0.5084745762711864
2,bodytrack,13.13671624660492,8.757810831069946,8.920928239822388,layer-5-particle-4000,1.0328897644211192,1.0186253633355213,True,True,5.0,1.0
2,facedetect,148.21275079250336,21.4960834980011,21.80586552619934,eyes-0-pyramid-9-selectivity-1,1.0151512538952998,1.0144110915938267,True,True,92.7307139386279,1.0
2,nn,31.53475034236908,14.150341987609863,17.210503339767456,batch-3-learning-1-regular-67,1.5386146696975058,1.2162605931953512,True,True,17.9,0.37288135593220323
2,svm,25.552825570106506,13.449683904647827,15.974835395812988,batch-3-learning-56-regular-78,1.0477265326048224,1.1877480176536002,True,True,28.99,0.6854279105628371
2,facedetect,148.21275079250336,21.4960834980011,23.7192964553833,eyes-0-pyramid-9-selectivity-1,1.175897152535892,1.1034240938629094,True,True,92.7307139386279,1.0
2,svm,25.552825570106506,13.437995910644531,13.850083589553833,batch-3-learning-67-regular-78,1.13325310015557,1.0306658583355333,True,True,26.25,0.47417116422513483
2,facedetect,148.21275079250336,21.4960834980011,24.520142078399658,eyes-0-pyramid-9-selectivity-1,1.223121991665686,1.1406795140463502,True,True,92.7307139386279,1.0
2,nn,31.53475034236908,14.150341987609863,14.852787733078003,batch-3-learning-1-regular-67,1.082604211071967,1.0496416090920775,True,True,22.1,0.728813559322034
3,bodytrack,13.13671624660492,8.757810831069946,9.01149845123291,layer-5-particle-4000,0.986496783852691,1.0289670129963255,True,True,5.0,1.0
3,swaptions,32.90825843811035,21.938838958740234,22.6877920627594,num-1000000,1.4695659779641441,1.034138228801793,True,True,99.99999999999432,1.0
3,ferret,2.9160118103027344,1.8949692249298096,1.9473326206207275,hash-8-itr-14-probe-16,1.0028549219855256,1.027632847542871,True,True,100.0,1.0
3,swaptions,32.90825843811035,21.938838958740234,25.226076364517212,num-1000000,1.4012519535777161,1.1498364344603282,True,True,99.99999999999432,1.0
3,ferret,2.9160118103027344,1.8949692249298096,2.066331624984741,hash-8-itr-14-probe-16,1.0829880307987267,1.0904301757519461,True,True,100.0,1.0
