,AFREQ,EXEC,FREQ,INST,INSTnom%,IPC,L2HIT,L2MPI,L3HIT,MEM,PhysIPC%
122,-0.00022224018258978245,0.008163270862695818,0.002561715715328519,-0.0028019793679112874,0.008531238978948516,0.0060593034728540504,0.004005620404233367,0.05246014141208341,-0.008866168545221376,0.1966165036992323,0.005456709970398544
123,3.4261167447007035e-05,-0.0033563639030983077,-0.001290661475995239,9.919646942279525e-05,-0.00347700476487682,-0.0020936821444151907,-0.008720460327543325,0.3071459408398691,-0.0033733729914570665,0.2710072397263388,-0.002542492264281212
124,0.0011594451188606009,-0.04284856349159711,-0.031809092731460764,0.013627749715131221,-0.04265897227287179,-0.020933698996731857,-0.001632238598537561,0.22900757418134104,0.00983900538567246,-0.19590688143758858,-0.020781643943668368
125,,,,,,,,,,,
126,0.0005561890750967653,-0.34248877265253286,-0.012202752330371696,0.4898334942997672,-0.34267473728624676,-0.3340987032085616,-0.017398327865579436,1.389876465327108,-0.0063448041673731465,2.822319574648541,-0.33405555513691115
127,,,,,,,,,,,
128,,,,,,,,,,,
129,,,,,,,,,,,
130,0.0008776054541868662,0.29152297020483087,-0.018252553325842042,-0.24075602457504877,0.29169999783626205,0.3111987750494721,-0.140721792231415,7.066869066045702,0.023950837199470082,1.854144236081801,0.30985730587650745
131,,,,,,,,,,,
132,-0.00019454375921873753,-0.2616705118493938,-0.003638594060113505,0.3472510374756766,-0.26173903838369816,-0.25798386526268446,0.16229451954083046,-0.849775987776979,-0.03264490368455158,-0.5124700627903318,-0.258196013840557
133,,,,,,,,,,,
134,-0.00015763462258876006,0.009447494691186683,0.004874155498496089,-0.0025049280128173596,0.009416713250605177,0.004975793018489019,0.005533694554073499,-0.02848137158228572,-0.008252401235515384,0.01974106056770192,0.005082851118270286
135,-0.006927099383952308,0.2840852484962065,0.26106217092765505,-0.0017688236562988628,0.2839362533541715,0.06311578281118617,-0.05571616240268158,2.29464148535177,0.020218302635122285,0.03900027364606176,0.06293917946257352
136,,,,,,,,,,,
137,0.00039462995699785213,0.0399839346318703,-0.023288047258825932,-0.05441579021351775,0.039566046836921956,0.06090848601316492,0.14467815713290372,-0.9370158035035845,-0.03534535305732697,-0.8299531193108979,0.06060788189480566
138,-0.002222987713143075,-0.22747045756255818,0.04529254660469131,0.3570156250511939,-0.227161133066191,-0.25116691448976497,0.12430380810033932,-0.7399193865645244,-0.056556425362520056,-0.0934067285045399,-0.2514837447661837
139,,,,,,,,,,,
140,,,,,,,,,,,
141,-0.0010801605372583632,-0.300253928899666,0.015933353245708565,0.43795909988634835,-0.3006079577595335,-0.2999946747992697,0.13625010864471224,-0.7596703805821388,-0.045226780681533775,-0.3920393096953784,-0.3005921139594221
142,0.0012225665705468626,-0.3647392706053043,-0.02560762626365038,0.5077469244206385,-0.36499355161875235,-0.34561156918295505,-0.004834429399029331,0.7568616327597298,0.005309033398432344,0.7475785982241472,-0.3453095866082793
143,,,,,,,,,,,
144,,,,,,,,,,,
145,,,,,,,,,,,
146,-0.0006817929635609993,-0.25955126473220375,0.007767846643028336,0.3734133306565475,-0.25910132054042767,-0.26503843662808263,0.13472469933185072,-0.7710098662285588,-0.04366851546109923,-0.3386924253765859,-0.2656491691286643
147,0.013691000068285919,-0.42583648936212515,-0.35843849289131996,0.14418724931775972,-0.4258125114534878,-0.16847298530297317,0.1333238658229231,-0.850893974868723,-0.03022566805120428,-0.5920878342746343,-0.16861707990110675
148,3.152659877730153e-05,-0.004124650608600703,-0.0015041912321895315,0.002392377828809138,-0.004313632343650601,-0.0021973171795208256,0.0030836173359628767,-0.12398161986016733,0.000395257016577728,-0.1924208941702042,-0.0028446434310596884
149,0.012188222877825361,-0.1521027033162278,-0.3114682603334685,-0.18981288273607788,-0.15224238103661555,0.15737240252878737,-0.052189572372494886,1.3005450930309403,0.003685665067505732,0.5697287776617846,0.15818116403814023
150,,,,,,,,,,,
151,,,,,,,,,,,
152,,,,,,,,,,,
153,,,,,,,,,,,
154,,,,,,,,,,,
155,-0.0007862687565455114,0.11554477577279809,0.012921715727027923,-0.0956153108067522,0.11599257678743069,0.10897955123130043,0.1410369839657296,-0.916369426004108,-0.039452670467245377,-0.7300869707731881,0.10768001286368974
156,,,,,,,,,,,
157,-0.0004576742515835111,-0.3105227054853958,0.011672010069602069,0.4755790983381354,-0.3109286361855811,-0.3190222957946834,-0.0217484389942991,1.8693095801247013,0.00795402095558686,1.690584519556568,-0.3181872143876299
158,,,,,,,,,,,
159,,,,,,,,,,,
160,,,,,,,,,,,
161,0.00359500039465536,-0.16784099405640077,-0.08677616334060367,0.11042294578746537,-0.16777811096792888,-0.11078227000511914,-0.11752788542840643,10.30721526031437,0.021356273599601516,5.714961768031355,-0.11091175597982324
162,-0.0005056929694337496,0.03187525956120098,0.014169014272788778,-0.009077811240559718,0.031759019496952506,0.017083276802328337,0.000895590256294225,0.01373170069169011,0.004189075428604982,-0.024702779671446833,0.0170468145546523
163,,,,,,,,,,,
164,,,,,,,,,,,
165,,,,,,,,,,,
166,,,,,,,,,,,
167,,,,,,,,,,,
168,0.00014176714675560138,-0.0013040622923973257,0.0006620613612677398,0.003399576321767361,-0.0011447557899554872,-0.002328908761439962,-0.020483842622046774,0.7618487933404429,-0.028093299104716703,3.4415338939185895,-0.0031278803970369706
169,,,,,,,,,,,
170,,,,,,,,,,,
171,,,,,,,,,,,
172,-0.013836597702685322,0.7824409467218012,0.5412333667326414,-0.14318643446604987,0.7822341595051572,0.2318257263412367,-0.11283942973885398,2.051943027056169,0.018694503022620792,1.9444599551508586,0.23170082105128362
173,,,,,,,,,,,
174,,,,,,,,,,,
175,0.0009272693667726813,-0.031538787773377736,-0.0200866315376615,0.015094028144292346,-0.03131738235516341,-0.018489054142478704,-0.0034489438377395087,0.08199582113462003,-0.009112252804739096,1.1051060514247977,-0.018894527499420857
176,,,,,,,,,,,
177,,,,,,,,,,,
178,-0.009698613618571963,0.5327694076933533,0.34805539340507213,-0.11569670898245961,0.5324865205285174,0.20358626809521327,0.009155874732751822,-0.5014221959980778,-0.01620647880711626,1.4829786288486573,0.2028944180231596
179,0.0013614606551538512,-0.12232501399430151,-0.025954180138867147,0.11144283933609662,-0.12225344678753294,-0.10604821577337521,-0.14047776997110187,17.521277440209136,0.021811434468220668,9.81614857038458,-0.10572831751535161
180,,,,,,,,,,,
181,,,,,,,,,,,
182,,,,,,,,,,,
183,-0.0004366256370031116,0.020431630592723623,0.013039491646652173,-0.002792537366800031,0.02061204933265349,0.007838136275716402,-0.002123380998619322,0.12560456200480175,-0.006625469897573353,0.1590599120905904,0.007187622012600676
184,-0.00679899869857305,-0.06575393389257798,0.20706454380173567,0.298083840780798,-0.06605827775167843,-0.1958094424205503,0.08765563216617728,-0.7253995577256506,-0.02095913541607961,-0.1876467962526648,-0.19600630039794864
185,0.00130934085025207,0.41488483221945566,-0.03305267346340056,-0.310444099974594,0.41401141160194144,0.44843202135722315,0.016695214191329466,-0.5855488462499159,-0.009105907806091877,-0.4432893439835087,0.44770192310741336
186,0.00012096765371172324,0.4718542054579737,-0.004099162268089884,-0.3236471461196175,0.47144946423841055,0.47573944687364306,0.015467582485782231,-0.5509904543806409,-0.006105120508381849,-0.6478988906757623,0.4751646808889852
187,9.704376450996628e-05,-0.3305294798673962,-0.0019262101698024163,0.48459605882468937,-0.33038162006082467,-0.3282792933010103,-0.012455730269727103,1.2449505737382776,-0.017605307089034117,4.425239394188133,-0.3281982318352931
188,,,,,,,,,,,
189,,,,,,,,,,,
190,,,,,,,,,,,
191,-0.004213057069165139,0.18311876713856903,0.16130958013099989,-0.006575190725302175,0.1836346275788111,0.039564686962347516,-0.03849045248625264,0.9803951612975343,0.012345539638907188,0.1396863180516551,0.039430664555876176
192,,,,,,,,,,,
193,-0.002167548130324758,-0.2666150836604487,0.06453286278436483,0.4498320083655065,-0.2665093981711191,-0.29831109451987264,-0.018894424750001217,1.1836909819815362,0.006541929531492919,2.51099171303463,-0.29846798390340057
194,0.0017800868204772716,-0.06446003607439228,-0.044293308208434384,0.02644894460222712,-0.06426424211193778,-0.03465871035696172,-0.0015522380585705974,0.33789575974925323,-0.0005285897334659035,0.1949444563623057,-0.034054827445853655
195,-0.00010540330765719728,-0.0021942201135513287,-0.00385191082233735,-0.0019306631016928766,-0.0020944497502954555,0.002183730129931195,-0.000636108141599186,0.036248529359887156,0.005613842633638793,-0.07278428288757519,0.0020350537460219627
196,-0.008047457487302212,0.29265399461186176,0.25733282518924505,-0.02287029736502224,0.2923463272108654,0.07755347549375415,-0.07604187140565653,1.124763147180169,0.024169587122625704,0.4623670520825831,0.07754401184154344
197,,,,,,,,,,,
198,0.0014655502024739165,0.32829748954553223,-0.030398135491327426,-0.26754780394930855,0.3277277308329943,0.3545881535901334,-0.1355357638774009,5.289112652462634,0.028829057920121057,1.23894737386583,0.35487489907122416
199,,,,,,,,,,,
200,,,,,,,,,,,
201,,,,,,,,,,,
202,,,,,,,,,,,
203,,,,,,,,,,,
204,,,,,,,,,,,
205,,,,,,,,,,,
206,,,,,,,,,,,
207,,,,,,,,,,,
208,,,,,,,,,,,
209,,,,,,,,,,,
210,7.752853091217796e-05,-0.0019443284414192036,-0.002311256341321949,0.0008566874521078698,-0.0031328332130659154,-9.761658007246818e-05,-0.00757395447620492,0.20437756090651002,-0.012829501395142178,1.1069359435292991,-0.000840708464517435
211,,,,,,,,,,,
212,0.007059633846544405,0.07397070473725005,-0.17419260462916272,-0.22151827289624437,0.07361181244569133,0.24657259412101662,-0.09832410928024289,3.579029865773872,0.011970697141021846,1.7719141705732695,0.2463123615058099
213,-0.0016932133280180058,0.03093080020485409,0.054045086952739504,0.03725526650846542,0.031088945167987516,-0.008432796329405592,-0.037011454213837475,1.1487210782007242,0.02833917586580089,-0.11982392133941462,-0.007261422427297256
214,,,,,,,,,,,
215,,,,,,,,,,,
216,0.00029992504431818913,-0.266159805611047,-0.0066350989775403055,0.352745728516862,-0.26600581625050645,-0.26134927404346486,0.11205270231324643,-0.822552203529941,-0.056844631598158994,0.12976604700300468,-0.2617458370392299
217,,,,,,,,,,,
218,0.00038554288771118294,0.4624085778454254,-0.008464277329544426,-0.32050505291278675,0.4620617215938305,0.47072328977658073,0.028495341640691646,-0.6526630076734397,-0.011398872169920051,-0.6293777317115246,0.46975213850760733
219,,,,,,,,,,,
220,,,,,,,,,,,
221,,,,,,,,,,,
222,,,,,,,,,,,
223,,,,,,,,,,,
224,-0.00023827241784259354,0.007271075123838174,0.0057761648518581095,0.00046714953901531256,0.006508792107299712,0.0039333330367958535,0.003639420838937812,-0.2602367812361925,0.006504298842928504,-0.3513199487446135,0.0040306574432365
225,-0.001759238084511907,0.4512920948363942,0.05194976851942977,-0.2819554532893986,0.4509002018359101,0.39746751657598234,-0.1450343337369519,6.249084063799439,0.03689689176928853,1.3088953728001298,0.39700977733399667
226,,,,,,,,,,,
227,,,,,,,,,,,
228,,,,,,,,,,,
229,,,,,,,,,,,
230,0.0006236819493022323,0.06514327227464145,-0.023572098568558457,-0.07975560240663358,0.06502526506103094,0.08538194115482814,0.16663293041365523,-0.9592147294585756,-0.030912270751436034,-0.8931804245538172,0.084830401202499
231,,,,,,,,,,,
232,,,,,,,,,,,
233,,,,,,,,,,,
234,,,,,,,,,,,
235,,,,,,,,,,,
236,-0.00041151094477543364,0.02097113712198558,0.00954376609408758,-0.007160306399280935,0.02134953071100187,0.012239551753094689,0.0032804907729380916,-0.023239412835518954,-0.005605932613974032,0.3459512765059875,0.011978981103675835
237,,,,,,,,,,,
238,,,,,,,,,,,
239,,,,,,,,,,,
240,,,,,,,,,,,
241,,,,,,,,,,,
242,0.014158490106439442,-0.21602811070177305,-0.36303024065652295,-0.1757972721154093,-0.21581939628613583,0.14620823097148603,-0.024965146673769967,0.07184944780286522,0.014467144708655674,0.25600486872309486,0.1451738461100564
243,,,,,,,,,,,
244,,,,,,,,,,,
245,,,,,,,,,,,
246,-0.0007851390994244378,0.030351921787280856,0.022596726199454922,-0.012342141020197478,0.030485259588410467,0.012997013098696292,0.009179258844266742,-0.04878188362439823,-0.00048529661805970863,0.10146002643114685,0.013706200182114655
247,-3.7205521262369715e-05,-0.32394308462487287,0.0025158949998540054,0.48405650136776307,-0.32417917091388815,-0.32630070713060255,-0.015531800850812733,1.2785956298901444,0.015097376855684632,0.7530502612621534,-0.32544983482697615
248,4.099963051390751e-06,0.001022569366066077,0.0013994754469346042,-0.0013129115316305874,0.0006950572242799343,0.0006150632345154109,0.002620088306074569,0.002762191167248689,-0.0024236199185341243,-0.0991804172157305,-0.0003348646903681953
249,,,,,,,,,,,
250,,,,,,,,,,,
251,,,,,,,,,,,
252,-0.0015078789690884755,-0.015332865950767504,0.04087078118042138,0.04833395781556929,-0.015834009304856032,-0.0436754512645978,-0.16005641902797907,11.877785408130793,0.06862862825724554,3.9860748789705767,-0.04264369923595588
253,,,,,,,,,,,
254,-3.1647552165559034e-05,0.00018307191323397538,0.00039341685339887306,0.0011605101439850986,4.3769618818037564e-05,-0.0010254042278047223,0.011656254289925642,-0.23860360490558288,0.012493138795417812,-0.48996987208201304,-0.00043693713163878546
255,,,,,,,,,,,
256,-0.0011133243727827016,-0.010938612487618026,0.002886681388247851,0.006285555190930906,-0.01022990622569941,-0.009097927464752222,0.007980904158049754,0.18732077517098794,0.010056988926288894,-0.30635097885727247,-0.008160014264161013
257,0.00018350065556182486,-0.004462822003812049,-0.0006381179735680083,0.007120808241079818,-0.004100237140046957,-0.005037696517767636,-0.0036723293349804403,0.09396219703488704,0.0005278225490570425,0.19038854504269406,-0.0046111514540450324
258,,,,,,,,,,,
259,,,,,,,,,,,
260,,,,,,,,,,,
261,,,,,,,,,,,
262,,,,,,,,,,,
263,,,,,,,,,,,
264,,,,,,,,,,,
265,0.005005759422966037,0.15658286885216194,-0.12203157008700644,-0.23161655604196296,0.1565516281119168,0.27725398999867035,-0.08170718366695641,3.2773763914794967,0.020821236635782534,0.6230861301208762,0.2775167396682366
266,,,,,,,,,,,
267,,,,,,,,,,,
268,,,,,,,,,,,
269,,,,,,,,,,,
270,,,,,,,,,,,
271,,,,,,,,,,,
272,,,,,,,,,,,
273,,,,,,,,,,,
274,,,,,,,,,,,
275,,,,,,,,,,,
276,,,,,,,,,,,
277,,,,,,,,,,,
278,,,,,,,,,,,
279,,,,,,,,,,,
280,,,,,,,,,,,
281,,,,,,,,,,,
282,,,,,,,,,,,
283,,,,,,,,,,,
284,0.0005330108134540691,0.4545070123171977,-0.013994627904334141,-0.32153872495009844,0.45431119195226677,0.46849248244599184,0.021128040901378688,-0.6078079431978942,-0.007152793093472664,-0.6814325777913424,0.4687869523607155
285,,,,,,,,,,,
286,,,,,,,,,,,
287,,,,,,,,,,,
288,-0.015566983394125744,0.4432875495266824,0.6750005443668907,0.16680111519011756,0.44345310506573216,-0.08416724519313347,0.009952267230453057,0.00360963514492571,-0.00871780918508073,0.3888181145441627,-0.08431258542234242
289,,,,,,,,,,,
290,,,,,,,,,,,
291,-0.005678671377244638,0.24050020654287518,0.1946429139955078,-0.030848364276178958,0.24066314178464926,0.06843903323317627,-0.02572477832132033,0.4510343817732446,0.00803669872620399,0.28273848141991564,0.06834775371636885
292,,,,,,,,,,,
293,,,,,,,,,,,
294,,,,,,,,,,,
295,-0.005847052608401845,-0.141777674322646,0.1847010855550663,0.38605646922761844,-0.14244918265197362,-0.2459641660415131,-0.015840992232427926,1.0148123175992294,-0.006479031303208499,4.316343259755741,-0.24545885153107455
296,,,,,,,,,,,
297,,,,,,,,,,,
298,,,,,,,,,,,
299,-0.00582471056671132,0.2578085530113413,0.20811257086126989,-0.031767878235626844,0.2579618287713263,0.06911202906830666,-0.019186194626877456,0.5388332049952677,0.010666930448359388,0.03249513343973825,0.06904890506163279
300,,,,,,,,,,,
301,,,,,,,,,,,
302,,,,,,,,,,,
303,0.000970629232950855,-0.03311858846229763,-0.020586603115939055,0.017377493234094654,-0.03340909360752915,-0.019884892012988393,0.005888309577792469,0.07496438391452347,-0.01790318692926396,1.1851695410948433,-0.019962319918534206
304,0.0015817185954173731,0.39254550605049626,-0.046614466461554795,-0.3117666044010281,0.3922361712180393,0.4407946667985906,0.018543157184785598,-0.5776263834862826,-0.0004735094740297545,-0.7924549384574102,0.44158913302067826
305,,,,,,,,,,,
306,0.015722601460420753,-0.29662769646266757,-0.40487934516983587,-0.16861089231678292,-0.29665642983496854,0.1073793037916439,-0.007823572004925242,-0.20815083229634632,-0.0003129848858420709,0.036584679013519306,0.10774191590167151
307,-0.0002542535809913984,-0.3126992299093972,0.011548579210086842,0.4751809990460462,-0.31245359208909296,-0.3200812675860015,-0.024822601701344673,2.085475407615013,-0.0009141415818014584,4.412498238495036,-0.31978049615377
308,,,,,,,,,,,
309,,,,,,,,,,,
310,,,,,,,,,,,
311,,,,,,,,,,,
312,,,,,,,,,,,
313,,,,,,,,,,,
314,,,,,,,,,,,
315,,,,,,,,,,,
316,,,,,,,,,,,
317,,,,,,,,,,,
318,,,,,,,,,,,
319,,,,,,,,,,,
320,0.0002596321322192875,-0.3276855333607438,0.0029613966588696665,0.485435380678898,-0.3281063561698893,-0.32922843912626776,-0.026963902262703593,2.2479970417262387,-0.006091388077366135,4.95076851180107,-0.32968044749184283
