Configuration,stresser,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE,SLOWDOWN
rate-19,stress:cpu_0_io_3_vm_3_vmbytes_512K,8158.75,1.05,0.394625,0.485375,6636.25,0.78925,19.725,0.815875,222.875,0.0335875,0.9991249999999999,0.18705,2.835e-05,1.6300000000000001,40.7875,0.09458749999999999,2101.25,0.0224625,0.7491650533675728
rate-31,facedetect:eyes-0-pyramid-25-selectivity-2,2798.75,1.0600000000000003,0.21175,0.166125,3566.25,0.42325,10.587499999999999,1.28625,2.8037500000000004,0.000762375,0.8193750000000001,0.47912499999999997,0.00013086250000000002,2.5699999999999994,64.2625,0.26487499999999997,2105.0,0.084,1.0155217992249645
rate-31,stress:cpu_0_io_3_vm_1_vmbytes_256K,3241.25,1.0525,0.18587499999999998,0.1925,3135.0,0.372,9.29875,0.9747499999999999,9.346249999999998,0.0029525,0.9691249999999999,0.18862500000000001,6.051250000000001e-05,1.9500000000000002,48.7625,0.0980625,2105.0,0.026262500000000005,1.1410211611184053
rate-31,facedetect:eyes-0-pyramid-9-selectivity-0,3650.0,1.05,0.28662499999999996,0.21725000000000003,4817.5,0.5731250000000001,14.325,1.32125,7.405,0.00153625,0.79525,1.4525000000000001,0.000298625,2.63875,66.00000000000001,0.86075,2100.0,0.25825,1.0578063849917596
rate-31,stress:cpu_0_io_3_vm_1_vmbytes_256K,3796.25,1.05125,0.199875,0.22525,3368.75,0.399875,9.992499999999998,0.8958750000000001,14.95375,0.004433749999999999,0.967875,0.28175,8.57125e-05,1.7912499999999998,44.75,0.12142499999999999,2105.0,0.0345,1.0966446969887749
rate-31,svm:batch-1-learning-89-regular-5,3836.25,1.0562500000000001,0.18575000000000003,0.22774999999999998,3127.5,0.37150000000000005,9.29125,0.933125,4.510000000000001,0.001579875,0.639,1.8567500000000001,0.0006585,1.8650000000000002,46.637499999999996,1.9968750000000004,2103.75,1.7900000000000003,1.1127726458097316
rate-31,stress:cpu_0_io_3_vm_3_vmbytes_512K,8363.75,1.05,0.39975000000000005,0.4955,6746.25,0.79975,20.0,0.808875,218.25,0.032362499999999995,0.9991249999999999,0.15019999999999997,2.2299999999999997e-05,1.6175,40.425000000000004,0.07645,2110.0,0.0227875,1.2007480525343293
rate-16,facedetect:eyes-0-pyramid-25-selectivity-2,2556.25,1.0612500000000002,0.19825,0.14975,3383.75,0.396875,9.92125,1.3250000000000002,1.9200000000000002,0.0005639999999999999,0.812875,0.349625,0.0001024,2.6475,66.225,0.186125,2131.25,0.0590625,1.0344540515305696
rate-16,stress:cpu_0_io_3_vm_1_vmbytes_256K,3501.25,1.05125,0.186125,0.20825000000000002,3128.75,0.37225,9.311250000000001,0.9015000000000001,14.88125,0.004731249999999999,0.986,0.14106249999999998,4.545e-05,1.8012499999999998,45.075,0.078725,2100.0,0.020437499999999997,1.0567267786358363
rate-16,facedetect:eyes-0-pyramid-9-selectivity-0,3881.25,1.05,0.27975,0.22875000000000004,4746.25,0.5596249999999999,13.9875,1.2212500000000002,8.696250000000001,0.0018325,0.6947500000000001,2.5324999999999998,0.000533625,2.445,61.137499999999996,1.11375,2120.0,0.3615,1.0550368019925869
rate-16,stress:cpu_0_io_3_vm_1_vmbytes_256K,3737.5,1.05125,0.19987500000000002,0.2215,3371.25,0.4,9.99,0.909875,16.42,0.0048512500000000005,0.9676250000000001,0.343875,0.00010558750000000001,1.82,45.512499999999996,0.138875,2107.5,0.039599999999999996,1.0412873806993883
rate-16,svm:batch-1-learning-89-regular-5,3696.25,1.0575,0.1766375,0.21975,2968.75,0.353375,8.829999999999998,0.920625,3.9812499999999997,0.0014946250000000003,0.656125,1.606875,0.000615875,1.83875,46.012499999999996,1.8868750000000003,2100.0,1.7775,1.1208484999501451
rate-16,stress:cpu_0_io_3_vm_3_vmbytes_512K,8105.0,1.05,0.3975,0.482125,6681.25,0.7952499999999999,19.887500000000003,0.827,212.5,0.031825,0.99875,0.25805,3.8950000000000005e-05,1.65375,41.3625,0.123175,2100.0,0.030412500000000002,1.161438799416598
rate-23,facedetect:eyes-0-pyramid-25-selectivity-2,2700.0,1.05875,0.21375,0.16012500000000002,3601.25,0.427375,10.672499999999998,1.3325,2.4812499999999997,0.000658625,0.773,0.6585,0.00016152499999999998,2.665,66.5875,0.3325000000000001,2106.25,0.082675,0.8790552503622605
rate-23,stress:cpu_0_io_3_vm_1_vmbytes_256K,3702.5,1.05125,0.207625,0.219625,3506.25,0.4155,10.3875,0.9582499999999999,13.09375,0.0037,0.983375,0.14415,4.185e-05,1.9174999999999998,47.93749999999999,0.08215,2108.75,0.0212125,0.9268618558471529
rate-23,facedetect:eyes-0-pyramid-9-selectivity-0,3565.0,1.05,0.2785,0.21175,4690.0,0.557125,13.9375,1.3150000000000002,7.308750000000001,0.0015550000000000002,0.8179999999999998,1.25875,0.00026799999999999995,2.63375,65.8125,0.7575000000000001,2105.0,0.25025000000000003,1.046914648204798
rate-23,stress:cpu_0_io_3_vm_1_vmbytes_256K,3803.75,1.05125,0.20612499999999997,0.226375,3463.75,0.41212499999999996,10.3025,0.9175000000000001,14.2275,0.004092500000000001,0.9705,0.282875,8.433749999999998e-05,1.83625,45.900000000000006,0.1209125,2100.0,0.0338375,1.0580927000483014
rate-23,svm:batch-1-learning-89-regular-5,3816.25,1.0575,0.176875,0.22699999999999998,2970.0,0.35337500000000005,8.845,0.8923749999999999,4.01625,0.0014993749999999998,0.6425000000000001,1.6555,0.000624125,1.78375,44.625,1.8862499999999998,2100.0,1.77375,0.9993822057639672
rate-23,stress:cpu_0_io_3_vm_3_vmbytes_512K,8506.25,1.05,0.40700000000000003,0.502,6901.25,0.8141250000000002,20.349999999999998,0.8116250000000002,217.75,0.0316875,0.9976249999999999,0.4408749999999999,5.9250000000000004e-05,1.62375,40.574999999999996,0.20619999999999997,2118.75,0.03982499999999999,1.1840302087693877
rate-4,facedetect:eyes-0-pyramid-25-selectivity-2,2561.25,1.0612500000000002,0.20137500000000003,0.149625,3443.75,0.40249999999999997,10.05875,1.34625,1.9112500000000001,0.00054475,0.8411249999999998,0.327225,9.131249999999999e-05,2.6875,67.21249999999999,0.168575,2143.75,0.05495,0.9546703547467462
rate-4,stress:cpu_0_io_3_vm_1_vmbytes_256K,3533.75,1.05,0.20650000000000002,0.209375,3482.5,0.412875,10.3275,0.986125,15.275,0.00443125,0.9685,0.4415,0.00010238749999999999,1.97,49.275,0.22397499999999998,2106.25,0.040287500000000004,1.0033024271027748
rate-4,facedetect:eyes-0-pyramid-9-selectivity-0,3706.25,1.05,0.286875,0.216,4926.25,0.5740000000000001,14.337499999999999,1.3275000000000001,7.56625,0.0015337500000000002,0.801625,1.45,0.00029112499999999993,2.6587500000000004,66.45,0.8682500000000001,2145.0,0.26,0.9915839548269383
rate-4,stress:cpu_0_io_3_vm_1_vmbytes_256K,3335.0,1.05125,0.199625,0.198375,3356.25,0.39912499999999995,9.98125,1.0126249999999999,7.31125,0.0021650000000000003,0.937125,0.2329875,7.055000000000002e-05,2.02625,50.675000000000004,0.10944999999999999,2101.25,0.029312500000000002,1.0654126486298816
rate-4,svm:batch-1-learning-89-regular-5,3887.5,1.0562500000000001,0.188325,0.23124999999999996,3162.5,0.37637500000000007,9.42125,0.924375,4.507499999999999,0.001597625,0.6055,2.010375,0.000718,1.85125,46.275,2.03425,2100.0,1.7962500000000001,1.0584585807939473
rate-4,stress:cpu_0_io_3_vm_3_vmbytes_512K,7956.25,1.05,0.405625,0.47187499999999993,6841.25,0.811375,20.287499999999998,0.860375,203.375,0.029925000000000004,0.997625,0.47687500000000005,6.05375e-05,1.72,43.025000000000006,0.20692500000000003,2107.5,0.040925,1.0401868347689451
rate-27,facedetect:eyes-0-pyramid-25-selectivity-2,2535.0,1.0600000000000003,0.19724999999999998,0.148,3378.75,0.394375,9.875,1.3325,1.85875,0.000546875,0.8491249999999999,0.26087499999999997,7.683749999999999e-05,2.66375,66.64999999999999,0.15475,2140.0,0.0504875,1.14600672234436
rate-27,stress:cpu_0_io_3_vm_1_vmbytes_256K,3792.5,1.05125,0.20224999999999999,0.225375,3406.25,0.40475,10.12625,0.907625,15.50125,0.00451875,0.9874999999999999,0.13796250000000002,4.04375e-05,1.815,45.3625,0.07896249999999999,2102.5,0.019725,1.1911962629708557
rate-27,facedetect:eyes-0-pyramid-9-selectivity-0,3676.25,1.05,0.28675,0.21849999999999997,4831.25,0.5735000000000001,14.337500000000002,1.3137500000000002,7.613750000000001,0.001575,0.8086249999999999,1.4087500000000002,0.00028649999999999997,2.625,65.6375,0.8577499999999999,2105.0,0.25587499999999996,1.1742974298264142
rate-27,stress:cpu_0_io_3_vm_1_vmbytes_256K,3845.0,1.05125,0.2025,0.228,3415.0,0.4055,10.135,0.8963750000000001,26.7375,0.00781875,0.9859999999999999,0.3015,8.99375e-05,1.7912499999999998,44.85,0.1437875,2105.0,0.0344875,1.1737047666977491
rate-27,svm:batch-1-learning-89-regular-5,3918.75,1.0575,0.18735000000000002,0.23275,3151.25,0.37425,9.3675,0.91925,4.638749999999999,0.0016151249999999998,0.635625,1.918125,0.0006681249999999999,1.83875,45.974999999999994,2.0275000000000003,2102.5,1.78625,1.2064305975368863
rate-27,stress:cpu_0_io_3_vm_3_vmbytes_512K,8167.5,1.05,0.408125,0.48575,6866.25,0.81625,20.425,0.8423750000000001,181.625,0.026574999999999998,0.9972499999999999,0.43999999999999995,5.9012500000000005e-05,1.6849999999999998,42.1,0.21377500000000002,2102.5,0.041362499999999996,1.3098880073668828
rate-35,facedetect:eyes-0-pyramid-25-selectivity-2,2560.0,1.0612500000000002,0.202625,0.15175,3416.25,0.40549999999999997,10.12875,1.33375,2.1115,0.0006066249999999999,0.8464999999999999,0.33275,9.436250000000001e-05,2.67375,66.76249999999999,0.1807875,2106.25,0.058762499999999995,0.9525838076058609
rate-35,stress:cpu_0_io_3_vm_1_vmbytes_256K,3917.5,1.05,0.21012500000000003,0.23312500000000003,3533.75,0.4205,10.524999999999999,0.903875,16.7375,0.004741250000000001,0.97925,0.23577499999999996,6.6675e-05,1.8087499999999999,45.18749999999999,0.11795,2100.0,0.0303375,1.0501336969572008
rate-35,facedetect:eyes-0-pyramid-9-selectivity-0,3751.25,1.05,0.28974999999999995,0.219125,4958.75,0.579375,14.475000000000001,1.32125,7.617500000000001,0.001535,0.7943749999999998,1.5187499999999998,0.000302125,2.645,66.125,0.8916250000000001,2138.75,0.26225,1.0814175416646545
rate-35,stress:cpu_0_io_3_vm_1_vmbytes_256K,3517.5,1.05,0.19637500000000002,0.20925000000000002,3301.25,0.39275,9.817499999999999,0.94125,13.19125,0.003976250000000001,0.972625,0.2595,7.73375e-05,1.8825,47.0875,0.119875,2100.0,0.0321625,1.0162087088611271
rate-35,svm:batch-1-learning-89-regular-5,3707.5,1.0562500000000001,0.174725,0.2205,2936.25,0.34900000000000003,8.72,0.9033749999999999,3.89375,0.001458125,0.634875,1.6421249999999998,0.0006190000000000001,1.8074999999999997,45.2,1.8925,2101.25,1.7725000000000002,1.10765795897107
rate-35,stress:cpu_0_io_3_vm_3_vmbytes_512K,8180.0,1.05,0.40925000000000006,0.483625,6922.5,0.8185,20.462499999999995,0.8474999999999999,169.125,0.02445,0.9988749999999998,0.17267500000000002,2.50875e-05,1.6962499999999998,42.387499999999996,0.08051250000000001,2113.75,0.0253375,1.2264611406501644
