Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE
rate-30,2310.0,1.07,0.281,0.136,4765.0,0.562,14.0,2.065,14.399999999999999,0.0030299999999999997,0.9695,0.4395,9.23e-05,4.13,103.0,0.2585,2120.0,0.09359999999999999
rate-35,2333.3333333333335,1.0633333333333335,0.29266666666666663,0.13833333333333334,4943.333333333333,0.5846666666666667,14.6,2.1166666666666667,11.026666666666666,0.0022333333333333333,0.957,0.472,9.559999999999999e-05,4.239999999999999,105.66666666666667,0.2806666666666667,2113.3333333333335,0.11699999999999999
rate-45,2300.0,1.07,0.30633333333333335,0.13633333333333333,5180.0,0.6126666666666667,15.300000000000002,2.2533333333333334,14.533333333333331,0.002803333333333333,0.9693333333333333,0.4443333333333333,8.583333333333334e-05,4.506666666666667,112.66666666666667,0.25366666666666665,2113.3333333333335,0.12133333333333333
rate-20,2310.0,1.07,0.26866666666666666,0.1366666666666667,4543.333333333333,0.5376666666666666,13.433333333333332,1.9666666666666668,11.073333333333332,0.0024466666666666664,0.9613333333333333,0.4186666666666667,9.196666666666667e-05,3.9333333333333336,98.26666666666667,0.25266666666666665,2113.3333333333335,0.0983
rate-5,2296.6666666666665,1.07,0.259,0.136,4380.0,0.5183333333333334,12.966666666666667,1.9100000000000001,9.93,0.00227,0.9659999999999999,0.3356666666666667,7.656666666666667e-05,3.8200000000000003,95.5,0.20166666666666666,2113.3333333333335,0.07440000000000001
rate-1,2282.5,1.07,0.26125,0.135,4407.5,0.52225,13.05,1.93,8.4775,0.0019225000000000002,0.95975,0.34,7.705e-05,3.8649999999999998,96.6,0.20800000000000002,2110.0,0.080075
rate-25,2315.0,1.07,0.274,0.136,4670.0,0.548,13.7,2.0149999999999997,13.5,0.0029,0.9675,0.4375,9.37e-05,4.029999999999999,100.5,0.259,2130.0,0.0917
rate-40,2283.3333333333335,1.07,0.3,0.136,5040.0,0.6,15.0,2.206666666666667,11.146666666666667,0.0022166666666666667,0.961,0.4346666666666667,8.636666666666667e-05,4.416666666666667,110.66666666666667,0.24866666666666667,2100.0,0.11733333333333333
rate-10,2283.3333333333335,1.07,0.263,0.136,4420.0,0.5263333333333334,13.133333333333333,1.9333333333333333,10.433333333333334,0.0023666666666666667,0.9636666666666667,0.37766666666666665,8.54e-05,3.8699999999999997,96.8,0.23233333333333336,2100.0,0.08626666666666666
rate-15,2316.6666666666665,1.0666666666666667,0.26433333333333336,0.137,4473.333333333333,0.5283333333333333,13.233333333333334,1.9333333333333333,10.38,0.00233,0.9613333333333333,0.38566666666666666,8.613333333333333e-05,3.8633333333333333,96.60000000000001,0.22833333333333336,2130.0,0.08823333333333333
