Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE,SLOWDOWN
num-200000,svm:batch-4-learning-34-regular-12,5062.5,1.039625,0.1676625,0.3015,2816.25,0.335,8.3725,0.691,6.7725,0.002073875,0.611375,2.593625,0.000828625,1.383125,34.55,2.397875,2101.25,1.86125,1.06453708037
num-200000,ferret:eyes-2-pyramid-7-selectivity-2,2326.25,1.05375,0.17925,0.138,3021.25,0.35875,8.96375,1.29875,1.295,0.000429125,0.965,0.04575,1.528375e-05,2.59625,64.9125,0.037775,2106.25,0.0134625,0.986794814981
num-700000,stress:cpu_5_io_0_vm_4_vmbytes_256K,17512.5,1.04875,1.34125,1.045,22550.0,2.685,67.1125,1.2875,95.25,0.00422625,0.999875,0.02764125,1.244125e-06,2.58125,64.5125,0.01448875,2100.0,0.001998,1.65357692709
num-700000,ferret:eyes-2-pyramid-7-selectivity-2,2331.25,1.051375,0.179,0.138375,3017.5,0.358,8.945,1.2925,1.48125,0.000493625,0.970125,0.0451,1.52325e-05,2.585,64.625,0.0391125,2106.25,0.0140025,0.983520330462
num-700000,svm:batch-4-learning-34-regular-12,5051.25,1.02875,0.16835,0.301125,2830.0,0.3365,8.4175,0.693125,6.90125,0.002147375,0.618875,2.591625,0.000827,1.384875,34.6,2.409,2100.0,1.86625,1.12193866319
num-700000,ferret:eyes-1-pyramid-16-selectivity-2,2351.25,1.06,0.17825,0.139,3010.0,0.3565,8.91375,1.28125,1.26875,0.000422125,0.962625,0.047925,1.599375e-05,2.56,64.0625,0.0374625,2110.0,0.01252125,0.989247697304
num-700000,stress:cpu_2_io_1_vm_4_vmbytes_128K,13587.5,1.04875,1.135,0.809625,19087.5,2.2725,56.7875,1.4025,8.0575,0.000421875,0.99625,0.0289675,1.527125e-06,2.805,70.1375,0.0179325,2100.0,0.0023975,1.4147159084
num-700000,stress:cpu_2_io_1_vm_1_vmbytes_512K,7192.5,1.04875,0.76325,0.428,12837.5,1.52625,38.1625,1.78125,73.3,0.0057175,0.9995,0.0319375,2.4835e-06,3.5675,89.1375,0.01799375,2100.0,0.00292875,1.00933492171
num-700000,ferret:eyes-1-pyramid-16-selectivity-0,2361.25,1.05625,0.18,0.1405,3025.0,0.36,8.9975,1.28,1.495,0.000494875,0.9595,0.0593875,1.967e-05,2.5625,64.0375,0.0575125,2100.0,0.024,0.98582647228
num-700000,ferret:eyes-2-pyramid-7-selectivity-1,2332.5,1.03475,0.175375,0.136875,2992.5,0.351,8.77125,1.2825,1.42625,0.000484125,0.964625,0.0493875,1.7305e-05,2.565,64.1125,0.047675,2131.25,0.0183625,0.984687242083
num-700000,stress:cpu_4_io_0_vm_4_vmbytes_256K,17512.5,1.04875,1.23625,1.045,20787.5,2.4725,61.825,1.19,66.0,0.00317625,0.99975,0.02136625,1.03275e-06,2.375,59.4,0.01190125,2100.0,0.001359625,1.65737385617
num-700000,stress:cpu_5_io_2_vm_3_vmbytes_1M,17500.0,1.04875,1.3275,1.0425,22325.0,2.65625,66.4125,1.2775,290.125,0.0129875,1.0,0.0344375,1.548375e-06,2.55625,63.8625,0.01906,2100.0,0.0038525,1.6846637901
