Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE
batch-1-learning-56-regular-89,4302.0,1.064,0.18602,0.2558,3130.0,0.3722,9.31,0.783,4.7302,0.0014658,0.6418,1.951,0.0006642,1.566,39.16,1.8758,2100.0,1.6546
batch-2-learning-56-regular-34,4142.0,1.0204,0.18574,0.2464,3122.0,0.3716,9.282,0.7906,4.7844,0.0014146,0.635,1.7596,0.0006076,1.58,39.48,2.056,2100.0,1.77
batch-4-learning-56-regular-56,4132.0,1.0206,0.18808,0.2458,3162.0,0.3762,9.404,0.7938,4.9316,0.0014456,0.6046,2.079,0.000658,1.59,39.68,2.2196,2100.0,1.838
batch-5-learning-100-regular-45,4188.0,1.0214,0.19342,0.2488,3252.0,0.3868,9.67,0.8014,5.4568,0.001492,0.615,2.131,0.0006568,1.602,40.02,2.2512,2100.0,1.84
batch-5-learning-23-regular-78,4174.0,1.0298,0.19304,0.2484,3244.0,0.386,9.638,0.7972,5.1838,0.0014066,0.6198,1.9222,0.0005952,1.594,39.82,2.242,2100.0,1.84
batch-2-learning-1-regular-89,4092.0,1.0206,0.18452,0.2432,3096.0,0.3686,9.208,0.7872,3.9044,0.0012282,0.6388,1.4056,0.0005086,1.572,39.32,2.0538,2100.0,1.768
batch-4-learning-23-regular-100,4126.0,1.0204,0.1866,0.246,3134.0,0.3728,9.326,0.7906,5.361,0.0015092,0.606,2.1872,0.0006788,1.582,39.54,2.2406,2100.0,1.832
batch-3-learning-56-regular-34,4144.0,1.0204,0.1878,0.2466,3154.0,0.3754,9.388,0.794,4.8322,0.001438,0.6098,2.0136,0.0006614,1.586,39.66,2.1572,2100.0,1.818
batch-5-learning-45-regular-67,4082.0,1.0204,0.18952,0.2426,3186.0,0.3788,9.47,0.7948,4.2052,0.001229,0.6038,1.642,0.000535,1.588,39.72,2.2126,2100.0,1.816
batch-2-learning-12-regular-45,4138.0,1.0294,0.18572,0.2464,3120.0,0.3708,9.274,0.7826,4.2348,0.0012594,0.6428,1.4042,0.0005044,1.566,39.16,2.0444,2100.0,1.778
batch-1-learning-1-regular-45,4084.0,1.0294,0.17994,0.2434,3022.0,0.3596,8.992,0.782,3.7648,0.0012464,0.6458,1.3952,0.00052182,1.562,39.06,1.8548,2100.0,1.644
batch-5-learning-100-regular-34,4244.0,1.0294,0.19504,0.252,3280.0,0.3904,9.754,0.7978,4.9278,0.0013878,0.6078,2.0392,0.0006334,1.596,39.92,2.257,2100.0,1.838
batch-4-learning-56-regular-23,4178.0,1.0282,0.18728,0.2486,3152.0,0.3746,9.364,0.7872,5.2764,0.0014866,0.6162,2.0898,0.0006538,1.576,39.38,2.223,2100.0,1.836
batch-5-learning-89-regular-12,4146.0,1.021,0.1922,0.2466,3232.0,0.3846,9.61,0.799,4.878,0.001401,0.6066,2.0304,0.0006414,1.598,39.98,2.2404,2100.0,1.832
batch-2-learning-89-regular-56,4288.0,1.038,0.1902,0.255,3194.0,0.3802,9.51,0.7824,5.157,0.0014942,0.6572,1.784,0.0005994,1.566,39.1,2.042,2100.0,1.776
batch-2-learning-100-regular-56,4302.0,1.0456,0.18986,0.2566,3192.0,0.3796,9.478,0.7842,5.0724,0.0014644,0.6434,1.8466,0.0006248,1.564,39.18,2.0574,2100.0,1.77
batch-4-learning-1-regular-67,4120.0,1.0192,0.18532,0.2448,3120.0,0.371,9.272,0.7904,5.2732,0.001497,0.605,2.1644,0.000677,1.582,39.56,2.231,2100.0,1.828
batch-1-learning-78-regular-56,3848.0,0.9936,0.1711,0.2288,2880.0,0.3424,8.554,0.7828,4.1036,0.0014252,0.6388,1.6992,0.00063758,1.566,39.12,1.8468,2100.0,1.652
batch-3-learning-34-regular-67,3782.0,0.9864,0.17666,0.2248,2970.0,0.3534,8.842,0.8006,4.5602,0.001504,0.611,1.88,0.0006648,1.598,40.0,2.0954,2100.0,1.778
batch-3-learning-67-regular-1,4330.0,1.041,0.19296,0.2574,3246.0,0.3864,9.67,0.7836,5.0126,0.0013654,0.6212,1.8528,0.0005826,1.566,39.18,2.1966,2100.0,1.84
batch-3-learning-45-regular-89,4040.0,1.0118,0.18392,0.2396,3090.0,0.3676,9.186,0.792,4.76,0.0014636,0.6242,1.893,0.0006384,1.584,39.64,2.1384,2100.0,1.808
batch-5-learning-1-regular-12,3924.0,1.0004,0.18414,0.2334,3094.0,0.368,9.2,0.7894,5.1418,0.001503,0.613,2.038,0.000653,1.58,39.48,2.1976,2100.0,1.79
batch-3-learning-23-regular-56,4190.0,1.0236,0.18912,0.2492,3174.0,0.3778,9.448,0.785,5.1478,0.001444,0.6202,1.9666,0.0006322,1.568,39.22,2.1548,2100.0,1.824
batch-1-learning-45-regular-56,4132.0,1.0372,0.18092,0.2456,3042.0,0.3618,9.04,0.7804,4.2514,0.0013672,0.6406,1.7306,0.0006154,1.564,39.06,1.8646,2100.0,1.648
batch-2-learning-23-regular-1,4082.0,1.0184,0.18416,0.243,3098.0,0.3688,9.21,0.7866,4.8084,0.0014442,0.6342,1.781,0.0006232,1.576,39.34,2.0418,2100.0,1.77
batch-1-learning-34-regular-1,4100.0,1.0294,0.18,0.2436,3028.0,0.3604,9.018,0.7834,3.9074,0.0012736,0.6444,1.5112,0.0005491,1.566,39.16,1.8472,2100.0,1.65
batch-4-learning-12-regular-34,4134.0,1.0278,0.1862,0.2464,3128.0,0.3722,9.3,0.7862,5.3062,0.0014966,0.6022,2.2126,0.0006896,1.572,39.28,2.225,2100.0,1.826
batch-3-learning-1-regular-67,4478.0,1.064,0.19662,0.2664,3302.0,0.3926,9.818,0.7844,5.3024,0.0014358,0.6254,1.9984,0.0006298,1.568,39.22,2.2198,2100.0,1.844
batch-4-learning-100-regular-67,4274.0,1.0372,0.19096,0.2544,3210.0,0.3822,9.552,0.7884,5.49,0.0014946,0.614,2.1592,0.000659,1.578,39.4,2.2492,2100.0,1.854
batch-2-learning-34-regular-1,4284.0,1.03,0.18944,0.2546,3188.0,0.3792,9.488,0.79,4.8118,0.0013904,0.635,1.8006,0.0006084,1.58,39.56,2.0562,2100.0,1.764
batch-3-learning-45-regular-12,4206.0,1.0212,0.18954,0.2502,3186.0,0.3788,9.486,0.7946,4.5676,0.0012546,0.6174,1.6224,0.0005256,1.592,39.76,2.1684,2100.0,1.832
batch-3-learning-100-regular-34,4118.0,1.0282,0.18588,0.2454,3122.0,0.3716,9.29,0.7854,4.4662,0.001354,0.6152,1.804,0.0006022,1.572,39.26,2.1466,2100.0,1.81
batch-1-learning-1-regular-1,4122.0,1.0274,0.18024,0.2458,3032.0,0.3608,9.022,0.7792,4.4104,0.001497,0.6746,1.7666,0.000631,1.56,38.98,1.863,2100.0,1.644
batch-5-learning-67-regular-23,4018.0,1.0184,0.18558,0.2394,3120.0,0.3712,9.268,0.7902,5.3254,0.0015364,0.62,2.0642,0.0006676,1.58,39.52,2.2166,2100.0,1.808
batch-3-learning-1-regular-89,4300.0,1.0304,0.19404,0.2562,3262.0,0.3884,9.702,0.7696,5.8688,0.0015702,0.6448,1.988,0.0006146,1.538,38.46,2.2012,2100.0,1.814
batch-3-learning-34-regular-12,4356.0,1.0458,0.19398,0.2592,3258.0,0.3876,9.68,0.7918,5.1962,0.0014348,0.623,1.9754,0.0006286,1.584,39.56,2.2018,2100.0,1.836
batch-2-learning-45-regular-12,4230.0,1.0298,0.18788,0.2512,3162.0,0.3764,9.41,0.789,4.7942,0.001394,0.6382,1.727,0.0005912,1.582,39.5,2.0304,2100.0,1.77
batch-1-learning-56-regular-100,4180.0,1.0398,0.18272,0.2492,3074.0,0.3652,9.134,0.782,4.082,0.0012998,0.6346,1.6696,0.0005856,1.564,39.1,1.8596,2100.0,1.646
batch-4-learning-23-regular-45,4488.0,1.0274,0.2045,0.2666,3438.0,0.4088,10.214,0.7538,6.0156,0.001485,0.6298,2.2556,0.0006072,1.508,37.7,2.3032,2100.0,1.858
batch-2-learning-34-regular-67,4290.0,1.0368,0.19034,0.2554,3198.0,0.3804,9.516,0.7892,4.4442,0.0013426,0.6268,1.7972,0.000608,1.578,39.46,2.041,2100.0,1.768
batch-3-learning-34-regular-1,3926.0,1.0054,0.18004,0.2336,3026.0,0.36,9.0,0.7894,4.033,0.0012636,0.6156,1.5476,0.0005414,1.576,39.44,2.118,2100.0,1.8
batch-1-learning-56-regular-67,3838.0,0.993,0.17116,0.2284,2876.0,0.3424,8.56,0.7858,4.0512,0.0014092,0.6376,1.6504,0.0006222,1.572,39.24,1.841,2100.0,1.644
batch-1-learning-100-regular-23,3936.0,0.9964,0.17416,0.234,2928.0,0.3484,8.696,0.7848,4.0524,0.0013808,0.64,1.6842,0.00062418,1.57,39.28,1.8516,2100.0,1.642
batch-4-learning-78-regular-12,4028.0,1.0214,0.18294,0.2398,3076.0,0.366,9.146,0.7846,4.8916,0.0014844,0.604,2.0886,0.0006844,1.566,39.2,2.1842,2100.0,1.812
batch-5-learning-89-regular-89,4250.0,1.0372,0.19418,0.2528,3266.0,0.3886,9.718,0.7942,5.5064,0.0014922,0.617,2.136,0.000655,1.588,39.7,2.2524,2100.0,1.838
batch-3-learning-89-regular-100,4318.0,1.046,0.1917,0.2576,3222.0,0.3834,9.578,0.7834,4.5494,0.001258,0.6234,1.5864,0.000519,1.57,39.18,2.198,2100.0,1.83
batch-3-learning-67-regular-78,4274.0,1.0368,0.18942,0.2538,3184.0,0.379,9.462,0.7854,5.0782,0.0014366,0.6212,1.9498,0.000629,1.572,39.32,2.182,2100.0,1.814
batch-4-learning-67-regular-56,4038.0,1.0088,0.18414,0.24,3094.0,0.368,9.194,0.7938,5.171,0.0014808,0.6102,2.1034,0.0006622,1.59,39.72,2.2034,2100.0,1.832
batch-2-learning-67-regular-12,4346.0,1.041,0.19178,0.259,3224.0,0.3834,9.586,0.7892,4.7726,0.0013986,0.637,1.7876,0.0006018,1.578,39.44,2.0554,2100.0,1.768
batch-1-learning-23-regular-45,4158.0,1.038,0.18204,0.2476,3060.0,0.3642,9.102,0.7804,4.079,0.0013198,0.633,1.6974,0.00060504,1.562,39.04,1.867,2100.0,1.65
batch-4-learning-89-regular-100,4276.0,1.0352,0.19068,0.254,3204.0,0.381,9.516,0.7868,5.402,0.0015148,0.6104,2.1832,0.0006772,1.572,39.34,2.2412,2100.0,1.846
batch-5-learning-56-regular-23,4094.0,1.012,0.1895,0.2434,3182.0,0.3786,9.458,0.7982,5.315,0.0014816,0.6168,2.095,0.0006546,1.6,39.98,2.247,2100.0,1.826
batch-3-learning-89-regular-56,4348.0,1.0466,0.19284,0.2584,3240.0,0.3854,9.64,0.788,5.2542,0.00144,0.621,1.9822,0.0006318,1.576,39.38,2.1782,2100.0,1.842
batch-3-learning-100-regular-1,4108.0,1.0254,0.18618,0.2448,3130.0,0.3726,9.31,0.7938,5.132,0.0014892,0.6174,2.0076,0.0006618,1.59,39.74,2.1742,2100.0,1.814
batch-2-learning-23-regular-45,4180.0,1.0292,0.187,0.249,3144.0,0.374,9.342,0.7864,4.8996,0.001452,0.6326,1.8486,0.0006326,1.574,39.26,2.0796,2100.0,1.772
batch-5-learning-34-regular-23,4268.0,1.0468,0.1918,0.2538,3228.0,0.3838,9.596,0.7812,4.7272,0.0013168,0.6122,1.7892,0.0005708,1.564,39.02,2.52,2100.0,1.826
batch-2-learning-56-regular-56,4038.0,1.0146,0.18182,0.2404,3056.0,0.3638,9.094,0.7876,4.6894,0.0014122,0.6388,1.6556,0.0005892,1.576,39.38,2.0338,2100.0,1.764
batch-3-learning-89-regular-23,4220.0,1.0294,0.18868,0.2508,3174.0,0.3774,9.426,0.79,4.6016,0.0012782,0.6178,1.6362,0.000534,1.58,39.48,2.1854,2100.0,1.822
batch-1-learning-56-regular-12,4066.0,1.0206,0.18018,0.242,3030.0,0.3606,9.024,0.7896,4.0508,0.0013264,0.6356,1.6958,0.00060486,1.58,39.52,1.8614,2100.0,1.646
batch-1-learning-100-regular-1,4100.0,1.0294,0.17998,0.2436,3024.0,0.3602,9.002,0.782,4.044,0.0013276,0.6376,1.6612,0.00059778,1.568,39.14,1.8562,2100.0,1.644
batch-3-learning-34-regular-89,4332.0,1.0466,0.19304,0.2584,3244.0,0.3862,9.646,0.7864,5.4248,0.001487,0.6244,2.0356,0.0006498,1.57,39.3,2.1924,2100.0,1.834
batch-2-learning-78-regular-1,4250.0,1.0372,0.18992,0.253,3194.0,0.38,9.506,0.7894,4.7,0.0013832,0.6396,1.7002,0.0005826,1.578,39.48,2.079,2100.0,1.772
batch-1-learning-23-regular-100,3968.0,1.0056,0.17484,0.2358,2940.0,0.3496,8.744,0.7782,3.8336,0.0013208,0.6306,1.6024,0.0005918,1.558,38.9,1.8638,2100.0,1.654
batch-4-learning-78-regular-100,4164.0,1.0294,0.18756,0.248,3154.0,0.3754,9.384,0.788,5.4176,0.0015326,0.6158,2.1804,0.0006842,1.574,39.34,2.2172,2100.0,1.838
batch-2-learning-23-regular-23,3696.0,0.98,0.17184,0.22,2888.0,0.3438,8.59,0.7946,4.2936,0.0014732,0.6292,1.7476,0.0006542,1.588,39.72,2.0018,2100.0,1.738
batch-5-learning-56-regular-100,4532.0,1.064,0.20378,0.2694,3424.0,0.4068,10.2,0.7976,5.7146,0.001446,0.6102,2.238,0.0006548,1.592,39.86,2.3068,2100.0,1.87
batch-4-learning-89-regular-89,4124.0,1.0204,0.18628,0.2452,3132.0,0.3728,9.312,0.7906,5.5344,0.001577,0.6216,2.1464,0.0006746,1.582,39.56,2.2148,2100.0,1.836
batch-5-learning-45-regular-23,4072.0,1.0118,0.18866,0.2426,3172.0,0.3774,9.44,0.8018,5.2422,0.0014806,0.6166,2.0706,0.0006568,1.602,40.04,2.2316,2100.0,1.818
batch-2-learning-56-regular-45,4284.0,1.03,0.18946,0.2544,3184.0,0.3788,9.468,0.7904,4.8208,0.0014076,0.6328,1.8442,0.0006228,1.582,39.5,2.0588,2100.0,1.77
batch-5-learning-78-regular-78,3714.0,0.9802,0.17778,0.221,2984.0,0.355,8.872,0.807,4.9456,0.001603,0.6172,2.0254,0.0006952,1.61,40.28,2.152,2100.0,1.784
batch-5-learning-34-regular-34,4374.0,1.0466,0.19758,0.2602,3324.0,0.3954,9.892,0.795,5.6354,0.0014908,0.619,2.1566,0.0006524,1.59,39.76,2.2898,2100.0,1.852
batch-2-learning-1-regular-45,4018.0,1.0104,0.18178,0.239,3056.0,0.3636,9.08,0.7866,4.7818,0.0014812,0.6596,1.718,0.0006102,1.57,39.3,2.0282,2100.0,1.762
batch-1-learning-34-regular-56,4102.0,1.0294,0.1804,0.2432,3028.0,0.3606,9.004,0.784,3.939,0.0013054,0.6312,1.687,0.00060334,1.568,39.2,1.8588,2100.0,1.644
batch-1-learning-89-regular-67,4134.0,1.038,0.18202,0.2462,3060.0,0.3642,9.098,0.7814,4.2042,0.0013512,0.638,1.7242,0.00061334,1.566,39.1,1.8556,2100.0,1.65
batch-3-learning-12-regular-78,4178.0,1.0284,0.18702,0.2482,3140.0,0.3736,9.34,0.786,5.0706,0.0014544,0.625,1.896,0.0006218,1.574,39.34,2.1734,2100.0,1.816
batch-5-learning-100-regular-78,4346.0,1.0466,0.19618,0.2582,3298.0,0.3922,9.818,0.7936,5.4902,0.00147,0.615,2.1578,0.0006584,1.588,39.66,2.2762,2100.0,1.838
batch-1-learning-34-regular-100,4298.0,1.041,0.18896,0.2552,3176.0,0.378,9.464,0.7852,4.412,0.0014174,0.6368,1.8052,0.00063338,1.574,39.3,1.9136,2100.0,1.668
batch-1-learning-67-regular-56,4188.0,1.041,0.18324,0.2494,3080.0,0.3662,9.156,0.7842,4.3002,0.0013622,0.639,1.7392,0.0006092,1.568,39.16,1.8728,2100.0,1.654
batch-4-learning-1-regular-1,4072.0,1.0116,0.18422,0.2422,3100.0,0.3688,9.23,0.7922,5.3214,0.0015298,0.6168,2.11,0.0006668,1.584,39.56,2.2272,2100.0,1.826
batch-4-learning-67-regular-23,4428.0,1.058,0.19492,0.2638,3278.0,0.39,9.754,0.7868,5.41,0.001442,0.6098,2.175,0.0006462,1.572,39.38,2.2862,2100.0,1.856
batch-2-learning-100-regular-12,4310.0,1.0398,0.19126,0.257,3214.0,0.3826,9.572,0.7902,4.8024,0.0013952,0.628,1.863,0.0006256,1.582,39.54,2.0664,2100.0,1.768
batch-3-learning-56-regular-1,4264.0,1.0294,0.19178,0.2534,3222.0,0.3832,9.584,0.7948,4.883,0.0014148,0.6124,1.9894,0.0006422,1.588,39.72,2.1802,2100.0,1.834
batch-1-learning-12-regular-34,4158.0,1.0324,0.18268,0.2474,3072.0,0.3656,9.128,0.7874,4.109,0.0013038,0.6332,1.703,0.0005942,1.574,39.34,1.8694,2100.0,1.652
batch-3-learning-1-regular-56,4290.0,1.0324,0.19114,0.255,3214.0,0.3824,9.558,0.793,5.6508,0.0015622,0.6404,1.9822,0.0006294,1.584,39.62,2.1962,2100.0,1.834
batch-4-learning-1-regular-23,4434.0,1.064,0.19562,0.2644,3294.0,0.3918,9.796,0.784,5.4846,0.0014488,0.615,2.113,0.0006336,1.568,39.22,2.263,2100.0,1.87
batch-4-learning-56-regular-67,4354.0,1.0466,0.1927,0.2594,3242.0,0.3856,9.63,0.7838,5.3264,0.0014402,0.6144,2.1224,0.000641,1.57,39.22,2.2738,2100.0,1.848
batch-2-learning-89-regular-23,4410.0,1.0466,0.19326,0.2624,3244.0,0.386,9.652,0.7896,4.7866,0.001362,0.634,1.7818,0.0005924,1.576,39.46,2.0442,2100.0,1.764
batch-1-learning-67-regular-100,4106.0,1.0294,0.18146,0.2448,3050.0,0.3626,9.064,0.7842,4.2256,0.0013562,0.635,1.74,0.00061584,1.57,39.24,1.8726,2100.0,1.652
batch-3-learning-1-regular-23,4416.0,1.0466,0.19498,0.262,3274.0,0.3898,9.746,0.7916,5.163,0.0014012,0.6276,1.9042,0.0005952,1.584,39.58,2.213,2100.0,1.838
batch-1-learning-78-regular-1,4214.0,1.041,0.18306,0.2502,3078.0,0.3662,9.148,0.7798,4.1842,0.0013222,0.6336,1.6822,0.000592,1.562,38.98,1.8696,2100.0,1.648
batch-4-learning-12-regular-78,4290.0,1.0372,0.19188,0.2558,3224.0,0.383,9.578,0.7902,5.3932,0.0014716,0.612,2.149,0.0006516,1.582,39.54,2.2706,2100.0,1.842
batch-2-learning-78-regular-100,4234.0,1.0324,0.18818,0.2516,3164.0,0.3764,9.418,0.7868,4.2264,0.0012852,0.6314,1.5906,0.0005542,1.572,39.34,2.0494,2100.0,1.77
batch-4-learning-89-regular-12,4148.0,1.0206,0.18672,0.246,3138.0,0.3732,9.338,0.7918,5.2726,0.0014734,0.608,2.1142,0.0006588,1.586,39.6,2.2392,2100.0,1.834
batch-5-learning-67-regular-67,4380.0,1.054,0.19818,0.2604,3332.0,0.3962,9.908,0.792,5.8348,0.0015296,0.6186,2.24,0.0006762,1.586,39.58,2.274,2100.0,1.856
batch-5-learning-56-regular-1,4258.0,1.0382,0.1929,0.2528,3244.0,0.386,9.638,0.79,5.4344,0.001477,0.6156,2.1318,0.0006542,1.58,39.46,2.2454,2100.0,1.832
batch-3-learning-56-regular-67,4430.0,1.0466,0.19544,0.2634,3290.0,0.3912,9.786,0.792,5.1056,0.001385,0.6276,1.8926,0.0005908,1.584,39.62,2.2094,2100.0,1.84
batch-2-learning-34-regular-12,3710.0,0.9796,0.17288,0.2208,2908.0,0.3462,8.656,0.793,4.361,0.001481,0.6306,1.7624,0.0006478,1.586,39.66,2.0096,2100.0,1.744
batch-4-learning-100-regular-23,4366.0,1.0466,0.19384,0.26,3258.0,0.3878,9.686,0.79,5.525,0.001475,0.6058,2.2492,0.0006704,1.582,39.48,2.276,2100.0,1.854
batch-1-learning-1-regular-78,4084.0,1.0294,0.17964,0.2432,3020.0,0.3594,8.99,0.7794,4.2036,0.0013778,0.6444,1.6662,0.00060434,1.56,38.98,1.8486,2100.0,1.65
batch-5-learning-12-regular-12,4048.0,1.0114,0.1886,0.2406,3172.0,0.377,9.43,0.8004,5.289,0.0014934,0.6112,2.1064,0.000668,1.6,40.02,2.226,2100.0,1.824
batch-5-learning-78-regular-1,4232.0,1.0372,0.19422,0.2516,3264.0,0.3882,9.698,0.7918,4.2896,0.001216,0.5974,1.7192,0.0005456,1.586,39.62,2.2474,2100.0,1.83
batch-4-learning-78-regular-23,4306.0,1.041,0.19084,0.2558,3208.0,0.3816,9.542,0.7878,5.3154,0.0014602,0.6056,2.1768,0.0006646,1.576,39.42,2.2578,2100.0,1.842
batch-1-learning-100-regular-56,3816.0,0.9942,0.17038,0.227,2864.0,0.341,8.516,0.7802,3.7798,0.0013166,0.6324,1.5242,0.00058502,1.564,39.02,1.8556,2100.0,1.652
batch-3-learning-34-regular-56,4318.0,1.038,0.19334,0.2572,3246.0,0.386,9.652,0.7924,4.8578,0.0013902,0.6136,1.9726,0.000632,1.584,39.58,2.1904,2100.0,1.838
batch-2-learning-45-regular-56,4260.0,1.0294,0.18922,0.2538,3184.0,0.3784,9.462,0.792,4.8446,0.0014174,0.6334,1.833,0.0006212,1.584,39.56,2.0614,2100.0,1.768
batch-3-learning-45-regular-45,4294.0,1.038,0.19158,0.256,3220.0,0.3832,9.584,0.7918,5.2416,0.0014494,0.623,1.9774,0.0006326,1.582,39.54,2.199,2102.0,1.832
batch-3-learning-100-regular-67,3590.0,0.9776,0.16782,0.2136,2822.0,0.3354,8.384,0.7922,4.7272,0.00159,0.612,1.961,0.0007142,1.584,39.6,2.0636,2100.0,1.7476
batch-1-learning-56-regular-23,4104.0,1.0306,0.18134,0.2442,3048.0,0.3628,9.058,0.7852,4.1724,0.001341,0.6308,1.7272,0.0006128,1.574,39.3,1.8644,2100.0,1.646
batch-4-learning-78-regular-56,4258.0,1.0294,0.18918,0.2524,3188.0,0.3782,9.458,0.7902,5.4686,0.0015072,0.6132,2.1686,0.0006628,1.58,39.52,2.2472,2100.0,1.836
batch-5-learning-1-regular-56,4266.0,1.0382,0.19458,0.2542,3268.0,0.3892,9.726,0.7944,5.4112,0.001472,0.6136,2.104,0.0006512,1.59,39.76,2.2702,2100.0,1.834
batch-2-learning-100-regular-67,4266.0,1.041,0.1892,0.2542,3180.0,0.3784,9.466,0.7844,4.801,0.0013986,0.6448,1.6936,0.0005836,1.568,39.2,2.059,2100.0,1.774
batch-5-learning-23-regular-100,4146.0,1.0192,0.19128,0.2462,3218.0,0.3826,9.576,0.7974,5.4654,0.001527,0.6022,2.1966,0.0006964,1.596,39.84,2.2492,2100.0,1.83
batch-2-learning-67-regular-56,4234.0,1.038,0.18796,0.2526,3162.0,0.3758,9.408,0.781,4.8538,0.0014282,0.6458,1.7438,0.0006,1.564,39.1,2.057,2100.0,1.772
batch-3-learning-78-regular-45,4316.0,1.038,0.1925,0.2562,3236.0,0.385,9.614,0.7906,4.9536,0.0014304,0.6256,1.9514,0.0006274,1.578,39.5,2.1892,2100.0,1.836
batch-2-learning-78-regular-78,3558.0,0.9732,0.16766,0.2114,2818.0,0.3354,8.39,0.7984,4.4882,0.0015446,0.6274,1.7886,0.0006826,1.594,39.88,1.9864,2100.0,1.722
batch-3-learning-89-regular-12,4154.0,1.0282,0.18694,0.2476,3144.0,0.3736,9.352,0.7876,5.1622,0.001468,0.625,1.933,0.0006326,1.574,39.4,2.1446,2100.0,1.822
batch-4-learning-23-regular-12,4196.0,1.0282,0.18824,0.2496,3164.0,0.3762,9.416,0.7892,5.2674,0.0014782,0.6082,2.144,0.0006664,1.58,39.5,2.2482,2100.0,1.838
batch-2-learning-67-regular-67,4140.0,1.0202,0.18586,0.2462,3124.0,0.3716,9.298,0.7904,4.8514,0.0014712,0.6368,1.8342,0.0006438,1.578,39.54,2.0686,2100.0,1.764
batch-4-learning-34-regular-34,4062.0,1.0144,0.18498,0.2414,3110.0,0.3696,9.238,0.7912,4.8032,0.0014424,0.6012,2.0614,0.000667,1.582,39.58,2.2038,2100.0,1.822
batch-2-learning-34-regular-23,4164.0,1.0204,0.18666,0.2484,3138.0,0.373,9.326,0.7908,4.7762,0.0014118,0.639,1.769,0.0006032,1.58,39.54,2.0576,2100.0,1.768
batch-2-learning-56-regular-12,4292.0,1.038,0.19004,0.2558,3194.0,0.3796,9.496,0.7874,4.7716,0.0013842,0.6316,1.8006,0.0006082,1.578,39.42,2.037,2100.0,1.77
batch-1-learning-34-regular-23,4100.0,1.03,0.1806,0.2438,3034.0,0.3608,9.024,0.7872,4.0534,0.0013136,0.6424,1.6386,0.00058206,1.572,39.34,1.8468,2100.0,1.644
batch-2-learning-23-regular-12,3988.0,1.0054,0.18202,0.2376,3058.0,0.3644,9.1,0.7926,4.522,0.0014368,0.6304,1.8418,0.0006458,1.588,39.68,2.0316,2100.0,1.764
batch-3-learning-12-regular-34,4238.0,1.0294,0.1894,0.2524,3182.0,0.3786,9.458,0.792,5.1628,0.0014382,0.6204,1.9566,0.0006254,1.584,39.54,2.1752,2100.0,1.83
batch-2-learning-56-regular-78,4324.0,1.0456,0.19018,0.2572,3200.0,0.3808,9.526,0.7844,4.7084,0.0013594,0.638,1.7068,0.0005828,1.568,39.22,2.0556,2100.0,1.774
batch-3-learning-67-regular-23,4346.0,1.041,0.19342,0.259,3254.0,0.3866,9.662,0.7912,5.4284,0.001482,0.6248,2.0658,0.0006494,1.582,39.56,2.208,2100.0,1.84
batch-4-learning-45-regular-45,4250.0,1.037,0.18954,0.2526,3190.0,0.3796,9.494,0.7874,5.4222,0.0014968,0.6096,2.1604,0.0006696,1.574,39.34,2.2324,2100.0,1.848
batch-1-learning-89-regular-12,3994.0,1.0114,0.17516,0.2376,2946.0,0.3502,8.762,0.7782,4.0752,0.0013814,0.6422,1.6378,0.00060918,1.556,38.92,1.8492,2100.0,1.64
batch-1-learning-23-regular-78,4106.0,1.0296,0.18036,0.2442,3030.0,0.3604,9.004,0.785,3.6664,0.001202,0.6308,1.4438,0.00053008,1.568,39.2,1.8518,2100.0,1.646
batch-1-learning-1-regular-100,4150.0,1.0324,0.1828,0.2468,3072.0,0.3656,9.146,0.7876,4.126,0.0013464,0.6306,1.672,0.0006032,1.576,39.4,1.8844,2100.0,1.65
batch-5-learning-56-regular-67,4306.0,1.0466,0.19614,0.2566,3296.0,0.392,9.792,0.7932,5.4444,0.001465,0.6222,2.0722,0.0006352,1.584,39.6,2.2416,2100.0,1.854
batch-5-learning-89-regular-1,4200.0,1.0294,0.19188,0.2496,3230.0,0.3842,9.6,0.7952,5.409,0.0014886,0.6128,2.1582,0.0006658,1.59,39.76,2.2628,2100.0,1.828
batch-1-learning-78-regular-100,4254.0,1.0382,0.1876,0.2526,3156.0,0.375,9.37,0.791,4.2202,0.0012778,0.6344,1.705,0.0005644,1.582,39.54,1.877,2102.0,1.6494
batch-4-learning-89-regular-56,4328.0,1.038,0.19248,0.2572,3238.0,0.3848,9.614,0.7918,5.526,0.0015006,0.6162,2.2014,0.0006652,1.582,39.56,2.2776,2100.0,1.854
batch-1-learning-89-regular-89,3664.0,0.9786,0.1663,0.218,2796.0,0.333,8.322,0.7878,3.9812,0.0014274,0.6382,1.5894,0.00062,1.576,39.42,1.8416,2100.0,1.6434
batch-5-learning-23-regular-67,4182.0,1.0286,0.19258,0.2486,3234.0,0.3848,9.618,0.7926,4.9938,0.001446,0.608,2.1082,0.0006644,1.582,39.58,2.235,2100.0,1.824
batch-3-learning-56-regular-23,4484.0,1.054,0.19794,0.2672,3328.0,0.396,9.91,0.7914,5.3166,0.0014072,0.6282,1.9652,0.0006052,1.584,39.6,2.2278,2100.0,1.848
