Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE,SLOWDOWN
hash-8-itr-4-probe-8,4501.666666666667,1.05,0.35766666666666663,0.26333333333333336,6113.333333333333,0.7153333333333333,17.88333333333333,1.3566666666666667,5.15,0.0008461666666666666,0.3715,3.211666666666666,0.0005273333333333333,2.715,67.88333333333333,1.152,2133.3333333333335,0.07041666666666667,0.9939951382243029
hash-8-itr-4-probe-8,7530.0,1.05,0.8170000000000002,0.4395,14000.0,1.635,40.85,1.86,7.961666666666666,0.0005703333333333334,0.4626666666666667,3.0716666666666668,0.0002205,3.72,92.98333333333335,1.0571666666666666,2140.0,0.035701666666666666,1.0108546170047183
hash-8-itr-4-probe-8,4551.666666666667,1.05,0.5245000000000001,0.26566666666666666,8990.0,1.05,26.2,1.9749999999999999,5.031666666666667,0.0005616666666666668,0.35566666666666663,3.198333333333333,0.00035683333333333335,3.9500000000000006,98.61666666666667,1.0836666666666666,2143.3333333333335,0.03618333333333333,0.9868585393036066
hash-8-itr-4-probe-8,13800.0,1.05,1.21875,0.8093750000000001,20762.5,2.435,60.887499999999996,1.50625,102.3,0.00492875,0.97375,2.65875,0.00012875,3.0125,75.3,0.975,2128.75,0.04043750000000001,1.209360627272347
hash-8-itr-4-probe-8,4541.666666666667,1.05,0.35833333333333334,0.26433333333333336,6155.0,0.7164999999999999,17.916666666666668,1.3549999999999998,5.21,0.0008491666666666666,0.3665,3.276666666666667,0.0005346666666666667,2.7100000000000004,67.75,1.1826666666666668,2140.0,0.07878333333333333,0.9879307113357111
hash-8-itr-4-probe-8,11471.42857142857,1.05,0.5328571428571428,0.6752857142857144,9047.142857142857,1.0657142857142858,26.657142857142862,0.7887142857142858,252.85714285714286,0.027957142857142854,0.9877142857142857,3.1014285714285714,0.0003457142857142857,1.5785714285714285,39.442857142857136,1.061857142857143,2127.1428571428573,0.034628571428571425,1.0126407645501219
hash-5-itr-14-probe-8,4856.666666666667,1.05,0.38599999999999995,0.2836666666666667,6611.666666666667,0.7723333333333332,19.3,1.3633333333333333,4.9383333333333335,0.0007436666666666667,0.42083333333333334,2.801666666666667,0.00042383333333333335,2.7266666666666666,68.13333333333333,1.0338333333333334,2141.6666666666665,0.0827,1.0216929771859684
hash-5-itr-14-probe-8,7445.0,1.0483333333333331,0.8248333333333333,0.44049999999999995,13933.333333333334,1.6516666666666666,41.25,1.8749999999999998,7.423333333333333,0.0005321666666666666,0.5275000000000001,2.445,0.0001755,3.75,93.73333333333333,0.8568333333333333,2113.3333333333335,0.0352,1.0464928876850141
hash-5-itr-14-probe-8,4526.666666666667,1.05,0.532,0.2646666666666667,9106.666666666666,1.0633333333333335,26.600000000000005,2.01,4.178333333333334,0.00045966666666666665,0.3745,2.58,0.00028366666666666666,4.021666666666667,100.66666666666667,0.9011666666666667,2140.0,0.035500000000000004,1.0262086029429858
hash-5-itr-14-probe-8,13650.0,1.05,1.2449999999999999,0.7998333333333334,21266.666666666668,2.495,62.333333333333336,1.5583333333333336,108.66666666666667,0.005118333333333333,0.9786666666666665,2.3116666666666665,0.00010891666666666667,3.116666666666667,77.93333333333334,0.757,2125.0,0.03428333333333334,1.139921735572671
hash-5-itr-14-probe-8,4488.333333333333,1.05,0.36450000000000005,0.2641666666666667,6190.0,0.7288333333333333,18.216666666666665,1.3783333333333332,4.423333333333333,0.0007149999999999999,0.3928333333333333,2.6666666666666665,0.00043083333333333336,2.758333333333333,68.95,0.9933333333333333,2116.6666666666665,0.07401666666666668,1.021454246840147
hash-5-itr-14-probe-8,11466.666666666666,1.05,0.5263333333333334,0.6788333333333333,8891.666666666666,1.0533333333333332,26.3,0.7755000000000001,260.0,0.02925,0.9866666666666667,3.4133333333333336,0.0003848333333333334,1.5516666666666667,38.76666666666667,1.0861666666666667,2111.6666666666665,0.18416666666666667,1.0850167363422019
hash-6-itr-4-probe-10,4468.333333333333,1.05,0.3581666666666667,0.26366666666666666,6070.0,0.7161666666666666,17.900000000000002,1.3583333333333334,4.978333333333333,0.0008226666666666665,0.36333333333333334,3.145,0.0005196666666666668,2.715,67.88333333333334,1.1158333333333332,2120.0,0.07026666666666667,1.0211210677933524
hash-6-itr-4-probe-10,7423.333333333333,1.045,0.8416666666666667,0.4373333333333333,14283.333333333334,1.6833333333333333,42.083333333333336,1.925,7.31,0.0005124999999999999,0.5175000000000001,3.0033333333333334,0.0002105,3.853333333333333,96.3,1.0363333333333333,2121.6666666666665,0.048001666666666665,1.0526294721527214
hash-6-itr-4-probe-10,4468.333333333333,1.05,0.5243333333333333,0.2628333333333333,8918.333333333334,1.0493333333333335,26.21666666666667,1.9933333333333334,4.596666666666667,0.000516,0.338,3.01,0.0003378333333333334,3.9900000000000007,99.76666666666667,1.0348333333333335,2116.6666666666665,0.03623333333333333,1.0233894310171043
hash-6-itr-4-probe-10,13642.857142857143,1.05,1.2114285714285715,0.8010000000000002,20657.14285714286,2.4271428571428575,60.64285714285715,1.5157142857142856,105.28571428571429,0.0051,0.9755714285714285,2.5700000000000003,0.0001241,3.0285714285714285,75.72857142857143,0.8785714285714287,2134.285714285714,0.031014285714285713,1.1884727919717069
