,EXEC,GT,Pred
13,0.44956953467490607,1.3071945341971904,1.149913016305176
48,0.3572228384302539,1.0802040920099591,1.155059072276258
50,0.333391432947763,1.1572850633852243,1.1647217570142272
52,0.3570987165266992,1.0312151983919224,1.1551005405749168
56,0.3480378175672106,1.160203621854217,1.1583782599470036
16,0.34381767284635273,1.317028898142471,1.160073591873649
