rate 31 136.23592853546143
rate 19 106.72935724258423
rate 12 120.59079647064209
rate 16 112.2036862373352
rate 8 127.39701986312866
rate 4 135.7183074951172
rate 1 138.61009120941162
rate 35 128.52662324905396
rate 23 123.65974426269531
rate 27 112.27720975875854
