,num,app,config,exec,ind_exec,slowdown_p,slowdown_gt,success,mv
0,2,swaptions,num-1000000,22.601569414138797,21.938838958740234,0.9873542697324672,1.0302080915332366,True,99.99999999999432
1,2,ferret,hash-8-itr-4-probe-20,1.9758498668670652,1.975313901901245,0.8374590188121825,1.0002713315414349,True,0.6
2,2,bodytrack,layer-5-particle-4000,8.891750097274778,8.757810831069946,1.0099297887873988,1.0152936925435359,True,5.0
3,2,swaptions,num-1000000,22.53226137161255,21.938838958740234,0.94420506556248,1.02704894338248,True,99.99999999999432
4,2,swaptions,num-1000000,24.6564416885376,21.938838958740234,1.113196477629275,1.1238717661818058,True,99.99999999999432
5,2,svm,batch-3-learning-67-regular-78,13.839051961898804,13.437995910644533,1.1566150004723443,1.0298449302947463,True,28.470000000000002
6,2,swaptions,num-1000000,25.62269496917725,21.938838958740234,1.1352706206393448,1.1679148115980584,True,99.99999999999432
7,2,nn,batch-3-learning-1-regular-67,14.805785894393921,14.150341987609865,1.0208072738592178,1.0463200046584011,True,25.3
8,2,swaptions,num-1000000,22.43723487854004,21.938838958740234,0.9891235464265141,1.0227175157599326,True,99.99999999999432
9,2,facedetect,eyes-0-pyramid-9-selectivity-1,21.79913854598999,21.496083498001102,1.0117773519986557,1.0140981517873744,True,87.49160210475515
10,2,bodytrack,layer-5-particle-4000,8.93669819831848,8.757810831069946,1.2239647384450212,1.0204260369056957,True,5.0
11,2,ferret,hash-8-itr-4-probe-20,1.9840786457061768,1.975313901901245,0.8583584681580249,1.0044371397358645,True,0.6
12,2,ferret,hash-8-itr-4-probe-20,2.0896670818328857,1.975313901901245,0.8879919264023612,1.0578911431856857,True,0.6
13,2,svm,batch-3-learning-67-regular-78,14.168703317642212,13.437995910644533,1.3258771440498869,1.0543762188838643,True,28.470000000000002
14,2,ferret,hash-8-itr-4-probe-20,2.0908660888671875,1.975313901901245,0.935989662543222,1.0584981388804702,True,0.6
15,2,nn,batch-3-learning-1-regular-67,15.28625774383545,14.150341987609865,1.069330650101714,1.0802747917485105,True,25.3
16,2,facedetect,eyes-0-pyramid-9-selectivity-1,21.937201976776123,21.496083498001102,1.0921496562421926,1.0205208766897491,True,87.49160210475515
17,2,ferret,hash-8-itr-4-probe-20,1.983252048492432,1.975313901901245,0.8737424490862415,1.004018676010707,True,0.6
18,2,bodytrack,layer-5-particle-4000,9.713290214538574,8.757810831069946,1.1761614801789304,1.1091002536934105,True,5.0
19,2,svm,batch-3-learning-67-regular-78,13.94124436378479,13.437995910644533,1.1022285655687516,1.0374496655964618,True,28.470000000000002
20,2,bodytrack,layer-5-particle-4000,10.173413991928099,8.757810831069946,1.0372313282915626,1.1616389287418771,True,5.0
21,2,nn,batch-3-learning-1-regular-67,15.033684730529785,14.150341987609865,1.049834861755656,1.0624255402232246,True,25.3
22,2,bodytrack,layer-5-particle-4000,8.900977611541748,8.757810831069946,1.0328897644211192,1.0163473250602642,True,5.0
23,2,facedetect,eyes-0-pyramid-9-selectivity-1,21.80404257774353,21.496083498001102,1.0151512538952998,1.0143262878454609,True,87.49160210475515
24,2,nn,batch-3-learning-1-regular-67,18.17427659034729,14.150341987609865,1.5386146696975058,1.284370130860499,True,25.3
25,2,svm,batch-4-learning-78-regular-45,17.911298990249637,14.602787494659426,1.8136465688037493,1.2265671192435148,True,29.18
26,2,facedetect,eyes-0-pyramid-9-selectivity-1,23.668092489242554,21.496083498001102,1.175897152535892,1.1010420801279186,True,87.49160210475515
27,2,svm,batch-3-learning-67-regular-78,13.915140867233276,13.437995910644533,1.1332531001555701,1.0355071514950225,True,28.470000000000002
28,2,facedetect,eyes-0-pyramid-9-selectivity-1,24.527613401412964,21.496083498001102,1.2231219916656861,1.1410270807560718,True,87.49160210475515
29,2,nn,batch-3-learning-1-regular-67,14.981640338897705,14.150341987609865,1.0826042110719671,1.0587475802362751,True,25.3
30,3,bodytrack,layer-5-particle-4000,8.997264146804811,8.757810831069946,0.9864967838526909,1.0273416862220133,True,5.0
31,3,swaptions,num-1000000,22.66728210449219,21.938838958740234,0.9511321098526928,1.0332033589891387,True,99.99999999999432
32,3,ferret,hash-8-itr-4-probe-20,1.989081859588623,1.975313901901245,0.8774702000220691,1.006970010019231,True,0.6
33,3,swaptions,num-1000000,25.14331698417664,21.938838958740234,1.227280823479977,1.1460641573358998,True,99.99999999999432
34,3,ferret,hash-8-itr-4-probe-20,2.1081132888793945,1.975313901901245,0.929032127379908,1.0672295106364258,True,0.6
35,3,svm,batch-3-learning-67-regular-78,14.532668113708494,13.437995910644533,1.322630947538312,1.0814609715870542,True,28.470000000000002
36,3,swaptions,num-1000000,26.333590984344482,21.938838958740234,1.2500851982746068,1.2003183502039163,True,99.99999999999432
37,3,ferret,hash-8-itr-4-probe-20,2.0948612689971924,1.975313901901245,0.9575922274873624,1.0605206934355509,True,0.6
38,3,nn,batch-3-learning-1-regular-67,15.591704845428467,14.150341987609865,1.0514476741821734,1.1018606376496534,True,25.3
39,3,swaptions,num-1000000,22.56753253936768,21.938838958740234,0.9629152147238544,1.0286566477747436,True,99.99999999999432
40,3,facedetect,eyes-0-pyramid-9-selectivity-1,21.90489935874939,21.496083498001102,1.0801634993190274,1.0190181555996611,True,87.49160210475515
41,3,ferret,hash-8-itr-4-probe-20,1.992114543914795,1.975313901901245,0.8634308751703691,1.0085053023711217,True,0.6
42,3,bodytrack,layer-5-particle-4000,9.811945915222168,8.757810831069946,0.9041931408832669,1.1203651351331412,True,5.0
