num,app,config,exec,ind_exec,slowdown_p,slowdown_gt,success
2,swaptions,num-300000,6.746631860733032,6.642896413803101,2.0,1.0156159964672011,True
2,ferret,hash-2-itr-22-probe-20,1.485050916671753,1.4660913944244385,2.0,1.012932019326638,False
2,bodytrack,layer-3-particle-1833,2.908695936203003,2.857672691345215,2.0,1.017854824666351,True
2,swaptions,num-300000,6.746777772903442,6.642896413803101,2.0,1.0156379616103135,True
2,swaptions,num-300000,7.100942134857178,6.642896413803101,2.0,1.0689527116669042,True
2,svm,batch-1-learning-1-regular-45,12.865334749221802,12.509435653686523,2.0,1.0284504517540243,False
2,swaptions,num-300000,7.282734394073486,6.642896413803101,2.0,1.0963191265395744,True
2,nn,batch-1-learning-12-regular-12,13.28173542022705,12.970833778381348,2.0,1.0239692873378647,False
2,swaptions,num-300000,6.739820957183838,6.642896413803101,2.0,1.0145907052199912,True
2,facedetect,eyes-0-pyramid-9-selectivity-1,21.76137638092041,21.4960834980011,2.0,1.0123414520111993,True
2,bodytrack,layer-3-particle-1833,2.917853593826294,2.857672691345215,2.0,1.0210594105697772,True
2,ferret,hash-2-itr-22-probe-20,1.4887175559997559,1.4660913944244385,2.0,1.0154329816417755,False
2,ferret,hash-2-itr-22-probe-20,1.5558767318725586,1.4660913944244385,2.0,1.0612412962722342,False
2,svm,batch-1-learning-1-regular-45,13.063786268234253,12.509435653686523,2.0,1.0443145981876778,False
2,ferret,hash-2-itr-22-probe-20,1.5496463775634766,1.4660913944244385,2.0,1.0569916605859626,False
2,nn,batch-1-learning-12-regular-12,13.490705966949463,12.970833778381348,2.0,1.0400800902586997,False
2,facedetect,eyes-0-pyramid-9-selectivity-1,21.814435958862305,21.4960834980011,2.0,1.014809788996717,True
2,ferret,hash-2-itr-22-probe-20,1.4996705055236816,1.4660913944244385,2.0,1.0229038320714143,False
2,bodytrack,layer-3-particle-1833,3.105907440185547,2.857672691345215,2.0,1.0868660534819607,True
2,svm,batch-1-learning-1-regular-45,12.947986125946045,12.509435653686523,2.0,1.0350575744902033,False
2,bodytrack,layer-3-particle-1833,3.2226381301879883,2.857672691345215,2.0,1.1277142200183081,True
2,nn,batch-1-learning-12-regular-12,13.459294557571411,12.970833778381348,2.0,1.0376583947906408,False
2,bodytrack,layer-3-particle-1833,2.9083855152130127,2.857672691345215,2.0,1.0177461974638968,True
2,facedetect,eyes-0-pyramid-9-selectivity-1,21.805176258087158,21.4960834980011,2.0,1.0143790267708441,True
2,nn,batch-1-learning-12-regular-12,15.213845014572144,12.970833778381348,2.0,1.1729272978526062,False
2,svm,batch-1-learning-1-regular-45,14.654693603515625,12.509435653686523,2.0,1.171491185471416,False
2,facedetect,eyes-0-pyramid-9-selectivity-1,22.924370527267456,21.4960834980011,2.0,1.0664440584908954,True
2,svm,batch-1-learning-1-regular-45,12.906717777252197,12.509435653686523,2.0,1.0317585968355492,False
2,facedetect,eyes-0-pyramid-9-selectivity-1,23.357259511947632,21.4960834980011,2.0,1.0865820982747671,True
2,nn,batch-1-learning-12-regular-12,13.304478168487549,12.970833778381348,2.0,1.0257226633080667,False
3,bodytrack,layer-3-particle-1399,2.390047311782837,2.3389534950256348,3.0,1.0218447339230412,True
3,swaptions,num-200000,4.536549806594849,4.418626070022583,3.0,1.0266878741725396,True
3,ferret,hash-2-itr-22-probe-20,1.4970345497131348,1.4660913944244385,3.0,1.0211058842623137,False
3,swaptions,num-200000,4.721487522125244,4.418626070022583,3.0,1.0685419963814935,True
3,ferret,hash-2-itr-22-probe-20,1.5629489421844482,1.4660913944244385,3.0,1.0660651499138185,False
3,svm,batch-1-learning-1-regular-45,13.057036638259888,12.509435653686523,3.0,1.0437750350801787,False
3,swaptions,num-200000,4.942312240600586,4.418626070022583,3.0,1.1185178746241649,True
3,ferret,hash-2-itr-22-probe-20,1.5514211654663086,1.4660913944244385,3.0,1.0582022180652448,False
3,nn,batch-1-learning-12-regular-12,14.036616563796997,12.970833778381348,3.0,1.082167638844621,False
3,swaptions,num-200000,4.555135011672974,4.418626070022583,3.0,1.0308939791435425,True
3,facedetect,eyes-0-pyramid-9-selectivity-1,21.884825944900513,21.4960834980011,3.0,1.018084338337054,True
3,ferret,hash-2-itr-22-probe-20,1.5065803527832031,1.4660913944244385,3.0,1.0276169401940047,False
3,bodytrack,layer-3-particle-1399,2.476891040802002,2.3389534950256348,3.0,1.0589740437634718,True
3,swaptions,num-200000,4.74162483215332,4.418626070022583,3.0,1.0730993655068637,True
3,svm,batch-1-learning-1-regular-45,13.08131217956543,12.509435653686523,3.0,1.0457156135345222,False
3,bodytrack,layer-3-particle-1399,2.5898146629333496,2.3389534950256348,3.0,1.1072535937295176,True
3,swaptions,num-200000,4.837555408477783,4.418626070022583,3.0,1.0948098643823596,True
3,nn,batch-1-learning-12-regular-12,13.863027811050415,12.970833778381348,3.0,1.0687846323461563,False
3,bodytrack,layer-3-particle-1399,2.3742928504943848,2.3389534950256348,3.0,1.0151090457950138,True
3,swaptions,num-200000,4.519574880599976,4.418626070022583,3.0,1.0228461990169893,True
3,facedetect,eyes-0-pyramid-9-selectivity-1,21.866597652435303,21.4960834980011,3.0,1.0172363563096811,True
3,swaptions,num-200000,5.1161558628082275,4.418626070022583,3.0,1.157861240514991,True
3,nn,batch-1-learning-12-regular-12,15.255952835083008,12.970833778381348,3.0,1.1761736443273445,False
3,svm,batch-1-learning-1-regular-45,14.867131471633911,12.509435653686523,3.0,1.1884733958603941,False
3,swaptions,num-200000,4.727550983428955,4.418626070022583,3.0,1.0699142467615037,True
