Configuration,ACYC,AFREQ,C0res%,C10res%,C1res%,C2res%,C3res%,C3res%,C6res%,C6res%,C7res%,C7res%,C8res%,C9res%,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE
batch-3-learning-67-regular-1,1.47e+04,1.04,11.8,0,18,14.2,0,0,0,0,0,0,0,0,0.131,0.123,1.57e+04,0.261,6.53,1.06,0.703,26.6,0.00169,0.647,9.48,0.000604,2.13,53.2,13.8,1.5e+04,9.3
batch-3-learning-67-regular-2,1.48e+04,1.05,11.6,0,12.2,26.4,0,0,0,0,0,0,0,0,0.128,0.122,1.55e+04,0.256,6.39,1.05,0.694,27.8,0.00179,0.619,10.6,0.000686,2.1,52.4,13.8,1.52e+04,9.3
batch-3-learning-67-regular-3,1.4e+04,0.927,12.2,0,18.9,17.7,0,0,0,0,0,0,0,0,0.126,0.113,1.56e+04,0.251,6.28,1.11,0.7,27.6,0.00177,0.629,10.2,0.000655,2.23,55.7,14.2,1.55e+04,9.41
batch-5-learning-67-regular-1,2.01e+04,1.06,12,0,11.8,18.7,0,0,0,0,0,0,0,0,0.16,0.127,2.52e+04,0.319,7.98,1.26,0.722,45.4,0.0018,0.777,10.2,0.000404,2.51,62.8,21.8,1.97e+04,11.4
batch-2-learning-23-regular-5,1.39e+04,0.984,12,0,19.1,16.7,0,0,0,0,0,0,0,0,0.123,0.118,1.45e+04,0.246,6.15,1.04,0.712,23,0.00158,0.604,9.04,0.000623,2.08,52,12.8,1.47e+04,8.92
batch-2-learning-23-regular-4,1.29e+04,0.943,11.4,0,13.3,27,0,0,0,0,0,0,0,0,0.111,0.108,1.33e+04,0.223,5.56,1.03,0.717,21.8,0.00164,0.603,8.74,0.000656,2.06,51.5,12.5,1.5e+04,8.84
batch-1-learning-34-regular-4,1.26e+04,0.968,11.2,0,11.5,27.8,0,0,0,0,0,0,0,0,0.108,0.109,1.25e+04,0.216,5.4,0.993,0.737,18.2,0.00146,0.552,8.21,0.000659,1.99,49.6,11.8,1.44e+04,8.56
batch-1-learning-34-regular-5,1.36e+04,0.995,12.2,0,16.3,16.8,0,0,0,0,0,0,0,0,0.123,0.122,1.37e+04,0.246,6.14,1.01,0.699,22,0.00161,0.545,10.1,0.000739,2.01,50.4,12.5,1.4e+04,8.67
batch-1-learning-34-regular-2,1.14e+04,0.913,11.1,0,10.4,28.1,0,0,0,0,0,0,0,0,0.104,0.102,1.17e+04,0.208,5.21,1.02,0.718,18.9,0.00162,0.551,8.63,0.000736,2.05,51.2,11.6,1.41e+04,8.5
batch-1-learning-34-regular-3,1.28e+04,0.918,11.7,0,12.6,24.9,0,0,0,0,0,0,0,0,0.109,0.107,1.3e+04,0.218,5.45,1.01,0.697,22.4,0.00173,0.532,10.5,0.000812,2.03,50.7,12.5,1.49e+04,8.66
batch-2-learning-23-regular-3,1.38e+04,0.994,11.8,0,12.5,24.8,0,0,0,0,0,0,0,0,0.119,0.117,1.4e+04,0.239,5.96,1.02,0.718,22.6,0.00161,0.601,9.07,0.000646,2.04,51,12.5,1.47e+04,8.84
batch-1-learning-34-regular-1,1.32e+04,1.04,11.5,0,10.4,25.5,0,0,0,0,0,0,0,0,0.116,0.119,1.28e+04,0.232,5.79,0.971,0.698,20.9,0.00163,0.552,9.45,0.000737,1.94,48.5,12.1,1.38e+04,8.56
batch-5-learning-100-regular-3,2.03e+04,0.951,13,0,15.1,16.4,0,0,0,0,0,0,0,0,0.16,0.124,2.63e+04,0.321,8.02,1.3,0.711,48.3,0.00183,0.753,11.9,0.000452,2.59,64.8,23.3,2.05e+04,11.7
batch-2-learning-34-regular-1,1.25e+04,0.937,11.6,0,12.9,17.6,0,0,0,0,0,0,0,0,0.114,0.108,1.31e+04,0.228,5.69,1.05,0.712,22.1,0.00168,0.614,8.64,0.000659,2.1,52.5,12.2,1.44e+04,8.73
batch-1-learning-89-regular-4,1.29e+04,0.967,11.5,0,10,26.6,0,0,0,0,0,0,0,0,0.111,0.111,1.29e+04,0.223,5.57,1,0.735,19,0.00147,0.533,8.99,0.000697,2,50,11.9,1.45e+04,8.64
batch-1-learning-89-regular-5,1.19e+04,0.918,11.6,0,10.2,24.7,0,0,0,0,0,0,0,0,0.109,0.106,1.23e+04,0.218,5.45,1.03,0.731,23.4,0.00191,0.562,10.3,0.000842,2.06,51.4,11.8,1.41e+04,8.52
batch-1-learning-89-regular-2,1.29e+04,1.04,11.2,0,10,29.2,0,0,0,0,0,0,0,0,0.114,0.116,1.26e+04,0.227,5.68,0.978,0.71,20.2,0.00161,0.56,9,0.000715,1.96,48.9,11.8,1.39e+04,8.52
batch-1-learning-89-regular-3,1.39e+04,1.04,12.1,0,15.2,16.5,0,0,0,0,0,0,0,0,0.124,0.125,1.37e+04,0.248,6.2,0.99,0.703,21.8,0.00159,0.549,9.87,0.000719,1.98,49.5,12.5,1.38e+04,8.63
batch-4-learning-78-regular-1,1.59e+04,1.05,11.4,0,10.6,21.6,0,0,0,0,0,0,0,0,0.138,0.121,1.82e+04,0.276,6.9,1.14,0.718,31.4,0.00173,0.711,9.19,0.000505,2.29,57.2,16,1.65e+04,9.96
batch-1-learning-89-regular-1,1.26e+04,0.996,11.5,0,13.2,26.5,0,0,0,0,0,0,0,0,0.114,0.114,1.26e+04,0.227,5.68,0.996,0.715,19.9,0.00158,0.567,8.73,0.000693,1.99,49.8,11.6,1.39e+04,8.57
batch-1-learning-1-regular-3,1.18e+04,0.937,11.2,0,13.2,21.7,0,0,0,0,0,0,0,0,0.106,0.105,1.19e+04,0.212,5.3,1.01,0.716,19.7,0.00165,0.555,8.86,0.000742,2.02,50.6,11.9,1.41e+04,8.52
batch-1-learning-1-regular-2,1.27e+04,1.04,11.1,0,13.2,28.8,0,0,0,0,0,0,0,0,0.112,0.114,1.24e+04,0.224,5.59,0.977,0.714,19.8,0.0016,0.553,8.9,0.000718,1.95,48.9,11.7,1.38e+04,8.51
batch-1-learning-1-regular-1,1.16e+04,0.914,11.3,0,13.1,26.2,0,0,0,0,0,0,0,0,0.105,0.103,1.19e+04,0.211,5.26,1.02,0.707,19.9,0.00168,0.561,8.88,0.000748,2.04,51.1,12.1,1.41e+04,8.54
batch-1-learning-1-regular-5,1.18e+04,0.909,11.5,0,11,24.2,0,0,0,0,0,0,0,0,0.106,0.104,1.2e+04,0.212,5.3,1.02,0.704,20.3,0.00169,0.541,9.44,0.000786,2.04,50.9,12.2,1.42e+04,8.54
batch-1-learning-1-regular-4,1.37e+04,1.04,11.7,0,21.5,10.6,0,0,0,0,0,0,0,0,0.12,0.122,1.35e+04,0.24,6,0.981,0.7,22.1,0.00164,0.525,10.4,0.000773,1.96,49.1,12.4,1.4e+04,8.63
batch-5-learning-100-regular-5,1.85e+04,0.971,11.9,0,12,19.8,0,0,0,0,0,0,0,0,0.15,0.115,2.42e+04,0.301,7.52,1.31,0.736,45.5,0.00188,0.765,10.8,0.000446,2.62,65.4,21.9,2.01e+04,11.3
batch-2-learning-34-regular-2,1.18e+04,0.912,11.1,0,9.97,27.5,0,0,0,0,0,0,0,0,0.107,0.102,1.25e+04,0.214,5.36,1.05,0.715,21.3,0.0017,0.602,8.6,0.000689,2.11,52.7,12,1.46e+04,8.68
batch-5-learning-100-regular-4,1.99e+04,0.973,12.4,0,14.1,18,0,0,0,0,0,0,0,0,0.155,0.121,2.54e+04,0.31,7.74,1.28,0.721,45.9,0.00181,0.762,11,0.000431,2.56,63.9,22.8,2.05e+04,11.5
batch-1-learning-23-regular-2,1.28e+04,0.994,11.6,0,12.4,26.4,0,0,0,0,0,0,0,0,0.115,0.115,1.28e+04,0.23,5.76,1,0.713,20.8,0.00162,0.553,9.41,0.000733,2.01,50.2,12,1.39e+04,8.62
batch-1-learning-23-regular-3,1.19e+04,0.87,11.6,0,10.9,24.6,0,0,0,0,0,0,0,0,0.106,0.101,1.24e+04,0.211,5.29,1.04,0.73,19.4,0.00157,0.577,8.3,0.00067,2.09,52.2,11.8,1.46e+04,8.6
batch-2-learning-34-regular-3,1.31e+04,1.04,11.1,0,10.3,28.3,0,0,0,0,0,0,0,0,0.116,0.116,1.32e+04,0.233,5.81,1.01,0.75,22.3,0.00169,0.587,9.32,0.000706,2.01,50.3,12.1,1.42e+04,8.71
batch-1-learning-23-regular-1,1.22e+04,0.9,11.7,0,11.7,25.3,0,0,0,0,0,0,0,0,0.109,0.106,1.26e+04,0.217,5.44,1.03,0.699,21.9,0.00174,0.551,9.89,0.000785,2.06,51.5,12.1,1.45e+04,8.65
batch-2-learning-34-regular-5,1.35e+04,1.05,11.3,0,10.4,25.9,0,0,0,0,0,0,0,0,0.122,0.12,1.38e+04,0.244,6.09,1.02,0.708,22.4,0.00163,0.605,8.98,0.000652,2.04,50.9,12,1.41e+04,8.71
batch-2-learning-34-regular-4,1.29e+04,0.916,12,0,13.2,20.5,0,0,0,0,0,0,0,0,0.115,0.11,1.35e+04,0.23,5.75,1.05,0.704,23,0.00171,0.586,9.62,0.000714,2.09,52.4,12.7,1.46e+04,8.81
batch-1-learning-23-regular-4,1.36e+04,1.02,11.9,0,14.7,25.5,0,0,0,0,0,0,0,0,0.121,0.121,1.36e+04,0.243,6.07,1,0.714,21.4,0.00157,0.532,10,0.000736,2,50.1,12.2,1.4e+04,8.61
batch-1-learning-23-regular-5,1.13e+04,0.857,11.2,0,11.1,27.5,0,0,0,0,0,0,0,0,0.1,0.0963,1.18e+04,0.2,5.01,1.04,0.73,18.3,0.00156,0.552,8.36,0.000711,2.08,52,11.8,1.47e+04,8.57
batch-2-learning-12-regular-1,1.35e+04,1.03,11.4,0,11,24.5,0,0,0,0,0,0,0,0,0.12,0.118,1.36e+04,0.239,5.98,1.01,0.71,22.4,0.00164,0.595,9.17,0.000673,2.03,50.6,12.1,1.42e+04,8.72
batch-4-learning-56-regular-4,1.51e+04,0.931,11.8,0,12.1,23.4,0,0,0,0,0,0,0,0,0.13,0.11,1.79e+04,0.26,6.51,1.19,0.711,32.8,0.00183,0.691,10.2,0.000571,2.37,59.3,16.5,1.72e+04,10.1
batch-2-learning-12-regular-3,1.22e+04,0.885,11.6,0,10.3,24.5,0,0,0,0,0,0,0,0,0.109,0.103,1.3e+04,0.218,5.46,1.06,0.703,21.9,0.00169,0.597,8.94,0.00069,2.13,53.2,12.5,1.48e+04,8.8
batch-2-learning-12-regular-2,1.34e+04,0.934,12.1,0,13.2,23.6,0,0,0,0,0,0,0,0,0.117,0.114,1.39e+04,0.235,5.87,1.03,0.701,24.6,0.00177,0.579,10.4,0.00075,2.07,51.7,12.7,1.48e+04,8.82
batch-2-learning-12-regular-5,1.33e+04,0.966,11.6,0,10.5,27,0,0,0,0,0,0,0,0,0.114,0.112,1.36e+04,0.229,5.72,1.02,0.717,22.3,0.00163,0.592,9.19,0.000674,2.05,51.1,12.4,1.49e+04,8.89
batch-2-learning-12-regular-4,1.28e+04,0.905,11.8,0,10.6,23,0,0,0,0,0,0,0,0,0.112,0.107,1.35e+04,0.225,5.62,1.06,0.729,21.6,0.0016,0.621,8.27,0.000612,2.11,52.8,12.5,1.5e+04,8.82
batch-2-learning-78-regular-5,1.41e+04,1.05,11.6,0,11.6,27.6,0,0,0,0,0,0,0,0,0.122,0.122,1.4e+04,0.243,6.09,0.995,0.694,23.9,0.00171,0.587,9.95,0.000709,1.99,49.8,12.8,1.44e+04,8.83
batch-4-learning-56-regular-3,1.54e+04,0.954,11.9,0,14.7,9.96,0,0,0,0,0,0,0,0,0.134,0.114,1.81e+04,0.268,6.7,1.18,0.716,32.8,0.00181,0.699,9.93,0.000547,2.36,59,16.5,1.69e+04,10
batch-4-learning-12-regular-5,1.55e+04,0.948,12,0,15.3,18,0,0,0,0,0,0,0,0,0.134,0.113,1.84e+04,0.269,6.72,1.19,0.701,34.6,0.00188,0.7,10.4,0.000565,2.37,59.3,16.7,1.71e+04,10
batch-4-learning-12-regular-4,1.61e+04,0.973,12.1,0,15.6,19.6,0,0,0,0,0,0,0,0,0.137,0.118,1.88e+04,0.275,6.87,1.16,0.707,33.3,0.00178,0.695,10.2,0.000546,2.33,58.2,16.8,1.71e+04,10.1
batch-4-learning-12-regular-3,1.62e+04,1.04,11.7,0,12.2,24.2,0,0,0,0,0,0,0,0,0.138,0.121,1.84e+04,0.276,6.9,1.14,0.712,32.6,0.00177,0.705,9.71,0.000526,2.28,57,16.3,1.67e+04,9.98
batch-4-learning-12-regular-2,1.5e+04,0.906,11.8,0,13.3,21,0,0,0,0,0,0,0,0,0.127,0.107,1.78e+04,0.254,6.36,1.19,0.718,32.4,0.00182,0.706,9.57,0.000537,2.37,59.4,16.5,1.75e+04,10
batch-4-learning-12-regular-1,1.48e+04,0.913,11.8,0,16.2,23.1,0,0,0,0,0,0,0,0,0.129,0.107,1.77e+04,0.257,6.43,1.2,0.745,32.6,0.00183,0.695,9.98,0.000562,2.39,59.8,16.4,1.73e+04,10.1
batch-3-learning-34-regular-4,1.31e+04,0.979,11.1,0,9.8,26.6,0,0,0,0,0,0,0,0,0.118,0.109,1.43e+04,0.237,5.92,1.09,0.711,24.7,0.00173,0.651,8.74,0.000613,2.18,54.4,13,1.51e+04,9.24
batch-3-learning-34-regular-5,1.47e+04,1.05,11.6,0,12.8,26.8,0,0,0,0,0,0,0,0,0.129,0.122,1.55e+04,0.257,6.43,1.05,0.704,26.3,0.0017,0.642,9.51,0.000615,2.11,52.7,13.6,1.5e+04,9.3
batch-4-learning-45-regular-5,1.49e+04,0.943,11.7,0,10.4,21.9,0,0,0,0,0,0,0,0,0.131,0.11,1.78e+04,0.262,6.55,1.19,0.708,32.4,0.00182,0.713,9.38,0.000528,2.38,59.5,16.2,1.69e+04,9.96
batch-4-learning-45-regular-4,1.48e+04,0.904,11.8,0,11.3,23,0,0,0,0,0,0,0,0,0.127,0.106,1.77e+04,0.254,6.36,1.2,0.731,31.8,0.0018,0.707,9.41,0.000532,2.39,59.9,16.4,1.74e+04,10.1
batch-4-learning-45-regular-3,1.58e+04,1.02,11.6,0,11.7,21.5,0,0,0,0,0,0,0,0,0.137,0.119,1.83e+04,0.275,6.87,1.16,0.714,31.8,0.00174,0.71,9.33,0.000509,2.32,57.9,16,1.67e+04,9.98
batch-4-learning-56-regular-1,1.77e+04,0.974,13.5,0,13.5,20.7,0,0,0,0,0,0,0,0,0.14,0.131,1.9e+04,0.28,7.01,1.07,0.732,34.8,0.00183,0.683,11.1,0.000584,2.14,53.5,17.1,1.69e+04,10.1
batch-3-learning-34-regular-2,1.42e+04,1.01,11.6,0,13.9,23.7,0,0,0,0,0,0,0,0,0.125,0.117,1.53e+04,0.251,6.27,1.07,0.705,26.2,0.00172,0.654,9.07,0.000594,2.15,53.7,13.3,1.52e+04,9.28
batch-3-learning-34-regular-3,1.32e+04,0.891,11.7,0,10.9,23.3,0,0,0,0,0,0,0,0,0.115,0.105,1.45e+04,0.23,5.75,1.1,0.723,25,0.00172,0.659,8.61,0.000593,2.2,55,13.3,1.58e+04,9.35
batch-3-learning-12-regular-1,1.47e+04,1.04,11.8,0,12.1,23.4,0,0,0,0,0,0,0,0,0.128,0.122,1.54e+04,0.256,6.4,1.05,0.71,25.8,0.00168,0.642,9.32,0.000607,2.09,52.3,13.3,1.5e+04,9.25
batch-4-learning-89-regular-5,1.62e+04,1.03,11.8,0,13.7,21.3,0,0,0,0,0,0,0,0,0.138,0.122,1.84e+04,0.277,6.92,1.14,0.709,32.4,0.00176,0.703,9.73,0.000529,2.28,56.9,16.2,1.66e+04,9.98
batch-4-learning-89-regular-4,1.53e+04,0.943,12,0,12.8,18.4,0,0,0,0,0,0,0,0,0.134,0.114,1.81e+04,0.268,6.71,1.18,0.703,33.9,0.00187,0.698,10.4,0.000572,2.36,59,16.9,1.69e+04,10.1
batch-4-learning-89-regular-3,1.51e+04,0.891,12,0,11.5,22.6,0,0,0,0,0,0,0,0,0.128,0.107,1.81e+04,0.255,6.39,1.2,0.71,33.4,0.00184,0.697,10.2,0.000562,2.4,59.9,16.7,1.77e+04,10.1
batch-4-learning-89-regular-2,1.52e+04,0.879,12.1,0,13,22.5,0,0,0,0,0,0,0,0,0.127,0.106,1.82e+04,0.255,6.36,1.2,0.714,33.1,0.00182,0.694,10.2,0.000559,2.39,59.8,16.9,1.79e+04,10.1
batch-4-learning-89-regular-1,1.65e+04,1.05,11.8,0,13.3,22,0,0,0,0,0,0,0,0,0.141,0.124,1.87e+04,0.282,7.06,1.13,0.716,32.6,0.00174,0.71,9.52,0.000509,2.27,56.7,16.3,1.66e+04,9.99
batch-5-learning-12-regular-1,1.84e+04,0.962,11.9,0,13.5,19.9,0,0,0,0,0,0,0,0,0.149,0.114,2.4e+04,0.298,7.45,1.31,0.72,44.9,0.00187,0.769,10.4,0.000432,2.61,65.3,21.9,2.02e+04,11.3
batch-2-learning-56-regular-1,1.33e+04,0.956,11.7,0,10.4,24.3,0,0,0,0,0,0,0,0,0.115,0.112,1.37e+04,0.231,5.77,1.03,0.726,21.6,0.00158,0.602,8.71,0.000635,2.06,51.6,12.3,1.49e+04,8.8
batch-2-learning-1-regular-3,1.34e+04,0.99,11.6,0,12,25.2,0,0,0,0,0,0,0,0,0.118,0.115,1.37e+04,0.235,5.88,1.03,0.712,22,0.0016,0.6,8.87,0.000647,2.05,51.3,12.2,1.46e+04,8.79
batch-3-learning-89-regular-1,1.35e+04,0.947,11.6,0,12.9,23.9,0,0,0,0,0,0,0,0,0.121,0.11,1.48e+04,0.241,6.03,1.1,0.658,29.3,0.00198,0.715,8.43,0.000569,2.2,54.9,13.1,1.53e+04,9.35
batch-3-learning-89-regular-2,1.41e+04,0.933,12.4,0,14.8,12.7,0,0,0,0,0,0,0,0,0.126,0.115,1.54e+04,0.253,6.31,1.09,0.698,27.2,0.00176,0.631,10.1,0.000653,2.19,54.7,14.1,1.53e+04,9.39
batch-3-learning-89-regular-3,1.31e+04,0.931,11.3,0,11.3,24.7,0,0,0,0,0,0,0,0,0.117,0.105,1.46e+04,0.235,5.87,1.11,0.707,25.3,0.00174,0.671,8.4,0.000577,2.23,55.7,13.2,1.55e+04,9.25
batch-3-learning-89-regular-4,1.43e+04,1.05,11.5,0,12,16.9,0,0,0,0,0,0,0,0,0.128,0.121,1.52e+04,0.256,6.4,1.06,0.713,24.9,0.00164,0.658,8.64,0.000568,2.12,53,13,1.48e+04,9.26
batch-3-learning-89-regular-5,1.32e+04,0.891,11.7,0,15.3,21.3,0,0,0,0,0,0,0,0,0.117,0.105,1.48e+04,0.235,5.87,1.12,0.72,24.8,0.00167,0.644,8.93,0.000603,2.24,56.1,13.8,1.58e+04,9.39
batch-5-learning-89-regular-2,1.9e+04,1.02,11.8,0,11.8,20.2,0,0,0,0,0,0,0,0,0.154,0.12,2.43e+04,0.308,7.69,1.28,0.667,53,0.00218,0.81,10.1,0.000416,2.56,64.1,21.7,1.98e+04,11.3
batch-5-learning-89-regular-3,1.91e+04,0.972,12.2,0,12.6,20,0,0,0,0,0,0,0,0,0.152,0.118,2.46e+04,0.305,7.62,1.29,0.652,56,0.00227,0.8,11.3,0.000457,2.58,64.4,22.6,2.02e+04,11.5
batch-5-learning-89-regular-1,1.84e+04,0.973,11.9,0,12.4,18.4,0,0,0,0,0,0,0,0,0.151,0.115,2.4e+04,0.302,7.55,1.31,0.616,59.5,0.00248,0.837,9.73,0.000405,2.61,65.4,21.7,1.99e+04,11.3
batch-5-learning-89-regular-4,1.91e+04,0.972,12.3,0,12.2,20,0,0,0,0,0,0,0,0,0.151,0.119,2.41e+04,0.301,7.53,1.26,0.716,44.9,0.00186,0.774,10.2,0.000422,2.52,63.1,21.8,2.01e+04,11.4
batch-5-learning-89-regular-5,1.93e+04,0.963,12.1,0,13,17.4,0,0,0,0,0,0,0,0,0.151,0.117,2.5e+04,0.303,7.57,1.3,0.699,48.6,0.00194,0.808,9.42,0.000377,2.6,64.9,21.8,2.06e+04,11.4
batch-3-learning-100-regular-3,1.39e+04,0.915,12.2,0,31.4,7.73,0,0,0,0,0,0,0,0,0.123,0.112,1.54e+04,0.246,6.16,1.1,0.707,27.1,0.00177,0.632,9.92,0.000646,2.21,55.2,13.9,1.56e+04,9.36
batch-3-learning-100-regular-2,1.39e+04,1.06,11.1,0,9.55,27.1,0,0,0,0,0,0,0,0,0.124,0.117,1.47e+04,0.247,6.18,1.06,0.706,24.8,0.00169,0.642,9.02,0.000612,2.12,52.9,13,1.49e+04,9.21
batch-3-learning-100-regular-1,1.44e+04,0.988,11.7,0,12.9,19.3,0,0,0,0,0,0,0,0,0.123,0.116,1.53e+04,0.247,6.17,1.07,0.717,25.9,0.00169,0.64,9.42,0.000614,2.13,53.4,13.6,1.55e+04,9.35
batch-3-learning-100-regular-5,1.42e+04,1.02,11.7,0,10.9,23.3,0,0,0,0,0,0,0,0,0.128,0.119,1.54e+04,0.257,6.42,1.08,0.711,25.9,0.00168,0.635,9.54,0.000621,2.16,54,13.3,1.5e+04,9.29
batch-3-learning-100-regular-4,1.39e+04,1,11.5,0,10.2,26.4,0,0,0,0,0,0,0,0,0.125,0.116,1.5e+04,0.249,6.23,1.08,0.704,26.1,0.00174,0.648,9.28,0.00062,2.15,53.9,13.3,1.5e+04,9.29
batch-3-learning-23-regular-4,1.43e+04,1.05,11.3,0,11.5,20.9,0,0,0,0,0,0,0,0,0.127,0.119,1.52e+04,0.253,6.33,1.06,0.712,25.5,0.00168,0.641,9.27,0.000611,2.13,53.2,13.2,1.5e+04,9.26
batch-3-learning-23-regular-5,1.48e+04,0.973,11.6,0,13,23.6,0,0,0,0,0,0,0,0,0.123,0.113,1.6e+04,0.245,6.13,1.08,0.693,29.2,0.00183,0.615,11.3,0.000705,2.17,54.2,14.3,1.63e+04,9.41
batch-3-learning-23-regular-1,1.32e+04,0.919,11.7,0,10.6,25.7,0,0,0,0,0,0,0,0,0.119,0.107,1.45e+04,0.237,5.93,1.1,0.707,25.9,0.00178,0.642,9.37,0.000645,2.21,55.2,13.4,1.53e+04,9.28
batch-3-learning-23-regular-2,1.41e+04,0.996,11.4,0,11.9,23.6,0,0,0,0,0,0,0,0,0.121,0.114,1.5e+04,0.242,6.05,1.06,0.703,26.1,0.00174,0.627,9.84,0.000656,2.12,53.1,13.8,1.55e+04,9.37
batch-3-learning-23-regular-3,1.48e+04,0.96,12.2,0,11.2,22.9,0,0,0,0,0,0,0,0,0.126,0.117,1.59e+04,0.253,6.31,1.08,0.72,26.1,0.00164,0.628,9.8,0.000615,2.15,53.8,14.1,1.58e+04,9.46
batch-2-learning-56-regular-5,1.23e+04,0.864,11.8,0,13.3,20.6,0,0,0,0,0,0,0,0,0.111,0.102,1.33e+04,0.221,5.53,1.08,0.719,21.6,0.00162,0.611,8.52,0.000639,2.16,54.1,12.6,1.51e+04,8.88
batch-1-learning-100-regular-1,1.15e+04,0.919,11.1,0,11.3,25.1,0,0,0,0,0,0,0,0,0.104,0.102,1.17e+04,0.208,5.2,1.02,0.714,19.5,0.00166,0.562,8.64,0.000737,2.04,51,11.7,1.41e+04,8.5
batch-1-learning-100-regular-3,1.25e+04,0.944,11.7,0,12.3,25.7,0,0,0,0,0,0,0,0,0.112,0.111,1.27e+04,0.225,5.62,1.01,0.705,21.5,0.00169,0.553,9.67,0.000761,2.03,50.7,12.2,1.41e+04,8.59
