Configuration,ACYC,AFREQ,C0res%,C10res%,C1res%,C2res%,C3res%,C3res%,C6res%,C6res%,C7res%,C7res%,C8res%,C9res%,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE,SLOWDOWN
batch-5-learning-56-regular-4,4.09e+05,1.02,99.4,0,0.546,0,0,0,0,0,0,0,0,0,1.03,1.01,4.16e+05,2.06,51.4,1.02,0.785,210,0.000505,0.607,66.3,0.000159,2.03,50.8,69.3,5.06e+04,80.5,2.93611646109
batch-5-learning-56-regular-4,3.81e+05,1,99.9,0,0.0636,0,0,0,0,0,0,0,0,0,1.08,1,4.09e+05,2.15,53.8,1.07,0.725,129,0.000315,0.531,53.2,0.00013,2.15,53.7,38.3,4.75e+04,65.2,2.74791693576
batch-5-learning-56-regular-4,4.1e+05,1,94.8,0,4.1,0,0,0,0,0,0,0,0,0,0.861,0.952,3.71e+05,1.72,43,0.904,0.775,315,0.000849,0.602,91.9,0.000248,1.81,45.2,99.7,5.38e+04,102,3.14477010814
batch-5-learning-56-regular-4,5.48e+05,1.01,97.1,0,2.69,0,0,0,0,0,0,0,0,0,0.964,0.979,5.4e+05,1.93,48.2,0.985,0.746,335,0.000621,0.585,98.1,0.000182,1.97,49.3,94.7,7e+04,122,4.03914543803
batch-5-learning-56-regular-3,4.95e+05,1.01,100,0,0.0498,0,0,0,0,0,0,0,0,0,0.944,1.01,4.61e+05,1.89,47.2,0.933,0.754,223,0.000484,0.458,106,0.00023,1.87,46.6,73,6.11e+04,124,3.81669844579
batch-5-learning-56-regular-3,3.87e+05,1.05,100,0,0.0367,0,0,0,0,0,0,0,0,0,1.03,1.04,3.81e+05,2.05,51.3,0.983,0.776,174,0.000458,0.554,64.9,0.000171,1.97,49.1,53.8,4.63e+04,81.6,2.87949098054
batch-5-learning-56-regular-3,4.87e+05,1.01,100,0,0.0312,0,0,0,0,0,0,0,0,0,0.936,1.01,4.5e+05,1.87,46.8,0.924,0.775,208,0.000461,0.484,92.1,0.000205,1.85,46.2,64,6e+04,106,3.73696048903
batch-5-learning-56-regular-3,1.19e+05,1.05,65.9,0,28.8,0,0,0,0,0,0,0,0,0,0.939,0.689,1.62e+05,1.88,47,1.36,0.74,93.5,0.000577,0.678,26.3,0.000162,2.73,68.2,23.1,2.15e+04,33.4,1.36372518361
batch-5-learning-56-regular-3,1.22e+05,1.03,68.3,0,29,0,0,0,0,0,0,0,0,0,0.924,0.705,1.6e+05,1.85,46.2,1.31,0.745,98.7,0.000616,0.669,28,0.000175,2.62,65.6,25.6,2.17e+04,33.6,1.38622154369
batch-5-learning-56-regular-3,2.85e+05,1.01,94,0,5.56,0,0,0,0,0,0,0,0,0,1.03,0.949,3.09e+05,2.05,51.4,1.08,0.776,150,0.000485,0.643,42.3,0.000137,2.17,54.2,43.6,3.76e+04,51.8,2.35362701733
batch-5-learning-56-regular-3,3.59e+05,1,95.2,0,4.77,0,0,0,0,0,0,0,0,0,0.937,0.953,3.53e+05,1.87,46.8,0.983,0.779,223,0.000632,0.625,63.6,0.00018,1.97,49.2,65.8,4.71e+04,76.9,2.9673556602
batch-5-learning-56-regular-3,6.05e+05,1.01,100,0,0.0416,0,0,0,0,0,0,0,0,0,0.962,1.01,5.79e+05,1.92,48.1,0.957,0.779,216,0.000372,0.497,92.7,0.00016,1.91,47.8,73.9,7.53e+04,118,4.67361072034
batch-5-learning-56-regular-3,3.45e+05,1.02,99.9,0,0.0731,0,0,0,0,0,0,0,0,0,1.11,1.02,3.76e+05,2.21,55.4,1.09,0.72,127,0.000337,0.522,53.2,0.000141,2.18,54.6,36.9,4.25e+04,59.6,2.64576156894
batch-5-learning-56-regular-3,4.58e+05,1,99.9,0,0.0531,0,0,0,0,0,0,0,0,0,1.06,1,4.84e+05,2.12,52.9,1.06,0.777,128,0.000265,0.592,45.4,9.38e-05,2.11,52.8,41.6,5.71e+04,69.7,3.54067718591
batch-5-learning-56-regular-2,3.58e+05,1,96.9,0,2.77,0,0,0,0,0,0,0,0,0,0.945,0.97,3.49e+05,1.89,47.3,0.974,0.765,241,0.000691,0.604,70.4,0.000202,1.95,48.7,72.6,4.62e+04,83,2.88771345972
batch-5-learning-56-regular-2,1.18e+05,1.03,65.3,0,29.3,0,0,0,0,0,0,0,0,0,0.929,0.675,1.62e+05,1.86,46.5,1.38,0.749,91.3,0.000564,0.684,24.8,0.000153,2.75,68.8,23.5,2.18e+04,33.3,1.3702533952
batch-5-learning-56-regular-2,3.78e+05,1,95,0,4.96,0,0,0,0,0,0,0,0,0,1.03,0.953,4.08e+05,2.06,51.5,1.08,0.775,170,0.000415,0.618,51.4,0.000126,2.16,54,50.5,4.96e+04,64.6,3.06299727156
batch-5-learning-56-regular-2,4.57e+05,1.01,99.9,0,0.0515,0,0,0,0,0,0,0,0,0,0.976,1.01,4.44e+05,1.95,48.8,0.97,0.766,195,0.000439,0.521,78.7,0.000177,1.94,48.5,61.4,5.68e+04,97.9,3.49794771597
batch-5-learning-56-regular-2,3.55e+05,1.02,99.9,0,0.0698,0,0,0,0,0,0,0,0,0,1.12,1.02,3.91e+05,2.24,56,1.1,0.709,125,0.000319,0.528,51.5,0.000132,2.2,55.1,33.9,4.36e+04,59,2.70070481079
batch-5-learning-56-regular-2,5.13e+05,1.01,100,0,0.0491,0,0,0,0,0,0,0,0,0,0.965,1.01,4.91e+05,1.93,48.3,0.959,0.757,202,0.000411,0.48,91.7,0.000187,1.92,47.9,66.1,6.36e+04,108,3.95445798926
batch-5-learning-56-regular-2,5.06e+05,1.01,100,0,0.0421,0,0,0,0,0,0,0,0,0,1.07,1.01,5.36e+05,2.13,53.3,1.06,0.733,136,0.000254,0.536,55.7,0.000104,2.12,52.9,43.8,6.27e+04,72.1,3.8664167638
batch-5-learning-56-regular-2,1.19e+05,1.05,66.6,0,28.5,0,0,0,0,0,0,0,0,0,0.949,0.696,1.62e+05,1.9,47.4,1.36,0.748,87.3,0.00054,0.673,25.3,0.000157,2.73,68.2,22.3,2.13e+04,32.9,1.33278650635
batch-5-learning-56-regular-2,4.59e+05,1.05,100,0,0.0464,0,0,0,0,0,0,0,0,0,1.05,1.04,4.63e+05,2.11,52.7,1.01,0.77,178,0.000384,0.513,74.1,0.00016,2.02,50.4,59.5,5.49e+04,96,3.40349418528
batch-5-learning-56-regular-2,3.88e+05,1.01,99.9,0,0.0547,0,0,0,0,0,0,0,0,0,0.955,1.01,3.66e+05,1.91,47.8,0.943,0.768,189,0.000516,0.488,83.6,0.000229,1.89,47.2,60.2,4.79e+04,98.6,2.96970464673
batch-5-learning-56-regular-1,5.15e+05,1.01,100,0,0.0404,0,0,0,0,0,0,0,0,0,0.971,1.01,4.97e+05,1.94,48.5,0.964,0.753,208,0.000418,0.448,99.1,0.000199,1.93,48.2,66.2,6.4e+04,110,3.93260758814
batch-5-learning-56-regular-1,4.51e+05,1.05,100,0,0.0464,0,0,0,0,0,0,0,0,0,1.04,1.04,4.49e+05,2.08,52,0.996,0.762,181,0.000404,0.535,70.4,0.000157,1.99,49.8,60.2,5.4e+04,89.3,3.35449581074
batch-5-learning-56-regular-1,3.71e+05,1.01,99.9,0,0.052,0,0,0,0,0,0,0,0,0,1.07,1.01,3.95e+05,2.14,53.5,1.06,0.772,129,0.000327,0.568,49.6,0.000126,2.13,53.2,38.6,4.61e+04,61,2.87728914542
batch-5-learning-56-regular-1,4.81e+05,1.01,99.9,0,0.0595,0,0,0,0,0,0,0,0,0,0.963,1.01,4.59e+05,1.93,48.2,0.954,0.764,202,0.00044,0.457,95.5,0.000208,1.91,47.7,65.2,5.96e+04,117,3.70072448201
batch-5-learning-56-regular-1,1.67e+05,1.03,80.8,0,18.4,0,0,0,0,0,0,0,0,0,0.915,0.831,1.84e+05,1.83,45.8,1.1,0.761,136,0.000743,0.659,37.2,0.000203,2.2,55.1,38.2,2.51e+04,44.3,1.59337632111
batch-5-learning-56-regular-1,3.75e+05,1.01,100,0,0.045,0,0,0,0,0,0,0,0,0,0.991,1.01,3.69e+05,1.98,49.6,0.985,0.778,172,0.000465,0.54,65.7,0.000178,1.97,49.2,56.2,4.65e+04,84.2,2.86461902642
batch-5-learning-56-regular-1,4.67e+05,1.01,95.8,0,3.86,0,0,0,0,0,0,0,0,0,0.97,0.971,4.66e+05,1.94,48.5,0.999,0.746,305,0.000653,0.588,88.1,0.000189,2,49.9,91.1,6.01e+04,115,3.72537517231
batch-5-learning-56-regular-1,1.38e+05,1.05,63.3,0,32.3,0,0,0,0,0,0,0,0,0,0.944,0.661,1.97e+05,1.89,47.2,1.43,0.722,108,0.000549,0.643,33.9,0.000172,2.86,71.4,27.3,2.6e+04,43.3,1.62287961648
batch-5-learning-56-regular-1,4.46e+05,1.01,100,0,0.0488,0,0,0,0,0,0,0,0,0,1.08,1.01,4.77e+05,2.16,54.1,1.07,0.74,133,0.000279,0.529,55,0.000115,2.14,53.5,41.9,5.51e+04,76.9,3.38742996838
batch-5-learning-56-regular-1,3.06e+05,1.01,96.8,0,3.2,0,0,0,0,0,0,0,0,0,0.987,0.973,3.11e+05,1.97,49.4,1.01,0.799,176,0.000567,0.65,50.7,0.000163,2.03,50.7,53.5,3.93e+04,62.7,2.48946761289
batch-3-learning-56-regular-5,1.01e+05,1.04,65.2,0,31.8,0,0,0,0,0,0,0,0,0,0.927,0.675,1.39e+05,1.85,46.4,1.37,0.723,82.9,0.000596,0.652,23.8,0.000171,2.75,68.7,22.9,1.87e+04,31.8,1.23981807832
batch-3-learning-56-regular-5,2.5e+05,1.01,99.6,0,0.415,0,0,0,0,0,0,0,0,0,1.03,1.01,2.54e+05,2.05,51.3,1.02,0.725,121,0.000479,0.466,55.8,0.00022,2.03,50.8,39.1,3.09e+04,72.5,1.99402532453
batch-3-learning-56-regular-5,4.3e+05,1.01,99.9,0,0.0651,0,0,0,0,0,0,0,0,0,0.975,1,4.17e+05,1.95,48.7,0.97,0.759,169,0.000406,0.488,71.2,0.000171,1.94,48.5,59,5.35e+04,91.3,3.3854436455
batch-3-learning-56-regular-5,2.94e+05,1.01,99.9,0,0.13,0,0,0,0,0,0,0,0,0,0.991,1.01,2.9e+05,1.98,49.6,0.986,0.761,179,0.000617,0.596,54.1,0.000186,1.97,49.3,55,3.66e+04,63.5,2.36839717961
batch-3-learning-56-regular-5,2.53e+05,1.05,99.9,0,0.0834,0,0,0,0,0,0,0,0,0,1.09,1.04,2.65e+05,2.19,54.7,1.05,0.75,128,0.000481,0.55,47.9,0.00018,2.1,52.4,42.2,3.03e+04,60,1.93163061549
batch-3-learning-56-regular-5,2.04e+05,1.02,90.2,0,9.46,0,0,0,0,0,0,0,0,0,1.03,0.918,2.29e+05,2.06,51.5,1.12,0.799,119,0.000519,0.601,40.8,0.000178,2.24,56.1,41.9,2.78e+04,52.2,1.77879992557
batch-3-learning-56-regular-5,1.29e+05,1.05,71,0,28,0,0,0,0,0,0,0,0,0,0.922,0.742,1.61e+05,1.84,46.1,1.24,0.74,96,0.000597,0.592,34.3,0.000214,2.49,62.1,28.8,2.18e+04,43.6,1.41929364169
batch-3-learning-56-regular-5,4.1e+05,1.02,99.9,0,0.0562,0,0,0,0,0,0,0,0,0,1.1,1.02,4.42e+05,2.19,54.9,1.08,0.726,102,0.000232,0.534,41.1,9.31e-05,2.15,53.8,33.6,5.03e+04,60.1,3.15128069514
batch-3-learning-56-regular-5,3.97e+05,1.02,99.9,0,0.054,0,0,0,0,0,0,0,0,0,1.1,1.02,4.27e+05,2.2,54.9,1.07,0.707,113,0.000264,0.462,53.4,0.000125,2.15,53.7,33.3,4.86e+04,62,3.05149278106
batch-3-learning-56-regular-5,4.01e+05,1.01,99.9,0,0.069,0,0,0,0,0,0,0,0,0,0.961,1.01,3.81e+05,1.92,48,0.952,0.758,174,0.000456,0.472,76.8,0.000201,1.9,47.6,57.7,4.96e+04,90.2,3.15011674007
batch-4-learning-34-regular-2,1.27e+05,1.05,66.7,0,31.4,0,0,0,0,0,0,0,0,0,0.964,0.697,1.76e+05,1.93,48.2,1.38,0.783,88.4,0.000503,0.614,30.5,0.000173,2.77,69.2,26.8,2.27e+04,40.8,1.36885291286
batch-4-learning-34-regular-2,4.43e+05,1.01,95.4,0,4.47,0,0,0,0,0,0,0,0,0,0.964,0.961,4.45e+05,1.93,48.2,1,0.757,238,0.000534,0.573,73.7,0.000166,2.01,50.2,77.1,5.77e+04,94.2,3.4928565647
batch-4-learning-34-regular-2,3.78e+05,1,96.8,0,3.09,0,0,0,0,0,0,0,0,0,0.975,0.973,3.79e+05,1.95,48.7,1,0.808,174,0.00046,0.592,58,0.000153,2,50.1,59.1,4.86e+04,71.2,2.94953739115
batch-4-learning-34-regular-2,3.63e+05,1.05,99.9,0,0.0747,0,0,0,0,0,0,0,0,0,1.05,1.04,3.66e+05,2.11,52.7,1.01,0.778,151,0.000413,0.529,59.8,0.000163,2.02,50.5,53,4.34e+04,77.2,2.63345883789
batch-4-learning-34-regular-2,5.47e+05,1.01,100,0,0.0438,0,0,0,0,0,0,0,0,0,1.01,1.01,5.47e+05,2.02,50.4,0.999,0.745,204,0.000373,0.407,105,0.000192,2,49.9,70,6.78e+04,133,4.05927784239
batch-4-learning-34-regular-2,5.25e+05,1.01,100,0,0.047,0,0,0,0,0,0,0,0,0,0.988,1.01,5.15e+05,1.98,49.4,0.981,0.772,167,0.000324,0.471,75.4,0.000146,1.96,49,60.8,6.51e+04,102,3.94633801518
batch-4-learning-34-regular-2,3.74e+05,1.02,99.9,0,0.0628,0,0,0,0,0,0,0,0,0,1.13,1.02,4.15e+05,2.26,56.5,1.11,0.735,115,0.000277,0.467,55.1,0.000133,2.22,55.5,35.5,4.59e+04,63.9,2.75954616392
batch-4-learning-34-regular-2,3.49e+05,1.01,99.9,0,0.0667,0,0,0,0,0,0,0,0,0,1.1,1.01,3.81e+05,2.2,55.1,1.09,0.781,102,0.000268,0.552,41.3,0.000109,2.18,54.6,33.8,4.32e+04,54.3,2.61379156086
batch-4-learning-34-regular-2,2.27e+05,1.01,84.5,0,13.5,0,0,0,0,0,0,0,0,0,0.859,0.852,2.29e+05,1.72,43,1.01,0.788,166,0.000724,0.617,49,0.000214,2.02,50.4,52.6,3.33e+04,58.5,2.05749081642
batch-4-learning-34-regular-2,3.59e+05,1.02,99,0,1.05,0,0,0,0,0,0,0,0,0,0.988,1,3.53e+05,1.98,49.4,0.983,0.747,147,0.000416,0.441,71.5,0.000203,1.97,49.1,49.3,4.46e+04,94,2.68870873517
batch-3-learning-56-regular-1,3.47e+05,1.02,99.5,0,0.518,0,0,0,0,0,0,0,0,0,1.01,1.01,3.45e+05,2.01,50.3,0.994,0.752,202,0.000587,0.592,60.8,0.000176,1.99,49.7,60.8,4.29e+04,69.4,2.90309794002
batch-3-learning-56-regular-1,4.01e+05,1.05,100,0,0.0404,0,0,0,0,0,0,0,0,0,1.02,1.04,3.9e+05,2.03,50.9,0.974,0.763,158,0.000406,0.517,64.5,0.000165,1.95,48.7,50.9,4.8e+04,80.9,3.20111881553
batch-3-learning-56-regular-1,4.48e+05,1,100,0,0.0402,0,0,0,0,0,0,0,0,0,0.931,1,4.16e+05,1.86,46.5,0.927,0.759,215,0.000517,0.463,93.8,0.000226,1.85,46.4,67.6,5.58e+04,102,3.73966821178
batch-3-learning-56-regular-1,3.39e+05,1.01,99.9,0,0.0717,0,0,0,0,0,0,0,0,0,1.1,1.01,3.69e+05,2.2,55,1.09,0.71,111,0.0003,0.487,50.3,0.000136,2.18,54.5,31.3,4.19e+04,55.3,2.78621174729
batch-3-learning-56-regular-1,1.08e+05,0.983,70.1,0,26.8,0,0,0,0,0,0,0,0,0,0.886,0.69,1.38e+05,1.77,44.3,1.28,0.73,94.1,0.000681,0.653,26.4,0.000191,2.57,64.2,26.2,1.95e+04,33.6,1.35698912496
batch-3-learning-56-regular-1,3.81e+05,1.02,100,0,0.0439,0,0,0,0,0,0,0,0,0,0.96,1.02,3.59e+05,1.92,48,0.943,0.756,173,0.000482,0.481,75.3,0.00021,1.89,47.1,58.3,4.67e+04,87.5,3.14286555214
batch-3-learning-56-regular-1,3.39e+05,1.02,98.9,0,1.09,0,0,0,0,0,0,0,0,0,0.96,1.01,3.24e+05,1.92,48,0.955,0.727,154,0.000476,0.431,76.4,0.000236,1.91,47.8,50.4,4.22e+04,91.3,2.81279434129
batch-3-learning-56-regular-1,9.19e+04,1.05,60.9,0,37.6,0,0,0,0,0,0,0,0,0,0.929,0.636,1.34e+05,1.86,46.4,1.46,0.712,72.6,0.000541,0.638,23.2,0.000173,2.92,73,19,1.81e+04,28.8,1.25745660219
batch-3-learning-56-regular-1,3.41e+05,1,95.4,0,4.57,0,0,0,0,0,0,0,0,0,0.925,0.956,3.3e+05,1.85,46.3,0.968,0.757,199,0.000602,0.586,60.6,0.000184,1.94,48.4,57.7,4.46e+04,72.1,2.99616457911
batch-3-learning-56-regular-1,3.18e+05,1.01,99.9,0,0.0635,0,0,0,0,0,0,0,0,0,1.06,1.01,3.33e+05,2.12,53,1.05,0.762,122,0.000365,0.537,48.4,0.000145,2.09,52.3,39.1,3.92e+04,59.6,2.60270590981
batch-3-learning-56-regular-3,9.17e+04,1.05,60.1,0,37.5,0,0,0,0,0,0,0,0,0,0.908,0.628,1.32e+05,1.82,45.4,1.45,0.713,72.4,0.000547,0.652,22,0.000166,2.89,72.3,19.2,1.83e+04,29.5,1.21608602465
batch-3-learning-56-regular-3,3.04e+05,1.05,99.9,0,0.0588,0,0,0,0,0,0,0,0,0,1.11,1.04,3.23e+05,2.22,55.5,1.06,0.736,115,0.000357,0.535,45.6,0.000141,2.12,53.1,37.6,3.64e+04,64.2,2.38383943783
batch-3-learning-56-regular-3,4.16e+05,1.01,100,0,0.0407,0,0,0,0,0,0,0,0,0,0.998,1.01,4.11e+05,2,49.9,0.988,0.765,166,0.000404,0.504,68.3,0.000166,1.98,49.4,54,5.14e+04,90,3.38669282346
batch-3-learning-56-regular-3,1.13e+05,0.991,76.7,0,22,0,0,0,0,0,0,0,0,0,0.913,0.76,1.36e+05,1.83,45.6,1.2,0.731,107,0.000786,0.655,29.1,0.000215,2.4,60,30.3,1.86e+04,35.7,1.25850045498
batch-3-learning-56-regular-3,3.98e+05,1.01,99.9,0,0.0505,0,0,0,0,0,0,0,0,0,1.08,1.01,4.25e+05,2.16,54.1,1.07,0.776,116,0.000272,0.556,45,0.000106,2.14,53.4,36.3,4.91e+04,60.3,3.24222720564
batch-3-learning-56-regular-3,2.43e+05,1.01,97.4,0,2.44,0,0,0,0,0,0,0,0,0,0.977,0.987,2.4e+05,1.95,48.8,0.99,0.781,176,0.000731,0.623,50.2,0.000209,1.98,49.5,51.6,3.07e+04,59.3,2.04397487357
batch-3-learning-56-regular-3,3.38e+05,1.01,98,0,1.43,0,0,0,0,0,0,0,0,0,1.01,0.991,3.45e+05,2.02,50.6,1.02,0.771,171,0.000497,0.593,51.9,0.00015,2.04,51,54.4,4.26e+04,65.3,2.82906229033
batch-3-learning-56-regular-3,3.66e+05,1.04,99.9,0,0.0706,0,0,0,0,0,0,0,0,0,1.08,1.03,3.8e+05,2.15,53.8,1.04,0.777,116,0.000304,0.514,51,0.000134,2.08,52,38.8,4.42e+04,65.7,2.89219547149
batch-3-learning-56-regular-3,4.69e+05,1.01,99.9,0,0.0527,0,0,0,0,0,0,0,0,0,0.943,1.01,4.36e+05,1.89,47.2,0.93,0.769,196,0.000448,0.448,93.2,0.000213,1.86,46.5,62.6,5.78e+04,99.8,3.80704839492
batch-3-learning-56-regular-3,3.58e+05,1,98.9,0,1.1,0,0,0,0,0,0,0,0,0,0.944,0.99,3.41e+05,1.89,47.2,0.954,0.732,154,0.00045,0.43,75.6,0.000222,1.91,47.7,48,4.52e+04,92.2,2.96681454347
batch-4-learning-34-regular-3,1.1e+05,0.984,68,0,27.8,0,0,0,0,0,0,0,0,0,0.917,0.669,1.51e+05,1.83,45.8,1.37,0.792,79.2,0.000523,0.628,26.4,0.000175,2.74,68.5,23.4,2.06e+04,32.7,1.26815227026
batch-4-learning-34-regular-3,4.25e+05,1,99.7,0,0.297,0,0,0,0,0,0,0,0,0,0.98,0.998,4.17e+05,1.96,49,0.982,0.737,168,0.000403,0.428,83.5,0.0002,1.96,49.1,54.5,5.32e+04,110,3.26334709156
batch-4-learning-34-regular-3,4.08e+05,1.01,99.9,0,0.054,0,0,0,0,0,0,0,0,0,0.978,1.01,3.94e+05,1.96,48.9,0.967,0.786,174,0.000442,0.513,69.7,0.000177,1.93,48.3,61.9,5.04e+04,89,3.07683161449
batch-4-learning-34-regular-3,4.2e+05,1.01,100,0,0.0349,0,0,0,0,0,0,0,0,0,1.06,1.01,4.42e+05,2.12,53,1.05,0.791,114,0.000257,0.541,47,0.000106,2.1,52.6,38.4,5.21e+04,65.1,3.17373741983
batch-4-learning-34-regular-3,2.15e+05,1.02,86.9,0,11.8,0,0,0,0,0,0,0,0,0,0.933,0.884,2.27e+05,1.87,46.7,1.06,0.785,129,0.000568,0.628,37.5,0.000165,2.11,52.8,37.8,3.04e+04,49.7,1.89445175392
batch-4-learning-34-regular-3,3.86e+05,1.02,99.9,0,0.0642,0,0,0,0,0,0,0,0,0,1.03,1.02,3.91e+05,2.06,51.6,1.01,0.779,137,0.000351,0.521,56.3,0.000144,2.03,50.7,46.3,4.73e+04,75.1,2.88133381524
batch-4-learning-34-regular-3,6.49e+05,1.01,96.2,0,3.69,0,0,0,0,0,0,0,0,0,1.08,0.971,7.24e+05,2.17,54.2,1.12,0.764,298,0.000412,0.535,100,0.000139,2.23,55.8,101,8.35e+04,132,5.08154915195
batch-4-learning-34-regular-3,2.99e+05,1.01,100,0,0.0481,0,0,0,0,0,0,0,0,0,1.1,1.01,3.26e+05,2.2,54.9,1.09,0.776,103,0.000317,0.539,42.8,0.000131,2.18,54.5,32.1,3.71e+04,55.1,2.26816874827
batch-4-learning-34-regular-3,5.32e+05,1.01,100,0,0.0428,0,0,0,0,0,0,0,0,0,0.942,1.01,4.97e+05,1.88,47.1,0.935,0.765,198,0.000398,0.432,98.1,0.000197,1.87,46.7,69.5,6.6e+04,114,4.07627522538
batch-4-learning-34-regular-3,1.94e+05,1.02,72.4,0,23.5,0,0,0,0,0,0,0,0,0,0.877,0.736,2.31e+05,1.75,43.9,1.19,0.762,130,0.000561,0.589,43.2,0.000187,2.38,59.6,39.9,3.3e+04,53.6,2.05703791184
batch-4-learning-1-regular-3,3.79e+05,1.02,99.9,0,0.0541,0,0,0,0,0,0,0,0,0,0.964,1.02,3.59e+05,1.93,48.2,0.946,0.779,165,0.000459,0.468,76.2,0.000213,1.89,47.3,59.6,4.65e+04,100,2.90392707125
batch-4-learning-1-regular-3,3.02e+05,1.01,97.8,0,2.17,0,0,0,0,0,0,0,0,0,1.04,0.987,3.19e+05,2.08,52.1,1.05,0.781,157,0.000493,0.581,50.5,0.000158,2.11,52.7,52.5,3.83e+04,61.1,2.41286319422
batch-4-learning-1-regular-3,9.85e+04,1.02,61.8,0,32.2,0,0,0,0,0,0,0,0,0,0.912,0.631,1.42e+05,1.82,45.6,1.44,0.77,75,0.000527,0.632,24.4,0.000171,2.89,72.2,21.7,1.95e+04,30.2,1.25296318278
batch-4-learning-1-regular-3,4.73e+05,1.01,99.9,0,0.0566,0,0,0,0,0,0,0,0,0,0.964,1.01,4.51e+05,1.93,48.2,0.952,0.789,195,0.000432,0.508,80.1,0.000178,1.9,47.6,64.1,5.84e+04,101,3.59663405597
batch-4-learning-1-regular-3,1.26e+05,1.05,57.1,0,33.2,0,0,0,0,0,0,0,0,0,0.905,0.597,1.91e+05,1.81,45.3,1.52,0.751,82,0.000429,0.592,30.2,0.000158,3.04,75.9,23.3,2.64e+04,37.3,1.67015251349
batch-4-learning-1-regular-3,4.34e+05,1,99.9,0,0.0501,0,0,0,0,0,0,0,0,0,1.07,1,4.64e+05,2.14,53.6,1.07,0.771,116,0.00025,0.492,53.2,0.000115,2.13,53.4,38.8,5.4e+04,68,3.33118544859
batch-4-learning-1-regular-3,3.73e+05,1.02,99.9,0,0.0672,0,0,0,0,0,0,0,0,0,1.15,1.02,4.2e+05,2.3,57.4,1.13,0.725,112,0.000267,0.465,53.1,0.000126,2.26,56.4,34.2,4.58e+04,67,2.82563033495
batch-4-learning-1-regular-3,3.87e+05,1,96.4,0,3.52,0,0,0,0,0,0,0,0,0,0.975,0.967,3.91e+05,1.95,48.7,1.01,0.778,223,0.00057,0.587,69.5,0.000178,2.02,50.4,67.5,5.01e+04,86.5,3.13569930209
batch-4-learning-1-regular-3,4.53e+05,1.05,100,0,0.0425,0,0,0,0,0,0,0,0,0,1.04,1.04,4.5e+05,2.08,51.9,0.993,0.787,168,0.000374,0.518,68.4,0.000152,1.99,49.7,59.5,5.42e+04,88.3,3.36627144519
batch-4-learning-1-regular-3,4.19e+05,0.999,99.9,0,0.0543,0,0,0,0,0,0,0,0,0,0.977,0.999,4.1e+05,1.95,48.9,0.978,0.764,169,0.000412,0.452,80.9,0.000197,1.96,48.9,57,5.24e+04,98.3,3.23854745608
batch-4-learning-1-regular-2,4.5e+05,1.05,100,0,0.0497,0,0,0,0,0,0,0,0,0,1.03,1.04,4.43e+05,2.06,51.4,0.984,0.784,163,0.000369,0.509,68.7,0.000155,1.97,49.2,56.2,5.39e+04,90.7,3.49758290737
batch-4-learning-1-regular-2,3.17e+05,1.01,98.2,0,1.73,0,0,0,0,0,0,0,0,0,1.03,0.996,3.26e+05,2.05,51.3,1.03,0.793,164,0.000502,0.599,52,0.000159,2.06,51.5,53.4,3.97e+04,62.7,2.60326933225
batch-4-learning-1-regular-2,4.42e+05,1.01,99.7,0,0.346,0,0,0,0,0,0,0,0,0,0.943,1,4.16e+05,1.89,47.2,0.941,0.779,177,0.000427,0.435,88,0.000212,1.88,47,59.2,5.51e+04,106,3.56806504325
batch-4-learning-1-regular-2,3.71e+05,1.02,99.9,0,0.0681,0,0,0,0,0,0,0,0,0,1.03,1.02,3.75e+05,2.06,51.5,1.01,0.778,148,0.000395,0.5,64.1,0.000171,2.02,50.6,52.5,4.55e+04,83.4,2.92828330188
batch-4-learning-1-regular-2,4.94e+05,1.01,100,0,0.035,0,0,0,0,0,0,0,0,0,0.947,1.01,4.65e+05,1.89,47.3,0.941,0.769,208,0.000448,0.446,98.6,0.000212,1.88,47.1,67.8,6.14e+04,113,3.94457952345
batch-4-learning-1-regular-2,3.04e+05,1.01,95.8,0,3.76,0,0,0,0,0,0,0,0,0,1,0.967,3.16e+05,2.01,50.2,1.04,0.784,195,0.000618,0.599,59.5,0.000189,2.08,51.9,64.6,3.93e+04,75.1,2.58540107383
batch-4-learning-1-regular-2,8.92e+04,1.05,60.2,0,34.4,0,0,0,0,0,0,0,0,0,0.947,0.629,1.34e+05,1.89,47.4,1.51,0.766,69.4,0.000517,0.652,21.7,0.000161,3.01,75.3,19.7,1.77e+04,28.6,1.16574531449
batch-4-learning-1-regular-2,3.48e+05,1,85,0,10.9,0,0,0,0,0,0,0,0,0,0.849,0.852,3.47e+05,1.7,42.5,0.996,0.775,261,0.000752,0.614,73.2,0.000211,1.99,49.8,79,5.11e+04,88.9,3.31930727971
batch-4-learning-1-regular-2,5.03e+05,1.01,100,0,0.0273,0,0,0,0,0,0,0,0,0,1.04,1.01,5.18e+05,2.07,51.9,1.03,0.78,139,0.000268,0.518,60.3,0.000116,2.06,51.5,45.9,6.25e+04,76.5,4.00071940238
