Configuration,ACYC,AFREQ,C0res%,C10res%,C1res%,C2res%,C3res%,C3res%,C6res%,C6res%,C7res%,C7res%,C8res%,C9res%,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE,SLOWDOWN
batch-3-learning-67-regular-2,1.4e+05,1.05,88.8,0,11.1,0,0,0,0,0,0,0,0,0,1.16,0.928,1.75e+05,2.33,58.2,1.26,0.661,59.2,0.000337,0.383,33.7,0.000192,2.51,62.8,27.1,1.88e+04,42.7,1.2676276319
batch-3-learning-67-regular-2,1.66e+05,1,95.6,0,4.23,0,0,0,0,0,0,0,0,0,0.963,0.957,1.67e+05,1.93,48.1,1.01,0.746,91.9,0.000552,0.438,43.5,0.000261,2.01,50.3,43.1,2.16e+04,55.4,1.45323960792
batch-3-learning-67-regular-5,1.05e+05,1.01,68,0,31.8,0,0,0,0,0,0,0,0,0,0.594,0.686,9.07e+04,1.19,29.7,0.866,0.681,82.2,0.000906,0.406,41.6,0.000459,1.73,43.3,33.7,1.91e+04,59.7,1.33751045062
batch-3-learning-67-regular-5,1.42e+05,1.05,90.3,0,9.75,0,0,0,0,0,0,0,0,0,1.1,0.943,1.66e+05,2.2,54.9,1.16,0.721,60.4,0.000365,0.413,32.7,0.000197,2.33,58.2,28.8,1.88e+04,44.3,1.32838397662
batch-3-learning-67-regular-5,9.77e+04,0.988,72.1,0,26.9,0,0,0,0,0,0,0,0,0,1.01,0.713,1.38e+05,2.01,50.3,1.41,0.688,49.5,0.000359,0.502,22.7,0.000165,2.82,70.6,24.5,1.71e+04,30.5,1.20665830441
batch-3-learning-67-regular-5,1.68e+05,0.991,99.9,0,0.144,0,0,0,0,0,0,0,0,0,1.09,0.99,1.86e+05,2.19,54.6,1.1,0.684,64.2,0.000345,0.364,35.7,0.000192,2.21,55.2,31.6,2.12e+04,52.9,1.43095666558
batch-3-learning-67-regular-5,8.7e+04,0.979,59.4,0,38,0,0,0,0,0,0,0,0,0,0.597,0.582,8.93e+04,1.19,29.8,1.03,0.689,74.4,0.000833,0.386,40.9,0.000458,2.05,51.3,32.2,1.87e+04,48.7,1.26564386366
batch-3-learning-67-regular-5,1.37e+05,1.05,89.1,0,10.9,0,0,0,0,0,0,0,0,0,1.15,0.931,1.69e+05,2.29,57.3,1.23,0.683,57.6,0.000341,0.417,30.6,0.000181,2.46,61.6,26.8,1.84e+04,41.5,1.28652380942
batch-3-learning-67-regular-5,1.6e+05,1.01,90.5,0,9.12,0,0,0,0,0,0,0,0,0,0.898,0.914,1.57e+05,1.8,44.9,0.983,0.761,95.1,0.000607,0.475,42.4,0.000271,1.97,49.1,42.8,2.18e+04,55.7,1.49666657765
batch-3-learning-67-regular-5,1.17e+05,0.984,74.8,0,24.7,0,0,0,0,0,0,0,0,0,0.734,0.736,1.16e+05,1.47,36.7,0.998,0.748,83.1,0.000713,0.439,40.2,0.000345,2,49.9,35,1.98e+04,50.5,1.34651100164
batch-3-learning-67-regular-5,1.12e+05,1.04,75.1,0,24.5,0,0,0,0,0,0,0,0,0,0.886,0.782,1.27e+05,1.77,44.3,1.13,0.688,58.8,0.000462,0.447,29.4,0.000231,2.27,56.7,26.3,1.79e+04,44.1,1.22722109615
batch-3-learning-67-regular-5,1.47e+05,1.01,81.8,0,15.6,0,0,0,0,0,0,0,0,0,0.697,0.829,1.24e+05,1.39,34.9,0.841,0.746,151,0.00122,0.544,50.6,0.000409,1.68,42.1,57.1,2.22e+04,54.5,1.51980249461
batch-3-learning-67-regular-5,1.38e+05,1.02,90.2,0,9.45,0,0,0,0,0,0,0,0,0,1.1,0.924,1.64e+05,2.21,55.1,1.19,0.721,63.3,0.000386,0.427,33.6,0.000205,2.39,59.7,28.5,1.86e+04,42.5,1.30923350521
batch-3-learning-67-regular-5,1.68e+05,1.02,99.8,0,0.16,0,0,0,0,0,0,0,0,0,1.2,1.02,1.98e+05,2.41,60.2,1.18,0.708,55.7,0.000282,0.414,30.2,0.000153,2.35,58.9,28.3,2.05e+04,41.8,1.38019232305
batch-3-learning-67-regular-5,1.4e+05,1.03,71.3,0,28.5,0,0,0,0,0,0,0,0,0,0.79,0.731,1.52e+05,1.58,39.5,1.08,0.719,90.6,0.000597,0.407,48.5,0.00032,2.16,54.1,40.1,2.4e+04,61.3,1.63416626697
batch-3-learning-67-regular-5,1.22e+05,1.05,76.3,0,23.3,0,0,0,0,0,0,0,0,0,1.04,0.797,1.59e+05,2.08,52,1.3,0.684,57.9,0.000364,0.472,26.4,0.000166,2.61,65.2,26.8,1.91e+04,44.5,1.33614638423
batch-3-learning-67-regular-5,1.49e+05,1.01,80.9,0,18.3,0,0,0,0,0,0,0,0,0,0.652,0.817,1.19e+05,1.3,32.6,0.798,0.736,134,0.00113,0.466,56.9,0.000479,1.6,39.9,53.2,2.28e+04,63.4,1.57638064459
batch-3-learning-67-regular-4,1.68e+05,1.02,99.9,0,0.119,0,0,0,0,0,0,0,0,0,1.17,1.02,1.93e+05,2.34,58.6,1.15,0.752,62.7,0.000325,0.451,32.3,0.000167,2.3,57.4,28,2.06e+04,41,1.39673174584
batch-3-learning-67-regular-4,9.79e+04,1.04,70.3,0,28.9,0,0,0,0,0,0,0,0,0,1.12,0.73,1.5e+05,2.23,55.9,1.53,0.781,50,0.000334,0.528,22.2,0.000148,3.06,76.5,24,1.68e+04,28.7,1.18247688242
batch-3-learning-67-regular-4,1.14e+05,1.04,74.9,0,24.7,0,0,0,0,0,0,0,0,0,1.02,0.778,1.51e+05,2.05,51.2,1.32,0.733,52.6,0.000349,0.464,26.1,0.000173,2.63,65.8,25.5,1.84e+04,41.2,1.28051156967
batch-3-learning-67-regular-4,1.39e+05,0.999,80.8,0,18.5,0,0,0,0,0,0,0,0,0,0.707,0.807,1.22e+05,1.41,35.3,0.876,0.744,150,0.00123,0.59,44.8,0.000368,1.75,43.8,55.9,2.15e+04,54.3,1.46632697987
batch-3-learning-67-regular-4,1.37e+05,0.993,88.1,0,11.9,0,0,0,0,0,0,0,0,0,1.07,0.875,1.67e+05,2.13,53.3,1.22,0.698,57.5,0.000344,0.437,29.8,0.000178,2.44,60.9,27.4,1.96e+04,43.9,1.36729829772
batch-3-learning-67-regular-4,1.01e+05,1.03,64.7,0,33.1,0,0,0,0,0,0,0,0,0,0.667,0.666,1.01e+05,1.33,33.3,1,0.738,86.1,0.000849,0.437,41.9,0.000413,2,50,36.4,1.9e+04,50.9,1.32948714853
batch-3-learning-67-regular-4,1.74e+05,1.02,99.9,0,0.138,0,0,0,0,0,0,0,0,0,1.08,1.02,1.84e+05,2.15,53.9,1.06,0.726,67.9,0.00037,0.378,37.7,0.000205,2.12,52.9,33.2,2.13e+04,55.7,1.45631378499
batch-3-learning-67-regular-4,1.43e+05,1,90.1,0,9.65,0,0,0,0,0,0,0,0,0,1.05,0.904,1.66e+05,2.1,52.4,1.16,0.734,64.4,0.000388,0.446,32.8,0.000197,2.32,58,29.1,1.98e+04,44.8,1.39218446136
batch-3-learning-67-regular-4,8.73e+04,1.01,57.9,0,36.6,0,0,0,0,0,0,0,0,0,0.567,0.586,8.44e+04,1.13,28.3,0.967,0.619,73.3,0.000869,0.354,43.1,0.000511,1.93,48.3,31.7,1.86e+04,48.9,1.30505877189
batch-3-learning-67-regular-4,1.21e+05,1.03,78,0,21.9,0,0,0,0,0,0,0,0,0,0.843,0.804,1.27e+05,1.69,42.1,1.05,0.701,86.5,0.000681,0.411,43.9,0.000346,2.1,52.4,37.1,1.88e+04,49.4,1.30419083428
batch-3-learning-67-regular-4,1.13e+05,0.982,75.3,0,22,0,0,0,0,0,0,0,0,0,0.866,0.74,1.32e+05,1.73,43.3,1.17,0.732,55.9,0.000424,0.44,29.2,0.000221,2.34,58.6,26.3,1.9e+04,41.2,1.42148734066
batch-3-learning-67-regular-4,1.18e+05,0.983,77.1,0,22.1,0,0,0,0,0,0,0,0,0,0.829,0.758,1.29e+05,1.66,41.4,1.09,0.757,79.8,0.000619,0.432,40.5,0.000314,2.19,54.6,36.3,1.94e+04,49.3,1.31189598655
batch-3-learning-67-regular-4,1.07e+05,0.985,68.3,0,30.2,0,0,0,0,0,0,0,0,0,0.575,0.672,9.16e+04,1.15,28.7,0.855,0.7,83.9,0.000916,0.406,42.7,0.000466,1.71,42.7,34.8,1.99e+04,61.1,1.39301232601
batch-3-learning-67-regular-4,1.75e+05,1.02,94,0,6.04,0,0,0,0,0,0,0,0,0,0.963,0.957,1.76e+05,1.93,48.2,1.01,0.765,108,0.00061,0.466,47.5,0.000269,2.01,50.3,45.1,2.29e+04,57.6,1.55448507853
batch-3-learning-67-regular-4,1.35e+05,0.997,88.8,0,11.2,0,0,0,0,0,0,0,0,0,1.04,0.885,1.59e+05,2.08,52,1.17,0.679,62.5,0.000394,0.44,29.7,0.000187,2.35,58.7,28.3,1.91e+04,42.1,1.30495858952
batch-2-learning-100-regular-5,1.25e+05,1.05,87.5,0,12.4,0,0,0,0,0,0,0,0,0,1.06,0.914,1.45e+05,2.12,52.9,1.16,0.704,48.4,0.000333,0.411,26,0.000179,2.32,57.9,24.2,1.71e+04,40.1,1.19569579111
batch-2-learning-100-regular-5,1.65e+05,1.02,99.9,0,0.106,0,0,0,0,0,0,0,0,0,1.07,1.02,1.73e+05,2.14,53.5,1.05,0.751,65.3,0.000378,0.377,36.4,0.00021,2.1,52.6,30.8,2.02e+04,52.7,1.35493576869
batch-2-learning-100-regular-5,1.59e+05,1.05,99.9,0,0.145,0,0,0,0,0,0,0,0,0,1.19,1.04,1.81e+05,2.38,59.5,1.14,0.77,52.4,0.000289,0.43,28,0.000155,2.28,57,25.4,1.9e+04,39.4,1.26157770727
batch-2-learning-100-regular-5,8e+04,1.05,56.3,0,39.8,0,0,0,0,0,0,0,0,0,0.651,0.588,8.85e+04,1.3,32.5,1.11,0.702,64.3,0.000726,0.372,36.9,0.000417,2.21,55.3,28.5,1.7e+04,45.1,1.14243861753
batch-2-learning-100-regular-5,1.46e+05,1.05,92.5,0,7.55,0,0,0,0,0,0,0,0,0,1.11,0.966,1.67e+05,2.21,55.4,1.15,0.758,58.3,0.00035,0.414,31.4,0.000188,2.29,57.3,28.1,1.88e+04,45.6,1.31633514691
batch-2-learning-100-regular-5,1.05e+05,1.05,75.4,0,24.5,0,0,0,0,0,0,0,0,0,1.06,0.788,1.42e+05,2.13,53.1,1.35,0.682,47.2,0.000332,0.443,22.7,0.000159,2.7,67.4,23.1,1.67e+04,39.2,1.17049128166
batch-2-learning-100-regular-5,1.3e+05,0.985,85.5,0,14.2,0,0,0,0,0,0,0,0,0,0.956,0.843,1.47e+05,1.91,47.8,1.13,0.752,77.9,0.00053,0.421,38.2,0.000259,2.27,56.7,33.5,1.92e+04,45.8,1.28671313982
batch-2-learning-100-regular-5,1.17e+05,1.05,74.8,0,23.2,0,0,0,0,0,0,0,0,0,0.66,0.782,9.88e+04,1.32,33,0.844,0.734,89.2,0.000903,0.42,42.8,0.000434,1.69,42.2,36.9,1.87e+04,59.1,1.27550095078
batch-2-learning-100-regular-5,1.05e+05,0.982,74,0,26,0,0,0,0,0,0,0,0,0,0.987,0.727,1.43e+05,1.97,49.4,1.36,0.71,52.7,0.000369,0.475,25.2,0.000177,2.72,67.9,25.1,1.81e+04,33.2,1.23321014729
batch-2-learning-100-regular-5,1.28e+05,1.01,78.4,0,21.4,0,0,0,0,0,0,0,0,0,0.68,0.789,1.11e+05,1.36,34,0.862,0.744,116,0.00105,0.439,48.8,0.000441,1.72,43.1,46.4,2.03e+04,57.1,1.37795892301
batch-2-learning-100-regular-5,1.37e+05,1.05,81.9,0,17.1,0,0,0,0,0,0,0,0,0,0.801,0.856,1.28e+05,1.6,40,0.936,0.718,96.6,0.000753,0.406,47.6,0.000371,1.87,46.8,41.7,2e+04,55,1.36713979407
batch-2-learning-100-regular-5,1.18e+05,1.05,75.7,0,21.5,0,0,0,0,0,0,0,0,0,0.7,0.791,1.04e+05,1.4,35,0.885,0.744,113,0.00108,0.563,37.7,0.000361,1.77,44.2,45.8,1.86e+04,46.8,1.30303023718
batch-2-learning-100-regular-5,1.44e+05,1.05,91.8,0,8.16,0,0,0,0,0,0,0,0,0,1.17,0.96,1.76e+05,2.35,58.7,1.22,0.7,57.3,0.000326,0.399,31.2,0.000178,2.45,61.2,27.1,1.87e+04,43.1,1.24547903516
batch-2-learning-100-regular-5,1.03e+05,1,74.9,0,22.5,0,0,0,0,0,0,0,0,0,0.922,0.753,1.26e+05,1.84,46.1,1.22,0.717,48.4,0.000382,0.42,25.3,0.0002,2.45,61.2,23.5,1.71e+04,38.7,1.14641004564
batch-2-learning-100-regular-5,1.03e+05,1.04,70.9,0,28.1,0,0,0,0,0,0,0,0,0,0.844,0.739,1.17e+05,1.69,42.2,1.14,0.7,62.7,0.000536,0.397,33.4,0.000286,2.28,57.1,29.6,1.73e+04,45.2,1.18390036648
batch-5-learning-100-regular-3,2.42e+05,1.01,99.9,0,0.124,0,0,0,0,0,0,0,0,0,1.04,1,2.52e+05,2.09,52.2,1.04,0.776,112,0.000446,0.465,55.2,0.000219,2.08,52,50.5,3.01e+04,76.2,1.48123931803
batch-5-learning-100-regular-3,1.54e+05,1,68,0,31,0,0,0,0,0,0,0,0,0,0.6,0.681,1.36e+05,1.2,30,0.881,0.707,129,0.000947,0.474,59.1,0.000435,1.76,44,53.1,2.83e+04,84.6,1.41218961292
batch-5-learning-100-regular-3,2.36e+05,1.01,95.8,0,4.18,0,0,0,0,0,0,0,0,0,0.982,0.964,2.41e+05,1.96,49.1,1.02,0.76,145,0.000603,0.49,64.3,0.000267,2.04,50.9,68.3,3.06e+04,77,1.49060377491
batch-5-learning-100-regular-3,2.28e+05,1.01,99.8,0,0.163,0,0,0,0,0,0,0,0,0,1.2,1.01,2.71e+05,2.4,60,1.19,0.723,88.5,0.000327,0.511,40.7,0.00015,2.38,59.5,44.1,2.82e+04,54.6,1.38955101465
batch-5-learning-100-regular-3,1.57e+05,1.05,76.8,0,22.9,0,0,0,0,0,0,0,0,0,1.05,0.803,2.05e+05,2.1,52.5,1.31,0.704,90.3,0.000439,0.572,35.3,0.000172,2.62,65.4,40,2.45e+04,56.3,1.21343584325
batch-5-learning-100-regular-3,1.63e+05,1.01,73.3,0,26.6,0,0,0,0,0,0,0,0,0,0.658,0.741,1.45e+05,1.32,32.9,0.889,0.737,161,0.00111,0.499,66.2,0.000457,1.78,44.4,63.3,2.75e+04,73.5,1.34531249616
batch-5-learning-100-regular-3,2.17e+05,1.02,86.2,0,11.8,0,0,0,0,0,0,0,0,0,0.697,0.876,1.73e+05,1.39,34.9,0.796,0.756,226,0.0013,0.585,68.9,0.000398,1.59,39.8,85.6,3.1e+04,74.3,1.54162370803
batch-5-learning-100-regular-3,1.45e+05,1.03,73.7,0,26.1,0,0,0,0,0,0,0,0,0,1.02,0.756,1.95e+05,2.04,51,1.35,0.789,93.1,0.000476,0.628,32.9,0.000168,2.7,67.4,39.4,2.4e+04,41.9,1.21520642026
batch-5-learning-100-regular-3,2.04e+05,1.01,92.6,0,7.38,0,0,0,0,0,0,0,0,0,1.11,0.937,2.41e+05,2.22,55.5,1.18,0.711,95.5,0.000395,0.482,45.9,0.00019,2.37,59.2,45.7,2.72e+04,60,1.34498998976
batch-5-learning-100-regular-3,1.5e+05,1.01,72.2,0,27.4,0,0,0,0,0,0,0,0,0,0.822,0.729,1.69e+05,1.64,41.1,1.13,0.735,113,0.000669,0.491,51.8,0.000307,2.25,56.3,47.7,2.57e+04,62,1.29823910542
batch-5-learning-100-regular-3,1.15e+05,1.04,57.7,0,38.1,0,0,0,0,0,0,0,0,0,0.693,0.601,1.32e+05,1.39,34.6,1.15,0.681,102,0.000771,0.49,49,0.000371,2.31,57.7,45.3,2.38e+04,59.7,1.19854637176
batch-5-learning-100-regular-3,1.49e+05,0.997,75.7,0,23.5,0,0,0,0,0,0,0,0,0,0.898,0.755,1.78e+05,1.8,44.9,1.19,0.681,86.2,0.000485,0.52,38.4,0.000216,2.38,59.5,38.9,2.47e+04,54.6,1.21287660703
batch-5-learning-100-regular-3,1.55e+05,1,75.1,0,23.8,0,0,0,0,0,0,0,0,0,0.837,0.751,1.72e+05,1.67,41.8,1.11,0.723,119,0.000689,0.482,55.7,0.000323,2.23,55.7,49.4,2.57e+04,62.7,1.27634108991
batch-5-learning-100-regular-3,1.83e+05,1.05,88.3,0,11.7,0,0,0,0,0,0,0,0,0,1.15,0.923,2.29e+05,2.3,57.6,1.25,0.676,91,0.000397,0.531,39.5,0.000173,2.5,62.4,39.9,2.49e+04,54.3,1.21956249993
batch-5-learning-100-regular-3,1.9e+05,1.05,88.5,0,11.1,0,0,0,0,0,0,0,0,0,1.15,0.925,2.36e+05,2.3,57.4,1.24,0.665,92.8,0.000392,0.521,41.6,0.000176,2.48,62.1,40.5,2.57e+04,56.6,1.25727432838
batch-4-learning-34-regular-3,1.7e+05,1.05,86.7,0,13.3,0,0,0,0,0,0,0,0,0,1.14,0.906,2.12e+05,2.27,56.8,1.25,0.662,76.6,0.00036,0.403,42.4,0.000199,2.51,62.7,32.5,2.34e+04,50.1,1.36544426318
batch-4-learning-34-regular-3,1.54e+05,0.99,88.8,0,10.7,0,0,0,0,0,0,0,0,0,1.07,0.879,1.88e+05,2.14,53.6,1.22,0.709,70.5,0.000375,0.489,33.2,0.000177,2.44,60.9,31.4,2.19e+04,47.5,1.2913129049
batch-4-learning-34-regular-3,1.85e+05,1.01,99.8,0,0.18,0,0,0,0,0,0,0,0,0,1.18,1.01,2.16e+05,2.35,58.9,1.17,0.723,66.8,0.000309,0.464,33.8,0.000156,2.34,58.5,32.8,2.29e+04,45.4,1.3149894248
batch-4-learning-34-regular-3,1.14e+05,1.01,73.1,0,26.4,0,0,0,0,0,0,0,0,0,1.01,0.742,1.55e+05,2.03,50.6,1.36,0.726,64.9,0.000419,0.573,25.4,0.000164,2.73,68.2,28.9,1.91e+04,35.3,1.09426794904
batch-4-learning-34-regular-3,9.48e+04,0.987,56.9,0,38.7,0,0,0,0,0,0,0,0,0,0.589,0.562,9.95e+04,1.18,29.5,1.05,0.617,85.6,0.00086,0.422,45.7,0.00046,2.1,52.5,36.9,2.11e+04,54.2,1.24223848403
batch-4-learning-34-regular-3,1.99e+05,1.02,99.8,0,0.158,0,0,0,0,0,0,0,0,0,1.13,1.02,2.19e+05,2.25,56.4,1.1,0.696,79.4,0.000362,0.399,42,0.000192,2.21,55.2,37.7,2.43e+04,61.6,1.40335140367
batch-4-learning-34-regular-3,1.29e+05,1.05,78.4,0,20.1,0,0,0,0,0,0,0,0,0,0.953,0.819,1.5e+05,1.91,47.7,1.16,0.711,72.6,0.000485,0.477,35.1,0.000234,2.33,58.2,31.8,1.96e+04,46.6,1.16795958853
batch-4-learning-34-regular-3,1.22e+05,0.991,71,0,28.4,0,0,0,0,0,0,0,0,0,0.815,0.704,1.42e+05,1.63,40.7,1.16,0.695,83.9,0.000591,0.441,42,0.000296,2.32,57.9,37.8,2.18e+04,53.2,1.28534907699
batch-4-learning-34-regular-3,2.02e+05,1.02,97.9,0,2.11,0,0,0,0,0,0,0,0,0,0.971,0.997,1.96e+05,1.94,48.6,0.974,0.746,133,0.000677,0.485,54.4,0.000277,1.95,48.7,57.1,2.53e+04,65.9,1.46451332654
batch-4-learning-34-regular-3,1.2e+05,0.987,75.6,0,23.7,0,0,0,0,0,0,0,0,0,0.881,0.746,1.42e+05,1.76,44,1.18,0.688,66.7,0.000471,0.484,31.5,0.000222,2.36,59.1,29.9,2.01e+04,45.8,1.15249535025
batch-4-learning-34-regular-3,1.44e+05,1.03,77.3,0,22.1,0,0,0,0,0,0,0,0,0,0.639,0.793,1.16e+05,1.28,32,0.807,0.732,116,0.000999,0.462,51.8,0.000447,1.61,40.3,46.3,2.27e+04,69.7,1.34529286763
batch-4-learning-34-regular-3,1.62e+05,1.02,81.3,0,16.7,0,0,0,0,0,0,0,0,0,0.704,0.83,1.37e+05,1.41,35.2,0.848,0.768,166,0.00121,0.573,52.3,0.000381,1.7,42.4,63,2.44e+04,59,1.4157105534
batch-4-learning-34-regular-3,1.74e+05,0.997,87.2,0,12.7,0,0,0,0,0,0,0,0,0,0.672,0.869,1.34e+05,1.34,33.6,0.773,0.756,159,0.00119,0.481,62.8,0.000468,1.55,38.6,62.6,2.5e+04,68,1.47394686017
batch-4-learning-34-regular-3,1.86e+05,1.05,86.1,0,13.9,0,0,0,0,0,0,0,0,0,1.11,0.9,2.28e+05,2.21,55.3,1.23,0.712,79.2,0.000348,0.452,40.5,0.000178,2.46,61.4,35.2,2.58e+04,55.4,1.50722203513
batch-4-learning-34-regular-3,1.53e+05,1.01,81.8,0,18.2,0,0,0,0,0,0,0,0,0,0.845,0.822,1.57e+05,1.69,42.3,1.03,0.747,113,0.000722,0.48,49.8,0.000317,2.06,51.4,49,2.32e+04,60.4,1.35787783271
batch-4-learning-56-regular-3,1.95e+05,0.999,94.5,0,5.34,0,0,0,0,0,0,0,0,0,0.954,0.944,1.97e+05,1.91,47.7,1.01,0.768,124,0.000629,0.473,53.4,0.000271,2.02,50.5,54.9,2.58e+04,64.9,1.52927317319
batch-4-learning-56-regular-3,1.52e+05,1.01,88.8,0,11.2,0,0,0,0,0,0,0,0,0,1.12,0.893,1.9e+05,2.24,56,1.25,0.643,67.7,0.000356,0.452,34,0.000179,2.51,62.7,30.7,2.13e+04,45.7,1.27291207304
batch-4-learning-56-regular-3,1.42e+05,0.99,77.6,0,20.3,0,0,0,0,0,0,0,0,0,0.692,0.768,1.28e+05,1.38,34.6,0.902,0.75,143,0.00112,0.563,47.2,0.000368,1.8,45.1,54.2,2.31e+04,54.6,1.39012723016
batch-4-learning-56-regular-3,1.93e+05,1.02,99.9,0,0.125,0,0,0,0,0,0,0,0,0,1.12,1.02,2.14e+05,2.25,56.2,1.11,0.679,80.2,0.000375,0.398,42.5,0.000199,2.21,55.3,37.4,2.37e+04,60.9,1.41390033882
batch-4-learning-56-regular-3,1.87e+05,1.02,99.9,0,0.14,0,0,0,0,0,0,0,0,0,1.19,1.01,2.18e+05,2.37,59.3,1.17,0.744,72.1,0.00033,0.464,36,0.000165,2.34,58.4,33.8,2.3e+04,47.4,1.3689516702
batch-4-learning-56-regular-3,1.55e+05,1,87,0,12.9,0,0,0,0,0,0,0,0,0,0.834,0.872,1.48e+05,1.67,41.7,0.957,0.742,111,0.000746,0.451,52.8,0.000356,1.91,47.8,50.5,2.22e+04,59.6,1.38923696148
batch-4-learning-56-regular-3,8.7e+04,1.05,54.2,0,40.6,0,0,0,0,0,0,0,0,0,0.645,0.567,9.89e+04,1.29,32.2,1.14,0.687,77.6,0.000785,0.414,42.3,0.000428,2.28,56.9,33.3,1.92e+04,48.6,1.17514632831
batch-4-learning-56-regular-3,1.55e+05,1.05,88,0,12,0,0,0,0,0,0,0,0,0,1.1,0.92,1.85e+05,2.2,54.9,1.19,0.69,68.5,0.00037,0.486,32.2,0.000174,2.39,59.7,31.7,2.11e+04,47.7,1.26195317308
batch-4-learning-56-regular-3,1.24e+05,1.02,68,0,31.3,0,0,0,0,0,0,0,0,0,0.604,0.695,1.07e+05,1.21,30.2,0.869,0.692,97.4,0.000907,0.45,45.9,0.000428,1.74,43.4,39.9,2.22e+04,69.2,1.33206835363
batch-4-learning-56-regular-3,9.6e+04,1.04,64.2,0,35.5,0,0,0,0,0,0,0,0,0,1.11,0.669,1.59e+05,2.21,55.3,1.65,0.67,54,0.00034,0.564,22.7,0.000143,3.31,82.7,24.1,1.8e+04,28.5,1.09731979513
batch-4-learning-56-regular-3,1.61e+05,1.05,90.5,0,9.33,0,0,0,0,0,0,0,0,0,1.17,0.945,1.99e+05,2.34,58.5,1.24,0.686,68.5,0.000344,0.463,33.8,0.00017,2.48,61.9,33,2.13e+04,47.9,1.27373519888
batch-4-learning-56-regular-3,1.5e+05,1.01,76.6,0,21.5,0,0,0,0,0,0,0,0,0,0.652,0.77,1.27e+05,1.3,32.6,0.846,0.73,141,0.00111,0.494,57.2,0.000451,1.69,42.3,55.7,2.43e+04,66.5,1.51109865957
batch-4-learning-56-regular-3,1.3e+05,1.05,77.6,0,21.1,0,0,0,0,0,0,0,0,0,0.974,0.811,1.56e+05,1.95,48.7,1.2,0.691,68.9,0.000443,0.498,31,0.000199,2.4,60.1,31.1,2e+04,47.7,1.19851326062
batch-4-learning-56-regular-3,1.66e+05,1.02,73.4,0,24.8,0,0,0,0,0,0,0,0,0,0.969,0.748,2.15e+05,1.94,48.5,1.3,0.697,81,0.000377,0.455,40.6,0.000189,2.59,64.8,36.1,2.77e+04,59.1,1.64892614543
batch-4-learning-56-regular-3,1.38e+05,0.999,75.8,0,24,0,0,0,0,0,0,0,0,0,0.856,0.757,1.56e+05,1.71,42.8,1.13,0.731,95.5,0.000614,0.468,45.5,0.000293,2.26,56.5,42.6,2.27e+04,56.3,1.38526621642
batch-2-learning-100-regular-4,1.39e+05,1.05,90.8,0,8.87,0,0,0,0,0,0,0,0,0,1.1,0.948,1.61e+05,2.2,54.9,1.16,0.742,52.7,0.000327,0.376,30.1,0.000187,2.32,57.9,27.3,1.83e+04,43.2,1.31620317378
batch-2-learning-100-regular-4,1.04e+05,0.995,75,0,23.9,0,0,0,0,0,0,0,0,0,0.898,0.747,1.25e+05,1.8,44.9,1.2,0.644,52.5,0.000421,0.397,28.5,0.000229,2.4,60.1,23.8,1.74e+04,40,1.24632132236
batch-2-learning-100-regular-4,1.48e+05,1.03,94.8,0,5.21,0,0,0,0,0,0,0,0,0,1.1,0.98,1.66e+05,2.19,54.8,1.12,0.725,61.6,0.000372,0.424,32.4,0.000196,2.23,55.9,30.6,1.89e+04,46.6,1.34185509362
batch-2-learning-100-regular-4,1.61e+05,1.03,99.9,0,0.142,0,0,0,0,0,0,0,0,0,1.11,1.03,1.74e+05,2.22,55.6,1.08,0.714,59.1,0.000339,0.333,34.3,0.000197,2.17,54.1,29.9,1.96e+04,51.2,1.41129081376
batch-2-learning-100-regular-4,1.56e+05,1.03,99.8,0,0.156,0,0,0,0,0,0,0,0,0,1.23,1.03,1.86e+05,2.45,61.3,1.19,0.67,50,0.000269,0.385,28.3,0.000152,2.38,59.5,26.6,1.9e+04,39.1,1.35451662129
batch-2-learning-100-regular-4,1.5e+05,0.993,85.9,0,13.7,0,0,0,0,0,0,0,0,0,0.658,0.853,1.15e+05,1.32,32.9,0.771,0.744,134,0.00116,0.445,55.3,0.000479,1.54,38.6,51.9,2.19e+04,60.5,1.60831225107
batch-2-learning-100-regular-4,1.88e+05,0.997,94,0,5.8,0,0,0,0,0,0,0,0,0,0.95,0.937,1.91e+05,1.9,47.5,1.01,0.742,120,0.000629,0.454,52.4,0.000275,2.03,50.7,50.2,2.51e+04,63.8,1.80458197813
batch-2-learning-100-regular-4,7.65e+04,0.977,56.3,0,40.2,0,0,0,0,0,0,0,0,0,0.598,0.55,8.32e+04,1.2,29.9,1.09,0.679,63.2,0.00076,0.36,36.8,0.000443,2.18,54.4,28,1.74e+04,44.4,1.25972309232
batch-2-learning-100-regular-4,1.49e+05,0.988,88.8,0,10.5,0,0,0,0,0,0,0,0,0,0.716,0.877,1.22e+05,1.43,35.8,0.816,0.75,157,0.0013,0.54,49.7,0.000409,1.63,40.8,59.2,2.12e+04,53.2,1.52081996134
batch-2-learning-100-regular-4,1.16e+05,0.999,74.1,0,22.9,0,0,0,0,0,0,0,0,0,0.577,0.741,9.03e+04,1.15,28.8,0.779,0.729,87,0.000963,0.4,43.1,0.000477,1.56,38.9,36.7,1.96e+04,59.2,1.3995092416
