,EXEC,FREQ,MEM,PhysIPC%,GT,Pred
7604,0.3749683944381163,0.6156088809149344,0.7206550449017434,0.39750115687181864,1.04763536217,1.0852307240051977
4376,0.8268015170690945,0.7032069970844692,0.5517274167987322,0.72596020360944,1.17359299948,1.2078614669218275
5548,0.35226295828154813,0.510854451670721,0.5953724247226625,0.42813512262841275,1.06535778222,1.073784689445922
3578,0.36136536030432714,0.36573222695667573,0.6296354992076071,0.6426654326700602,1.0562224174500001,1.0308747052239422
4487,0.2503160556264231,0.35604395604391614,0.683676703645008,0.4725590004627488,1.02058176299,1.0293284022536504
3714,0.3496839443750941,0.34857591388199727,0.6518225039619651,0.6739472466450717,1.00545998467,1.0174874438018429
979,0.24925410872376555,0.35564027808921783,0.6770522979397782,0.47422489588153627,1.01722952005,1.0321209383125103
344,0.24834386852148765,0.35220901547428207,0.671473851030111,0.47385469689958354,1.0347444827799999,1.0326918279934576
213,0.24940581542414517,0.3574568288853603,0.658256735340729,0.4732993984266543,1.06995657576,1.0400936557921208
4522,0.6775389801953922,0.9835164835168219,0.4708927628098256,0.4264486605997223,1.5962793075200001,1.5118012053828414
7561,0.379898862200455,0.4987104732005496,0.6997358689920761,0.5665586919639056,1.08509100378,1.0865863136232257
3179,0.25016434892604344,0.3576586678627094,0.6881141045958796,0.4729291994447015,1.0335983166,1.0293157866439602
3571,0.2491024020233859,0.3514016595648855,0.677622820919176,0.4757056918093475,1.043691709,1.0297463312407205
2234,0.6455120101154123,0.9728638708229456,0.4709078560110935,0.41012758643498387,1.47762112775,1.4981927391551713
7553,0.2691529709233102,0.4723032069970316,0.7184099313264659,0.4291223199139287,1.08292983236,1.076127882288223
388,0.26839443742141195,0.4655752410850566,0.7410195456941363,0.4312818139750116,1.0670737108700001,1.0749220990947954
7555,0.397218710494304,0.7299843014124546,0.6558108821980984,0.3418170600027765,1.14585113131,1.1367098004377416
7308,0.3528697850830667,0.5407266203183965,0.601743264659271,0.4072188801480796,1.06784294663,1.0791678889306513
62,0.25198482933059924,0.35826418479475686,0.6912836767036451,0.4755205923183711,1.02634681154,1.0277565803160194
7562,0.6531921618221321,0.9842173132988355,0.5360538827258321,0.41068949560388707,1.4230933396399998,1.4258717394154248
4914,0.2566877370423684,0.3653285490019775,0.6931220285261491,0.4695974086071264,1.04371135877,1.0269357499583869
