,EXEC,MEM,L2MISS,GT,Pred
4382,0.24986093552528416,0.6607290015847861,0.013540834845747314,1.0166304757200002,1.0163181805319694
6790,0.9873577749734196,0.4840200739572108,0.02336206896554751,1.34635464737,1.358262841536365
3799,0.8432364096127518,0.48845747490808245,0.057940108892883785,1.3343764208600002,1.3058964600265712
3927,0.35878634639787305,0.6094770206022186,0.08749546279499772,1.0638851298,1.0606073441064119
4950,0.3818457648555799,0.557337559429477,0.5689655172418956,1.19850665705,1.1402885457244853
5604,0.24986093552528416,0.6566402535657686,0.01325226860255286,1.03330934108,1.0209182639122765
7640,0.9050568900174593,0.5225567881679873,0.029233212341133602,1.2337037465,1.2541945406091033
4693,0.365309734514198,0.6349286846275753,0.017411978221431406,1.02383427746,1.020273266432561
5830,0.24864728192224692,0.6529635499207608,0.012936479128868361,1.0366820742899998,1.0254018501317934
7596,0.6044247787623375,0.49437400950871635,0.49637023593420715,1.3422764577500002,1.3280516255012407
7593,0.8593100957240439,0.45182250396196516,0.0773139745917217,1.43260629213,1.387247782095904
4395,0.6837637709971778,0.4947702060221871,0.6763028260323741,1.4446598287299999,1.4029905704193424
5370,0.2506194690271824,0.6640253565768621,0.0126424682395759,1.01569783565,1.012350119058187
4867,0.6873397146487671,0.46952682816481783,0.8649209229971551,1.4852793790799999,1.470270199591459
2593,0.3524146649819278,0.6249762282091917,0.011450090744112023,1.0222227459,1.0341668752317472
4951,0.2491024020233859,0.6614580031695722,0.014145190562626267,1.03783121796,1.015738188928268
4092,0.3559039190906597,0.6033280507131537,0.09577132486397075,1.04849185915,1.069374069412196
1601,0.253805309735155,0.6544849445324882,0.013039927404730525,1.00854807835,1.0222079158680106
6799,0.38351453855975615,0.5771156893819335,0.4404718693288933,1.14579626276,1.118504411149845
2972,0.3818457648555799,0.5761965134706815,0.48566243194236447,1.11952412737,1.118224318581068
7910,0.24849557522186727,0.6580348652931854,0.012494373865710066,1.01683652876,1.0197242135295443
2602,0.6534224309212477,0.451392347748019,0.6615245009080413,1.4392323374899998,1.4531960796139083
7846,0.3892793931741828,0.5735340729001586,0.5542649727772724,1.1268564909899998,1.1209716679312935
7854,0.3525663716823074,0.6094136291600634,0.06805807622510712,1.03528671153,1.059487725550456
885,0.9506953223766137,0.523296354992076,0.02487749546280842,1.23075373926,1.2687881228241955
3148,0.7539823008868624,0.5747385103011093,0.05580762250458784,1.12705526948,1.1296271441564745
1600,0.2495575221245248,0.6559429477020603,0.012487295825782655,1.0360655619399999,1.0217690153638581
5266,0.38700379266848806,0.5764817749603803,0.6021778584397478,1.08939946588,1.1129465264792586
4373,0.6009752573613174,0.49553995924881145,0.5903551983408261,1.43972604587,1.3363379998439657
5378,0.36621997471647594,0.6284627575277337,0.011870417422878284,1.0250820106899998,1.027504010051722
354,0.2525916561321178,0.6538193343898573,0.013115607985492845,1.02543985687,1.0233098246040457
6506,0.24864728192224692,0.6572741679873217,0.011050453720518192,1.02370430762,1.0204927808826616
5184,0.36106194690356785,0.5769889064976229,0.01940471869330254,1.1029672082200002,1.0933313634058783
1820,0.2495575221245248,0.6579080824088748,0.012992558983677849,1.0245139111700001,1.019570200927948
1808,0.8179519595444196,0.5248019017432647,0.0795372050818326,1.2290765724500001,1.2434923366451247
6793,0.24986093552528416,0.6567670364500793,0.012626134301281873,1.02966227886,1.0207562899586138
1604,0.250771175727562,0.6593977812995246,0.013415607985493115,1.0207477378399998,1.0175480344233605
4374,0.3645512010122998,0.6246909667194929,0.019834845735045223,1.03480222971,1.033470149734986
5158,0.9329962073348497,0.5117010036973059,0.02654264972779178,1.2647979070200002,1.2837701875096743
7581,0.25107458912832137,0.65689381933439,0.014079854809450162,1.03853757094,1.020305349846049
3794,0.9544879898861051,0.503618594822504,0.023339382940120994,1.2738622687899999,1.3061154654849532
4856,0.2513780025290806,0.6637083993660856,0.013219600725964807,1.0274960762799998,1.0124989736328258
4878,0.9279393173196661,0.5200475435816165,0.025421960072609273,1.24793237101,1.2657075871005956
5615,0.3404298356519354,0.5622503961965135,0.08390199637031207,1.1101559639799998,1.1207069157867044
5605,0.2491024020233859,0.6580982567353408,0.013039927404730525,1.02138756549,1.0194907044505208
2598,0.24940581542414517,0.6544532488114105,0.012996370235946457,1.02432994116,1.0235069378875155
3806,0.24940581542414517,0.6602218700475437,0.012647912885673908,1.02373167475,1.0169977879263192
7651,0.3528697850830667,0.6267194928684628,0.011275862068975746,1.0201152977799999,1.0319154804537036
5386,0.9759797724449458,0.4755150554675119,0.024587114337599438,1.32323182513,1.3695285141795046
5172,0.24895069532300623,0.6581933438985738,0.012609800362987847,1.04165414845,1.0194154337172827
4080,0.2513780025290806,0.6571790808240887,0.013404718693297098,1.0137429278399999,1.0198744231227468
2417,0.7419721871070595,0.5309825673534073,0.048502722323183756,1.20377470542,1.1959912613611874
5833,0.2503160556264231,0.6627575277337561,0.013105263157906628,1.02300911645,1.0138837632100002
7642,0.2503160556264231,0.6585736925515056,0.012980580762262233,1.00740626014,1.0185975465077632
5828,0.24970922882490448,0.6578446909667195,0.013627949183315452,1.02774990899,1.0196162741598571
4087,0.24986093552528416,0.6570839936608559,0.012854809437398232,1.00397208767,1.0204060504181274
6669,0.3706194690274858,0.6319175911251982,0.010390562613439555,1.01094513693,1.0222515917867647
4091,0.2515297092294603,0.6574009508716324,0.012792196007271134,1.01431869246,1.0195606418258363
353,0.8237673830615013,0.5724881141045959,0.0578765880218311,1.13407783646,1.1526253285648127
7253,0.3636409608100219,0.6055150554675119,0.02359709618876914,1.0429221306,1.0579973489096872
6787,0.2513780025290806,0.6570206022187004,0.012773139745928105,1.04015625502,1.0200334162942015
4700,0.2491024020233859,0.6566402535657686,0.01257277676952139,1.03336000966,1.0211188434032978
4958,0.24925410872376555,0.6611727416798734,0.012778584392026114,1.0288172294,1.0159753978136916
5837,0.2500126422256638,0.6606656101426308,0.0132157894736962,1.0175035396799998,1.0163353185653987
7654,0.3615170670047068,0.5511568938193344,0.04029038112526342,1.1495843588299999,1.1282053599777764
6581,0.2495575221245248,0.6584786053882726,0.012627223230501475,1.01051143009,1.0189164437371696
7590,0.2522882427313585,0.6618066561014264,0.01317059891108273,1.02766017948,1.0143756645689335
6510,0.24925410872376555,0.6566402535657686,0.012833030853006197,1.0297598058,1.0210823854043358
893,0.251226295828701,0.6536608557844692,0.012800907441027949,1.01402580192,1.0238696551358069
4875,0.35211125158116846,0.6280824088748019,0.011836660617070631,1.0177738307,1.0304351693945757
1614,0.2491024020233859,0.6522028526148971,0.012740471869340053,1.0222792519700001,1.0261213842342396
4870,0.3634892541096423,0.60513470681458,0.022551724137951493,1.05563170347,1.0583628554003384
4237,0.3519595448807888,0.586973058637084,0.08782214156087823,1.10305002329,1.089470252967908
4117,0.3446776232625656,0.5901743264659272,0.1324682395645485,1.06459141988,1.0896620229870777
2956,0.35044247787699234,0.6257052297939778,0.011773502722333731,1.01964203653,1.0336567010081454
5614,0.8099873577744879,0.47459059693660854,0.06801270417419963,1.3790003212000002,1.3218607362532608
6505,0.2491024020233859,0.6587321711568939,0.012816696914712175,1.02153918174,1.0187701601986956
2607,0.24895069532300623,0.6543264659270999,0.012822141560810182,1.03371242294,1.0237761366503817
3484,0.3727433628328009,0.6312202852614897,0.021174228675155327,1.02297416369,1.0241480498073645
5827,0.3422503160564912,0.5775911251980983,0.0803085299456264,1.08157177172,1.1012399748554336
7914,0.25016434892604344,0.6579080824088748,0.012724137931046027,1.0121614942200001,1.0193845599238216
2960,0.36409608091116086,0.5926148969889065,0.0224264972776973,1.06016740838,1.073887562423551
4089,0.2509228824279417,0.6572741679873217,0.01351905626135528,1.0080218003299999,1.0199028180005105
357,0.25168141592983995,0.6536608557844692,0.01303720508168152,1.03066724884,1.0237467776411942
6792,0.34877370417281617,0.5709667194928685,0.0742649727768369,1.16132311761,1.1083557238453796
5363,0.3559039190906597,0.6364500792393027,0.08439201451913284,1.0143042784799998,1.0267820378946584
883,0.8237673830615013,0.5022451135768621,0.0900181488204991,1.2481478714399998,1.2897338305685664
5379,0.2471302149184504,0.6555625990491284,0.013345916515438606,1.03614380396,1.0229299985668163
6547,0.36940581542444867,0.6348335974643423,0.019328493647930423,1.02154493722,1.0199302109450623
4399,0.35074589127775163,0.6279239302694136,0.011435390199647398,1.03422310715,1.0308312941764033
1821,0.24925410872376555,0.6264342313787639,0.012430127041753565,1.0533499252399998,1.0550915444407023
7855,0.25046776232680273,0.6567987321711569,0.013034482758632516,1.02155912279,1.0205564233800355
3926,0.24925410872376555,0.6574643423137877,0.013687840290393546,1.03607986973,1.0201795308786954
4122,0.6967672024576405,0.4797373783106181,0.969924812031733,1.44336844703,1.4666133813785311
2429,0.239506953224373,0.6397385103011093,0.010440108892931432,1.00847895178,1.0427662958368609
4235,0.649494311000378,0.422959587955626,0.6676497277683009,1.60158024081,1.4992858129366353
2421,0.9557522123917972,0.495034337030111,0.02641560798549584,1.3186413483700001,1.3245041658247154
4379,0.25016434892604344,0.656513470681458,0.013088929219612602,1.02060612407,1.020967960141062
7918,0.35226295828154813,0.6096988906497623,0.08972776769518123,1.03487530626,1.0611873954199065
3935,0.384424778762034,0.5585419968304279,0.6152450090749684,1.1511435895200002,1.1362511708889822
6554,0.2495575221245248,0.6567353407290016,0.01268058076226196,1.02511546963,1.0208821472725393
4231,0.2522882427313585,0.6576862123613313,0.013992740471882023,1.01783296138,1.01905643040801
5382,0.25335018963401607,0.6630744849445326,0.012974591651554422,1.02056980669,1.0126236946907734
4398,0.2509228824279417,0.6580665610142631,0.013228312159721622,1.0250491586900001,1.0189998107381353
7908,0.251226295828701,0.6617749603803487,0.013181488203278746,1.01451369208,1.0147248689727661
7909,0.24804045512072834,0.6470364500792393,0.012561887477325373,1.03141178758,1.0322341595463205
4858,0.24940581542414517,0.6576545166402537,0.012457350272243609,1.02574070761,1.0198842273371729
4082,0.3543868520868632,0.627258320126783,0.01141143375681616,1.01252184809,1.0309958656141391
3141,0.36879898862293004,0.6297939778129953,0.011941742286762196,1.01871142479,1.0254150190454308
3244,0.38412136536127467,0.5845641838351823,0.5716878402908998,1.08251552156,1.1028588412310305
4397,0.3572692793940766,0.6014896988906497,0.07252268602547415,1.06288183806,1.0693158614147507
5366,0.24682680151769115,0.6223771790808241,0.011122323049011907,1.0513688862100001,1.0602379346799298
882,0.2524399494317382,0.6556576862123614,0.012866787658813852,1.02168258582,1.0212681527008343
6549,0.3527180783826871,0.6236767036450079,0.09718693284945298,1.03794356827,1.0442738661215816
4866,0.36409608091116086,0.6305229793977813,0.012415970961898743,1.02776064141,1.0253661490925705
7916,0.35074589127775163,0.6270364500792394,0.011573139745927016,1.0074036978399998,1.0319399951080253
6947,0.25213653603097885,0.6580348652931856,0.013059528130683356,1.03811125839,1.0186769556309403
5273,0.8582264764345341,0.4422005886354992,0.05261861550440346,1.4507622607799997,1.3909836805671345
7249,0.35211125158116846,0.6261172741679873,0.012641923774966098,1.03244555044,1.0329510025268513
2971,0.7843236409627924,0.5783201267828844,0.07437386569879706,1.1380585667,1.1389921352064474
4849,0.6859671302163994,0.5299524564183836,0.7318511796730778,1.3952913081799998,1.3502826615522254
4095,0.25046776232680273,0.6600316957210777,0.013235934664258833,1.01380568848,1.0169166347893677
5177,0.24879898862262656,0.6572107765451665,0.013622504537217441,1.02711609452,1.0205961218407589
3480,0.2491024020233859,0.6546117274167988,0.013350272232317013,1.02657004268,1.0234269603864763
3932,0.3466498103675011,0.5605388272583202,0.06070780399279556,1.19071884009,1.1200490173338953
