,EXEC,MEM,FREQ,GT,Pred
849,0.36728192161913353,0.6568938193343898,0.38793451446508326,1.03482293451,1.0460860861337888
172,0.35226295828154813,0.6588589540412044,0.3570531509306619,1.005031191,1.0424790713863432
4717,0.2471302149184504,0.6495404120443741,0.35079614263283804,1.07097827551,1.0414766958399695
79,0.24773704171996902,0.6738510301109351,0.35200717649693297,1.0331102347499999,1.0375851408762164
2730,0.2472819216188301,0.6730586370839937,0.34575016819910903,1.05665155859,1.0373298094959944
5766,0.3575726927948359,0.6198732171156894,0.5276070867907011,1.06409968849,1.0871024370990714
2729,0.36439949431192015,0.6517274167987323,0.3459520071764582,1.04374356305,1.0433792826075017
5910,0.36606826801609627,0.6597781299524564,0.38672348060098827,1.03892524304,1.0451193296353343
5918,0.8183312262953688,0.5957739038557844,0.7718658892124051,1.1868046185799999,1.1719828508255081
3259,0.24970922882490448,0.6806022187004754,0.35301637138367875,1.03336561969,1.0376136087588628
2013,0.24682680151769115,0.6699524564183836,0.34615384615380734,1.03627925536,1.0375526770224557
2661,0.24697850821807077,0.6958478605388274,0.3562457950212653,1.02977473067,1.038870939688675
1418,0.2500126422256638,0.6782250396196514,0.354631083202472,1.04880008105,1.037723173887473
854,0.34604298356598245,0.6094770206022188,0.5284144427000977,1.08273414091,1.0923315429465585
2735,0.6699747155516309,0.420364500792393,0.9736207669880048,1.64522936773,1.6289921189520853
663,0.24895069532300623,0.6779714738510302,0.3516034985422346,1.0355888520299998,1.0375054125344971
1998,0.36713021491875386,0.6249762282091917,0.37925543843906945,1.0901961200599999,1.059638569450776
4745,0.3589380530982528,0.6305863708399366,0.5312401883829859,1.00635823809,1.082658190201618
1984,0.35362831858496496,0.6600633914421553,0.3562457950212653,1.0213132324,1.0420083666661126
1773,0.3698609355255876,0.6621553090332806,0.35503476115717036,1.0173062389399998,1.0405468251858232
62,0.25198482933059924,0.6912836767036451,0.35826418479475686,1.02634681154,1.0386598673367042
3974,0.3451327433637046,0.6530903328050714,0.34978694774609226,1.0245879976999999,1.0438578253855848
2050,0.24652338811693184,0.6826941362916007,0.3505943036554888,1.0089713469600001,1.037334076811352
1622,0.36270543615793355,0.6854727945055469,0.4647342453464382,1.08804682037,1.0551516199573316
1997,0.24864728192224692,0.6785736925515057,0.35099798161018714,1.0408510163,1.0374484750539876
1416,0.3466498103675011,0.6370206022187006,0.5344696120205725,1.07057797391,1.079725084505673
2660,0.7528986815981111,0.606950418836767,0.7936596930769463,1.25394415406,1.1918850421100275
1834,0.3683438685217911,0.6540095087163234,0.35503476115717036,1.0372878251,1.0432143075416485
5959,0.24895069532300623,0.6814896988906498,0.3516034985422346,1.02045977314,1.0375053168001895
3193,0.6820299801354793,0.44820013583835183,0.967529554992715,1.51288126986,1.5619013428738766
4705,0.24895069532300623,0.6826941362916007,0.3503924646781397,1.03848534218,1.0374693291275734
3256,0.24970922882490448,0.6802218700475435,0.35261269342898044,1.03792196427,1.037590293725768
4665,0.35772439949521556,0.6207606973058638,0.5276070867907011,1.07655227624,1.086626470142904
3511,0.7989886219969633,0.5648441627036451,0.7622785377883199,1.2296094139,1.2089112885173203
3580,0.36379266751040157,0.6539144215530905,0.35342004933837706,1.0444546400299999,1.04329351138133
2669,0.3618204804054661,0.6795298468034866,0.6161134783583073,1.10320772126,1.0978063175934532
2049,0.26852085967198114,0.7426307448494454,0.47146221125841314,1.0680754697600001,1.0735947791246283
2353,0.35029077117661267,0.6488431061806658,0.34776855797260064,1.032843085,1.045124144677351
1584,0.6848473902851703,0.4792619424944533,0.9704129689547017,1.45146268687,1.5003323210305233
4662,0.24576485461503358,0.6742630744849446,0.3441354563803158,1.0440834005700002,1.0370952992123668
2344,0.24849557522186727,0.6825990491283677,0.3487777528593464,1.04873883101,1.0373599262642808
2367,0.6928661730199568,0.48614444192868467,0.9639252875404841,1.47690370601,1.4832186325141348
3178,0.24849557522186727,0.6739144215530903,0.3518053375195838,1.06109994448,1.0376248202960157
2663,0.6762867979063876,0.5457323975546752,0.9731522122194468,1.38310696407,1.3951760112791978
167,0.34331226295914874,0.6196196513470681,0.526194213949257,1.05820671811,1.0855447019159477
5237,0.907332490523154,0.5455890121505548,0.9047432159676043,1.2703022717799999,1.3132311548144373
5768,0.3630341340085033,0.6580348652931856,0.3796591163937677,1.03174623346,1.0448325393971594
657,0.8400216723889761,0.46925515055467515,0.7524268734176103,1.4389000227200002,1.368756098175604
6737,0.8990789236103643,0.49189495132488115,0.914042225995188,1.43833474012,1.4198093988370464
5773,0.24804045512072834,0.6804754358161649,0.3489795918366956,1.04575978411,1.037309332506235
2230,0.3677370417202725,0.6587004754358161,0.3861179636689408,1.02824877042,1.045291809258762
