,EXEC,MEM,L3MPI,L3HIT,INSTnom%,L2MISS,INST,L3MISS,L2MPI,IPC,FREQ,PhysIPC%,GT,Pred
3297,0.24879898862262656,0.6729001584786055,0.4212871822604537,0.6784353059177533,0.2486104092974994,0.013311615245021153,0.48649341075858993,0.2723631002526232,0.031205164992826395,0.47684942085015725,0.3493832697913939,0.47644608977325303,1.0004477198200001,1.026727712411439
3302,0.9178255372968847,0.5577654516640254,0.08425575386094236,0.8595787362086259,0.9168772107115125,0.02943738656980892,0.3452235495836301,0.20920387531583437,0.018842659014813485,0.623938223940732,0.9143305673916893,0.6231682862869042,1.23013066268,1.2461380902640018
3304,0.3706194690274858,0.6565451664025357,0.30233639805283813,0.8046138415245737,0.3704901465384687,0.022649727767715653,0.36091717386823347,0.28507160909844775,0.03634863701578192,0.6380849420859276,0.38591612469159164,0.6371124479407682,1.02063812165,0.9776864765168601
3305,0.3926169405825351,0.5963866877971474,0.25852172345397956,0.9941825476429288,0.392319353208493,0.5635208711438869,0.6029812925829682,0.26997472620039176,0.8565279770444764,0.3569420849426362,0.6826194213948551,0.35650161962054605,1.07230105012,1.007340335605157
3309,0.24773704171996902,0.6824088748019018,0.43585000901364573,0.6700100300902707,0.2473976755936092,0.013569147005456958,0.4897023468848976,0.275665543386573,0.032230989956958396,0.4762007722015077,0.35019062570079057,0.4749652938454419,1.0061414653,1.0192157723718915
