,EXEC,FREQ,MEM,GT,Pred
3952,0.24895069532300623,0.34978694774609226,0.6807923930269414,1.01779011294,1.0268492191909382
5223,0.24667509481731148,0.34958510876874305,0.6814896988906498,1.0345412630500002,1.0267830765279822
3675,0.3545385587872429,0.3592733796815027,0.6771156893819334,1.01771375621,1.0308182931476422
4915,0.24682680151769115,0.3528145324063296,0.6903328050713154,1.03904160527,1.0285507609094997
392,0.3661188369164757,0.6220004485306546,0.6738246170110936,1.11973558395,1.09896929156062
6626,0.8331226295823846,0.7471406144871331,0.5977548864247226,1.2142250559,1.1808147154729927
6374,0.35226295828154813,0.35220901547428207,0.6585419968304279,1.0099911099799999,1.0292481726265086
6886,0.2471302149184504,0.34474097331236325,0.6710301109350237,1.05053385748,1.0248310415132766
6712,0.3663716814168556,0.604171338865485,0.6405705229793978,1.09343356346,1.1059444281643243
7277,0.24682680151769115,0.3516034985422346,0.6914421553090334,1.03600138345,1.0285424978993016
4270,0.4001264222513278,0.725106526126853,0.6368726888526149,1.1676630668,1.1570082059294295
5113,0.3468015170678807,0.5389100695222541,0.6493185419968305,1.0438783301,1.079838787329689
983,0.9355246523386487,0.9176945503471723,0.5492868462757529,1.2805688735,1.3383568891769937
3963,0.365309734514198,0.3524108544516313,0.6535340729001585,1.0226042048700001,1.0295316906764032
2529,0.26864728192255033,0.46675263511992976,0.7421024828320127,1.04760148838,1.0547016880989009
6719,0.24621997471617252,0.34958510876874305,0.6852614896988907,1.0279399954000001,1.0272651346158175
2738,0.2680151706704628,0.4618748598343281,0.7446117274167988,1.03668454185,1.0545027903598703
6716,0.6570796460193605,0.9742515137922209,0.5216125198098258,1.53381674597,1.4399982206775463
3874,0.9301517067027313,0.9340098676832324,0.537757527733756,1.4298905421099999,1.3692791712827244
6245,0.24849557522186727,0.35564027808921783,0.7048494453248811,1.01612565791,1.0316487220865507
527,0.2495575221245248,0.3576586678627094,0.6978129952456419,1.02856214875,1.0306375586007768
6631,0.24515802781351498,0.3489795918366956,0.6890649762282092,1.0248847942700001,1.0276846333328733
7023,0.361441213654517,0.5686813186812549,0.5961701003708401,1.04239994819,1.1143153667735737
4559,0.36890012642293024,0.579950661583586,0.5985208663502377,1.14663753321,1.1180907760095662
3670,0.26902654867349945,0.46305225386819215,0.7427892234548337,1.0436126573,1.0543339400170715
7857,0.8202275600501144,0.7612693429015741,0.5731642894881143,1.2171891201,1.2183638643016377
1021,0.36523388116400823,0.6077035209690954,0.6954833597464344,1.08814823529,1.088362739826181
1429,0.24652338811693184,0.3514016595648855,0.6810459587955626,1.03561416876,1.0270178282235087
5640,0.24804045512072834,0.3471630410405531,0.6752139461172743,1.03252332495,1.0257212221549854
7279,0.3484702907720568,0.35220901547428207,0.6609508716323297,1.0311698642,1.0291794851893277
4616,0.36422250316173005,0.6159452792101799,0.6951664025356578,1.0935197076799998,1.0907600261483643
7772,0.36470290771267944,0.3818793451446085,0.6653882725832013,1.01867185678,1.0355701508678987
523,0.3683438685217911,0.3566494729759636,0.6755309033280508,1.01288917709,1.030149661199556
3845,0.24333754740895916,0.3453464902444107,0.6531537242472266,1.0571085839799998,1.0236046647777282
6717,0.24773704171996902,0.35402556627042453,0.6880507131537242,1.05451594952,1.0284403405564406
3160,0.24697850821807077,0.3505943036554888,0.6825356576862124,1.02393489765,1.02709767556284
3559,0.2475853350195894,0.3427225835388717,0.6761648177496039,1.0280040290899999,1.0250488473242299
2540,0.34786346397053824,0.34615384615380734,0.6433914421553091,1.0228950017899998,1.028533539095274
398,0.24697850821807077,0.35220901547428207,0.6850396196513471,1.03485295691,1.0276907978124885
3676,0.6276864728208034,0.970340883606081,0.48894611727416804,1.54475903557,1.488060707619197
1431,0.40353982300986996,0.730152500560582,0.6586634970935024,1.11103317737,1.1461527401835252
3714,0.3496839443750941,0.34857591388199727,0.6518225039619651,1.00545998467,1.028644850765382
6932,0.24940581542414517,0.3566494729759636,0.6799366085578448,1.01104738731,1.0279208941012872
3723,0.3437673830602877,0.5326530612244301,0.5972107765451664,1.09246286631,1.0983405466238274
3554,0.8103666245254371,0.7550459744339814,0.5693608029587955,1.1736463132700001,1.2203114951371292
7195,0.24551201011465368,0.3900538237272494,0.720285261489699,1.0822397028,1.0393298974696155
5230,0.2460682680157929,0.3491814308140448,0.6779714738510302,1.04408951857,1.0262582507635407
4271,0.24970922882490448,0.35806234581740776,0.689920760697306,1.0296300006,1.029440334789629
3679,0.39595448799088745,0.7209015474317425,0.6195721077654516,1.13316667912,1.1664305039136007
3878,0.36978508217539774,0.620486656200536,0.6710248283137877,1.04964936213,1.0996016315306898
3719,0.38366624526013576,0.6697017268445089,0.6147068145800317,1.06577692097,1.146566626897243
3156,0.2472819216188301,0.3514016595648855,0.6831695721077655,1.03561650962,1.027326986823492
3153,0.6488712299098582,0.972575529426444,0.5589087616022187,1.38048025859,1.3833694479737026
5745,0.6483565107475308,0.9834604171337763,0.5186806656101427,1.44222415794,1.4511202918593264
6182,0.24697850821807077,0.3483740749046481,0.6811410459587957,0.999947890331,1.0265568848330195
3965,0.24895069532300623,0.3524108544516313,0.6839936608557845,1.02495787417,1.0276843439233696
4611,0.24591656131541323,0.3479703969499498,0.6863708399366086,1.02276119406,1.0271562858046823
5534,0.3663716814168556,0.3528145324063296,0.6586687797147386,0.9979172262839999,1.0294141145195068
5521,0.24682680151769115,0.3471630410405531,0.6753407290015848,1.0335237174,1.0256669572224948
6636,0.9249774246015803,0.9092845929579604,0.5511433099381934,1.35483980879,1.3310497278043039
7868,0.3656131479149574,0.4638932496078197,0.7128103539350238,1.0574628345200001,1.052110997725171
3164,0.2475853350195894,0.35200717649693297,0.6883993660855785,1.01993214436,1.0281690016118197
4914,0.2566877370423684,0.3653285490019775,0.6931220285261491,1.04371135877,1.0313610617700204
6373,0.9449160195042857,0.9228366385804079,0.4884763414088748,1.41917979196,1.4415903253267977
4549,0.9228824273120682,0.9035658219327312,0.5980718436354993,1.1576228849099999,1.2609546769484654
6250,0.24804045512072834,0.3518053375195838,0.693946117274168,1.0280762617399999,1.0290438624936256
6226,0.24530973451389465,0.34756671899525143,0.6752773375594295,1.03894124003,1.025643187161004
6934,0.3565107458921783,0.3398968378559834,0.5989223454833598,1.0505864715,1.0338048414756393
5529,0.24864728192224692,0.35402556627042453,0.679556259904913,1.00835181769,1.0273944649309508
7197,0.24819216182110798,0.3516034985422346,0.6910935023771791,1.03769911879,1.0285514486146765
5686,0.2472819216188301,0.35301637138367875,0.6925515055467513,1.03561847828,1.0289568626479688
6936,0.3519595448807888,0.5122673245121651,0.5842789223454834,1.08564727531,1.0977154384331371
7192,0.24819216182110798,0.35342004933837706,0.6938193343898574,1.0410561985100002,1.0292689591955924
4912,0.824634278490075,0.7700156985870409,0.5290695041870047,1.38075495628,1.2787779306611238
3724,0.24804045512072834,0.3491814308140448,0.679556259904913,1.00681618926,1.0265511282251656
5541,0.24621997471617252,0.34958510876874305,0.6387004754358162,1.04532777466,1.0247425201456821
3851,0.3706700379278652,0.6004709576137475,0.6972530375071315,1.1074840020299999,1.0860530579443197
5633,0.3815423514548206,0.6477012783134507,0.603486529318542,1.08262132433,1.1442223807890541
3558,0.24940581542414517,0.3516034985422346,0.67892234548336,1.0173851148,1.0269557032724106
6705,0.856059237855515,0.7519943613238673,0.5107765451664026,1.3855016186700002,1.2881079626287188
5116,0.3761061946909637,0.4660798385284295,0.7055731642900159,1.06935630771,1.0524120549292335
6713,0.950334115951834,0.9202415660139134,0.5330314693232964,1.37341982229,1.3634879599015166
744,0.2667509481678047,0.468602825745294,0.684310618066561,1.12507083741,1.0507145982424593
6379,0.3474083438693993,0.5031845705314529,0.6053882725832014,1.06842127856,1.0840548109103518
6943,0.24879898862262656,0.3503924646781397,0.6767353407290017,1.0093663255399998,1.0264770857581524
5525,0.9494310998785069,0.8845593182326884,0.5293185419968305,1.29431393498,1.3427701609962497
7535,0.24682680151769115,0.34696120206320397,0.6773058637083993,1.0153899910100002,1.0258507471700287
6895,0.24864728192224692,0.3528145324063296,0.6811410459587957,1.02208872754,1.0273763574729033
2534,0.3666750948176149,0.36230096434174003,0.6193026941362916,1.04585895311,1.036160512878788
3713,0.2475853350195894,0.3481722359272989,0.6733755942947703,1.02529361929,1.025682419143346
5060,0.24834386852148765,0.35301637138367875,0.6814580031695722,1.00896292207,1.0274319776663074
6186,0.3668268015179945,0.37420946400534044,0.6378446909667195,1.01974834851,1.0362756690454784
1023,0.9416651616433419,0.9248550283538995,0.5342766583660856,1.37094204338,1.3662818353164816
5056,0.39658659924221645,0.7283023099352178,0.591283676703645,1.14705008726,1.1912074012437779
5527,0.2506194690271824,0.35342004933837706,0.6874801901743265,0.993511762326,1.0284043783858028
5544,0.24773704171996902,0.3493832697913939,0.6758161648177496,1.01016031557,1.026148224538289
1553,0.3468015170678807,0.5090379008745785,0.5950237717908082,1.08158955051,1.0907740052029884
5231,0.24804045512072834,0.355842117066567,0.6896038034865294,1.03236661273,1.0289664104956102
2542,0.24773704171996902,0.35342004933837706,0.6944532488114105,1.02850750914,1.029354741048325
3782,0.24546144121427427,0.3487777528593464,0.675784469096672,1.02445574159,1.02591300529966
4260,0.2472819216188301,0.34675936308585487,0.6865293185419968,1.02526322156,1.027059393665612
7520,0.36409608091116086,0.36391567616053333,0.6431695721077655,1.01044339918,1.0330174719485414
6880,0.34604298356598245,0.5179188158779415,0.6214580031695721,1.05137279259,1.0825940104364882
3733,0.3677370417202725,0.3552366001345195,0.6583835182250396,1.0072709794499999,1.0299539919154421
1029,0.27016434892634683,0.46893922404154864,0.7380084521917591,1.07314692078,1.0543492134572943
1019,0.24652338811693184,0.34958510876874305,0.6871315372424723,1.02805640315,1.0275511136835933
7608,0.3763590391921021,0.4638932496078197,0.7200739566830427,1.04141185154,1.0521680411263414
