,EXEC,FREQ,MEM,GT,Pred
6494,0.3634892541096423,0.38490692980484587,0.6200316957210776,1.095815081,1.0564447083470974
2848,0.24470290771237602,0.34736488001790233,0.6324247226624407,1.08065745802,1.0444229291838907
7408,0.6392541087247516,0.9902724826193103,0.47801109350237725,1.5716038881999999,1.543725038870586
5358,0.7490518331245236,0.7760708679075157,0.6138140517702061,1.21590631759,1.2059455986672472
7788,0.24895069532300623,0.34857591388199727,0.6799683042789223,1.04038011498,1.0484751530773075
7782,0.3515044247796499,0.5332585781564776,0.6282408874801902,1.06107875094,1.0990910358109567
7926,0.34877370417281617,0.3511998205875363,0.6573058637083994,1.04049754777,1.046309201973688
4460,0.24819216182110798,0.34756671899525143,0.6800316957210778,1.03651401376,1.0483467070813348
7489,0.24470290771237602,0.3459520071764582,0.6799683042789223,1.05614228088,1.0481252261940552
4455,0.35044247787699234,0.5385063915675556,0.6178446909667196,1.05038830241,1.1047390396359669
7357,0.8099873577744879,0.7743888764292695,0.6516376122551506,1.18238821768,1.1622960311572115
7786,0.3680404551210318,0.3806683112805135,0.6280824088748019,1.0677122669499999,1.0542317366350413
4403,0.9150081271502276,0.9245666869573981,0.5743717455293186,1.33065723357,1.3362716884934647
7742,0.24682680151769115,0.35382372729307543,0.6918858954041205,1.04400642318,1.0511177339354991
4223,0.24986093552528416,0.35422740524777374,0.6819651347068146,1.03676442582,1.049556068095235
3119,0.7613509120449088,0.784144427001482,0.56513470681458,1.3221840414700001,1.2634741157667317
7735,0.2471302149184504,0.3536218883157262,0.6798732171156894,1.04798497991,1.0491835493457342
6146,0.36879898862293004,0.3536218883157262,0.6711568938193343,1.04267985691,1.0465819751479672
4449,0.24925410872376555,0.3511998205875363,0.6885578446909667,1.03072570888,1.0501825849694106
6995,0.2456131479146539,0.3479703969499498,0.6792393026941362,1.0542255348799998,1.04829349919924
7490,0.36591656131571665,0.35503476115717036,0.6718541996830428,1.04669910335,1.0469060880452998
6495,0.3860935524662102,0.6481049562681489,0.5754041204437401,1.1551931372,1.176642759499488
7809,0.3666750948176149,0.35200717649693297,0.6543898573692551,1.04415830436,1.0462171726152416
5461,0.3951959544889892,0.7333482843689468,0.6508452192282093,1.16045651244,1.1693857906435459
4360,0.6815965324196753,0.9645019703324776,0.5469775865974644,1.4968117529700002,1.4163978738065632
4727,0.36864728192255036,0.35019062570079057,0.66,1.03894203413,1.0458286604709506
757,0.24743362831920973,0.35261269342898044,0.6883993660855785,1.04618750418,1.0503570960105935
5793,0.36890012642293024,0.5855012334606879,0.7004754358161649,1.1045056111700002,1.0948838323325192
7358,0.36245259165679516,0.6122448979594515,0.6989698890649763,1.10386519251,1.1033359926814297
2650,0.6127867076048364,0.9734405536149391,0.6037355671267829,1.3704150724700002,1.3481859242498682
4474,0.36371681416021173,0.6304104059208757,0.6749867934500793,1.12154355218,1.1166271690744378
6045,0.24819216182110798,0.3505943036554888,0.6822187004754359,1.05163886441,1.0490953893579584
559,0.37142857142976343,0.47314420273565005,0.6925250924453249,1.11616415156,1.0681661422117181
5798,0.3643489254115408,0.6144314868800612,0.6855520338098258,1.13547244322,1.107726929364162
94,0.679456384325359,0.9809374299169118,0.5092313787638669,1.4973616568099999,1.4866874253558926
4213,0.3590897597986324,0.3713837183224522,0.6236450079239303,1.04651370366,1.0525286547844157
5348,0.24591656131541323,0.34615384615380734,0.68,1.05209719564,1.0481541709112017
81,0.24834386852148765,0.3536218883157262,0.6951822503961965,1.04769891738,1.0516686754597537
6144,0.3623261694069844,0.6013119533523659,0.6728473322773376,1.1722056649400001,1.1074256199257038
6044,0.40214917825664265,0.7363758690291842,0.5942683571045959,1.17842517631,1.2098581118509615
4448,0.9525013545232682,0.9082753980712147,0.4778809146481775,1.42925283369,1.4765473890882803
6999,0.4012642225041752,0.7335164835160648,0.6482303222393027,1.14251932584,1.1709745011993575
6155,0.7863463969703829,0.7683337071087947,0.6268357105134706,1.19715948123,1.1856421796275822
5802,0.2491024020233859,0.3578605068400586,0.6969889064976228,1.04963543487,1.052506043858483
4218,0.24546144121427427,0.3463556851311565,0.6438668779714739,1.08744698384,1.0445767128369146
7929,0.24773704171996902,0.3532182103610279,0.6934389857369256,1.0421290997700001,1.051308302367983
5028,0.24652338811693184,0.3518053375195838,0.6455150554675119,1.06899531693,1.0457169194521752
4362,0.2472819216188301,0.34514465126706156,0.6731854199683043,1.03888406198,1.047032689907729
4402,0.2460682680157929,0.34857591388199727,0.6824088748019018,1.06159366805,1.0488585901805656
7501,0.9377370417217138,0.9381727965910588,0.5202060221870047,1.46475013992,1.4297079675796218
90,0.35074589127775163,0.3544292442251229,0.6596513470681459,1.07359751817,1.0468695633232534
3044,0.6813527180801047,0.9835865664946195,0.47947702060221875,1.54314161689,1.5372745631798477
6153,0.36396965866059167,0.4670890334151753,0.7113840464865293,1.0805532773,1.0664245275446353
7738,0.3761061946909637,0.6171226732450531,0.7238510301109351,1.08610370616,1.0983080157450806
7817,0.9355246523386487,0.8963332585783925,0.531933438985737,1.30047819311,1.378143387031713
2859,0.9028715911198556,0.9329285874478659,0.4774281186323297,1.4484644508000002,1.4994014015248502
7412,0.24773704171996902,0.34857591388199727,0.6730586370839937,1.04830974415,1.0475266506132894
5031,0.3589380530982528,0.5334604171338266,0.6055467511885896,1.1080958289899998,1.1079404359147276
1952,0.36270543615793355,0.6144314868800612,0.66130480718542,1.1541962408700002,1.115965751496443
5353,0.24485461441275566,0.3449428122897124,0.6838034865293185,1.04979020497,1.048603526164734
95,0.40505689001366646,0.7461314196003873,0.6794770206022187,1.13124009641,1.158507184451689
92,0.3634639696598318,0.6093855124463323,0.6968304278922346,1.11853973214,1.1029852923072119
6041,0.35802781289597485,0.3471630410405531,0.5933438985736926,1.08881429123,1.0510556283798778
4302,0.7996026729274327,0.7649697241533119,0.5284582295673534,1.36574873342,1.2949856715804577
4463,0.24652338811693184,0.34575016819910903,0.6728050713153725,1.03572815255,1.047070696410777
4459,0.608343868522398,0.9663761894077185,0.514829069503962,1.4336106138,1.463928131191267
1963,0.6531816266345214,0.9795918367349206,0.5248811410459588,1.68556959908,1.4609483579889753
2855,0.2475853350195894,0.3505943036554888,0.6763232963549921,1.03368665167,1.0482541683217472
4732,0.3449810366633249,0.522359273379623,0.6462757527733757,1.1172889947799998,1.0898815551322925
7411,0.3493805309743348,0.3572549899080111,0.6250396196513471,1.06929073483,1.0489749470496474
7095,0.24743362831920973,0.34675936308585487,0.6525515055467511,1.05522877987,1.0451955361253957
7730,0.2677623261700829,0.46658443597180244,0.7451135763328051,1.07987202148,1.0737033504180935
4366,0.3571175726936969,0.3568513119533128,0.6092868462757528,1.06926841349,1.0509161498634707
7409,0.369254108724069,0.3524108544516313,0.6626307448494454,1.0327956692,1.04621005874824
1954,0.24576485461503358,0.34776855797260064,0.6787638668779714,1.05094778204,1.048194479597479
5807,0.3968394437433549,0.7156873738508953,0.6092181722139461,1.19286374258,1.1878385244143372
545,0.2460682680157929,0.35200717649693297,0.6808557844690967,1.04828026764,1.0490988864096091
4735,0.2475853350195894,0.3479703969499498,0.6782884310618067,1.06216565766,1.0481494219518201
5033,0.24804045512072834,0.34857591388199727,0.6810776545166403,1.02958071525,1.048644531962944
765,0.24849557522186727,0.3548329221798212,0.6865927099841521,1.06938120775,1.050348399747339
7353,0.3715549936795742,0.44892352545375097,0.6958531431584786,1.09826358434,1.0630686171485952
7780,0.24864728192224692,0.35402556627042453,0.6785419968304279,1.04096830633,1.0490534638082007
7001,0.24621997471617252,0.34998878672344136,0.6929952456418383,1.03040619172,1.0508495804229425
7933,0.9438324002223613,0.9261525646361376,0.5399592483597464,1.37839830054,1.3878064674701855
6071,0.24804045512072834,0.3493832697913939,0.68256735340729,1.0490333830299998,1.0489831338049396
7420,0.34634639696674174,0.49571652836953406,0.5580665610142631,1.1168044097399998,1.1137963686515495
1966,0.24895069532300623,0.3598788966135501,0.6933122028526149,1.04564849248,1.0521103746096956
3054,0.24667509481731148,0.34998878672344136,0.6810459587955626,1.0432773971,1.0488417652870747
4298,0.24515802781351498,0.34675936308585487,0.6752773375594295,1.04222675708,1.0475523033056582
7934,0.37281921618299074,0.5955931823281458,0.7230586370839938,1.06987496338,1.0929791478263229
5351,0.37117572692862505,0.6218322493835364,0.7168779714738511,1.0946540846,1.1013926372377967
