,EXEC,MEM,GT,Pred
550,0.4196503614052782,0.9183984616441173,1.1500007926378992,1.131982845081139
1214,0.5227769373003867,0.888099401457,1.1146768760649362,1.144146904766993
1483,0.9226040390942053,0.5088023781726135,1.9555226763734799,1.9681890931995292
2185,0.9480157610878913,0.5863608268662864,1.700886456084833,1.728399860322206
2311,0.4691965036140528,0.7797244819599051,1.259741884200516,1.2954380457812276
145,0.929207790024734,0.5612317312063204,1.8142831943947364,1.8019380234217683
1586,0.4206169104051102,0.9215043609642192,1.1376903200052673,1.1292249788231197
2339,0.7022048523561385,0.5847194560813127,1.7276165734096958,1.7190968972060512
719,0.6928525232840729,0.6055285828524999,1.6812052406305598,1.6619196881256553
713,0.917009557080596,0.5282425060390618,1.9545483220444588,1.904073514098029
1191,0.46861283875908166,0.7795252157589906,1.2869523301413035,1.2958124091300158
1210,0.4169398218187931,0.9149474623995597,1.132139194391317,1.135388333731922
1970,0.4150907715582452,0.9024156994711897,1.1348688472678572,1.1468690387357872
1489,0.719297085334634,0.5793591910121465,1.7379869683544924,1.7349545204827037
811,0.47389553630098263,0.8079131053686366,1.2533554205637183,1.2516315338016422
1679,0.7043889453799923,0.5696420147688468,1.7669637717362403,1.7618710269736466
2318,0.521914909206891,0.8747708578764136,1.1388856029965482,1.158902174958314
1835,0.9556503503826242,0.5695238009459357,1.755284731240156,1.7789429252256168
714,0.5239956295175658,0.8795257880640063,1.1420546793295776,1.1532776183605074
197,0.7002110532115575,0.7844333035734722,1.2969496610084392,1.2689968211157905
945,0.9156267426564959,0.562968268139616,1.800382821639223,1.7955740596541845
1876,0.4196713733400572,0.913917313371334,1.1534994340627658,1.135801832499748
1190,0.4199655404269625,0.91462811620081,1.1411164545516403,1.1351372731980671
588,0.521526996564818,0.8860549518471358,1.1206357443627513,1.1465131207178696
305,0.9255854248289951,0.5441437348449226,1.85439660684145,1.854416380787475
2128,0.5195012305451033,0.8686744887555267,1.1270773202695732,1.1662398283329827
171,0.47343709408762347,0.8030994999094714,1.246472540822612,1.2587858027209307
1877,0.7027155060437966,0.7906393791635187,1.2819005954849847,1.2582489217425152
556,0.41916708690536225,0.9188156720005491,1.1405016762993798,1.1317174323626356
1163,0.9151544345845153,0.534838000096352,1.8919508250846708,1.8828135533146395
2098,0.5248361069087242,0.8661183984616438,1.1402611819543798,1.1685127678000158
628,0.5241427130610188,0.8749776801043879,1.1272032853205602,1.1583557861367968
654,0.5206649684713226,0.8851727216537321,1.1384032889533555,1.1475874207667012
911,0.4744397143158709,0.8112639209867706,1.2242273629452107,1.2466986354077725
1894,0.521663304757102,0.8612818487741222,1.1546365363983488,1.1747075889224305
2362,0.41651958312321397,0.9083596593640538,1.153169926139802,1.1412281419707027
1581,0.4738533347406442,0.8200369575945936,1.2193992642330842,1.2342867584828392
2221,0.47384247585962175,0.7771581622141333,1.2804995198985072,1.299176476968762
1833,0.8995544251743685,0.5035159434224236,1.9758502278998764,1.983223172499641
1168,0.5223566986048075,0.8768783050614649,1.1266569073135992,1.15646356712478
1672,0.4208060178181207,0.9019778861341937,1.1476567107773965,1.1463229410857463
306,0.41952428979660444,0.9181666781127668,1.149668739120005,1.132200060640344
1983,0.9430423147014177,0.5479411735850165,1.7856649856886422,1.8441198289040202
1091,0.4720160120716009,0.810382305074242,1.2391298314993708,1.2482377194324692
386,0.41994452849218367,0.9192534853375451,1.1432398338575391,1.1312138684872322
31,0.47334513910878145,0.8226674311596919,1.224143208811414,1.2306849617553186
1053,0.9254157854198499,0.533946229295798,1.899696073467637,1.886637701733651
1675,0.9374343377038159,0.5541557928713684,1.8264813084452527,1.824323814757336
2058,0.5206649684713224,0.8720554906943202,1.1369050087850223,1.1621721094643331
582,0.418830895948899,0.9197788613419403,1.1343359062712544,1.1309715810827545
1873,0.9266390582578182,0.5249545797928463,1.885414463708664,1.9156490114344096
810,0.41546898638426627,0.9124029942998417,1.1486292818628472,1.1378425697021157
1823,0.9147068262045567,0.528850416117774,1.8825940393989489,1.9018931279953568
694,0.5197598389731521,0.8801012187455424,1.1303734192189914,1.153246830884413
682,0.41962934947049935,0.9280303550580314,1.151691601012666,1.124133978856201
142,0.4170238695579089,0.9178370304237341,1.14835355235782,1.132916753313478
1677,0.7034064914088592,0.7529717560009912,1.3388873975597952,1.3255573923333426
813,0.9270982841330802,0.5435668513891161,1.859263452394146,1.8563635317343175
1094,0.5226928895612707,0.872005700157956,1.1407397423895664,1.1619482609921503
1822,0.41626743990586657,0.9045172034887712,1.1444167250696728,1.1447412922248628
388,0.5198675924848393,0.8815645586471762,1.1339431537802145,1.15162238000429
1426,0.42640902959710386,0.9280838725563268,1.1567533791712492,1.1228655670160448
1947,0.6987838657574894,0.7607874518890543,1.3273133602609926,1.3112169175543178
2095,0.9405071311274038,0.531819982778021,1.805772430530271,1.8949206893670212
1551,0.46782117697397585,0.79414656835507,1.2579625481835215,1.2728880445150912
916,0.418191378857037,0.9289144342368704,1.136791631331167,1.123699462368644
140,0.41739400287055356,0.9332621914175373,1.1339657471016351,1.1204886986394662
2319,0.7266740411779697,0.5658641842659689,1.7894230873944383,1.7740223296462139
1421,0.4666517248463794,0.7776617906279328,1.2782349093486076,1.2990028651681214
385,0.9245251302739957,0.5765288143378728,1.7488702882005542,1.7556499066110662
692,0.4158051773407296,0.9025290158642949,1.155439969433041,1.1466450679943772
365,0.9383089594889898,0.5909312547215161,1.7267919008028958,1.7144651656225172
1820,0.41456547318877124,0.8928816702149573,1.1500701387265475,1.1560064191679404
2334,0.5213330402437816,0.8719022890439685,1.1359109394763849,1.1622553237537159
815,0.9315903933434191,0.5529485869789161,1.8359156101442933,1.827547001338191
1872,0.4185367288619936,0.904748987020122,1.16498537203372,1.1441483316026684
1224,0.5198460417825018,0.884633874469737,1.1166639224113908,1.1482879190892183
580,0.41841065725332005,0.9085708399148407,1.1431336250142452,1.1407177241196527
2361,0.4738142427689625,0.8128929938686165,1.2445324406494425,1.244418879272613
1505,0.957588656119388,0.6042260554371495,1.6863953279166213,1.6776388933618396
1550,0.4200495881660784,0.9220606414394611,1.1344417671604885,1.128867688571395
1165,0.9533771432173475,0.5549412815053909,1.8064565823906091,1.8232851178999887
2325,0.9385804983384405,0.5314237716133187,1.8705265815009604,1.8960002447038367
