,EXEC,MEM,L3HIT,L3MISS,IPC,L3MPI,INSTnom%,PhysIPC%,L2MISS,L2MPI,FREQ,INST,GT,Pred
6939,0.8806390977443609,0.33041488031451605,0.9859437751004015,0.1659460458240946,0.46404816513761465,0.014780324737344796,0.8808528428093645,0.4629926672777269,0.16162714097496705,0.0777840909090909,0.9988023952095809,0.4502910093843475,1.49368362107,1.5299196274384548
987,0.42255639097744363,0.4929010360844919,0.620281124497992,0.2912638580931264,0.6906422018348624,0.05202960840496658,0.422742474916388,0.6905591200733273,0.013244795783926218,0.012104545454545455,0.3525748502994012,0.33065248497005845,0.995856634769,1.0226314306087438
7684,0.2034113060426065,0.5026378468506619,0.7819611780451807,0.3130820399113083,0.34717125382247704,0.14215218083404968,0.20365105908528428,0.3467766575004583,0.0233201581027668,0.05484848484840909,0.3233532934131737,0.6312632604778736,1.00273799589,1.0151947374232282
5350,0.8764967975522139,0.4295075622255911,0.8216198125833333,0.23665927568366593,0.7711773700321101,0.020968640560339064,0.8768115942023412,0.7702413687745188,0.018809837505480896,0.009079545454545453,0.634251497005988,0.288802671799791,1.19629711523,1.159021255638367
6942,0.2688666109715956,0.9026140288197223,0.5152275769748995,0.5860310421286031,0.36146788990825685,0.17028812480109837,0.26878483834949835,0.3617476321420715,0.023772507685559944,0.03393181818181818,0.45253493013940127,0.6689095577036942,1.2850819862799998,1.2161228043807073
1324,0.16736842105263158,0.4925259021080716,0.738152610441767,0.30385809312638584,0.35669724770642197,0.14551098376313276,0.16719063545150503,0.3565536205316224,0.019299077733860342,0.0499090909090909,0.24718562874251498,0.5862335683773365,1.03290094634,1.011542074925082
7494,0.868188990994152,0.3160295343572047,0.9890673806335342,0.16330787550332596,0.4584097859325687,0.01494746895893028,0.8691936083244148,0.457582238516957,0.19759918020790515,0.09633838383840909,0.9996007983999999,0.4553754468380236,1.66380197326,1.5464342271771443
4884,0.26872737399081037,0.887191854233972,0.5687751004016064,0.5891106183784184,0.33730886850137615,0.21677013689899716,0.2683946488294315,0.33699969447021083,0.024365393061054015,0.041481060606136363,0.46243512974083834,0.6830520385867253,1.17903953366,1.193840476332513
12,0.26900584795321636,0.9565916398717245,0.5426706827309237,0.6912540034486326,0.3343272171252293,0.18230659025787965,0.26937012263043475,0.3339443935224565,0.028357487922793148,0.03946590909090908,0.5033133732531737,0.7418790120289971,1.2156272804700001,1.3368012608116737
5116,0.8578390420467835,0.47569072287780484,0.7645582329317269,0.2688839615668884,0.7363914373073394,0.023985195797516717,0.8603678929765888,0.7349526428350137,0.017004830917865615,0.008231060606068182,0.6494211576843114,0.301204448821139,1.12206444389,1.1107463347220525
6936,0.2882205513784461,0.5079314040730646,0.6620481927710843,0.2911160384331116,0.45743119266055043,0.07732091690544413,0.2882943143812709,0.4571952337305225,0.013628458498023717,0.018145454545454544,0.3447185628742515,0.47412165538457524,1.03872608987,1.0252939217850008
549,0.6526315789473683,0.46206502322274456,0.7903614457831325,0.254959349593496,0.6899082568807339,0.03035339063992359,0.6528428093645484,0.6887259395050412,0.025217391304347827,0.016218181818181816,0.5041437125748504,0.30646268046701247,1.07061952263,1.0632563546148985
6928,0.14222222222222222,0.44563415505553616,0.8108433734939758,0.24960827790096085,0.34862385321100914,0.1503820439350525,0.14227424749163878,0.3483043079743355,0.01827140974967062,0.0595,0.20809580838323355,0.5811125527466772,1.04493004359,1.0294129329140853
982,0.41966026176524646,0.3938073121350103,0.997991967871486,0.24710519832520325,0.3227064220183486,0.04902101241642789,0.4202898550719063,0.3221814848762603,0.7729468599025032,0.8045454545454545,0.6936526946107786,0.6559909504458327,1.25724399584,1.2682486515991171
4705,0.24686716791979949,0.9205370965828584,0.5783132530120483,0.606035969450111,0.3549694189600917,0.21657115568290355,0.24724080267558532,0.3548732050109991,0.024519104084321473,0.042352272727272725,0.3936127744507785,0.6332321999750391,1.18343200254,1.1687520596363172
6446,0.420718462823726,0.4762700964631927,0.6279116465863454,0.27219512195121953,0.6899082568807339,0.04944126074498568,0.42073578595317723,0.688359303391384,0.012655072463768116,0.011636363636363634,0.34931736526946106,0.32924897309444795,1.00326396796,1.0351859472182392
5351,0.2897720491704261,0.926759556985147,0.55995410212249,0.6706155632978565,0.33794233289633024,0.17693409742120345,0.2896798853327759,0.33782899044087994,0.03020139281001318,0.03891558441568181,0.5190076988876647,0.7137732942014223,1.3166823439700002,1.2950120285269253
5854,0.4512322472848788,0.33654206859604735,0.9967369477911647,0.41286031042128607,0.3386467889908256,0.0708870582617001,0.4519230769230769,0.3383363886342805,1.0,0.9707386363636363,0.7040718562874251,0.6179826740481144,1.52658928227,1.5115178593792744
7496,0.2870509607351713,0.5075812790284057,0.6644578313253012,0.2928011825572801,0.45816513761467886,0.07652817574021012,0.28729096989966557,0.4571952337305225,0.0133965744400527,0.01803181818181818,0.343185628742515,0.47543952269328216,1.0344060860700002,1.0250105252957469
6597,0.14603174603174604,0.4434583779922985,0.8170682730923694,0.24532150776053216,0.3368807339449541,0.14522445081184338,0.14608695652173914,0.3365719523373052,0.019947299077733863,0.06586363636363636,0.22035928143712577,0.5982132100191032,1.0352731782100002,1.0284281461584261
7493,0.172046783625731,0.5043551268311913,0.7339357429718876,0.31098300073909835,0.3635779816513761,0.144603629417383,0.17183946488294316,0.3633363886342805,0.017122529644268775,0.04331818181818181,0.25868263473053893,0.5979279483637985,0.9945088438230001,1.0147438481277926
5551,0.6542745753274855,0.4463469096107347,0.8087349397590361,0.2502833210155211,0.6408256880733944,0.029990448901623685,0.655239687847826,0.640543843568286,0.02637241985059289,0.016761363636363633,0.5762874251497007,0.349717296922151,1.12592865807,1.1172532382221463
1994,0.29005847953216374,0.5078063594142579,0.6604417670682732,0.2863858093126386,0.4631192660550459,0.07465616045845272,0.2906354515050167,0.4623281393217232,0.012985507246376812,0.017409090909090905,0.3426107784431138,0.4686820869104615,1.00178860706,1.0256982044385528
15,0.29239766081871343,0.534440871740098,0.6977911646586344,0.27157427937915746,0.455045871559633,0.07275549188156638,0.2923076923076923,0.4548120989917507,0.014013175230566534,0.019095454545454547,0.3504670658682635,0.4754169541980491,0.9893221110930001,1.0195528268343377
6432,0.8668337510442774,0.45186137906411283,0.758433734939759,0.253569844789357,0.793577981651376,0.022153772683858645,0.868561872909699,0.7937671860678277,0.01567852437417655,0.007481818181818181,0.5878802395209581,0.2687605776021239,1.08762318595,1.0892318055084593
7640,0.4298245614035087,0.4017268071936055,0.9981593038825302,0.24464153732446417,0.31957186544357796,0.04676854504942693,0.4308807134899666,0.3191261839294226,0.7356170399657445,0.7454545454545455,0.7115369261480241,0.6576668363301788,1.15267980442,1.2541276373005064
6589,0.8695697577276524,0.30643756698831953,0.9897088353413654,0.15437915742793792,0.4577981651376146,0.013744627507163326,0.8699832775919732,0.4572639780018332,0.1834650856389987,0.08948863636363635,0.9976047904191617,0.4560557301319846,1.5746590523299997,1.5566249365425007
4045,0.5348092453358395,0.49142550911057215,0.8176037483263052,0.2761763981271249,0.5084097859311926,0.04006287806423114,0.5353957636571907,0.5079437824628781,0.02689064558629776,0.020935606060613635,0.577245508982036,0.4290292125513079,1.11633707909,1.081869361074488
1322,0.42255639097744363,0.49420150053608225,0.6096385542168674,0.2944567627494457,0.6878899082568807,0.0517956064947469,0.422742474916388,0.6879926672777269,0.013076679841897233,0.011781818181818181,0.35525748502994015,0.3335625198039015,1.0585124683,1.0208602049002264
5849,0.888471177944862,0.49127962367488076,0.7615461847389557,0.27750677506725796,0.7509174311926604,0.024044890162368673,0.8896321070234114,0.7512985029028415,0.01865173473868248,0.008829545454545453,0.6590019960076646,0.2954507727511899,1.1101115934999999,1.1007398163794162
7688,0.44253490870008355,0.45412647374024795,0.9935456110150602,0.41938549255580193,0.3211009174311926,0.07576067676361033,0.44290492116555186,0.3208065994500458,0.7701863354044796,0.7724025974022726,0.7315654405470658,0.656099826969033,1.2495066825399999,1.2301651845775972
1326,0.6687552213868003,0.4933220197683078,0.7710843373493976,0.27923133776792314,0.6507645259954127,0.03204393505253104,0.6697324414715718,0.6501680415517873,0.026016688625375494,0.01610606060606818,0.5798003992019162,0.34383195133346184,1.09543523084,1.076890292257015
6441,0.42222222222222217,0.4803465523402931,0.6263052208835341,0.27518107908351813,0.6896330275229358,0.04986628462273162,0.4224080267558529,0.6894592117323557,0.012858498023715416,0.011677272727272727,0.3516167664670659,0.3316869986617414,0.9927181194050001,1.0330053951003608
6957,0.8800334168755221,0.4441836370133777,0.7612449799196787,0.23565410199556544,0.7981651376146789,0.020463228271251195,0.8819397993311037,0.795967002749771,0.014640316205533598,0.006909090909090909,0.5884550898203593,0.2655698932632031,1.12977042279,1.0977364808202048
6588,0.6489557226399332,0.45858878170791656,0.8098393574297189,0.2628529194382853,0.6926605504587156,0.030692454632282717,0.6494983277591974,0.6923923006416133,0.026566534914361003,0.017013636363636363,0.5010778443113773,0.30629351118561937,1.04517924254,1.066848636106296
4713,0.1716123642439432,0.4986280814578416,0.7116465863453815,0.29463414634146345,0.3578899082568807,0.13925501432664758,0.17210702341137124,0.35747021081576535,0.016189723320158105,0.04045454545454545,0.2615568862275449,0.6045004063042468,0.994265539926,1.0230221977846283
5467,0.2744360902255639,0.896987019173418,0.5538821954487951,0.5922148312387288,0.3374617737004587,0.21084049665711557,0.2748049052391304,0.33730522456461964,0.023552920509433466,0.03980681818181818,0.4776047904191617,0.6903037797077272,1.18191014205,1.2161201765300913
7634,0.1589640768588137,0.46374062165075514,0.7917670682730923,0.26702143385070215,0.3434862385321101,0.14627507163323783,0.1588628762541806,0.34280476626947753,0.02010540184453228,0.058090909090909075,0.2437365269461078,0.6088726228207377,1.02081522302,1.0230622292244642
988,0.8771929824561403,0.44435869953570717,0.6889558232931727,0.25223946784922396,0.8165137614678899,0.021895893027698187,0.8775919732441471,0.816865261228231,0.012695652173913045,0.005992272727272726,0.5761916167664671,0.2607063244837766,1.09872662631,1.070654660515836
6824,0.4243943191311612,0.5008538763846019,0.614859437751004,0.30025129342202517,0.693577981651376,0.052755491881566384,0.4247491638795987,0.6940421631530705,0.013442424242424242,0.012045454545454543,0.3502754491017964,0.32792960924626274,1.0350978509200002,1.0146502387740255
7695,0.2756892230576441,0.8990710968206143,0.5935408299869478,0.5568859324951959,0.3393730886848623,0.19778732887607453,0.2759197324414716,0.3389856400852429,0.024549846288985506,0.041708333333409085,0.4732934131736527,0.6807922365581912,1.16423721077,1.1761349622692248
6,0.29223057644110273,0.5466952483031606,0.6736947791164658,0.27479674796747966,0.45458715596330274,0.07288920725883477,0.2926421404682274,0.4546287809349221,0.013565217391304348,0.01803181818181818,0.35238323353293416,0.4783866946923619,0.9888028142190001,1.019076043059965
1,0.8771929824561403,0.44090746695264055,0.8140896921014055,0.21879773343237252,0.7509174311926604,0.019054441260744983,0.8782051282056856,0.7517567980449129,0.016679841897233202,0.007984848484840908,0.6491017964071857,0.29444117516061663,1.1548437038,1.1591813386744105
6599,0.29106098579782785,0.5004537334764203,0.6730923694779116,0.2686178861788618,0.4588073394495412,0.07173352435530085,0.291304347826087,0.45811182401466544,0.013333333333333332,0.017609090909090908,0.34912574850299405,0.47711847701164795,0.99753813514,1.033748533199303
4704,0.28922305764411027,0.5033797784924985,0.6660642570281124,0.2875979305247598,0.4577064220183486,0.07446991404011462,0.2892976588628763,0.4575618698441797,0.013644268774703558,0.01817272727272727,0.348934131736527,0.47886024545464284,1.03402298521,1.029456021620884
6207,0.8778891673600667,0.4777748005237506,0.7677376171355422,0.26371027346637105,0.7527522935779816,0.023316618911174786,0.877647714603679,0.7525206232813932,0.018203776899420293,0.008776515151522727,0.64878243513006,0.2943385805094731,1.1433399663200001,1.108993915510263
6587,0.29005847953216374,0.4949517684889228,0.6704819277108434,0.2737620103473762,0.4602752293577982,0.07336198662846229,0.2906354515050167,0.45994500458295146,0.013206851119894596,0.017568181818181816,0.3447185628742515,0.4716003279755848,1.00031911982,1.0325453627946255
4036,0.3309663046507936,0.5161218292249075,0.6646586345381527,0.30736634639024396,0.4341743119266055,0.0745702005730659,0.3313823857307692,0.43324167430522453,0.014975845410619236,0.017863636363636363,0.44327345309413174,0.5348377765808564,1.04705454676,1.0547341945578272
5547,0.28855472013366745,0.50618077884977,0.6847389558232932,0.29182557280118254,0.4577981651376146,0.07668099331423113,0.28896321070234116,0.4575618698441797,0.0146034255599473,0.019509090909090906,0.3458682634730539,0.476892503785867,1.01465193527,1.024703397034696
6434,0.264828738512949,0.900113135643587,0.5794846050873494,0.6090909090909091,0.3477828746178899,0.21911811525,0.2648829431438127,0.3473877176901925,0.025327184892411064,0.04243939393931817,0.4360878243516168,0.6555148269688374,1.14137563935,1.1821668948185644
5118,0.2883876357560568,0.5061307609862473,0.6650602409638554,0.334249815225425,0.4577981651376146,0.08659503342884432,0.288628762541806,0.4571952337305225,0.015067193675889328,0.020318181818181815,0.3472095808383234,0.47770218787046625,1.04180640811,1.0194816509567917
1313,0.3020646855229741,0.9667738478033107,0.5388697647730925,0.6791046352017738,0.34580602883348616,0.17123754946107927,0.3022694696605351,0.34555453712190654,0.03151515151515152,0.038772727272727264,0.5481608212148503,0.7218712561267802,1.24888595536,1.3496213390949132
5107,0.28671679197994987,0.5064308681673836,0.6387550200803213,0.29333333333333333,0.45568807339449535,0.07788920725883478,0.28628762541806024,0.4551787351054079,0.012985507246376812,0.01772272727272727,0.3458682634730539,0.47974267738312015,1.0510212320999999,1.0283127310159954
3292,0.41921470342522976,0.4893747767061412,0.6126506024096385,0.291529933481153,0.6855045871559632,0.05223018147086916,0.4200668896321071,0.6835930339138405,0.012548089591567852,0.011768181818181817,0.354874251497006,0.33567164515426734,1.0645868244399999,1.0246274554478265
4038,0.96194189176274,0.3153348418089729,0.9926372155291165,0.14560236511456023,0.5068297655458714,0.012217446673042025,0.9635823114080269,0.5065688970366635,0.24672815107588933,0.10755050505045453,0.9985362608095808,0.4120917681593184,1.73416305199,1.5582941056533897
5114,0.2880534670008354,0.5057806359415884,0.6736947791164658,0.29150036954915004,0.4590825688073394,0.07533428844317096,0.288628762541806,0.4584784601283226,0.014281949934123846,0.019127272727272725,0.3466347305389222,0.4785655300176903,1.0453074843,1.0268007537527692
977,0.8912907268170426,0.3244439978564932,0.9801706827309237,0.16633407243163342,0.46817660550458706,0.014637058261700095,0.8913043478260868,0.46837763519706693,0.1189064558629776,0.05693181818181818,0.9976047904191617,0.44560714072316737,1.54145707701,1.5381631491939023
980,0.05715190754661654,0.8730201262350386,0.6392235609106426,0.06859078590790835,0.16506116207935778,0.7656399235912129,0.057227591973244146,0.1648182095939505,0.0051100570926745715,0.16834848484840906,0.11395465069892216,0.790860004963663,1.15922145163,1.1688723449282215
90,0.514480646059315,0.46918840061985323,0.7966867469879518,0.26513919684700665,0.4920489296651377,0.04021808341284623,0.514771460423077,0.49159792239505046,0.02536671058411067,0.020518939393931818,0.5790019960076647,0.4477386230094919,1.13684084669,1.1010598569498342
557,0.2666388192706767,0.8992795045844585,0.5237617135210844,0.6391229366844051,0.3623088685013761,0.18664438077053486,0.26702898550668897,0.3619003971888176,0.024936319718919634,0.03645454545454545,0.4496606786423953,0.6699202562542044,1.3031278548899998,1.2351109332376327
4039,0.2702589807852966,0.8982374657627361,0.5522088353413656,0.6097314609504804,0.3553516819573394,0.17530245144866285,0.27068004459364553,0.3548732050109991,0.025827843653939395,0.03630303030295454,0.44359281437125747,0.6537268578617187,1.2838000453899998,1.1971749731922183
4,0.28905597326649957,0.5316898892463493,0.6803212851405622,0.2127716186252772,0.455137614678899,0.056929321872015284,0.2892976588628763,0.4549954170485793,0.011557312252964427,0.015490909090909088,0.3475928143712575,0.4775231634691733,0.990359184701,1.0409800488510241
5468,0.26357560568086885,0.9078242229370874,0.5291164658634538,0.6336782458728751,0.3525993883793578,0.1817892390957498,0.2637123745819398,0.3524289642529789,0.025068072024584984,0.035784090909090904,0.44007984031904196,0.665596452507565,1.31543762602,1.228372369063888
7489,0.4341409078253968,0.4508901988802969,0.9966532797861447,0.2928061098787879,0.32025993883807335,0.05203756765353391,0.4345039018946489,0.31973724411824017,0.734738691259552,0.7374999999999999,0.7153692614773653,0.6526854704606622,1.16572060783,1.1907536104790228
3290,0.1660985797827903,0.4919006788140378,0.7283132530120482,0.30232076866223206,0.36009174311926606,0.14813753581661893,0.16632107023411372,0.3593033913840514,0.017011857707509882,0.044363636363636355,0.24718562874251498,0.5906347319775669,1.01483918226,1.0169840683465659
5542,0.44789055973266495,0.31608163629879105,0.9976154618473896,0.35192165558019217,0.3373279816513761,0.06255670964660937,0.44774247491638797,0.33696150320806606,0.969038208168643,0.946590909090909,0.7008383233532934,0.6214860112438589,1.4844430762600003,1.5099683316587915
5,0.4105263157894737,0.5036798856736349,0.6455823293172691,0.2660753880266076,0.68348623853211,0.04974212034383955,0.4107023411371237,0.6826764436296976,0.012303557312252964,0.011940909090909089,0.3387784431137725,0.3273595575299941,0.983795218162,1.0259496321301007
5104,0.6641604010025063,0.48052578301749926,0.8159303882198796,0.26122197585661494,0.6368501529036698,0.030591372174546327,0.6647157190635452,0.6351970669110907,0.030790513833992096,0.019367424242431815,0.5826746506989222,0.34951213967919076,1.12130684392,1.0906553639343632
6598,0.2827067669172932,0.4687924258665483,0.6837349397590361,0.22450849963045086,0.45256880733944954,0.06067812798471824,0.2829431438127091,0.4522456461961504,0.01088274044795784,0.015468181818181815,0.35065868263473055,0.49212465698522206,1.0602669984100002,1.0623810976024162
2372,0.64578111946533,0.4520614505182037,0.7062248995983936,0.25460458240946043,0.7440366972477063,0.03013371537726839,0.6464882943143812,0.7437213565536206,0.014181818181818183,0.009136363636363635,0.47444311377245507,0.29132589108496854,1.04178798912,1.058444609357194
7,0.5044277360066833,0.49267595569863976,0.7777108433734939,0.2597487065779749,0.5375229357798165,0.040066857688634196,0.5046822742474917,0.5363886342804767,0.02361001317523057,0.01956363636363636,0.5049101796407186,0.39774507563767525,1.05349163175,1.051677610598416
86,0.2680311890835421,0.9046981064669185,0.533299866131526,0.6288494703133777,0.3565749235472476,0.17928207577196753,0.2683110367892977,0.3565536205316224,0.025292050944216073,0.035909090909090904,0.4491816367262276,0.6694993560213686,1.28777013131,1.2266205458406965
1316,0.42121971595655805,0.4931511254021055,0.6204819277108433,0.30069475240206944,0.6870642201834862,0.053572110792741164,0.4217391304347826,0.6878093492208983,0.013379710144927537,0.012345454545454547,0.35219161676646704,0.3314496257061909,1.05822678963,1.0193874132306182
6605,0.26998050682289054,0.8596820292964843,0.5824966532801205,0.5064055186001478,0.3392201834862385,0.19340974212034384,0.270066889632107,0.3391384051329056,0.021458058849354415,0.03865530303022727,0.4606786427142516,0.678173299287892,1.14962926342,1.1442117046573448
84,0.1643943191311612,0.4866488031441538,0.7939759036144578,0.2299778270509978,0.34293577981651374,0.11313276026743076,0.16434782608695653,0.3422548120989918,0.019652173913043476,0.0559090909090909,0.25235928143712577,0.6098126063725162,1.00521283692,1.0248863905913228
6823,0.8573517126148705,0.3680845837800529,0.9787901606425703,0.19089061345158906,0.4520068807339449,0.017663562559694364,0.8582775919732442,0.45142071494042163,0.13129117259552042,0.06519886363636364,0.9988023952095809,0.46132222787778804,1.47750928366,1.4863887544478644
4046,0.44667223614619883,0.49642729546284264,0.6347054886214859,0.2925597437797487,0.629816513761468,0.050254695956781274,0.4473244147157191,0.6278643446379469,0.014109793588063241,0.012378787878795454,0.4453493013968863,0.39615586611360115,1.03604332091,1.055806535379997
14,0.15639097744360902,0.4904751697036407,0.8102409638554218,0.2538359201773836,0.3358715596330275,0.13591212989493795,0.15635451505016723,0.3354720439963336,0.02137022397891963,0.06345454545454546,0.23952095808383234,0.6081343153806211,1.00256557485,1.0088710846207773
6443,0.4700083542188805,0.4416577349054811,0.8305220883534137,0.23104212860310425,0.5110091743119266,0.039016236867239734,0.4702341137123746,0.510724106324473,0.02560210803689065,0.023318181818181814,0.4868982035928144,0.41134815525268903,1.0818586577399998,1.0803958935425704
2374,0.4158730158730159,0.4656162915328566,0.6255020080321285,0.2704508499630451,0.684954128440367,0.048901623686723975,0.41638795986622074,0.6857928505957837,0.011857180500658761,0.011095454545454544,0.35085029940119766,0.3352547027620207,1.04990303772,1.042684202280801
6204,0.15889724310776943,0.4797963558415433,0.7843373493975904,0.2823651145602365,0.3502752293577981,0.14111747851002868,0.15909698996655516,0.35013748854262144,0.01927272727272727,0.05027272727272727,0.2358802395209581,0.5891384974951621,1.02344813692,1.0127852004539515
3281,0.2889366272823726,0.9380135762777557,0.5499139414799197,0.7182346109179601,0.3391218872871559,0.18836130440711557,0.28927376970903007,0.3392693466021998,0.032015810276679844,0.04128571428568181,0.5309153122328144,0.7307314124729474,1.2858826849,1.3500492212627784
1323,0.44062537295655807,0.4479635584140579,0.9929718875502009,0.4189631506711013,0.3178243774573394,0.07729567471680994,0.44099378881939805,0.3175330627213565,0.7035573122529645,0.7048701298704545,0.7384088964924551,0.666371307053096,1.30133173669,1.219541563417176
1312,0.8791423001921468,0.4410116708345627,0.7864792503343373,0.25718157181522544,0.7771406727844036,0.022743553008595988,0.8807134894096991,0.7768102658111824,0.018098375054888014,0.008670454545454545,0.6297804391214372,0.2846507004192832,1.2276408622700001,1.1322877818754633
983,0.16507936507936508,0.481046802429611,0.7542168674698795,0.29014042867701406,0.35642201834862386,0.14813753581661893,0.16515050167224082,0.3560036663611366,0.019019762845849802,0.05218181818181818,0.25063473053892216,0.603128865167476,1.00881657299,1.020479354496996
5850,0.1637761069340017,0.48199714183654235,0.7913654618473895,0.28677014042867705,0.34211009174311924,0.14106972301814708,0.16384615384615384,0.34170485792850597,0.020110671936758896,0.05554545454545454,0.24776047904191617,0.600064645811677,1.01654628481,1.0088093544163077
6940,0.29106098579782785,0.5111075384067564,0.6751004016064257,0.28269031781226905,0.4614678899082568,0.07310888252148998,0.29163879598662207,0.4612282309807516,0.013739130434782608,0.01797272727272727,0.3470179640718563,0.47244385085195584,1.01062735791,1.0261813735288605
5846,0.2908939014202172,0.508606645230621,0.6688755020080321,0.2864449371766445,0.4578899082568807,0.0733046800382044,0.2909698996655518,0.4577451879010082,0.013802371541501974,0.018095454545454547,0.34912574850299405,0.4766125829471486,1.04175569235,1.0270144366006804
4714,0.15615705931495405,0.46659163987154934,0.7961847389558232,0.2787287509238729,0.33743119266055044,0.14536771728748804,0.1562207357859532,0.33675527039413383,0.02140711462450593,0.06195454545454545,0.2391377245508982,0.6070736878976658,1.0238738877299998,1.0144992963702182
5845,0.2983649600192147,0.9353340478745749,0.5844807802640561,0.6393622637531413,0.3405635648756881,0.16891799699832855,0.29887720974749166,0.34070970276260315,0.02883116883109355,0.0369090909090909,0.5176390076991617,0.6872978611692176,1.3383740472,1.2584640561887963
7636,0.1548203842940685,0.46219006788155137,0.7845381526104418,0.25853658536585367,0.34660550458715594,0.14312320916905444,0.15505016722408027,0.34628780934922093,0.017992094861660077,0.05554545454545454,0.23415568862275452,0.6002606773677823,1.02409374464,1.0265476175906414
6949,0.2907268170426065,0.49727759914272857,0.6835341365461847,0.2631485587583149,0.45834862385321096,0.07059694364851958,0.291304347826087,0.45811182401466544,0.013233201581027669,0.017604545454545456,0.34874251497005987,0.47646396530780977,0.9965190474529999,1.0354399605342153
5465,0.15747702589807852,0.4719935691320014,0.782128514056225,0.2850849963045085,0.33944954128440363,0.1471824259789876,0.15752508361204015,0.33932172318973425,0.020616600790513834,0.0614090909090909,0.24105389221556886,0.6070714947440701,1.02981385356,1.0138551014502626
7643,0.41904761904761906,0.47479456948927284,0.6433734939759036,0.271189948263119,0.6841284403669724,0.04913562559694365,0.4193979933110368,0.6839596700274978,0.012819499341238473,0.01193181818181818,0.3516167664670659,0.33353819868387913,1.01998047349,1.0392239368091791
6931,0.6536340852130326,0.4595641300466094,0.7666666666666666,0.26169992609017,0.6963302752293578,0.03052531041069723,0.6538461538461539,0.695692025664528,0.02250329380764163,0.014318181818181817,0.5075928143712576,0.30844098091579464,1.0821374467799998,1.0651433039825156
5456,0.506544138122807,0.46022686673828517,0.885709504685743,0.24996304508499628,0.4996941896009174,0.03835959885386819,0.5069676700117057,0.4992361747635197,0.038348704435573124,0.03198484848477272,0.5601596806390419,0.4401373313020299,1.14901323302,1.0970234305403574
984,0.2659426343634085,0.8757294271762686,0.5774765729588354,0.5760285784671102,0.33944954128440363,0.21187519898113658,0.26627647714548497,0.33868010999083414,0.02349582784366271,0.04084469696977272,0.45812375249532933,0.6840455327922871,1.1808069614,1.1782667301643024
8,0.4154831523249791,0.43661426700069184,0.9981593038825302,0.22441488051293423,0.303440366972477,0.04218401782879656,0.4161092530652174,0.30323861900366633,0.6504172156337286,0.6890151515159091,0.7276646706586826,0.6943242034600537,1.13715619384,1.1926276633065709
7646,0.2049568365355054,0.8382160295354906,0.5803212851405622,0.527962552353289,0.3650611620793578,0.20992518306279848,0.20504459308862877,0.36465016804124656,0.01901185770750988,0.04027651515159091,0.3070658682634731,0.5935374944818588,1.23374927232,1.0774153358688519
