,EXEC,MEM,FREQ,L3MISS,L2MPI,PhysIPC%,L3HIT,GT,Pred
7931,0.6537176274018379,0.47683696558269983,0.5860279441120958,0.27319536831781227,0.016227272727272726,0.6370302474793766,0.7856425702811245,1.1507541646200001,1.144410466367861
3160,0.2852130325814536,0.49822793854965997,0.3443353293413174,0.27263858093126386,0.016986363636363636,0.4549954170485793,0.6538152610441768,1.09690631953,1.058749213238383
3388,0.2705374547477025,0.8890675241160731,0.4654690618759282,0.5263858093126387,0.04097727272727272,0.3379162847543538,0.5901941097720884,1.15317602251,1.1855081847785098
2747,0.4183792815371763,0.49590210789585415,0.35008383233532936,0.31098300073909835,0.012050000000000002,0.6876260311640696,0.6090361445783132,1.04874136538,1.0508557188066545
5819,0.25048732943441937,0.8917768250573033,0.3937724550898204,0.5470312884951959,0.038946969697045454,0.3580812710054996,0.5953815261044176,1.15777756407,1.1904452341768732
5423,0.2634363686992481,0.88573299988206,0.45429141716598803,0.5968465139201774,0.042624999999999996,0.33730522456461964,0.5655957161977913,1.22374252566,1.2261970455566344
2750,0.2862155388471178,0.505755627009827,0.3435688622754491,0.29049519586104955,0.018618181818181815,0.4560953253895509,0.6702811244979919,1.05612417448,1.054931848446463
1518,0.29139515455304926,0.5169096105753901,0.35123353293413173,0.3015225424981523,0.01927272727272727,0.4568285976168653,0.6809236947791165,1.05375683192,1.0525807338981565
7921,0.24798106377025897,0.8738537572954176,0.391377245508982,0.5846267553584628,0.03804545454545454,0.35823403605224563,0.5677710843373494,1.2016261106200001,1.209307840894181
5821,0.4233918128654971,0.49195069667756053,0.3479760479041917,0.2788470066518847,0.011768181818181817,0.6925756186984419,0.6206827309236947,1.02590952948,1.0477222176085241
2647,0.14628237259816207,0.45896391568433687,0.21403592814371258,0.2828085735402809,0.06004545454545455,0.34995417048579286,0.7642570281124498,1.0629246912399999,1.0352419001294508
47,0.2783347257034252,0.9182446111705673,0.49564870259449106,0.6068489775801922,0.042352272727272725,0.3339443935224565,0.5776439089688756,1.23639968365,1.242202709034531
2304,0.906641604010025,0.34878081457675914,0.9988023952095809,0.1645971914264597,0.08284090909090909,0.47685609532538953,0.9871987951807228,1.46703305341,1.537708400553466
1356,0.28638262322472846,0.5021043229726695,0.3435688622754491,0.3008130081300813,0.01762272727272727,0.45664527956003664,0.6437751004016065,1.06932882309,1.0588303610189733
5822,0.1465329991645781,0.44986066452320467,0.21978443113772456,0.2612564671101257,0.06868181818181818,0.3404216315307058,0.8144578313253013,1.07130541289,1.0453065043821879
4754,0.441938178780284,0.4194355126825364,0.7496321642433533,0.28955759687509236,0.7152597402590908,0.3126882283620531,0.9965576592078313,1.26836149816,1.2732997127095298
4758,0.2934001670843776,0.5122579492677787,0.34874251497005987,0.28156688839615673,0.017277272727272728,0.4617781851512374,0.6586345381526103,1.06649354263,1.0530899644807217
5216,0.658590921748538,0.4559336667863365,0.5523353293413173,0.25944813993643756,0.019420454545454543,0.673082798655362,0.8405287817941767,1.18034508684,1.1685417139695893
6262,0.4183792815371763,0.48652375848534707,0.3472095808383234,0.29522542498152254,0.012145454545454544,0.6903758020164986,0.6154618473895582,1.07251570694,1.0537324137522184
38,0.9197994987468671,0.367771972133036,0.9988023952095809,0.1737620103473762,0.12610795454545454,0.4853345554537123,0.992093373493976,1.4674906556600003,1.4992461555691068
2554,0.32999164578111945,0.5200607359773206,0.4467864271453893,0.3002710027095344,0.019814393939386363,0.43171402383134744,0.6929384203483937,1.07539662934,1.0808178505660164
4339,0.2531328320802005,0.9303322615223045,0.39393213572886226,0.6244887903429417,0.04044318181818182,0.3580812710054996,0.5572289156626506,1.20650809845,1.2647187984491626
7929,0.5257588415480368,0.48538168393532877,0.5769261477049102,0.2736881005173688,0.022458333333340907,0.5105407882676444,0.8229585006696788,1.11606156801,1.1341173684060437
5214,0.4391932211478697,0.41455877099032323,0.7482634730538922,0.23967902016703624,0.6996753246749999,0.3121644624848762,0.9974182444066266,1.2633052924200001,1.2622359267582515
5226,0.26357560568086885,0.9351256401094801,0.44135728542946107,0.6596945060354767,0.038261363636363635,0.34998472349495874,0.5543842034809237,1.35221336742,1.2920280032255063
2900,0.4368063014678363,0.44642729546246745,0.7156886227544911,0.5207475451382114,0.842857142856818,0.3225088385490376,0.9922547332188755,1.38680418038,1.3282321912654262
7535,0.2907268170426065,0.5143336906039708,0.3502754491017964,0.2850554323725055,0.01814090909090909,0.4575618698441797,0.6698795180722892,1.03309628482,1.0529792052703155
2644,0.41637426900584795,0.4844230082173935,0.3439520958083832,0.2905838876570584,0.011677272727272727,0.6885426214482128,0.6066265060240964,1.08293356985,1.0529265402387105
1355,0.1640768588137009,0.4901250446589818,0.24833532934131736,0.2999852180339985,0.054818181818181815,0.3517873510540789,0.7550200803212851,1.0301904448299999,1.0351611911032674
5808,0.47969924812030074,0.45413719185439594,0.4957125748502994,0.1998521803399852,0.025127272727272724,0.5092575618698442,0.8548192771084338,1.11080854408,1.1299409522971546
5412,0.4187134502923976,0.4893247588426185,0.3498922155688623,0.27855136733185515,0.011309090909090908,0.6867094408799267,0.6176706827309236,1.01581623228,1.052026755296273
7522,0.2820384294068505,0.4764701679172834,0.348934131736527,0.2650406504065041,0.016268181818181814,0.45279560036663613,0.6652610441767068,1.12145612765,1.0719486809799788
1505,0.29752953813116123,0.9280100035732148,0.5188708297686229,0.6819554429312639,0.03910064935068182,0.34018593688634274,0.5639701663795181,1.34966889005,1.2886952089046233
5415,0.41069340016708433,0.4553876384424635,0.34548502994011976,0.266459719142646,0.01054090909090909,0.6846929422548121,0.615863453815261,1.0826756904700001,1.0750936155791775
3158,0.16847117794486213,0.4916505894964243,0.2569580838323353,0.29679231337767925,0.050227272727272725,0.3473877176901925,0.7383534136546185,1.0342185108600002,1.0375196358746634
7935,0.2659426343634085,0.9032392521137561,0.441516966067545,0.6386055678743533,0.03526515151522727,0.35624809043721356,0.5212516733604418,1.32937182074,1.282639864240322
2654,0.16619883040935673,0.4925759199715943,0.2550419161676647,0.30025129342202517,0.04045454545454545,0.35527039413382216,0.7128514056224899,1.0476141828399999,1.0413022490587456
3425,0.44897959183709274,0.41825652018628734,0.7407356715142516,0.2945623482202513,0.7490259740249998,0.32237789707974335,0.9964142283423696,1.2777042892000001,1.2787086642937067
6760,0.29347177467502084,0.8519113969281358,0.5524037639003594,0.5476507232609018,0.04009415584409091,0.31700929684417967,0.6044176706827309,1.20018878906,1.1753959422816962
6757,0.44402673350041766,0.48934143146337594,0.45333333333365267,0.2909337275195861,0.011977272727272724,0.6220592728386801,0.629016064257028,1.1239348814,1.1061838407416842
1516,0.16073517126148704,0.47984637370506605,0.24162874251497005,0.2780487804878049,0.058227272727272725,0.3409715857011916,0.769277108433735,1.04378960032,1.0357335980118854
2995,0.4208855472013367,0.49362629510557116,0.35104191616766467,0.30350332594235035,0.011827272727272724,0.6885426214482128,0.6036144578313253,1.0599953144399998,1.0515455198991388
2736,0.16725146198830407,0.4922257949269354,0.24910179640718566,0.31098300073909835,0.04727272727272727,0.3578368469294225,0.7409638554216867,1.0266392150900001,1.036681328372623
3389,0.9533208020050125,0.3276638978207673,0.9988023952095809,0.18061714708056173,0.08272727272727272,0.5019477543538039,0.9869477911646586,1.57236039164,1.6083428762877983
1345,0.2918009308989139,0.9235441229020807,0.530094097519521,0.6895575968750924,0.038753246753181814,0.3429357077387718,0.5332759609869479,1.32390438782,1.3191334532261219
1348,0.5025898078529657,0.4902500893177886,0.49475449101796404,0.29155949741315595,0.018704545454545453,0.5486709440879927,0.7670682730923695,1.1012340442,1.095172131891906
1514,0.2907268170426065,0.5026295105396579,0.34778443113772456,0.2839911308203991,0.01780454545454545,0.4577451879010082,0.6650602409638554,1.05540626388,1.0569977357728175
506,0.29223057644110273,0.5077813504824966,0.3525748502994012,0.28679970436068,0.018259090909090905,0.4559120073327223,0.6692771084337349,1.04725396674,1.0563076838417036
1101,0.4927596769699248,0.44761819697443644,0.5641516966064671,0.22714954422320768,0.03046969696977273,0.4822792545068744,0.8622824631857429,1.20825650396,1.1689288334374812
2751,0.5126705653024227,0.4735232821243206,0.5836327345312575,0.2798226164079823,0.02205681818181818,0.4890009165902841,0.7786144578313253,1.0601562778799998,1.1443155745401883
36,0.3316624895572264,0.5166220078601346,0.44854291417197606,0.2917960088691796,0.018045454545454545,0.43033913840513294,0.6822289156626506,1.07948232008,1.0824353054617384
5211,0.2763854079640768,0.8924020483513372,0.494211576845988,0.5950726780000001,0.04057954545454545,0.33424992361778183,0.5697791164658634,1.25182312732,1.229783352661074
3433,0.27610693400167086,0.8915684172922085,0.47153692614802395,0.568982508007391,0.04379924242431818,0.332569508096242,0.5967202141897591,1.1853922271600001,1.1942728688878215
5408,0.6504594820384293,0.457338335119849,0.4968622754491018,0.2608425720620843,0.016886363636363633,0.6967919340054995,0.7977911646586345,1.07910576409,1.1246308108732086
6759,0.20398217766666668,0.4959062760519814,0.32814371257485037,0.2635624538063563,0.05776515151522727,0.3354720439963336,0.7966867469879518,1.07934803268,1.0521749714690993
2556,0.29287504475438597,0.9742765273317164,0.5072369546625151,0.70169992609017,0.04518181818181817,0.34201911745462876,0.6164658634538153,1.3531478410100002,1.2882930430223944
6266,0.26900584795321636,0.8655174467078832,0.47185628742514973,0.5526730721847746,0.04223484848477272,0.32584784601283223,0.5662650602409638,1.26659042424,1.1982824224077169
37,0.49986076301837923,0.496989996427473,0.5807584830342516,0.2733431879778271,0.028935606060681816,0.46471127406049495,0.8500669344046186,1.07943281418,1.117932374949459
2545,0.1726315789473684,0.48712397284761955,0.2592574850299401,0.29229859571322986,0.04395454545454545,0.3593033913840514,0.7421686746987951,1.02489802269,1.0422255243771867
3006,0.2887218045112782,0.5094819578422685,0.34874251497005987,0.29637841832963785,0.018095454545454547,0.45701191567369387,0.6574297188755021,1.05742383125,1.0563977829012543
2646,0.28788638262322475,0.5122329403360172,0.3441437125748503,0.3037989652623799,0.018845454545454544,0.4588450962419799,0.6562248995983936,1.08318084363,1.0537635235315628
39,0.21927039821804511,0.4993658449448015,0.36790419161676646,0.32655826558314854,0.04375,0.34204094103299726,0.7441432396255021,1.0483017644200001,1.0710162402668943
2653,0.5101642996382623,0.49065440038084696,0.5719760479041917,0.28408474993791577,0.02023484848484091,0.49404216315307065,0.7720883534136547,1.1010867160299997,1.1215677347815065
502,0.28671679197994987,0.5051804215793159,0.3441437125748503,0.29046563192904656,0.018754545454545454,0.4553620531622365,0.6654618473895582,1.05029818047,1.0552614422225588
1508,0.860797827903091,0.36902241872110364,0.9988023952095809,0.19103843311160387,0.07857954545454544,0.4525664527956004,0.9809236947791165,1.4922048209299998,1.4924419108516278
5212,0.3306878306875522,0.5213111825653881,0.4474251497005988,0.3040157674308943,0.019704545454545454,0.43095019859486705,0.691432396252008,1.0779619974899999,1.0807122019209934
500,0.19327485380116957,0.49359294986280583,0.30722554890251497,0.3292436560724316,0.0666590909090909,0.37289948059853345,0.8005354752339356,1.0925029779100002,1.0537474014794692
2992,0.429526196443609,0.4878528045734147,0.7317023096661078,0.6409038116348854,0.7642857142863635,0.31111693073235563,0.9882386689618474,1.28724423743,1.3247753328976462
4904,0.4395512591002506,0.4490889603433187,0.7162360992297006,0.4630978777324465,0.8483766233772727,0.3240801361787351,0.9936890418815261,1.30274124436,1.2874756451683416
46,0.44012809802255637,0.4788585209004927,0.731337325348982,0.3229120473022912,0.6821969696977273,0.31668194317140236,0.9958165997319277,1.16146497311,1.1504668255995623
4905,0.16688387635756055,0.485448374419609,0.24565269461077846,0.29197339246119736,0.04427272727272727,0.357653528872594,0.7477911646586346,1.04009226778,1.038735597282451
4006,0.173249791144528,0.49577706323704746,0.26308982035928147,0.3035920177383592,0.05413636363636363,0.34812098991750684,0.7413654618473895,1.02436243857,1.03594738960009
3007,0.19617098301336675,0.48263070144158005,0.32590818363305385,0.30886917960088695,0.05909090909090908,0.33959670027497707,0.7869812583664658,1.0757529676200002,1.061874344061849
2906,0.8675856307435255,0.44843098725793085,0.6382435129743712,0.2335057896038433,0.00859090909090909,0.7546593339440881,0.7946787148594378,1.2326627189100001,1.1838354868740828
5418,0.4731829573934837,0.4532618792427486,0.5095089820359282,0.2572357723577236,0.03581818181818181,0.4923923006416132,0.8891566265060241,1.08523834384,1.1498720677132195
1515,0.16160401002506264,0.48814933904983493,0.24028742514970064,0.29371766444937175,0.05381818181818181,0.3510540788267644,0.7431726907630521,1.03539169869,1.032784049655541
1504,0.27610693400167086,0.8882338930569446,0.4710578842318563,0.5620842572062085,0.03929924242431818,0.3382218148487626,0.560575635876506,1.19733506741,1.21428278848735
1351,0.41386800334168755,0.4787209717758052,0.3447185628742515,0.29407243163340724,0.011636363636363634,0.6865261228230982,0.6050200803212852,1.09140495062,1.0584026116784886
2113,0.9000626566416039,0.36416130760999077,0.9988023952095809,0.17409460458240947,0.07284090909090907,0.47284601283226396,0.9829317269076306,1.51472996715,1.4999652704279636
5205,0.20069618490643273,0.4922591401684503,0.32814371257485037,0.29485094850997784,0.06439393939386363,0.33211121295417056,0.8167670682730924,1.07450756511,1.0555168957528411
4341,0.2905597326649958,0.5116077170419835,0.3475928143712575,0.296969696969697,0.018318181818181817,0.45921173235563706,0.6576305220883535,1.0648083913,1.0543978187907612
5818,0.2653856864385965,0.9113671549374461,0.441516966067545,0.6474993840842573,0.03669696969704545,0.3522761992053162,0.5441767068273092,1.3755235588499999,1.2765416774698997
1511,0.8688387635756056,0.46189412885654224,0.6548502994011977,0.26627248090613453,0.008875,0.7413687748240146,0.7707496653283132,1.15733269208,1.1727898480548973
7524,0.28604845446950705,0.490000000000175,0.35142514970059885,0.27686622320768667,0.017386363636363637,0.4537121906507791,0.665863453815261,1.0615675179100001,1.0656515496819314
4763,0.6602617655246449,0.49417649160432087,0.5976846307382037,0.2736388272978566,0.017901515151522725,0.6153376107543539,0.7866465863453815,1.1245495885299999,1.1177585126686889
4344,0.33389028125898074,0.5317940931295219,0.4538123752498204,0.3196353781714708,0.02021969696970454,0.43171402383134744,0.6890896921014056,1.07655130971,1.0797949736175791
7531,0.8787444802506266,0.3610753840656882,0.9964071856287426,0.194213916165558,0.08698051948045454,0.46327091790009167,0.9856569133674699,1.45879012657,1.5171380833182104
4764,0.44722918407101087,0.49127962367488076,0.44614770459113773,0.2853904902690318,0.013128787878795452,0.6292392300641615,0.6487617135210842,1.08684821089,1.09855804007357
4756,0.4469507101086048,0.4894456353452981,0.4506187624747306,0.26427691549593496,0.011011363636363635,0.6261839291173236,0.6313587684066265,1.1061118462000001,1.100053791936045
6261,0.4208855472013367,0.49162558056466293,0.3451017964071857,0.28999260901699925,0.011877272727272726,0.6916590284142987,0.6182730923694779,1.05726997371,1.0475273380730772
1352,0.9663742690058479,0.34699892818876277,0.9964071856287426,0.18845158906134515,0.101875,0.5087076076993584,0.9887048192771084,1.55114828018,1.5615770751920572
40,0.29156223893065997,0.5173097534835718,0.35429940119760484,0.2950776053215078,0.018413636363636365,0.45554537121906513,0.663855421686747,1.05813753291,1.0541796422788083
3381,0.2908939014202172,0.510082172204541,0.3443353293413174,0.2797930524759793,0.01705,0.46159486709440883,0.6632530120481928,1.0461143177299999,1.0524632084455814
4012,0.3252575884152047,0.5156841729190837,0.45093812375281433,0.30805617147080566,0.019848484848477274,0.42667277726856095,0.6917670682730924,1.12364200487,1.0877419674469144
4007,0.28153717627401836,0.8946945337623774,0.4784031936124551,0.5720867208677014,0.04114393939386363,0.33577757409074244,0.5764725568945783,1.21292701859,1.2087890842321705
7528,0.2754107490952381,0.8894843396450123,0.4713772455089821,0.5466863759541759,0.03768181818181817,0.34081882065352886,0.571285140562249,1.1891352503100001,1.2044560900857189
7924,0.27220829852380946,0.9082410384660266,0.4903792415166468,0.6041635870909091,0.042147727272727274,0.33058356248120996,0.5629183400271084,1.2550338487200001,1.2478348364487517
