,EXEC,FREQ,L3MPI,L3HIT,INST,GT,Pred
3009,0.14738512949039265,0.21403592814371258,0.15854823304680038,0.739558232931727,0.5766906436579264,0.959647757411,0.9300934732659416
3014,0.4275967697017544,0.6899800399204791,0.04112145813443171,0.9984939759036146,0.6409815665826967,1.14176777054,1.142595188935775
3016,0.28721804511278193,0.3429940119760479,0.07685768863419293,0.6544176706827309,0.4735863872441939,0.9705875576899999,0.9719006379983913
3017,0.16664995822890558,0.25427544910179645,0.15162368672397325,0.7349397590361446,0.6044351164321194,0.924300448275,0.9538068957487507
3021,0.26677805625146195,0.4261876247501797,0.21776504297994267,0.5697791164658634,0.6362191590065733,1.0802786535100002,1.0826006044513443
