,EXEC,IPC,L3MISS,INST,INSTnom%,PhysIPC%,L2MISS,L2MPI,L3MPI,L3HIT,FREQ,MEM,GT,Pred
1409,0.2868838763575605,0.4588990825688073,0.2905838876570584,0.4713356580337001,0.28729096989966557,0.4584784601283226,0.013575757575757576,0.018436363636363633,0.0774355300859599,0.6636546184738955,0.34050299401197603,0.5034047874242599,1.05102347673,1.0335746218493256
1414,0.4266221108329156,0.31444954128440367,0.2752648435580192,0.6681953576544847,0.42697881828260875,0.3142377024133822,0.7031181378998682,0.7185606060613636,0.05108643744030564,0.9968206157961846,0.7184031936124551,0.42179647493209066,1.19116557984,1.25597646410718
1416,0.29156223893065997,0.4588990825688073,0.292919438285292,0.478319485739356,0.29163879598662207,0.4584784601283226,0.01396574440052701,0.018190909090909087,0.07464660936007642,0.6672690763052208,0.35142514970059885,0.5134083601288009,1.00949808019,1.0413702120810049
1417,0.2741576162631579,0.3383792048931193,0.5652131066770141,0.6840029629974375,0.27452619843979936,0.3380690498010999,0.025103205972779975,0.04337878787886364,0.20566698503653297,0.5962182061576305,0.47281437125748504,0.8905263784679851,1.19186073017,1.2695988095326687
1421,0.42305764411027563,0.691743119266055,0.2813303769401331,0.32897554405874563,0.4234113712374582,0.6912923923006417,0.012376811594202898,0.011368181818181817,0.05032951289398281,0.6154618473895582,0.35085029940119766,0.4944265809219344,1.00060802437,1.025905051100619
