,EXEC,MEM,L3HIT,GT,Pred
7024,0.2300751879699248,0.886066452304711,0.551004016064257,1.16159376876,1.2503331964804585
2991,0.4198830409356725,0.4767452661666583,0.6248995983935742,1.03978492315,1.0442957589245758
2086,0.4954051796157059,0.45536262951070217,0.8493975903614458,1.08414163931,1.1013958516886562
7256,0.40183792815371766,0.4343301178994049,0.9975903614457832,1.1332204181,1.194126505011685
7462,0.8788638262322472,0.4515612718829766,0.7568273092369479,1.13010938798,1.1020720192448814
1822,0.15642439431913116,0.46181493390513106,0.769277108433735,1.04243701073,1.0427486311453353
5273,0.1554051796157059,0.4613647731334268,0.7769076305220884,1.04779835919,1.0433311560424239
7579,0.2902255639097744,0.49537692032886577,0.6821285140562249,1.01993803796,1.0294449721262693
5259,0.420718462823726,0.4789710610934187,0.6335341365461847,1.0193569304899999,1.042232706308074
2682,0.4128654970760233,0.47561986423739755,0.6277108433734939,1.0391006384600001,1.0448130494126184
6399,0.2893901420217209,0.4944765987854571,0.6710843373493975,1.0229874143200002,1.031442763788926
7026,0.15602339181286548,0.46526616648819763,0.7740963855421685,1.02402701903,1.0401219675170292
1812,0.6401002506265664,0.4458592354413883,0.7815261044176707,1.1319088667200001,1.101606481476791
4862,0.4165413533834586,0.4741443372634777,0.6289156626506024,1.03162208744,1.0454374916671871
5191,0.2653856864385965,0.8832321067059247,0.582998661312249,1.20741778878,1.190779733894423
7298,0.8922305764411027,0.4469096105753651,0.7676706827309236,1.10365538619,1.1146394593909288
7961,0.14136730715705934,0.8821900678817014,0.5617469879518072,1.208734963,1.260973367087105
677,0.287719298245614,0.4922007859951741,0.7016064257028112,1.01799579159,1.0291726560617804
3169,0.6546365914786967,0.4786209360487598,0.7164658634538152,1.07740717475,1.0476244593791957
5838,0.8326769304210526,0.3435869953550709,0.9879518072289157,1.4418942447799998,1.4732424502838364
1303,0.2895572263993317,0.4992032868883527,0.6773092369477911,1.04452025431,1.028066046891372
5190,0.41604010025062654,0.47174347981438786,0.6285140562248996,1.0366433953899998,1.046834901970223
3030,0.14230576441102757,0.4408074312255951,0.7933734939759036,1.06524017708,1.0613127600806362
5305,0.2684489000275689,0.8569727283565048,0.5689424364126505,1.1841866869600002,1.183380548620101
6554,0.1580952380952381,0.46329046087905085,0.7873493975903615,1.04956486606,1.042527913050744
277,0.2908939014202172,0.495602000714718,0.6929718875502009,1.0316866954200001,1.0280330148288728
6006,0.4153717627401837,0.4700928903181386,0.621285140562249,1.0259975048899999,1.0483974258699822
3145,0.16143692564745196,0.4752697391927385,0.75,1.02423742636,1.0330074676920606
4510,0.41604010025062654,0.4733690603788758,0.6251004016064258,1.0404050787299999,1.0462229762658173
6330,0.42425508214954055,0.43623913302302114,0.9949799196787149,1.2092083604600001,1.194442264201058
900,0.42121971595655805,0.4784208645946689,0.6335341365461847,1.04351112713,1.0425301332504713
2330,0.21537176274018377,0.8810646659524405,0.5610441767068273,1.15062528441,1.2356546140937126
6116,0.42005012531328323,0.47764558771006704,0.6395582329317269,1.03648874798,1.0425045252031562
4094,0.14427736006683373,0.45003572704553413,0.7911646586345381,1.04471536563,1.0529626592930361
365,0.287719298245614,0.49347624151500297,0.6825301204819276,1.06277051159,1.0304422371437911
4389,0.22690058479532163,0.8970703822797059,0.5267068273092369,1.1812611023000001,1.2999810990611493
7568,0.2893901420217209,0.4935762772420484,0.673293172690763,1.0217202455399998,1.0315999963153213
471,0.1241436925647452,0.4187745623438438,0.7648594377510041,1.10756313567,1.0759818658539144
7458,0.270815928710944,0.8884423008220395,0.57613788487249,1.24873636683,1.2035188483427108
3645,0.02589476468947368,0.9053233297609523,0.6383868808564258,1.20268713927,1.211302036374833
6555,0.2659426343634085,0.8782303203536542,0.5704484605090362,1.22980370683,1.202677845989855
7670,0.2653856864385965,0.8999047278797426,0.5799866131194779,1.21815803511,1.2117780625893997
1908,0.15697577276524646,0.46389067524132327,0.7524096385542168,1.04420024671,1.0409382418080941
4743,0.885547201336675,0.45116112897479493,0.7839357429718876,1.10796697927,1.1170227965329085
1299,0.4128654970760233,0.4523865666311012,0.615863453815261,1.09186533507,1.0589787340195267
3025,0.8624895572263993,0.44760986066468295,0.7222891566265061,1.14149342589,1.090292217711979
5186,0.6502923976608187,0.45446230796729353,0.802008032128514,1.08354202364,1.1003270503879778
5837,0.26928432191562235,0.9249136596410948,0.5507028112449799,1.28017446246,1.2811275222453644
5264,0.27109440267335005,0.9080326307021823,0.5297858099066265,1.21891783207,1.2918932278855202
6661,0.15939849624060148,0.4596391568418934,0.7688755020080321,1.0497468524299998,1.0447066195902213
7676,0.4256474519632414,0.3780516851266088,0.9996653279789157,1.3074119559200001,1.3008653930990315
732,0.15099415204678363,0.45121114683831764,0.7917670682730923,1.0505216935200001,1.0526451311777132
4500,0.16213868003341686,0.47041800643103626,0.759437751004016,1.03230518347,1.0363860569956334
1607,0.4321518080918964,0.35589496248637226,0.9967010900742972,1.3705813583200002,1.342166126723412
6017,0.29005847953216374,0.51320828867471,0.6592369477911646,1.03992125719,1.0246843499832963
3630,0.15856307435254802,0.46006430868183634,0.823293172690763,1.0481481291299999,1.0489729546856883
3917,0.2755499860760233,0.8844825532927418,0.57613788487249,1.21919842915,1.1979619501905763
2022,0.6507936507936508,0.4536370132191688,0.7767068273092369,1.08029632961,1.0913549807626333
2607,0.28855472013366745,0.49150053590585613,0.6692771084337349,1.03768082792,1.0332635285917962
6381,0.8966861598412698,0.44332499702248784,0.8263052208835341,1.16222562703,1.1544764789387116
7960,0.26468950153132825,0.8680183398827681,0.5930388219548193,1.16176490613,1.16337988983028
6028,0.6645781119465329,0.4470971775635752,0.8211178045512048,1.12567095304,1.1198533224103158
4461,0.14999164578111945,0.4566130760987698,0.8088353413654619,1.05496138071,1.0494688138202435
7845,0.2606516290726817,0.8917768250573033,0.5845046854086345,1.1764755098200002,1.1987771524161797
3246,0.8779239766081871,0.3063281529118636,0.9892068273092369,1.53849042546,1.5738275681342313
299,0.2818713450292397,0.46671668453035614,0.6640562248995984,1.10655818402,1.0476235605187505
2683,0.29139515455304926,0.5002786709540908,0.6668674698795181,1.03692425608,1.0291446735220067
2971,0.48888888888888893,0.46351554126490296,0.801004016064257,1.03438919076,1.0742786991764475
3140,0.942251461988304,0.3021078956771355,0.9948544176706827,1.60576491071,1.6115467538892572
4224,0.17060985797827904,0.48374776705983696,0.7431726907630521,1.01333548235,1.0280009514624946
3481,0.15104427736006681,0.4494855305467844,0.7983935742971888,1.05226187909,1.0548971716217446
3639,0.1386299081035923,0.4301286173634977,0.8353413654618475,1.08815564412,1.078667331571386
1208,0.9211123045697578,0.3389424794568913,0.9885255306937751,1.47046397825,1.5096658789728514
1882,0.26608187134502925,0.89344408717431,0.5503681392238956,1.2914680541299999,1.2466634246704147
5007,0.2705374547477025,0.9038644754077898,0.5538821954487951,1.20857833,1.251549372078813
2955,0.41971595655806176,0.478420864594669,0.6355421686746988,1.02626910606,1.0423892495554423
6509,0.1530827067669173,0.45706323687047407,0.8036144578313253,1.04673612163,1.0488173468325526
6397,0.16357560568086882,0.46926759557001396,0.7987951807228916,1.02618275811,1.0386962083023765
7571,0.2908939014202172,0.49867809932136437,0.6857429718875502,1.01149375,1.0271707328893096
6021,0.27749930381537175,0.9103251161132226,0.5769745649267067,1.29185722986,1.2228738256401848
291,0.13033973823475356,0.9040728831728847,0.5456827309236948,1.2236849325399999,1.314904038466092
4240,0.8657755499832915,0.4069161605328356,0.813420348059237,1.20178618271,1.1982432147352573
7302,0.2927318295739348,0.49887817077545515,0.6769076305220884,1.02806211236,1.0282715645025653
1887,0.14118629908103592,0.4261521972134427,0.8086345381526104,1.0791276390200002,1.0776369471808807
7938,0.4198830409356725,0.4774205073242148,0.6321285140562249,1.02170362701,1.0432450603727688
7570,0.16888888888888887,0.4790961057522255,0.7536144578313253,1.0051193168299999,1.0305996796893497
6791,0.15213032581453634,0.4550125044660432,0.8042168674698794,1.05008847533,1.0506377751006972
3038,0.2683096630467836,0.8969870191734179,0.5414993306556225,1.28159663358,1.262664934100619
290,0.639766081871345,0.46166488031456293,0.7943775100401607,1.07457145665,1.087557828329714
2952,0.14302422723475353,0.44108252947497,0.8056224899598393,1.05666546965,1.0627640071065017
6002,0.25870231133416877,0.8909431939981747,0.5843373493975904,1.19546603768,1.1988171157101746
469,0.40735171261487046,0.46966773847819565,0.9965863453815261,1.14346234496,1.1380526597833989
5737,0.14162071846282373,0.4328045730619624,0.8012048192771084,1.02326791396,1.0698603003151579
3801,0.9421470342522974,0.30354590925341324,0.992093373493976,1.64305128614,1.6042992486288683
367,0.2870509607351713,0.4975526973921034,0.6684738955823293,1.01919855822,1.0302927151212435
5380,0.28888888888888886,0.4944765987854571,0.6761044176706827,1.01895344526,1.0307353146898972
3631,0.26705653021470344,0.8478027867098419,0.5853413654618473,1.1435724103899998,1.1546334117308574
3482,0.4227234753550543,0.3850125044660182,0.9981593038825302,1.24437276085,1.2859702933918613
4378,0.28421052631578947,0.4830225080387578,0.665863453815261,1.0582093636399998,1.038256837866134
7912,0.6487886382623224,0.4373561986425285,0.8184738955823293,1.15472450774,1.1297645654860968
2635,0.653968253968254,0.4461843515542859,0.7877510040160642,1.11893342346,1.1049975311375289
7674,0.17390142021720967,0.4835727045375075,0.7668674698795181,1.01656771956,1.0273227780666798
2568,0.2719298245614035,0.8869834464688772,0.5145582329317269,1.3236137985,1.289420552120709
5177,0.22940685045948203,0.8965702036444789,0.5385542168674698,1.18675633638,1.280685040989322
3035,0.4233918128654971,0.47879599857108923,0.6411646586345381,1.01602978593,1.0416563537114614
892,0.49356725146198827,0.4598392282959842,0.8658634538152611,1.07055983598,1.1022009057448663
4873,0.14193817878028403,0.43933190425167534,0.7867469879518072,1.06395287924,1.0618352380760916
5729,0.28387635756056806,0.46359056806018706,0.6765060240963855,1.03045727383,1.048636101066912
4751,0.26705653021470344,0.8867750387037824,0.5354752342700804,1.28317999198,1.260385120239143
2329,0.883876357560568,0.4350303679887228,0.7224899598393575,1.11421945487,1.1069255379341896
359,0.8955722639933166,0.44005716327275457,0.8050200803212851,1.0970961565200001,1.145854007218117
1917,0.17326649958228904,0.4827224008576216,0.76285140562249,1.0139373242,1.0279899131472505
3175,0.13916457811194652,0.4380314398000851,0.7803212851405622,1.06905167093,1.062015464969985
5176,0.27123363965497077,0.9507562224603255,0.5346385542168675,1.20769969707,1.338071160791322
274,0.8972431077694236,0.4386816720258802,0.7718875502008032,1.09345071906,1.128546310658288
273,0.41687552213868,0.47394426580938687,0.6329317269076304,1.03185416967,1.0452088929255003
3905,0.29256474519632414,0.5137334762416983,0.661847389558233,1.01522935886,1.023829877591449
5601,0.2902255639097744,0.49520185780653625,0.6751004016064257,1.04412388098,1.0304820782241744
5278,0.42155388471177946,0.4803215434085317,0.6299196787148594,1.02282041367,1.041805661271495
1248,0.24812030075187969,0.8550970584744033,0.5933734939759036,1.19099855052,1.156545747887441
2678,0.9580200501253132,0.3076567524116855,0.9939759036144579,1.59398798486,1.6017518813686673
3646,0.9039264828738514,0.31076723829950365,0.9914658634538153,1.53440560653,1.5742109594665883
3239,0.425090504037594,0.4047487197806019,0.9976572958504017,1.1623071797700002,1.2506146668093323
474,0.27206906154302424,0.9182446111718178,0.5573962516736948,1.2371650835299999,1.26218733153033
6528,0.293734335839599,0.5025794926761352,0.6887550200803212,1.02081374199,1.0246391073919154
6391,0.4706766917293233,0.4462343694178086,0.8654618473895582,1.1279346816299998,1.1165904831917235
5161,0.1542355889724311,0.455212575920134,0.801004016064257,1.06289782894,1.0503285627273535
5825,0.43038150932915614,0.3960164344410132,0.9974899598393575,1.2012371173799998,1.267451869111535
6541,0.13971595655806182,0.43490532332991605,0.7993975903614458,1.0684995742799999,1.067352770521207
6024,0.15605680868838762,0.4672168631655831,0.795582329317269,1.06357161379,1.0395495251206879
472,0.6521303258145362,0.46053947838530207,0.781726907630522,1.1506206967200001,1.0852032715473934
1603,0.8994360902255638,0.30529653447670785,0.9908383534136546,1.5765333056,1.5850838453527545
4860,0.9089390142021722,0.4516863165417833,0.8146586345381526,1.0924170746700002,1.136072490832387
7300,0.9052392886967418,0.32577706323627215,0.9944061962138555,1.52653479123,1.5428723021119084
2672,0.43000358037928155,0.31380850303798274,0.99784853700502,1.5188212128999998,1.4267316554274105
1886,0.9077455543609023,0.3347624151480295,0.9870912220311246,1.4916325206299998,1.5136699940066864
3916,0.4187134502923976,0.48509824937495,0.6152610441767068,1.03158764515,1.0411662219579267
1609,0.8783068783040935,0.40568655472165266,0.8063922356094378,1.19027023939,1.1969077214218482
6671,0.16404344193817874,0.4763451232584767,0.7548192771084338,1.02568230559,1.0322442785295975
5153,0.41737677527151207,0.4719685602002401,0.6323293172690764,1.03496240109,1.0463807158297365
2970,0.26928432191562235,0.8901095629390461,0.5137215528785141,1.33717126515,1.295333074050827
5309,0.14011695906432747,0.43418006430883677,0.8120481927710843,1.06601510456,1.0701192041771144
301,0.42005012531328323,0.4805966416579066,0.6353413654618474,1.04066622822,1.0411753285493281
286,0.6411027568922305,0.44045730618093626,0.7580321285140562,1.14034510517,1.0990861789213513
4993,0.8922305764411027,0.44348338692405986,0.8186746987951807,1.1222152997,1.148895715594666
7665,0.15741019214703425,0.46269024651677837,0.8305220883534137,1.04301939765,1.0473300361850584
4112,0.2666388192706767,0.861349291413491,0.5794846050873494,1.16767893075,1.174270179178786
6333,0.28888888888888886,0.49825294748142135,0.6688755020080321,1.03495937908,1.0298553602873006
5250,0.15316624895572264,0.4536620221509302,0.7975903614457831,1.0539080239299998,1.0512589481754318
7261,0.28972431077694233,0.49797784923204647,0.6682730923694779,1.0403878226799999,1.030079846687677
4081,0.28538011695906434,0.4940764558772755,0.6664658634538152,1.0505934365,1.0323808328100341
1919,0.2852130325814536,0.48349767774222346,0.6803212851405622,1.07839663445,1.0363251944586254
6669,0.2766638819273183,0.9299154459933654,0.5421686746987953,1.2088490161399998,1.2974444677388361
5198,0.9335839598997493,0.3046869417650249,0.9919678714859438,1.6021734794,1.5986840841555363
1910,0.41854636591478694,0.47341907824239843,0.6299196787148594,1.0336126806000001,1.0457177845418286
844,0.29106098579782785,0.4954269381923885,0.676706827309237,1.03188688187,1.0301349683656944
1254,0.6486215538847118,0.444558770989798,0.760441767068273,1.09138062545,1.09577919699488
7025,0.2684489000275689,0.8982374657627361,0.5896921017399598,1.1963558850700002,1.195541118576454
1697,0.26858813700918965,0.9034476598788508,0.5167336010712852,1.2885870024500001,1.3070858288724685
6506,0.14671679197994986,0.4455091103967294,0.8130522088353414,1.06184132453,1.0600462241696473
5155,0.17258145363408522,0.48189710610949693,0.7532128514056224,1.0215909211399998,1.0288455318421301
5171,0.8922305764411027,0.44250803858536714,0.7869477911646587,1.14892535641,1.131290114019308
281,0.17157894736842105,0.47734548052893083,0.7534136546184739,1.02102839655,1.032001078770263
4280,0.15695906432748535,0.4424580207218444,0.773293172690763,1.03674034639,1.0591585184848964
5272,0.23809523809523805,0.8573895438841935,0.5932061579648594,1.17732365249,1.1618159957684318
4309,0.4202172096908939,0.4737942122188188,0.6255020080321285,1.03475489648,1.0458508814524463
2977,0.16643274853801168,0.4774205073242148,0.7194779116465864,1.01884794068,1.0337291608874866
5003,0.2862155388471178,0.48844944623097125,0.6793172690763052,1.04257885539,1.033624415487921
7305,0.16619883040935673,0.47136834583796766,0.772289156626506,1.03095495386,1.0360308013208974
5266,0.8493455861904763,0.41262653328542787,0.7585341365461847,1.16104043169,1.1529532381872785
2026,0.9238721804511277,0.3060780635942501,0.9904618473895582,1.5669421114500002,1.5903074229828487
3636,0.2858813700918964,0.4901250446589818,0.6748995983935743,1.0463239885299997,1.033247025949822
7673,0.8989139515455303,0.4344301536264503,0.7684738955823293,1.13188545612,1.1326624515576638
6550,0.2701197438036758,0.905531737526047,0.5483601070953815,1.30716903328,1.2616636570020723
477,0.4852130325814536,0.46166488031456293,0.8582329317269076,1.0776142659899999,1.0956781149042565
2978,0.8648705096073517,0.3019046981065745,0.992093373493976,1.58792155141,1.5840025949693215
2636,0.28638262322472846,0.4940264380137528,0.6730923694779116,1.02703977162,1.0314094912249878
684,0.16324143692564744,0.47074312254393386,0.769277108433735,1.0277887652600002,1.0362562522165466
4504,0.28487886382623223,0.48089674883904276,0.6730923694779116,1.0802625984999998,1.0385764539906484
2988,0.6554720133667501,0.4605144694535407,0.7805220883534136,1.05967239251,1.0850535745493266
4084,0.15804511278195488,0.46401571990013,0.7941767068273091,1.0360111553799998,1.0423627390959271
360,0.28922305764411027,0.4913004644517654,0.6728915662650603,1.0356883809200002,1.032866989456029
7471,0.2918964076858813,0.5032047159701691,0.673293172690763,1.03350350777,1.0266230485727568
539,0.168922305764411,0.4719435512684787,0.7979919678714859,1.0198045791299999,1.0368406325715684
2687,0.27179058757978275,0.8999047278797426,0.5783132530120483,1.23179232562,1.2119330811508169
6660,0.8868003341687553,0.41079254495709566,0.8256358768403614,1.16965358396,1.2035713215370745
5172,0.2895572263993317,0.4950267952842069,0.6815261044176707,1.04183806212,1.0297150114575755
1703,0.4182121971595656,0.4725687745625125,0.6311244979919679,1.0220042197499999,1.046112121166758
3934,0.4220551378446115,0.4812218649519404,0.6277108433734939,1.0324784985100002,1.0415290309519174
2676,0.15983291562238933,0.47266881028955793,0.7263052208835342,1.0253697880600001,1.035931848622981
4396,0.4220551378446115,0.47914612361574815,0.6327309236947791,1.02706488351,1.0421764758969148
1210,0.29289891395154555,0.5015041086103971,0.6853413654618474,1.0263075344900001,1.025685631015348
908,0.15069340016708435,0.44866023579865977,0.7819277108433735,1.05326067249,1.0539512280467471
280,0.8776106934001671,0.29868479814230037,0.9894578313253013,1.6290179294100002,1.5923005197269542
5535,0.16390977443609023,0.4833476241516554,0.7393574297188755,1.02301607783,1.0282241345645802
7457,0.5092731829573934,0.4411325473384927,0.8160642570281125,1.0970448113,1.1075916628833198
4451,0.41921470342522976,0.48989996427312965,0.62429718875502,1.03325807912,1.037529288247136
3168,0.48237259816207184,0.4721436227225695,0.8357429718875502,1.10082210439,1.0745635338412105
3026,0.6554720133667501,0.4627902822438238,0.7662650602409639,1.06924567199,1.077443433507522
5738,0.26106934001670845,0.8778135048234647,0.5739625167339357,1.20414862723,1.1991035463755142
4126,0.15191311612364244,0.4530868167204191,0.7965863453815261,1.04912772988,1.0515453424678431
6663,0.41904761904761906,0.4739442658093869,0.6339357429718875,1.03066702529,1.045089069418705
3234,0.26858813700918965,0.8592652137675453,0.5823293172690762,1.18587378654,1.1680816570294834
5522,0.2945697577276525,0.5192854590927186,0.6652610441767068,1.04606598823,1.0206390966938594
2321,0.15365079365079365,0.4426080743124125,0.7965863453815261,1.04439078065,1.061272770754357
7967,0.27151211361737676,0.8934440871743099,0.5592369477911647,1.28527435563,1.2320894073417805
6014,0.16893901420217208,0.4776956055735897,0.7612449799196787,1.0135907578,1.0314198118662228
7671,0.6392648287385129,0.47454448017165934,0.7767068273092369,1.04348456588,1.0666231305575407
2598,0.41904761904761906,0.4714933904967744,0.6291164658634538,1.03214383515,1.0468674247317782
4746,0.6608187134502923,0.4674419435514353,0.8100401606425702,1.0797327828,1.0885398840045228
1912,0.6524644945697576,0.46841729189012804,0.7092369477911646,1.0456170436799999,1.055716795532486
2950,0.39866332497911444,0.4578885316185987,0.9967871485943776,1.1284049502200002,1.154733609798273
