,EXEC,MEM,INST,GT,Pred
364,0.14090782511862993,0.8542634274152747,0.6108816773569687,1.15914753244,1.1775775518445477
2624,0.2955722639933166,0.5034798142195439,0.480759003626563,1.0254354647700001,1.031585462577996
1809,0.14848788638262322,0.44943551268326165,0.5929566698300182,1.0645158189700001,1.04047428500436
357,0.41659704817627397,0.41983744194370126,0.6566980547579764,1.31112301258,1.2279382525214078
6795,0.885547201336675,0.44025723472684536,0.2575120564059833,1.1337609259399999,1.110130019798379
2627,0.15772765246449455,0.4672168631655831,0.6089854591951704,1.02983662554,1.0340393978369908
4276,0.26134781397911444,0.8336310587121593,0.6555915799827976,1.17403495769,1.155476266128848
4282,0.28604845446950705,0.4652661664881977,0.4844537347714977,1.0234601299200001,1.0572476970513562
2634,0.2663603453074352,0.8592652137675453,0.6784210359614308,1.1428174251999998,1.191680471526272
5738,0.26106934001670845,0.8778135048234647,0.6547387864309674,1.20414862723,1.2106567077453885
1821,0.08503202450543024,0.9107419316421618,0.5621156760580654,1.29888950486,1.275335956753283
5740,0.1584628237259816,0.446334405144854,0.6077352640236996,1.0177737904000002,1.0489111837793508
2324,0.40334168755221383,0.4188745980708892,0.6472563103384523,1.16730562453,1.2165881622311883
6797,0.28036758563074354,0.47474455162575013,0.48183918912410073,1.06905296326,1.0474781334783665
3792,0.2683096630467836,0.8965702036444789,0.6713634996211919,1.22336341274,1.2407906282228787
2630,0.26719576719548865,0.8776050970596203,0.7033819841063584,1.2965798527299999,1.221597142549995
7580,0.22639933166248957,0.890818149339368,0.6333044797184489,1.17147982348,1.2265384352664654
1813,0.8905597326649957,0.4691175419794459,0.2604760884739178,1.0861876376100001,1.067734430519327
2562,0.6511278195488721,0.4475348338693989,0.2980381176501385,1.11870413607,1.0803173244821593
1298,0.27151211361737676,0.8930272716453709,0.6934348824278994,1.24625616731,1.2408547684844837
6330,0.42425508214954055,0.43623913302302114,0.6511261133183156,1.2092083604600001,1.2103322109105628
367,0.2870509607351713,0.4975526973921034,0.47696889500634737,1.01919855822,1.0321384843334354
359,0.8955722639933166,0.44005716327275457,0.26107688244833277,1.0970961565200001,1.1164790703922853
2327,0.9378654970760233,0.2802407109683031,0.4234478374289416,1.69024226232,1.6509607178330183
2636,0.28638262322472846,0.4940264380137528,0.47379470299270254,1.02703977162,1.0334231857407568
5606,0.6452798663324979,0.4365058949626426,0.3001103204937386,1.10457033703,1.095641089123728
4285,0.4137009189640768,0.4434083601287758,0.3343085079530725,1.03033743199,1.0586740849323486
4284,0.4913951545530492,0.4442336548769004,0.416966055342407,1.0570535077399998,1.1150061852646946
5742,0.6548036758563075,0.4429832082888328,0.29994756900944763,1.05442093521,1.08863998963064
