,EXEC,MEM,GT,Pred
1811,0.40333026806284783,0.7201468871320246,1.1514680369206374,1.1768766767567982
1360,0.3389645318540932,0.8598035849186177,1.0451121055109491,1.024207814954039
181,0.40452431526561644,0.7492117799102207,1.122346866223232,1.1330999671290929
2212,0.3347341289852636,0.8325939152530728,1.0441479034359873,1.0448557941098113
1368,0.45803216226816834,0.8045601263649472,1.045268646252265,1.0616264655496495
1029,0.6832261212173392,0.6100241038122212,1.4099395584621133,1.387861394078918
832,0.3344259539418389,0.8396195316255748,1.0479253271492657,1.0391790328449586
835,0.9611955242751795,0.5401384878606638,1.5875113390091629,1.5772878374039943
491,0.4103312499681637,0.7519526006580465,1.1235218960308808,1.1289021780029591
2171,0.403225395661099,0.7301009546047659,1.1576367708107167,1.1612807850333935
2162,0.3334453969854878,0.831419545360895,1.0420043319670864,1.0459532799740296
2489,0.6854581774540963,0.5696101245282476,1.495839908668736,1.4900780066700827
1544,0.4520367568779066,0.8110912712039005,1.0373120775469202,1.0553482391543092
2060,0.334566033507032,0.842043815672,1.0392704591458133,1.0372749873710645
2257,0.6572038800391563,0.7128631275324493,1.1858599284340707,1.1777379750069206
727,0.6531250926997123,0.7274306467315994,1.168683014718314,1.153793720106648
1796,0.33966492968005824,0.8499828308495292,1.0359577803058506,1.03089429072929
1173,0.9470954502157226,0.5254060504086255,1.6652025970403264,1.6204928768519782
1819,0.6723819129265421,0.5846978720064356,1.4310218223839464,1.4506651918692581
1156,0.3403391190712455,0.8329186891187459,1.0533590448093595,1.0440984453331947
2114,0.45489438000784466,0.7996428816702147,1.039199931048249,1.0670756768963798
1363,0.9193596963075026,0.5207703797816082,1.6398773703555432,1.6335486932324574
1365,0.9520741114286245,0.5564086715655973,1.5397804970087154,1.5304080653842078
122,0.3378719112455874,0.8331911801520188,1.06676244155802,1.0440852098326006
606,0.33588278141984645,0.847091545910308,1.0507980392819145,1.0333438124862195
496,0.3356866700285762,0.854948149165579,1.0426937808165728,1.0277638172125085
125,0.9422872191404716,0.5581713710138952,1.5370860856738782,1.5251827008247765
1021,0.4090652902613391,0.7300969148046551,1.169389311279911,1.160943406714802
498,0.45735978035524183,0.8153835588215091,1.0196618893833953,1.0507212944225603
939,0.6811268800678785,0.5944695713598945,1.4577254511053448,1.4259182842983664
1118,0.45371771166022307,0.8033308151912639,1.040324428269053,1.063218470581154
720,0.3360508768980781,0.8447908797472695,1.0469895965260885,1.0350460889669435
2131,0.40040868213145064,0.7469417450724535,1.1124344453649582,1.1365685315847172
120,0.33868527646283736,0.8326927209448123,1.0541681437714352,1.0444302771927059
1141,0.4053202218860314,0.7618789059817317,1.1270843863119138,1.1157640834638927
934,0.45542668235557804,0.8071973078772057,1.0436432388499437,1.0590676666960377
2197,0.6475758230675023,0.7017492911593588,1.2078846389184492,1.1973450004709996
1817,0.6553562423456526,0.7037742698205576,1.1971975342195107,1.1935358654371533
81,0.405415730680481,0.7415012705171344,1.1469450146068747,1.1440907102038
1279,0.6833286184601635,0.6110391774888146,1.4162486344294432,1.3854338076263124
1798,0.4571356530509329,0.7982693496325798,1.0384162358077964,1.0684131868977236
2214,0.456855493920547,0.7969919648375795,1.0358929899329874,1.069829936749811
2067,0.6649412160224655,0.7143235152724641,1.184362564384691,1.1750210000611867
1799,0.6799462094469662,0.5714787669515413,1.4738516936706456,1.485105897571613
2193,0.9616605088833314,0.49485416033043245,1.686006905897261,1.7163220545938547
2063,0.9476296822309358,0.4995171614418721,1.678415773363643,1.700783766009696
2205,0.9405128779813602,0.5430258910789091,1.5437336646179594,1.5682117812076273
