,EXEC,MEM,INST,L3MISS,L3HIT,GT,Pred
3617,0.6449456975772765,0.4676670239372875,0.32425898728679897,0.2564966740576497,0.7889558232931727,1.0535710680700001,1.0856421706696215
4377,0.2733221943751044,0.8944861259972827,0.6845570596876267,0.59337275190983,0.5831659973222891,1.25209745858,1.2088953655637575
303,0.8614870509607351,0.43903179707053913,0.2724244561124599,0.25218033998521805,0.7642570281124498,1.13300160661,1.1418641049543117
3802,0.1670843776106934,0.47301893533421685,0.6056110514548182,0.26749445676274947,0.7688755020080321,1.03174118875,1.0343764115251575
5001,0.15747702589807852,0.458688817434962,0.6109048044214873,0.26187730968218775,0.8086345381526104,1.04591365226,1.0382592160241717
836,0.16352548036758563,0.47174347981438786,0.5974759894125373,0.27139689578713966,0.7542168674698795,1.03280632229,1.039009560852868
1100,0.33361180729573936,0.5223532213883609,0.5354507079946111,0.2943089430894309,0.6986278447118472,1.05198816762,1.0615357405878365
3482,0.4227234753550543,0.3850125044660182,0.6516457931661773,0.23104212860310425,0.9981593038825302,1.24437276085,1.2730404244710574
4509,0.8738512949039264,0.43870668095764154,0.26686822289559026,0.2501108647450111,0.748995983935743,1.1282856852399998,1.1372279419967748
286,0.6411027568922305,0.44045730618093626,0.30825384896473823,0.2546341463414634,0.7580321285140562,1.14034510517,1.1040390510992462
3480,0.04197450570868839,0.893860902703249,0.8145488219083162,0.04615422517856615,0.690595716197791,1.21161981033,1.170841901994142
3633,0.2805346700083542,0.4686423722759802,0.4896054898153721,0.25679231337767927,0.674698795180723,1.0897533524,1.070752403859851
1702,0.14711779448621554,0.44620936048604726,0.5872204204211459,0.25581670362158165,0.7961847389558232,1.04094882525,1.0503204766558136
7257,0.2703982177669173,0.8525961652970178,0.6901428389750949,0.5288494703133777,0.5814926372158634,1.20603661279,1.1797170778381951
496,0.1485022079005848,0.8619149696314261,0.6836751983350609,0.42197233660606065,0.6191910499136546,1.25895800542,1.1040421265159972
477,0.4852130325814536,0.46166488031456293,0.40248908749645046,0.253569844789357,0.8582329317269076,1.0776142659899999,1.0921758002395376
3627,0.420718462823726,0.4755948553056361,0.32687014138845194,0.2686178861788618,0.6238955823293172,1.0315880039799998,1.033801864818281
6379,0.42355889724310775,0.49772775991443297,0.32849262709408866,0.2838137472283814,0.6236947791164659,1.03353868588,1.0227922715875213
7841,0.8905597326649957,0.4422329403359922,0.25626807653892786,0.2620251293422025,0.7670682730923695,1.1458375403399998,1.1347223838773526
2024,0.47218045112781953,0.448535191139853,0.4021487348379881,0.21108647450110868,0.8849397590361445,1.0917535638200002,1.0927869789104054
7528,0.2754107490952381,0.8894843396450123,0.6800480330496462,0.5466863759541759,0.571285140562249,1.1891352503100001,1.2221048166976043
6025,0.2709551656917293,0.9053233297609523,0.6857587753423313,0.6404040404035477,0.5133868808564257,1.29933186112,1.3052764349815607
4452,0.1637092731829574,0.480696677384952,0.6010806410043845,0.28005912786400594,0.7815261044176707,1.02656545151,1.0257674131761785
4242,0.16257309941520467,0.47051804215808163,0.5969554745826877,0.2682926829268293,0.7724899598393574,1.02713544809,1.0347829908082773
6386,0.8905597326649957,0.44558413719201345,0.2610478016444471,0.2523872875092387,0.7265060240963855,1.1155417218299999,1.1249894748598075
907,0.6511278195488721,0.46599142550927686,0.3083342294989457,0.2401478196600148,0.8016064257028113,1.05048247412,1.0726781439246362
2628,0.4781954887218045,0.4481600571634327,0.3927614675585178,0.26282335550628233,0.7680722891566265,1.1019115572,1.1064405112541498
4231,0.26677805625146195,0.8919852328223979,0.7060619504131175,0.536289726533629,0.6045850066937751,1.25603322004,1.185664000635229
4762,0.5030632135898079,0.4530784804094151,0.4594754313758096,0.25422517861492977,0.850568942436747,1.23085470436,1.138497325521926
678,0.1412364243943191,0.4353554841016204,0.5838322913417288,0.24473022912047304,0.8106425702811245,1.0626344533399998,1.0564136288115367
4749,0.4234196602614871,0.39801714898192136,0.670536267226216,0.23054939640354766,0.9986613119146588,1.21734611383,1.2502423190942422
539,0.168922305764411,0.4719435512684787,0.6104448967225868,0.2579157427937916,0.7979919678714859,1.0198045791299999,1.0264884529558063
1698,0.46783625730994155,0.4499857091820115,0.40935254123406256,0.2553141167775314,0.8224899598393575,1.08677573037,1.106563220337114
1209,0.28604845446950705,0.4898249374778456,0.47332941001693324,0.26666666666666666,0.6775100401606425,1.03002194596,1.0504962468793235
1205,0.16775271512113618,0.4729188996071715,0.601385755754504,0.274589800443459,0.7419678714859439,1.02429796902,1.0435425310319302
5826,0.283375104427736,0.47541979278330665,0.4849195841004182,0.26439024390243904,0.6706827309236947,1.05840335379,1.0672435731676422
3381,0.2908939014202172,0.510082172204541,0.4700317963715007,0.2797930524759793,0.6632530120481928,1.0461143177299999,1.0414445422839131
5179,0.4922305764411027,0.4508610217936587,0.40331982029162144,0.250879526977088,0.8046184738955824,1.0955250134899999,1.1083228629923099
1257,0.15502088554720134,0.45236155769933994,0.6054219435982253,0.2580044345898005,0.8092369477911646,1.05778362349,1.0440239305068215
3038,0.2683096630467836,0.8969870191734179,0.7068390317310903,0.6187484602113821,0.5414993306556225,1.28159663358,1.2644534666379588
7575,0.2641325536065163,0.8663510777657615,0.6918136936088056,0.5863513180591279,0.566432396252008,1.23077863496,1.2042720640350648
2955,0.41971595655806176,0.478420864594669,0.32827778447662986,0.25809312638580933,0.6355421686746988,1.02626910606,1.0267426051536188
2679,0.16252297410192149,0.47111825652035405,0.607432861345297,0.2678787878787879,0.7259036144578314,1.03901047824,1.0450913927778247
2329,0.883876357560568,0.4350303679887228,0.26007932667673356,0.24745011086474505,0.7224899598393575,1.11421945487,1.1322169497403756
5535,0.16390977443609023,0.4833476241516554,0.5953701686010012,0.2855580192165558,0.7393574297188755,1.02301607783,1.0351850917701646
7852,0.4224450013926483,0.4178158866271589,0.6702031531696445,0.31098792806060604,0.9964859437751005,1.2051091112299999,1.2439135195345474
6266,0.26900584795321636,0.8655174467078832,0.6971592772535362,0.5526730721847746,0.5662650602409638,1.26659042424,1.2072604374175837
1351,0.41386800334168755,0.4787209717758052,0.3304586472914743,0.29407243163340724,0.6050200803212852,1.09140495062,1.044843371797045
3236,0.6549707602339181,0.4462593783495699,0.3133528604029205,0.19725055432372507,0.8152610441767069,1.12770116438,1.0902329965893724
7854,0.29289891395154555,0.5028295819937488,0.48008961571792313,0.2701847745750185,0.6835341365461847,1.0210007484799999,1.0431231871447373
684,0.16324143692564744,0.47074312254393386,0.5965419402133411,0.2642719881744272,0.769277108433735,1.0277887652600002,1.0338610629789298
1103,0.21193260930075183,0.49832380612182864,0.6401454709084162,0.3154225178610496,0.7670682730923695,1.03298261564,1.0441778393050236
2988,0.6554720133667501,0.4605144694535407,0.29350087090268584,0.25049519586104957,0.7805220883534136,1.05967239251,1.0711352244637893
2951,0.28855472013366745,0.49600214362289957,0.47351655859670033,0.2642424242424243,0.6865461847389558,1.0256201226600001,1.0430082647881036
2018,0.2907268170426065,0.4985280457307961,0.47233099625325004,0.26453806356245385,0.6692771084337349,1.0455459383499999,1.044768141968674
895,0.8735380116959064,0.302654966059415,0.45444262861980605,0.15770509977827052,0.9903363453815262,1.5795057794799998,1.5953227339831197
2654,0.16619883040935673,0.4925759199715943,0.6087789991866507,0.30025129342202517,0.7128514056224899,1.0476141828399999,1.040313390305141
5189,0.2858813700918964,0.49010003572722044,0.4736824653788559,0.2697708795269771,0.6666666666666667,1.04437255436,1.0536510283076437
6223,0.41729323308270677,0.4285072049538866,0.6770127422217737,0.3270756343932003,0.9954819277108434,1.24466156921,1.227555211233369
2317,0.21017822333583958,0.5007621769673101,0.6494337508329803,0.3145355999009608,0.7279116465863453,1.0469370837799998,1.0531504214156935
3137,0.41670843776106936,0.4702429439087068,0.3246619331335357,0.26855875831485587,0.6226907630522088,1.03604921691,1.0367157064591037
2599,0.49857978279030907,0.46254019292621024,0.404171715814769,0.25593495934959354,0.7614457831325301,1.08710193798,1.098189722184597
902,0.8788638262322472,0.4455841371920134,0.26386949319571285,0.2591869918699187,0.7642570281124498,1.13214001641,1.1328479665728246
3931,0.883876357560568,0.43623079671326764,0.25840695376552303,0.25049519586104957,0.7285140562248996,1.1535797327600001,1.1311728477736847
6217,0.15906432748538013,0.4651661307611522,0.5863745231000463,0.22598669623059867,0.7879518072289157,1.1150766683600002,1.0204132185440684
7572,0.15507101086048455,0.4685423365489348,0.603771649992621,0.2680561714708056,0.7413654618473895,1.02332273911,1.0415245804743072
4457,0.2808688387635756,0.4759699892820564,0.48324122396129876,0.21280118255728012,0.6674698795180722,1.09106456629,1.0468162471004427
1095,0.858813700918964,0.37166398713839643,0.4605440664557779,0.16999260901699925,0.9860692771084337,1.4927805981400002,1.4464178610966343
7629,0.49624060150375937,0.41373109443905454,0.462087184128365,0.21867455038137473,0.8386880856757027,1.15079782646,1.1815061141345733
476,0.270815928710944,0.8934440871743099,0.6834641865881962,0.5254988913525499,0.5768072289156627,1.21993109916,1.2201116044220124
4378,0.28421052631578947,0.4830225080387578,0.47828438405238133,0.27048041389504807,0.665863453815261,1.0582093636399998,1.0615268908074507
727,0.45847953216374265,0.44250803858536714,0.4198857948263835,0.24629711751662972,0.8526104417670682,1.11247137669,1.1162395119465203
5600,0.9368659744611527,0.34256877456353785,0.42219020561786896,0.1633407243163341,0.9893861158925704,1.45989318128,1.5195232921877926
3432,0.27652464494569756,0.9251220674061897,0.7131839590242708,0.6197339246119734,0.5665997322620483,1.23294342663,1.2632244661843006
4347,0.21434140907852967,0.49811539835673385,0.6477878797460549,0.30443458980044347,0.7575301204819277,1.05204251278,1.0446142762931048
5299,0.40835421888053464,0.46746695248319664,0.33353257694563193,0.2654545454545455,0.6228915662650601,1.03506647348,1.0417567235534875
7527,0.4281537176274018,0.43417589615396,0.6734992882115604,0.26287262872579453,0.9971552878182731,1.15763698629,1.1971731667127887
1709,0.42787524366499574,0.39980945575773486,0.6572918837439016,0.23981276176348856,0.9978246318604417,1.1553102339,1.251004773663311
5162,0.4301229263634085,0.3315112540190538,0.633042630528161,0.32573117938950485,0.9977051061385542,1.4513133048700002,1.4461569805429235
290,0.639766081871345,0.46166488031456293,0.30805966651631084,0.2370731707317073,0.7943775100401607,1.07457145665,1.0729773261458562
1910,0.41854636591478694,0.47341907824239843,0.3319605623003864,0.27068736141906874,0.6299196787148594,1.0336126806000001,1.038804032270795
2308,0.2762461709832916,0.9009467667027156,0.683710623498742,0.5436807095343681,0.5749665327981928,1.17963650593,1.2300871702364329
7949,0.8842343955137844,0.3418006430871175,0.4463852628801758,0.14872769506873615,0.9830751577740965,1.46372106454,1.5022261452230765
1302,0.4444444444444444,0.33651304037132423,0.6315274066464326,0.22010347376201037,0.9987091222028113,1.37064331545,1.381977785988158
1350,0.23294346978529654,0.8659342622368225,0.6156789492294509,0.5582409460458241,0.5866800535471888,1.21212052994,1.154613149929758
3240,0.4213868003341687,0.4784458735264303,0.3274298126208556,0.2669031781226903,0.6269076305220883,1.0359892154299999,1.0307754242350577
2653,0.5101642996382623,0.49065440038084696,0.4444603806602611,0.28408474993791577,0.7720883534136547,1.1010867160299997,1.100530736606084
7953,0.28972431077694233,0.49722758127920585,0.47329789502197,0.27497413155949746,0.676706827309237,1.03534851326,1.0481420821863632
3919,0.28922305764411027,0.5147088245803911,0.47335980106965525,0.29155949741315595,0.6584337349397591,1.03692564006,1.043874924542412
1614,0.22355889724310776,0.8985709181853871,0.5993303353514388,0.5648189209164819,0.542570281124498,1.16922209124,1.2286913439817
4310,0.47719298245614034,0.44986066452320467,0.41399070571795404,0.2537472283813747,0.8293172690763052,1.0950916539,1.1115329985862996
7672,0.2880534670008354,0.4947016791713093,0.4806829501540515,0.27816703621581673,0.6811244979919678,1.04035127799,1.0525401604589102
7305,0.16619883040935673,0.47136834583796766,0.6103246738901368,0.2328750923872875,0.772289156626506,1.03095495386,1.0226065513758877
3154,0.41754385964912283,0.4943765630584117,0.330670927900157,0.3043606799704361,0.6130522088353414,1.05765953269,1.0356490456743477
6113,0.638095238095238,0.43357984994656434,0.3148222166304638,0.23547671840354772,0.8164658634538153,1.1438405438500001,1.1167808247513085
46,0.44012809802255637,0.4788585209004927,0.6592709133519236,0.3229120473022912,0.9958165997319277,1.16146497311,1.1442660450462463
4281,0.16051796157059314,0.4453340478743999,0.6294492551973004,0.25176644493717665,0.8178714859437751,1.0328421806399999,1.051932503137876
7298,0.8922305764411027,0.4469096105753651,0.26097090011397855,0.25185513673318555,0.7676706827309236,1.10365538619,1.1305243542270964
2120,0.5076580339741019,0.48663213052339643,0.44763606623148294,0.2238482384818921,0.865294511378514,1.15012173696,1.0806951861950493
1880,0.42155388471177946,0.48274740978938285,0.3371180737672124,0.271869918699187,0.6259036144578313,1.0157408531999998,1.0349483531920982
4959,0.41971595655806176,0.4792211504110322,0.33291036207459185,0.27033259423503325,0.6224899598393574,1.01183099988,1.0348835935953953
4909,0.4954051796157059,0.47302310348909365,0.47390645081176797,0.2664203005661493,0.8579317269076305,1.17198993175,1.118289853113422
3384,0.26984126984126977,0.945754436108055,0.7264147855365911,0.6755358462675537,0.5416666666666666,1.21189262073,1.3141151504746347
6004,0.4270398217769423,0.39405740145262386,0.6473690247941812,0.23668391229416114,0.9981593038825302,1.18844061489,1.2590102461467294
6799,0.6538011695906432,0.4511861379065563,0.29917577061292916,0.2544567627494457,0.7901606425702812,1.06799164691,1.0893983220533188
2987,0.8738512949039264,0.4346552340123025,0.2565977217117756,0.23364375461936437,0.772289156626506,1.1377190399200001,1.1300148735256934
4308,0.41687552213868,0.469267595570014,0.3263730760419071,0.26486326681448635,0.6277108433734939,1.03772524558,1.036725210475147
2116,0.2100111389582289,0.5021376682154349,0.6444392389755298,0.31879773343237255,0.7811244979919679,1.03840823692,1.0363307590409232
2091,0.15097744360902254,0.45273669167576025,0.5939184518598262,0.19453067257945306,0.8188755020080322,1.06387122012,1.0166967844699641
4238,0.26496797549456974,0.8828152911757352,0.6751775735957265,0.614535599900961,0.5140562248995985,1.31883575777,1.278776074017614
3001,0.2659426343634085,0.9213707276419868,0.6627038821533755,0.6802168021685144,0.5440093708162651,1.37867967644,1.273984743190233
3174,0.4195488721804511,0.48957484816023206,0.32389928646104854,0.2782557280118256,0.6261044176706828,1.0329173629200001,1.0235402480099813
4121,0.6491228070175439,0.43633083244031307,0.30907496890526875,0.23278640059127864,0.8182730923694779,1.14065996278,1.111098709335977
4234,0.41737677527151207,0.4795462665239298,0.3314707087815774,0.2646858832224686,0.6311244979919679,1.03153096268,1.0302600997569151
4496,0.2680311890835421,0.8542634274140244,0.6595906644394426,0.5518107908351811,0.5779785809909638,1.1715279060600001,1.1776526361967017
6394,0.6484544695071011,0.42227581279043314,0.28111246251604644,0.25117516629711756,0.8016064257028113,1.13379382112,1.1147621435550974
293,0.28137009189640766,0.47211861379080816,0.4925491838000389,0.25490022172949,0.6694779116465863,1.07946544862,1.0685851189603934
5408,0.6504594820384293,0.457338335119849,0.3037626510430438,0.2608425720620843,0.7977911646586345,1.07910576409,1.08692546761033
1348,0.5025898078529657,0.4902500893177886,0.3899994394548843,0.29155949741315595,0.7670682730923695,1.1012340442,1.071872116079098
5614,0.28404344193817876,0.47549481957859074,0.4856384086694285,0.20960827790096087,0.6686746987951806,1.06867114725,1.0476025788484258
6667,0.27248677248705094,0.8990710968206141,0.6702656899314248,0.5915250061596453,0.5799866131194779,1.2040463967200001,1.2138644191205912
7921,0.24798106377025897,0.8738537572954176,0.6259926215473738,0.5846267553584628,0.5677710843373494,1.2016261106200001,1.1896270062105028
2126,0.17298245614035088,0.4973276170062513,0.5909080094960392,0.2627346637102735,0.7608433734939759,1.0032944885600001,1.0093244788597848
840,0.28755221386800334,0.48932475884261856,0.4683948145862036,0.2050849963045085,0.6913654618473896,1.04462327773,1.0263659813491997
1913,0.28972431077694233,0.4973026080744899,0.4774237581328492,0.2712490761271249,0.6821285140562249,1.0487677417499999,1.0468718064563847
3935,0.2883876357560568,0.4927509824939238,0.4771586752773365,0.21895048041389506,0.6630522088353413,1.04295076181,1.036234804326967
3026,0.6554720133667501,0.4627902822438238,0.30407850326810537,0.254249815225425,0.7662650602409639,1.06924567199,1.0770806160529043
2602,0.42425508214954055,0.42694414671880204,0.67061915589383,0.3160630697220991,0.9961512717540161,1.1683994977399998,1.2291390908190176
4349,0.17318295739348372,0.4984030010719894,0.601385135957045,0.2956688839615669,0.7610441767068273,1.0305949968700001,1.0205639251765792
5198,0.9335839598997493,0.3046869417650249,0.42354738128142644,0.1544530672579453,0.9919678714859438,1.6021734794,1.6001783069291937
2331,0.2847117794486215,0.46679171132564024,0.48445885667057836,0.2555210643015521,0.6863453815261044,1.02402592439,1.0699344182835535
2738,0.41737677527151207,0.48699892818881274,0.33527154861815944,0.33484109386548416,0.5987951807228916,1.04062454453,1.0605129215483386
5837,0.26928432191562235,0.9249136596410948,0.7098256545786567,0.6617147080561715,0.5507028112449799,1.28017446246,1.278448143654455
3477,0.48989139515455304,0.4615398356557561,0.39046562730942397,0.2611677753141168,0.806425702811245,1.13652347127,1.0904965140033185
6662,0.16814257866917295,0.8450934857686121,0.6985021852244491,0.30817935452032524,0.6017402945110442,1.21222117492,1.14101458270658
733,0.28922305764411027,0.4909753483388678,0.47242929852421794,0.2634737620103474,0.6901606425702811,1.03446873402,1.046384040295968
2114,0.4480994152046784,0.3731176312970251,0.6245325248260503,0.5093865484109387,0.9943524096385542,1.49600003611,1.4765662680978604
6555,0.2659426343634085,0.8782303203536542,0.7104227810780773,0.5747721113569845,0.5704484605090362,1.22980370683,1.2127927817924913
4498,0.1405847953216374,0.43242943908554216,0.5869511394233436,0.26492239467849227,0.7726907630522087,1.11095294705,1.074585091344311
5226,0.26357560568086885,0.9351256401094801,0.6694208858934968,0.6596945060354767,0.5543842034809237,1.35221336742,1.2738330059417518
359,0.8955722639933166,0.44005716327275457,0.26107688244833277,0.2512342941611234,0.8050200803212851,1.0970961565200001,1.1478048692757115
7850,0.29005847953216374,0.49547695605591124,0.4790727279662328,0.26303030303030306,0.6845381526104417,1.03400656062,1.0456262890381944
2954,0.27179058757978275,0.8971954269385127,0.6686135671420613,0.5823355506282335,0.5737951807228916,1.19954942711,1.21975684592125
5163,0.29005847953216374,0.49812790282261454,0.47941529338142874,0.2690613451589062,0.6873493975903614,1.04108197268,1.0449635304114202
3160,0.2852130325814536,0.49822793854965997,0.47812658649908124,0.27263858093126386,0.6538152610441768,1.09690631953,1.0517746387756448
1097,0.27736006683375103,0.9190782422296959,0.6912748390766381,0.6170978073422025,0.5691097724226908,1.20204283192,1.2506580603463346
5830,0.2918964076858813,0.5034297963560213,0.47781204901683305,0.2737620103473762,0.6875502008032128,1.04517573725,1.041965949881647
4504,0.28487886382623223,0.48089674883904276,0.48352128008281364,0.269150036954915,0.6730923694779116,1.0802625984999998,1.0634605763186173
2632,0.28654970760233917,0.49495176848892275,0.47543952269328216,0.27089430894308947,0.6608433734939759,1.02314269345,1.0518122120671358
4996,0.26134781397911444,0.899279504585709,0.6559893970353786,0.6095097314604583,0.5721218206154619,1.25654290751,1.2158520080075341
1248,0.24812030075187969,0.8550970584744033,0.6234707568926701,0.5117516629711751,0.5933734939759036,1.19099855052,1.1474194197903842
41,0.2880534670008354,0.5022793854949991,0.47163112836543625,0.2962010347376201,0.6576305220883535,1.05148686092,1.0551213653550087
4460,0.17517126148705095,0.5003286888176135,0.6104021552868876,0.30087213599408724,0.7421686746987951,1.0080568199,1.0272721379143968
3159,0.14738512949039265,0.4651661307611522,0.580597955437012,0.2950776053215078,0.7590361445783131,1.0609539030500001,1.049426278784079
2551,0.4213868003341687,0.4886745266168234,0.3266890344450114,0.2864745011086475,0.6044176706827309,1.06144511515,1.0321077950931397
4758,0.2934001670843776,0.5122579492677787,0.4723332678755779,0.28156688839615673,0.6586345381526103,1.06649354263,1.0429387963104324
3383,0.27429685324394315,0.9272061450521354,0.6684319435482353,0.6086228135003696,0.5962182061576305,1.23257347449,1.2184796268641982
6663,0.41904761904761906,0.4739442658093869,0.3320072427873747,0.27225424981522545,0.6339357429718875,1.03066702529,1.0387815210485467
6334,0.907268170426065,0.3387817077521753,0.4359786882274942,0.14849540703178124,0.9882386689618474,1.51692596741,1.5156842002098694
295,0.4780284043441938,0.4365309038944039,0.4060118611098563,0.25182557280118256,0.8293172690763052,1.12161261878,1.1262987829846978
6500,0.26357560568086885,0.8225854471833951,0.7083261192172908,0.5216802168026607,0.5933734939759036,1.15863136837,1.146506553293475
6668,0.6594820384294068,0.4510610932477495,0.29638724082576506,0.2540428677014043,0.8251004016064257,1.0734707211,1.0924291196070333
