,EXEC,MEM,FREQ,L2MISS,L3HIT,L3MISS,GT,Pred
4487,0.4172096908939014,0.49067524115773153,0.35123353293413173,0.012233992094861661,0.62429718875502,0.28076866223207686,1.05301861098,1.0393008090844988
5346,0.25870231133416877,0.913659640347236,0.42411177644742515,0.02549407114624506,0.5635876840692772,0.6500369549150037,1.18070544873,1.2506801354432895
2010,0.2701197438036758,0.9153269024654932,0.4731337325346108,0.025726833552911728,0.5240963855421686,0.6338260655328899,1.31958492938,1.3006486817546246
891,0.28888888888888886,0.4916005716329016,0.3441437125748503,0.012079051383399209,0.6610441767068272,0.26025129342202513,1.0462591455799999,1.0553001407702824
6047,0.29039264828738515,0.5080314398001101,0.34644311377245507,0.013802371541501974,0.6829317269076306,0.28254249815225424,1.04748022895,1.0360505603475865
4289,0.87315511,0.4795879480764486,0.6538922155688623,0.019626701800606064,0.768574297188755,0.265779748706578,1.13306712036,1.1433446806257006
2315,0.3280423280426065,0.5111200428726371,0.45237524950131736,0.014492753623188406,0.6693440428383535,0.2892091648189209,1.10597467184,1.0991089102325766
7412,0.4763297131720969,0.44924377753892436,0.5497804391214371,0.037457180500658764,0.8783467202138554,0.24641537324464152,1.1346866056,1.1512065104489486
5144,0.6648565859089389,0.48100512087584174,0.5839520958083833,0.025419411506376808,0.7914993306556224,0.25678738605617146,1.16059639004,1.1097640749659763
5874,0.29084616302673344,0.876920328689488,0.5826518391789222,0.027912667043214757,0.5529259896726908,0.6523492767390983,1.21213406462,1.2803614434857447
5069,0.4183792815371763,0.4963772775993199,0.35008383233532936,0.013168379446640316,0.6226907630522088,0.29055432372505546,1.00947283646,1.036993064139791
6169,0.4496956677410192,0.45096463022542016,0.730196749358563,0.8345567475994731,0.992685025817269,0.5078661176215816,1.3072023292200001,1.3399390125435917
156,0.2079225842380952,0.5000119090157199,0.33676646706586827,0.025652173913043478,0.785140562248996,0.32288741069179605,1.06943627123,1.0537135026420446
6580,0.4187134502923976,0.4772454448018854,0.3452934131736527,0.01266403162055336,0.6283132530120482,0.2787287509238729,1.00680302312,1.043023157360163
5839,0.6519632414369256,0.45266166488047616,0.4550898203592814,0.013696969696969695,0.7417670682730924,0.252889874353289,1.0979411457100001,1.0477937820113516
5599,0.17281537176274017,0.5042300821723845,0.25849101796407187,0.019810276679841896,0.7497991967871486,0.3142350332594235,1.02351075398,1.0241281842077825
6202,0.20856307435254803,0.4973651304038933,0.33628742514970067,0.02383399209486166,0.7899933065592369,0.3067750677501848,1.04578164316,1.0527576452753928
3926,0.14803675856307436,0.44806002143638735,0.22093413173652696,0.02006324110671937,0.7949799196787148,0.25815225424981525,1.06766477656,1.0511499949926524
5816,0.6672236145923142,0.43967786114145757,0.5576047904191618,0.025274483970144927,0.8468875502008032,0.2214584873126386,1.14203442441,1.1414868823722335
3416,0.2762461709832916,0.913242824818297,0.4906986027947305,0.02574440052700922,0.565428380187751,0.61512687854102,1.26851964306,1.2544333303499648
4330,0.3319409635196324,0.5115160176259419,0.4601996007980839,0.016548089591567852,0.679718875502008,0.30620842572062085,1.1014967035799998,1.0998443373859423
2732,0.8813700918964076,0.44003215434099324,0.6364870259477845,0.0197540623627668,0.8149263721556226,0.23579699433407245,1.15707914738,1.17685469299528
4532,0.6730715678086884,0.4754406335589409,0.5909780439118564,0.030382081686429512,0.8109103078985944,0.26501601379600886,1.13561810876,1.1252280404022108
3411,0.5311890838203843,0.4994283672742048,0.5852295409178444,0.02911725955204216,0.8241298527439758,0.2714461690066519,1.13089779128,1.1069288784420128
3972,0.6514619883040935,0.4667917113256401,0.5097005988023953,0.026640316205533594,0.7881526104417671,0.2506430155210643,1.08941146684,1.0832911082113146
2269,0.15266499582289056,0.4646909610576866,0.22802395209580842,0.01831357048748353,0.7781124497991968,0.27198817442719886,1.05708722439,1.0381583824782856
2429,0.14289055973266498,0.4434083601287758,0.20656287425149703,0.01604216073781291,0.7823293172690763,0.258329637841833,1.06545439419,1.0435145983696126
5384,0.15238095238095237,0.45316184351570316,0.23319760479041918,0.018835309617918312,0.8012048192771084,0.20502586844050258,1.04521810433,1.0519725262560247
2916,0.28888888888888886,0.5048302965346569,0.343377245508982,0.013681159420289855,0.6616465863453815,0.29528455284552846,1.04883263202,1.0480801642931565
3321,0.3007518796992481,0.8626295105396079,0.5595209580838323,0.026320346320342556,0.6051348250140562,0.5860627177694013,1.25657071111,1.1925809009221449
4607,0.1662990810359231,0.48679885673472195,0.2527425149700599,0.01781818181818182,0.7387550200803213,0.24431633407243164,1.0441867360700001,1.0307837225889602
659,0.2754107490952381,0.8815648445876677,0.4726546906184431,0.024158981115494072,0.5841700133865462,0.5602611480665188,1.18753900298,1.200310224584574
2974,0.9045232127903091,0.33522686673859775,0.9964071856287426,0.1963109354413702,0.9906769936887551,0.1505226480842572,1.46355844921,1.5456443355294192
3382,0.16771929824561402,0.48679885673472195,0.2550419161676647,0.019552042160737814,0.7783132530120482,0.2883665927568367,1.03583355771,1.0338614204585959
6442,0.1505764411027569,0.4520114326546809,0.22936526946107785,0.018761528326745717,0.8074297188755021,0.25433850702143385,1.0239125376,1.0536590270074306
5609,0.42055137844611523,0.4814719542695539,0.34855089820359286,0.012195520421607377,0.6255020080321285,0.2716038433111604,1.0439537670799999,1.0422220670124647
734,0.6543024227234753,0.4596891747054161,0.4968622754491018,0.02558102766798419,0.7977911646586345,0.2608721359940872,1.10136572993,1.0853561935932494
4066,0.28538011695906434,0.5028295819937488,0.343377245508982,0.012600790513833992,0.656425702811245,0.2664005912786401,1.06189899849,1.0516943087044202
1106,0.2684489000275689,0.8940693104683436,0.46658682634730547,0.025428194993412385,0.5875167336014057,0.578270509977827,1.2283067379500001,1.2121422211543615
693,0.28137009189640766,0.47379421221881873,0.3447185628742515,0.011114624505928854,0.6518072289156627,0.2653362897265336,1.0869866854799999,1.0772468115762672
4743,0.885547201336675,0.45116112897479493,0.5782994011976048,0.016189723320158105,0.7839357429718876,0.25830007390983,1.10796697927,1.1226172462947046
1763,0.42355889724310775,0.49680242943926284,0.34912574850299405,0.013177865612648222,0.6180722891566266,0.2914412416851441,1.01985662527,1.0373835186808007
5046,0.41971595655806176,0.4954519471241498,0.35104191616766467,0.011459815546772069,0.6104417670682731,0.2502586844050259,1.04861661059,1.0422878346630284
5445,0.5311890838203843,0.5022835536511262,0.5823552894208384,0.03137900746587615,0.794846050870482,0.3021680216807095,1.0761984118799999,1.1118036838369574
14,0.15639097744360902,0.4904751697036407,0.23952095808383234,0.02137022397891963,0.8102409638554218,0.2538359201773836,1.00256557485,1.0395058162670407
4842,0.2870509607351713,0.5007538406575566,0.3416526946107784,0.012611330698287222,0.6528112449799197,0.2870066518847007,1.07887971909,1.0538515926052971
4755,0.9202172096908938,0.36717801000370387,0.9976047904191617,0.2296772068511199,0.9897088353413654,0.15849963045084997,1.48112902321,1.4751469200372442
5506,0.2751322751319966,0.915952125759527,0.49005988023952096,0.026429512516469036,0.5726238286475904,0.6212367578226164,1.28171147942,1.2522808358527007
7627,0.16558061821219713,0.4699178277958092,0.2508263473053892,0.01707509881422925,0.7614457831325301,0.27039172209903917,1.02536002332,1.0376245227251895
3792,0.2683096630467836,0.8965702036444789,0.45397205588790424,0.024514712340790515,0.5764725568945783,0.5915250061596453,1.22336341274,1.2201546128133387
2076,0.2970760233918129,0.5168846016436287,0.35353293413173653,0.013333333333333332,0.6548192771084337,0.2961714708056172,1.04909933767,1.047111317193302
688,0.29390142021720966,0.5128831725618124,0.3502754491017964,0.014118577075098813,0.6616465863453815,0.2961714708056172,1.04091976445,1.046145396674345
563,0.29289891395154555,0.49995355484119325,0.35142514970059885,0.01345981554677207,0.6783132530120481,0.2643311160384331,1.02305682757,1.0451582914071844
6621,0.20412141464745193,0.4930719304506942,0.33453093812407186,0.025195432586745718,0.7916666666666666,0.31059374230155207,1.0791569435,1.057051829115597
5450,0.9730576441102756,0.35706502322270706,0.9988023952095809,0.21389986824769433,0.9869477911646586,0.19371766444937177,1.53213232979,1.5250919828310652
5291,0.28404344193817876,0.4972025723474445,0.33897005988023954,0.012927536231884059,0.6487951807228916,0.2944271988174427,1.07598963973,1.0590501946319462
3425,0.44897959183709274,0.41825652018628734,0.7407356715142516,0.7558817993596838,0.9964142283423696,0.2945623482202513,1.2777042892000001,1.275538234976021
250,0.8744082428320803,0.4719810646661207,0.6475049900196408,0.019837505489670622,0.7888219544849397,0.2626016260162602,1.16457376487,1.1485547118463515
3981,0.27179058757978275,0.9107419316421618,0.4760079840316168,0.027070707070619236,0.5814926372158634,0.6102241931515152,1.26960627329,1.2388498317299907
5994,0.28604845446950705,0.5088567345482347,0.34203592814371264,0.013807641633728591,0.6630522088353413,0.2941019955654102,1.07773006253,1.044859848752854
6330,0.42425508214954055,0.43623913302302114,0.6955688622754491,0.7856829161185771,0.9949799196787149,0.385070214338507,1.2092083604600001,1.2538045019333994
7989,0.665970481760234,0.48050494224186513,0.5607984031932934,0.026381203337812912,0.7906626506024096,0.27730968218773094,1.16046710536,1.102406485577025
6525,0.2093567251461988,0.4981987614630219,0.33964071856287426,0.02187966622748353,0.7789491298524096,0.3090416358713969,1.0759428796500001,1.0511066031412053
6651,0.2680311890835421,0.909699892819189,0.4440718562874252,0.02440491875275362,0.5578982597058232,0.62362650899187,1.37640071359,1.2482775318127266
2441,0.1675522138680033,0.5030296534478396,0.2573413173652695,0.01618445322793149,0.7176706827309237,0.308529194382853,1.04466943159,1.0242267720929794
2719,0.2709551656917293,0.8938609027032491,0.4876646706586827,0.02601229688187088,0.5841700133865462,0.6045824094604583,1.25669295461,1.2225304136635105
6551,0.28905597326649957,0.49417649160432087,0.3472095808383234,0.013217391304347827,0.6967871485943776,0.2391130820399113,1.03529307525,1.0385024243360577
1279,0.2733221943751044,0.8807312135297894,0.4745708582831138,0.024413702239789198,0.5855087014728916,0.5634146341463415,1.19496972948,1.2004893238801406
959,0.4193817878028404,0.492550911039833,0.35200000000000004,0.013276943346508563,0.6269076305220883,0.2877457501847746,1.05839211546,1.0382781182332081
278,0.47335004177109435,0.470468024294559,0.5018443113772456,0.02535441370223979,0.8066265060240964,0.2593939393939394,1.04259797975,1.0951834942955956
3213,0.29356725146198825,0.5134333690605621,0.34835928143712575,0.012642951251646904,0.6538152610441768,0.2805025868440503,1.05655346073,1.0463996196024397
1553,0.41921470342522976,0.48554841014665434,0.34222754491017965,0.011032938076416338,0.6162650602409638,0.227790096082779,1.04264096946,1.037418703785442
2082,0.2706766917293233,0.9149100869353036,0.47808383233532936,0.026183574879235835,0.5466867469879518,0.6433604336038433,1.28912189658,1.2777807849232672
1036,0.4198830409356725,0.48717399071114226,0.34740119760479043,0.011878260869565217,0.6044176706827309,0.28756836659275686,1.06611616786,1.0525083727617104
4893,0.4172096908939014,0.47221864951785364,0.34280239520958083,0.012500131752305667,0.6345381526104418,0.2673170731707317,1.00839056114,1.0410306316282325
7317,0.45168476747451963,0.5010956293912116,0.457165668662994,0.015681598594650854,0.6427376171355421,0.30914018231042134,1.08515269333,1.0967980127389696
6397,0.16357560568086882,0.46926759557001396,0.24680239520958083,0.021227931488801057,0.7987951807228916,0.2674057649667406,1.02618275811,1.0462790658128416
2574,0.29323308270676696,0.5045551982852821,0.3565988023952096,0.013839262187088275,0.672289156626506,0.2724020694752402,1.0311584737100001,1.0491000904813825
3768,0.15822890559732666,0.46809217577723045,0.24239520958083835,0.020700922266139656,0.7965863453815261,0.27314116777531416,1.05550929655,1.0458387637994018
2794,0.26023391812865493,0.8938609027044995,0.42570858283401203,0.02423364075538867,0.5793172690763053,0.622862774082779,1.18975671015,1.2147288590046155
327,0.6584516847677527,0.4662498511378943,0.5956087824354491,0.026714975845322793,0.7720883534136547,0.2722838137472284,1.1734364142799998,1.138670190478635
4464,0.4130325814536341,0.4903751339765953,0.343185628742515,0.013186297760210804,0.62570281124498,0.29087952697708797,1.03795693356,1.0361052205486807
4732,0.28972431077694233,0.5083815648447689,0.346059880239521,0.013565217391304348,0.6833333333333333,0.2891648189209165,1.04140515437,1.0353274145864022
5882,0.6426065162907267,0.46043944265825665,0.5008862275449102,0.023810276679841896,0.7879518072289157,0.26917960088691795,1.08033887638,1.0859772748785774
6493,0.1723141186299081,0.4926759556986397,0.26002395209580836,0.0181133069828722,0.7487951807228916,0.29268292682926833,1.0223406246200002,1.0283000826326796
351,0.42222222222222217,0.4984030010719894,0.35065868263473055,0.013224242424242425,0.6164658634538153,0.28898743532889876,1.03724670679,1.0390883089216292
6528,0.293734335839599,0.5025794926761352,0.35583233532934133,0.01452437417654809,0.6887550200803212,0.27337767923133777,1.02081374199,1.0426302471867417
2805,0.8787245892481201,0.46787543170238216,0.6532534930136527,0.018322353974519107,0.758868808567269,0.25449618132594237,1.17492970665,1.1520619705237753
3316,0.4489000278471178,0.49455162558074117,0.45253493013940127,0.014403601229696968,0.6326974564929718,0.2996797240694753,1.08944039817,1.1051159649038627
2020,0.9022556390977444,0.43690603787082416,0.5742754491017965,0.017096179183135704,0.7989959839357429,0.24570583887657058,1.11559049932,1.1381878096773446
6250,0.8861969739181287,0.32036441586292264,0.9964071856287426,0.13977455716574438,0.9821508255240965,0.1617804056821877,1.64443769463,1.6009231738113634
4515,0.16614870509607352,0.49862808145784165,0.24986826347305388,0.020353096179183135,0.7257028112449799,0.3189356984478936,1.0231425554,1.0277943961599298
679,0.4942355889724311,0.4573883529833717,0.491497005988024,0.023162055335968375,0.7903614457831325,0.25694013303769403,1.0534257523700001,1.0972882959519472
5535,0.16390977443609023,0.4833476241516554,0.24584431137724552,0.017338603425559946,0.7393574297188755,0.2855580192165558,1.02301607783,1.0292123427115265
7807,0.20632135895321638,0.4986155769919609,0.33532934131736525,0.025401844532279318,0.7925033467198794,0.32010347376201037,1.06673531069,1.0543340639471097
1055,0.14934001670843775,0.4554876741695089,0.22725748502994012,0.021401844532279314,0.802008032128514,0.2693865484109387,1.0514094227,1.0516963378798208
1088,0.32720690615455306,0.5163302369900022,0.45397205588790424,0.01653930610453228,0.6845716198122489,0.30091155457058394,1.10611330006,1.0894907595279912
976,0.498050682261487,0.4503900202450698,0.5925748502994013,0.029907773386034255,0.802710843373494,0.29519586104951956,1.09914357769,1.170995798404455
2953,0.16274018379281535,0.4748445873527956,0.2422035928143713,0.016100131752305666,0.7534136546184739,0.27337767923133777,1.0201657177299999,1.0307771660422418
2689,0.15943191311612365,0.47454448017165934,0.23952095808383234,0.015673254281949933,0.7592369477911647,0.22273466371027348,1.04407160483,1.0309864976693066
4956,0.4813700918964077,0.4418327974278106,0.5005029940119761,0.034698287220026346,0.8718875502008032,0.2442867701404287,1.07743582155,1.1365637856570325
1916,0.41136173767752715,0.45931404072899584,0.34740119760479043,0.011775494071146244,0.6389558232931727,0.25847745750184775,1.08318906464,1.053535647298189
3781,0.28905597326649957,0.5161093247590268,0.3498922155688623,0.01400790513833992,0.651004016064257,0.30849963045084994,1.0671846016,1.0520610540722357
1102,0.4198830409356725,0.4844230082173935,0.34031137724550903,0.010372068511198946,0.6196787148594377,0.22119733924611973,1.0403681249299999,1.0324075114686946
1504,0.27610693400167086,0.8882338930569446,0.4710578842318563,0.022428634167773385,0.560575635876506,0.5620842572062085,1.19733506741,1.2220542117834468
4739,0.2908939014202172,0.4974526616650581,0.34778443113772456,0.01383399209486166,0.6803212851405622,0.2798226164079823,1.03877199332,1.0452596768868934
662,0.15263157894736842,0.4624901750626875,0.22438323353293413,0.017934123847167326,0.7801204819277109,0.2582409460458241,1.06387195916,1.0381067956292478
4620,0.670565302144528,0.4834851732763428,0.5775648702591617,0.028357487922793148,0.8149263721556226,0.27984725301847746,1.08825867316,1.1129519671823669
1516,0.16073517126148704,0.47984637370506605,0.24162874251497005,0.019019762845849802,0.769277108433735,0.2780487804878049,1.04378960032,1.0326416740025604
4908,0.1650292397660819,0.4898249374778455,0.24737724550898202,0.019783926218708826,0.783132530120482,0.23985218033998523,1.03391956263,1.031177066412781
789,0.5082149818989139,0.48371442181707175,0.5812375249504191,0.028410188845059293,0.8216198125833333,0.2659029317560976,1.1405611042200001,1.1199929149960957
4124,0.15749373433583957,0.4657413361916633,0.23683832335329344,0.019799736495388666,0.783132530120482,0.2678492239467849,1.01976521451,1.0417806686405844
180,0.6509328877752716,0.46085209003231903,0.6007185628742515,0.029477382520948617,0.7796184738955823,0.2544715447154472,1.1962595397700002,1.1468038358554247
3423,0.16992481203007517,0.4944015719901731,0.25120958083832334,0.018392621870882742,0.7574297188755019,0.3043902439024391,1.04831882736,1.0250524848918952
4038,0.96194189176274,0.3153348418089729,0.9985362608095808,0.24672815107588933,0.9926372155291165,0.14560236511456023,1.73416305199,1.5824668695863435
2137,0.32108047897493736,0.5006788138622724,0.4440718562874252,0.015261308739578391,0.6725234270411646,0.29830007390983004,1.1082661338200002,1.1042042040296005
3306,0.41921470342522976,0.48862450875330066,0.35200000000000004,0.012650856389986824,0.6224899598393574,0.2723429416112343,1.0320898738200002,1.0427960033725876
358,0.26956279587886384,0.8965702036444789,0.46658682634730547,0.024501537110223983,0.5778112449799196,0.5753633899970436,1.2390844971600001,1.2194100865399453
6606,0.2887218045112782,0.4921757770634127,0.346059880239521,0.013981554677206852,0.6941767068273093,0.26551367331855136,1.0003273834200002,1.0423102537606934
5887,0.17259816207184628,0.49315112540210543,0.26462275449101796,0.018413702239789196,0.7700803212851406,0.23101256467110126,1.02453438529,1.0302366964491814
175,0.4178780284043441,0.49210075026812866,0.3502754491017964,0.013104611330698289,0.6210843373493976,0.28416851441241686,1.03022302575,1.0414794313731894
4984,0.44597605123893064,0.49230082172221945,0.449980039920479,0.01573913043478261,0.6442436412319277,0.2998521803399853,1.08763394162,1.099415238600292
2368,0.2703982177669173,0.8999047278784923,0.47441117764502994,0.023658322353965748,0.5301204819277109,0.5842818428189209,1.2792009070700001,1.2719641195206344
3168,0.48237259816207184,0.4721436227225695,0.5070179640718563,0.027778656126482212,0.8357429718875502,0.24836659275683665,1.10082210439,1.0987570995914053
6753,0.2719298245614035,0.9034476598788508,0.4747305389221557,0.023197189284137023,0.5570615796516064,0.5516876077856615,1.24035521297,1.2395661129358277
1475,0.14335839598997493,0.4458592354413883,0.21461077844311377,0.020648221343873518,0.8018072289156626,0.2624390243902439,1.0725375560200001,1.0536646575845676
2372,0.64578111946533,0.4520614505182037,0.47444311377245507,0.014181818181818183,0.7062248995983936,0.25460458240946043,1.04178798912,1.0674283762378134
2243,0.8783416875522138,0.33000848517339404,0.9988023952095809,0.1502635046113307,0.9848142570281125,0.15718773096821878,1.64373683257,1.5741450906919905
7418,0.2644110275689223,0.8982374657627361,0.4530139720555689,0.024106280193227934,0.518574297188755,0.5870165065291943,1.32291657598,1.281671906649823
7740,0.5215817321077694,0.48575681791174913,0.5676646706586826,0.030245937637154146,0.8204484605090363,0.2828282828277901,1.11752727494,1.1150816402335169
1465,0.5091896407685882,0.47806657139388287,0.5889021956091018,0.027839262187088272,0.8089022757700803,0.273712737127864,1.1023036616700002,1.1310212446090921
4315,0.4249512670568087,0.3961831606523387,0.7108982035928144,0.7329819938524375,0.9984939759036146,0.2270017245631929,1.21533576966,1.2493831934049293
7097,0.27179058757978275,0.9359592711686087,0.4953293413173653,0.02807202459367589,0.5363119143242971,0.6915003695491501,1.1992691633900001,1.3207597893407632
202,0.450187969924812,0.31852000714552287,0.7055089820359282,0.9706851119894598,0.9973644578313253,0.36494826311899486,1.49240642658,1.5547610770192177
6624,0.644110275689223,0.47764558771006704,0.49264670658682636,0.023246376811594204,0.772289156626506,0.27671840354767185,1.06563333984,1.0648322574335318
555,0.1594486215538847,0.4800214362273955,0.24335329341317366,0.02102239789196311,0.7775100401606425,0.28591278640059126,1.02595928889,1.03652383369541
849,0.2893901420217209,0.5101071811363023,0.34931736526946106,0.01396574440052701,0.6773092369477911,0.2806504065040651,1.04142708702,1.03972830020841
6355,0.4140350877192982,0.49837799214022804,0.3504670658682635,0.01384137022397892,0.6214859437751004,0.2980339985218034,1.02949902451,1.0398909292364689
176,0.23823447507685883,0.8867750387050328,0.36295409181604793,0.020355731225296443,0.5727911646586346,0.5459719142645972,1.19360117239,1.192480607173482
1769,0.8441938178780283,0.3231153983566713,0.9988023952095809,0.19499341238471674,0.9917168674698795,0.14308943089430895,1.5889704729499998,1.56649795679068
7854,0.29289891395154555,0.5028295819937488,0.35391616766467066,0.013707509881422927,0.6835341365461847,0.2701847745750185,1.0210007484799999,1.042558169304355
945,0.025593622946282372,0.8705192330589034,0.057843992016,0.0018527448397022397,0.6603078982600402,0.022944813993643755,1.19923732665,1.182794001881299
6849,0.49874686716791977,0.46802131713682316,0.5812375249504191,0.032042160737812915,0.8550870147259036,0.2457748213850702,1.14165307857,1.1369321811162676
1592,0.2883876357560568,0.5062057877815314,0.34874251497005987,0.013512516469038206,0.6624497991967873,0.2842276422764228,1.05506363602,1.0498855161681364
6165,0.8883319409607351,0.450348338692551,0.6532534930136527,0.019833113746166007,0.8052208835341366,0.2531411677753141,1.17223059365,1.1775061355912104
3484,0.2663603453074352,0.8503036798859772,0.4576447105791617,0.02193675889328063,0.5791499330652611,0.5371766444937177,1.14915560317,1.1764175294299974
1085,0.165062656641604,0.48587352625955194,0.2466107784431138,0.017370223978919633,0.7295180722891567,0.2902882483370288,1.0440632158499998,1.0288689639722364
2361,0.10105820105847953,0.9111587471711009,0.15409181636694613,0.009577953447509882,0.5230923694779117,0.28391229366888393,1.1823657119700002,1.2418264596783897
1991,0.4442057524761905,0.4050911039656681,0.7366295979468263,0.786749482400527,0.9949799196787149,0.3680709534368071,1.31541624912,1.3449943153112613
12,0.26900584795321636,0.9565916398717245,0.5033133732531737,0.028357487922793148,0.5426706827309237,0.6912540034486326,1.2156272804700001,1.3352578020231265
5211,0.2763854079640768,0.8924020483513372,0.494211576845988,0.02552481335090909,0.5697791164658634,0.5950726780000001,1.25182312732,1.2330660568728504
7303,0.4177109440267335,0.4758449446232496,0.35391616766467066,0.012491699604743082,0.6403614457831326,0.25779748706577976,1.0322616698,1.0424478408822355
4479,0.23558897243107765,0.9071989996430536,0.3661477045911377,0.021572244180948615,0.5709504685411646,0.5726779995077605,1.15257278247,1.2192968977805814
7082,0.6601225285438597,0.4676670239372875,0.5841117764474252,0.026486605182345187,0.8176037483263052,0.273737373736881,1.1703289959799998,1.129754315163833
2900,0.4368063014678363,0.44642729546246745,0.7156886227544911,0.8402032749855072,0.9922547332188755,0.5207475451382114,1.38680418038,1.345421608121232
3261,0.6417710944026733,0.49142550911057215,0.49628742514970065,0.021148880105401845,0.6897590361445783,0.2772209903917221,1.02358284836,1.065522433853412
4762,0.5030632135898079,0.4530784804094151,0.5810778443113773,0.031418533157575756,0.850568942436747,0.25422517861492977,1.23085470436,1.1530271925349136
669,0.8674463937593985,0.4065618673332999,0.6428742514970059,0.018080808080816864,0.8122489959839359,0.25060359694456763,1.32936547052,1.2248729015857496
1436,0.514480646059315,0.48834107419292183,0.5735728542917365,0.03557312252964427,0.8559236947791165,0.28731214584922393,1.07953684153,1.1232437846067236
5383,0.28538011695906434,0.4915505537693789,0.33992814371257485,0.013491436100131753,0.6751004016064257,0.28138950480413893,1.0203175770200001,1.0485268040787883
4511,0.2927318295739348,0.5014790996786357,0.35200000000000004,0.013807641633728591,0.6843373493975904,0.26708056171470806,1.03400089271,1.042129324585746
114,0.6524644945697576,0.4470138144585377,0.5798003992019162,0.025261308739578395,0.8043842034809238,0.2468341956141907,1.1217828547600002,1.142365204322438
2311,0.4218880534670008,0.4940264380137528,0.34912574850299405,0.01138919631093544,0.6166666666666666,0.2358019216555802,1.0475140972900001,1.0357079663260444
6369,0.1719799498746867,0.49695248302983097,0.2638562874251497,0.020057971014492755,0.7427710843373494,0.2943089430894309,1.02180918934,1.030639307258082
2641,0.2726260094678362,0.8971954269385128,0.47504990019928145,0.024435660957391307,0.5592369477911647,0.6093619118004435,1.19512949827,1.2417659975472821
3568,0.2844014798905597,0.8754912468743751,0.5318733960651497,0.027615283267457182,0.5390131956395583,0.6443881321936439,1.29129877506,1.2791284470197382
