,EXEC,FREQ,L3MISS,INST,MEM,L3MPI,L3HIT,INSTnom%,L2MPI,L2MISS,PhysIPC%,IPC,GT,Pred
5889,0.3329156223893066,0.4455089820359282,0.3102734663710274,0.5335978283875272,0.5197481243303036,0.07388968481375359,0.7076639892901606,0.3333333333327759,0.020609848484840907,0.01782169521299078,0.4327833791631531,0.43302752293577984,1.0573121349899999,1.0995021136857972
5894,0.6567808409916458,0.5967265469058683,0.25562946538507025,0.36127611409020677,0.4672710491839826,0.0304839223178128,0.8003681392238957,0.6574693422525084,0.018575757575749998,0.028963548528853755,0.6121295447598533,0.6126146788990825,1.13870383627,1.1792739163694816
5896,0.4202172096908939,0.3537245508982036,0.28594235033259424,0.3345669192158798,0.49210075026812866,0.05101719197707737,0.6325301204819277,0.42073578595317723,0.012240909090909089,0.013281159420289854,0.6854262144821265,0.6872477064220183,1.02842064056,0.9864453460716663
5897,0.44632414369256473,0.7267065868263473,0.5194013303769401,0.6461012028012523,0.4071297784924641,0.09401862464183382,0.9925953815261044,0.4466973244147157,0.8167613636363635,0.8155467720685112,0.32596241979835017,0.3263188073394495,1.37890813116,1.3847370062161102
5901,0.5289612921194653,0.5818762475046707,0.26417836905691056,0.4368372492375456,0.4806925092300752,0.03824418974856734,0.8734939759036144,0.5295429208478261,0.028609848484772722,0.03634606938945981,0.4987778796214482,0.4996177370045872,1.15080535698,1.185647931159895
