,EXEC,FREQ,L3MPI,MEM,GT,Pred
2205,0.9405128779813602,0.9509037104484414,0.20166393046071351,0.5430258910789091,1.5437336646179594,1.5972400890853744
446,0.37065052950075655,0.501119427966953,0.909847962121392,0.8818499860626893,1.1010958953522867,1.0911480326857372
1909,0.6838554066151437,0.8937442760416944,0.24584280215524848,0.5701084291744593,1.4919817361875776,1.5268605868567673
1175,0.9349214701776696,0.9524500440423999,0.198946138294435,0.5406087732865932,1.5900725650777778,1.6100892170154077
748,0.4452849218356026,0.4396949692692924,0.550028683898155,0.7543506627292077,1.0501007572617742,1.081082347185188
2041,0.3899543973234863,0.585050997554761,0.6235776270199505,0.7231845561829984,1.097722317034329,1.1581363788073618
1935,0.9663248725275957,0.948184232491085,0.18328931610713237,0.5429297438362748,1.5433449323920496,1.5029542746228306
1794,0.45677144618143106,0.436826769861143,0.5930043012628844,0.8033376828514522,1.0404705699628645,1.0439166521800964
320,0.369241493874403,0.5054498466812177,0.9107437021776278,0.882686224685602,1.1057078086347416,1.088526545300987
1244,0.5779251845817652,0.6720044126144742,0.6256485906251543,0.9205689064043568,1.2071423472195433,1.1721222018280244
2296,0.3204247598843039,0.41608672103738736,0.8693898547882781,0.8043119433346986,1.0268448934646066,1.036358518692118
1695,0.928582049989009,0.9597804198987905,0.1971761866501212,0.5507533294944872,1.7073259521560458,1.640708389748399
215,0.9880231971759961,0.9453585249260192,0.17675414594684613,0.5676481697685597,1.4116556313359592,1.4241817006461561
1359,0.6924563921538203,0.9183202297361188,0.2852194241948934,0.5612410390241581,1.6962495660126276,1.6578819445205193
2006,0.4847614983772321,0.6707725577404615,0.8033281049531733,0.9430221931080385,1.2156933340023848,1.1793996282220505
575,0.9441891296143001,0.9636428451782213,0.19534879405669425,0.5479110003071008,1.7111942180781992,1.6315576575022726
2348,0.5769715660033362,0.671213819187869,0.6201578763381325,0.9057149498396662,1.1985989043189518,1.189260899939764
569,0.7353972178148409,0.9470188159655325,0.31400076640848235,0.59583066025015,1.8967196490188107,1.7381324431655019
2239,0.7264561270801817,0.9454421807420899,0.3075495491208451,0.5969095529153214,1.8641925323406563,1.7043720585134912
1543,0.9502711826031468,0.9966505154303923,0.21443956011584478,0.5084100806039054,1.667480645498493,1.810623472722539
2153,0.9372898806522106,0.9990894605053497,0.27948638638400464,0.5837906050408622,1.8536751303056682,1.9172053172529018
1636,0.4829027503006323,0.6712505909751529,0.8286244357528469,0.9501143729562102,1.213612334946962,1.2035471234355475
1199,0.7035792940559727,0.9205299648516322,0.3024352434618388,0.6050431905985223,1.6999055155316702,1.6086688146007098
2380,0.3680302176342044,0.5010631887628717,0.9216418728618284,0.8648707061974569,1.1177755857965928,1.1017644927035453
2288,0.4550344595730375,0.43838834509446883,0.6030798839954421,0.8034338300940866,1.0405372819062544,1.0506700057332603
1783,0.9185297248837342,0.9981333940359661,0.2003653561958541,0.4779822814367143,1.9363196859501184,1.8544555962898133
271,0.40909001018460833,0.6296260092928595,0.6425218068383218,0.7315694219450016,1.1589080078772758,1.174935214172863
1727,0.6777264871062149,0.750683780139733,0.3701538599823116,0.7345649337270789,1.2696458056671565,1.2585834606930302
547,0.6457338356421741,0.722814370455672,0.3195030135587984,0.6754990163086726,1.1974131081285502,1.233724956075104
1236,0.3742349183748133,0.510005222211808,0.9059664218777043,0.8907880438075921,1.1056496454545228,1.090138033140068
2461,0.4009841226180106,0.6116797384268364,0.6428192558721478,0.7297138683032506,1.1495292437599658,1.169947714751058
1869,0.6802537011754384,0.8898646960519231,0.27670866825016477,0.5996874377094842,1.3984906348429909,1.5044516605077627
224,0.4390479999536289,0.420009890342787,0.5915477627243148,0.7734927262005966,1.0354630564403695,1.0603271585005212
757,0.6524265782964724,0.730489414978375,0.3372474108013853,0.7109676533205134,1.202434417621122,1.2039818882867
890,0.3181351835428731,0.4193835019662946,0.859395660850485,0.8153451946508027,1.028955470150104,1.0335610550152272
582,0.418830895948899,0.5735681766446623,0.8549652224257852,0.9197788613419403,1.1343359062712544,1.1180492011005216
2170,0.33338936515941053,0.4326838151604829,0.8812539489928908,0.8325252386511911,1.0483063213582553,1.0418855456356098
557,0.6934486614483985,0.7926206712259628,0.3911060720323889,0.7817263506149538,1.3370208365802536,1.2633974946663074
916,0.418191378857037,0.5668493582447603,0.8475385229531176,0.9289144342368704,1.136791631331167,1.0958651534039547
135,0.9568212522490549,0.9586513898373679,0.1945652458076419,0.5413013452983233,1.7582929150192903,1.5892226704692027
938,0.45228890009525424,0.4409378556794904,0.6049494925461517,0.8042442139962912,1.0496285711601043,1.0545682470725062
2238,0.5770847071906073,0.6692097567808928,0.6384456153901059,0.9157153196367531,1.203370637768348,1.2054358176470612
2248,0.4830767405297973,0.5010069495587904,0.5990186981071425,0.8318938178938903,1.1065907318114772,1.0713606172021142
2236,0.48320984780893994,0.6677940429704603,0.8647020890947699,0.9707450883022611,1.2105287053308476,1.2313151589002893
953,0.9121806185913602,0.9966992943318919,0.18122936279447252,0.5235603667330537,1.622348169594955,1.7879817872540222
565,0.9349490998692132,0.9758757002548398,0.27057430535284666,0.5875291666178112,1.892541891098499,1.8089610502554216
1974,0.5222726508656916,0.5721818802640568,0.6062544116364096,0.8617145113659772,1.1261780953716565,1.1109842256227749
792,0.3690190145649789,0.5014568631914414,0.9316443034897937,0.8827468216872624,1.0984230653156701,1.095781420911948
2483,0.9352412170112624,0.9968984748463466,0.19621901279804146,0.5067732298605863,1.6480236417382796,1.804697785354246
2193,0.9616605088833314,0.9966505154303923,0.19346796988085488,0.49485416033043245,1.686006905897261,1.7608371789047803
2101,0.39489304925197516,0.5995134304575466,0.5874435905366929,0.7008490144907625,1.1227420341267071,1.1759147694275187
1714,0.523008068582955,0.5717994536763034,0.6264563357047115,0.8677666369068057,1.1431823574303104,1.1293627991249093
478,0.4796901110418953,0.5049155742424449,0.6329373882366002,0.8379838165607562,1.100217165167857,1.094801209609492
936,0.3383481817672438,0.44103346232642865,0.8568898194632804,0.8437882013597964,1.0529255862847575,1.0432774673846432
1126,0.3186858411439767,0.42047143967283396,0.8664843623300059,0.8016193469091973,1.0402979792518083,1.038810605339425
2051,0.46990157075885786,0.7100386979285231,0.6492984121193209,0.773078772062358,1.2982713107090476,1.2186222835944793
1150,0.3418574008101116,0.45650631870350955,0.8699369636479879,0.8358695676254063,1.055510481148928,1.0574284978694348
22,0.4868176889178936,0.6691153037586535,0.9014130765918394,0.9939726182348492,1.18696699125344,1.268946069641427
2104,0.43777279287738885,0.4166471737953016,0.5569268947576698,0.760257087306906,1.0294515928438035,1.060504515358406
156,0.4820945989629803,0.6707725577404613,0.8366872446436553,0.9629476525809191,1.2183973250331002,1.189545242764361
518,0.43971458547075426,0.41677904503245794,0.5915565142076227,0.7739971440006249,1.0282000108540092,1.0557483006990869
897,0.6403943322159931,0.7234892409046482,0.3228844322710881,0.6720995245155267,1.2120713455502263,1.2444436755119224
1460,0.47955700376275257,0.6691729849936089,0.8494745081387635,0.9599087129476519,1.2199824678758822,1.2097575649643382
259,0.7075060494826176,0.8926325708447376,0.2602735910844873,0.5783544127910967,1.4943923595137285,1.5673019247318534
27,0.735473749089483,0.8340405190075119,0.444552306476216,0.8152839777487808,1.3903849822462664,1.4338714391011163
962,0.3713426873522985,0.5047749762322415,0.9229108379414956,0.8844132392329223,1.101930895208129,1.096625402121718
1390,0.36762481089258703,0.5094195310721605,0.9137998819409271,0.8709174212917085,1.1058181144345982,1.0961988653919659
314,0.43794668475142157,0.42146047395150615,0.5670961183616237,0.7632906985831303,1.044618854305538,1.0651936750731728
1261,0.43068787395565006,0.6576703723983489,0.6970390886258501,0.7671547655065268,1.2086919595212764,1.202494410857851
1456,0.33439793802880036,0.43207830639654027,0.9484245005432754,0.850889361994368,1.03103561391277,1.0276689356475255
1817,0.6553562423456526,0.7218028681994085,0.33993761677027984,0.7037742698205576,1.1971975342195107,1.2156913451306415
1802,0.4821961515650324,0.6754880191041496,0.8174529386792072,0.9366270458824484,1.2319266245577294,1.2056273749460509
2313,0.9107491805345438,0.9986413043478259,0.22081182040971703,0.5418487311997799,1.8316552242823898,1.8531850040822269
558,0.5237898203102437,0.5645940219580103,0.6374955184586625,0.9030022240653373,1.114145381344216,1.0872311969521
2093,0.9469335505644132,0.9985746554833738,0.23290389846815174,0.5402767138774279,1.8647225689649785,1.8426647283070108
1787,0.667597657007642,0.7479381533558637,0.3703621004056417,0.7270210731511462,1.281539123623484,1.2622212623954545
1056,0.4181585140359724,0.5780616890507627,0.8670838389366071,0.9117591511572003,1.1496783456358164,1.1397871310698164
1530,0.3399595486365288,0.4547483900339985,0.9021932372859804,0.8358163986433046,1.0522527578954917,1.0551581185499783
1697,0.6796876010189173,0.7535274650230266,0.37587396411065765,0.7387700548884528,1.2820052188990667,1.266373360474268
733,0.8969113811483631,0.9975474178127957,0.19887957546977925,0.4761049732936632,1.987233780714121,1.8773801485246167
1997,0.7347339390468702,0.8364123200623489,0.41255990449424673,0.7954985397492018,1.3818813270122707,1.3980849946218004
302,0.42332744999159505,0.5780138857272935,0.8642286675073557,0.9228538561911951,1.130907582119755,1.1359771190454162
2064,0.45363366392110716,0.4342453903938086,0.5746635259780943,0.8009889430670966,1.0454896919106456,1.036615395037726
1875,0.9353157754895103,0.9645785450460045,0.20375485743714586,0.5622885702196098,1.7878412445993657,1.6547269088492458
1027,0.649088682371587,0.7204370589574328,0.3547881338168996,0.7092605492165958,1.2189056982454314,1.22575464426723
9,0.6793927243357156,0.8971168100026101,0.2491628409110472,0.5619186567526685,1.440646221917562,1.5495700056201498
1758,0.4539138230514933,0.4350102435693152,0.6034436539849467,0.8014353409793279,1.0435208623738028,1.0494377236448829
832,0.3344259539418389,0.4393762804461646,0.8991886554521876,0.8396195316255748,1.0479253271492657,1.0411484195366278
1108,0.4822362631386393,0.504999933048567,0.6526585984747225,0.8400804728182045,1.1061336629784873,1.1098516249288788
597,0.6346593100175016,0.7141535330271424,0.33868677976317935,0.672663076630968,1.2016303264293302,1.2555796807046447
2490,0.4815605852359434,0.6626477952892973,0.8520976101624195,0.9721172996360136,1.18985123631855,1.2018991660025544
1857,0.6428378591767399,0.7046209879353522,0.33016933233450396,0.685842006355707,1.1681898465526666,1.2092494016130058
1706,0.31555578741138757,0.41143825992762806,0.8326248734111609,0.7895062152324698,1.046325871113703,1.0473495201488388
192,0.4176526112986023,0.5678299392389993,0.868037189624665,0.927313741131473,1.1293241555208349,1.1199556138010216
2179,0.6886050811744794,0.8934997008983643,0.2507711083948863,0.573467194145559,1.4780278713809556,1.5352662533116623
1275,0.9636353448758894,0.9510524318992338,0.20088563187851766,0.5534326854840553,1.5495113022660452,1.5487293436518916
2223,0.9208630502125207,0.9986797177327565,0.22748555702468462,0.4999254368322426,2.000022131221936,1.8851665354082372
609,0.6926934498795316,0.8954928295014802,0.276380594351519,0.5959510237719149,1.4423671067623425,1.5385324079380989
1683,0.9583893651594108,0.996300933302982,0.18055469636044946,0.5102413982556141,1.6391950861660258,1.7390172510511936
2090,0.41599428475374006,0.5703175506487597,0.8269084045143431,0.90542373463361,1.1413249234349898,1.1012256127889266
2224,0.519856278366112,0.5735442749829278,0.6379721938026917,0.8642641302108369,1.1522128643086154,1.146647112331002
477,0.6620160251022582,0.7582342537953741,0.4008497998838002,0.7372803009091723,1.2678991873841294,1.304566170318615
148,0.521726340561439,0.5781094923742319,0.629425713991133,0.8754721516379367,1.1436021149180675,1.1231051577996833
1680,0.3387395008106539,0.4477783570636573,0.8816441898668531,0.8245778050514958,1.0569507315981514,1.0569721785432682
289,0.7087850899310807,0.9096374914636924,0.2975352997004712,0.6132305473525168,1.5494984522055462,1.5790069398469635
276,0.3382081022020508,0.43832460732984324,0.8846378558720034,0.8553670764370574,1.0407075455872286,1.0375018825148405
2306,0.37277644290192113,0.5012037867730752,0.9005919815402897,0.8751297785785558,1.1030342391464467,1.0966308549780357
1397,0.6800970643633275,0.7568124113537277,0.43296437766922424,0.7834732398979357,1.2383264368269864,1.2974092150107586
2039,0.6993741676041224,0.9110210299602515,0.2769467480024477,0.553463413861051,1.6777608116868363,1.6635553077480632
2219,0.6919530293206541,0.8931026633280225,0.2737157676842179,0.58723890627606,1.4516975836629744,1.5515755314265212
411,0.5212920939093405,0.7837832916002732,0.7385249867155216,0.8026406153423524,1.3972607553436946,1.4430404723017265
1624,0.4389900359956179,0.41457020181008997,0.5890360870149043,0.7731161889695901,1.0095946022607036,1.053965877365091
1804,0.5770124489533588,0.665197305874319,0.6404242822066369,0.9301599356863819,1.2006723150401593,1.1792475961510216
2279,0.6840255997113677,0.8867633097000226,0.24419840191644673,0.548290538876819,1.4707333327942749,1.5725197079936888
1554,0.5213330402437814,0.5675357649407274,0.6462546312649811,0.8864300317497208,1.1310700359338015,1.123540034965048
2301,0.42977924974899256,0.6494533686885159,0.6853714691636122,0.7708410285156386,1.190775236240357,1.1842001638806265
1791,0.4039729860678513,0.6171409059867974,0.6248234762271986,0.7199590364268771,1.1588179461798322,1.1773770544863886
1498,0.4812227462845955,0.49524243114045113,0.6498892688008604,0.8382625627683936,1.080265826827952,1.100351145435666
829,0.7270991461611735,0.9470941532858218,0.3452593681245326,0.6271362385296865,1.7901543469564805,1.7190227787954377
1841,0.36420686950187714,0.5190166173457778,0.6663504828676494,0.7294485268868892,1.111477190224636,1.1535143828349885
480,0.4187678601445622,0.5760539494650583,0.8434810884547965,0.9196552434585533,1.1419113442328397,1.1038570403983115
1856,0.3163093188655295,0.41499878333084794,0.8539522382328781,0.8020243020444311,1.0491197986482943,1.037997098909547
70,0.48296740240764463,0.6708093295277454,0.8840782097343043,0.9861616647208292,1.190022551974467,1.2351338369957645
438,0.5769392399498301,0.6732362674884871,0.6472161163445753,0.9246062981726738,1.2110698973856966,1.2060188840963688
487,0.6998618693678882,0.7911865715218881,0.3977929662782873,0.768768867403397,1.3178675767813262,1.315981283625987
2457,0.6443150618642299,0.6981892680504111,0.3308307323154213,0.6796486255314631,1.1555891660951327,1.2133750309890026
454,0.44072895473594526,0.4210648602400373,0.5612938849283866,0.7737626962907527,1.0291347356085128,1.0521864247601895
1611,0.4331184437084589,0.6546212955500461,0.6834851697208638,0.7721607329463931,1.1929828848176127,1.1860976089353432
1015,0.9167183883522763,0.9612329054965071,0.2091303257640786,0.5580871981531274,1.6884808998546788,1.6774437757988192
405,0.946083375357203,0.9491827908035517,0.1937455883635902,0.5668652565071078,1.4341908401626535,1.5554725290546556
778,0.5788464771066887,0.6757367490237968,0.6628195061895599,0.9342659263681169,1.1882872936248734,1.224167261283752
713,0.917009557080596,0.9983273785370003,0.2491916382097798,0.5282425060390618,1.9545483220444588,1.9087768261571147
57,0.6771294744063279,0.745060015626827,0.3956701711109381,0.7759305215523877,1.2793415931836547,1.2196597666126294
795,0.9312183865890372,0.9601340976346672,0.2298118831369682,0.5311036329922394,1.7838390387011314,1.7020844350139002
398,0.45419398218187923,0.4361575233325748,0.5988500003965515,0.8108234324565616,1.0347540268262962,1.040544645422472
2368,0.5217263405614389,0.5734725699977238,0.6303710929754851,0.8653663896710386,1.1526062167296256,1.1374828460717379
776,0.4845028899491834,0.6749645414908334,0.8471318033763011,0.9682846169694597,1.1985779716300486,1.2054445764467459
2389,0.6801520406448005,0.9139605216090534,0.2901890061980202,0.5871639226393116,1.5988224564388218,1.577860274213906
2407,0.6782425390594832,0.7360161436191488,0.3876105280373761,0.7757356284929938,1.2019956944276846,1.1950654371090064
425,0.922516184314642,0.9460860681905255,0.1912856531311036,0.552461386161832,1.4709622235798918,1.5842095890873487
1959,0.6703524675186238,0.8915669607413129,0.27412121750235546,0.6012502491620614,1.417704425414584,1.4766889069137425
906,0.4841957924408757,0.6726111471046596,0.8855424002108431,0.9724250236405994,1.1995811264813865,1.2671219476803608
1614,0.4797148309651648,0.49943225184451234,0.6370130054924723,0.8356932498979949,1.1074211215950334,1.0963751089573033
1063,0.9364148104415995,0.9996724278647294,0.28976353338683875,0.5939135780342071,1.9060761683235117,1.93387718097028
2025,0.9499195543068464,0.9430002276348743,0.17762489769913214,0.5307229683989519,1.4808093410931715,1.5092267123965835
1952,0.3372555611587382,0.4329706351012978,0.8501135459378574,0.8457317491930496,1.0325148287736898,1.0384695656967233
1585,0.9346765212640779,0.963909202139768,0.23171698906310714,0.5504665716640338,1.8190186440863807,1.7089571067938727
933,0.9460917801311142,0.9966036876849536,0.22518546717742502,0.49692740883181075,1.7133178854314457,1.8366984455831958
1642,0.3176424898997803,0.4140756846707539,0.8817119432860123,0.7996087801851424,1.0445856864390028,1.030581072469865
1639,0.7409023710082714,0.941688700555079,0.3056936876918316,0.6112164739319464,1.7994449286321246,1.68936200378947
385,0.9245251302739957,0.9641695245416517,0.25791195176580517,0.5765288143378728,1.7488702882005542,1.7564225509090554
1173,0.9470954502157226,0.9961017527885273,0.19961349438615128,0.5254060504086255,1.6652025970403264,1.7808733627413362
1702,0.3217579309185548,0.4176362080739737,0.8722253353800861,0.8053420923629249,1.0356824929338857,1.0369020384462262
453,0.9400556907627882,0.9961796929898356,0.19547027742404222,0.4976605166272023,1.6300823638256223,1.7981296545104675
1549,0.6885073512452745,0.9013705736928207,0.2660282001666991,0.5820725320743687,1.4626867493521074,1.549507566592483
1047,0.7309304227173914,0.83647713812807,0.41738197179698205,0.8207319528948349,1.3836852391930012,1.3448045056690483
1347,0.645053663207975,0.7090536597479465,0.33639110657359944,0.6861978760200033,1.1863021125790014,1.2241307060499493
1068,0.5778928585282596,0.6751667863208954,0.6477920312653472,0.9201964679095369,1.210512121482979,1.2188855216992023
182,0.33968842689744544,0.45724649919593513,0.8719018128036015,0.833603239763309,1.0642029076127038,1.0562761095890378
966,0.37020557088190803,0.502356690456743,0.9253741230961442,0.8836678961125,1.1034879907226036,1.095387259039161
2215,0.9613416942562505,0.9487504824869611,0.19033924471060512,0.5280185605981432,1.5661638366083364,1.5304351746543134
2302,0.3700078114957532,0.49830746776288515,0.8724060277707409,0.8686398397007312,1.093354616229401,1.0844453718612805
618,0.48352169914864596,0.5014849827934821,0.6389761691157223,0.840365278726008,1.096947617931379,1.096127442749796
1399,0.6931029132239417,0.9177502670332173,0.33481155563527243,0.6022013492310859,1.6604450312841934,1.6599185951669426
1002,0.32226704768308406,0.436253129979513,0.8017321373337456,0.7933864432387882,1.0573193188465062,1.0604767493521177
1032,0.4825633267388185,0.6726846906792276,0.8548432065527399,0.9667710903202965,1.2125291927338573,1.2161698227062976
390,0.3341177788984143,0.4360937855679493,0.8862452116395816,0.8522148204106856,1.0376025738330124,1.033700183211642
1222,0.41859976466633037,0.5761017527885274,0.8611831513161545,0.9164360277453469,1.1220277174709388,1.1285198820894475
958,0.4553146187034236,0.43861142727065816,0.6111082030661367,0.8107204175537391,1.0353056429746057,1.0482339375871508
880,0.33835993037593737,0.457153976634382,0.8244998269244199,0.8327458899269142,1.0630428402582015,1.0480618873632643
1010,0.36793133794112703,0.5022723316506209,0.9454536293567603,0.8815651801548856,1.098341169596868,1.0991424418642075
980,0.31648321073956215,0.41668014160459055,0.8479312177169399,0.8059388683516902,1.0360541652616997,1.0381962741811779
1338,0.5772625004848908,0.6738981596595984,0.6461716604713105,0.9197923325215401,1.1857075146552052,1.2145215034817691
457,0.6416662846314888,0.7087929143472058,0.3345453391849927,0.6871843217561228,1.1895620618828116,1.218214715423069
1884,0.5794121830430453,0.6677756570768183,0.6307976604676503,0.9123633731833714,1.1992636732647464,1.2018942694162051
1129,0.6918455998796791,0.8812165286879847,0.26199453760623914,0.5956592773052745,1.3537678795312937,1.4978273833442541
1079,0.6764118942636341,0.8888231277031646,0.2578602117016069,0.5885848922041488,1.3692003081494808,1.4873739787040523
1174,0.45464223679049703,0.4376872296835878,0.6233833252701175,0.8052194217430118,1.043855569521489,1.0566681151838755
1767,0.6358593499289414,0.7047658464913193,0.3383522344239943,0.6822271197657499,1.1774285296412828,1.2270622440969383
995,0.9308182047402931,0.9748173230138855,0.28261121289268515,0.6088309525444678,1.846457799032824,1.8190668806113388
