num,app,alongwith,budget,ind_exec,exec,config,slowdown_p,slowdown_gt,success_p,success_gt,raw_qos,qos
5,bodytrack,swaptions/ferret/bodytrack/svm/nn,8.757810831069946,8.757810831069946,14.930222511291504,layer-5-particle-4000,0.5168097292805767,1.7047893359746698,True,False,5.0,1.0
5,swaptions,swaptions/ferret/bodytrack/svm/nn,21.938838958740234,13.247070550918579,22.23684573173523,num-600000,1.4150975371159844,1.6786236357889164,True,True,97.11033760092391,0.7982135488174102
5,ferret,swaptions/ferret/bodytrack/svm/nn,1.9440078735351562,1.8949692249298096,2.1870594024658203,hash-8-itr-14-probe-16,1.0134569495742973,1.154139800105107,True,False,100.0,1.0
5,nn,swaptions/ferret/bodytrack/svm/nn,21.02316689491272,14.150341987609863,23.842748165130615,batch-3-learning-1-regular-67,1.317012712676389,1.6849591469949976,True,False,23.3,0.8305084745762712
5,svm,swaptions/ferret/bodytrack/svm/nn,17.03521704673767,13.449683904647827,20.61955237388611,batch-3-learning-56-regular-78,1.2035156754937542,1.5330882510004997,True,False,26.32,0.479568234387047
5,bodytrack,swaptions/ferret/bodytrack/svm/nn,8.757810831069946,8.757810831069946,13.247661352157593,layer-5-particle-4000,0.5168097292805767,1.5126681322185078,True,False,5.0,1.0
5,swaptions,swaptions/ferret/bodytrack/svm/nn,21.938838958740234,13.247070550918579,19.54244613647461,num-600000,1.4150975371159844,1.475227754042534,True,True,97.11033760092391,0.7982135488174102
5,ferret,swaptions/ferret/bodytrack/svm/nn,1.9440078735351562,1.8949692249298096,3.831927537918091,hash-8-itr-14-probe-16,1.0134569495742973,2.022158189962176,True,False,100.0,1.0
5,nn,swaptions/ferret/bodytrack/svm/nn,21.02316689491272,14.150341987609863,22.50638222694397,batch-3-learning-1-regular-67,1.317012712676389,1.5905186070167572,True,True,19.8,0.5338983050847458
5,svm,swaptions/ferret/bodytrack/svm/nn,17.03521704673767,13.449683904647827,20.981056213378906,batch-3-learning-56-regular-78,1.2035156754937542,1.5599664915640472,True,False,29.26,0.7062451811873555
5,bodytrack,swaptions/ferret/bodytrack/svm/nn,8.757810831069946,8.757810831069946,13.783393383026123,layer-5-particle-4000,0.5168097292805767,1.5738400439213642,True,False,5.0,1.0
5,swaptions,swaptions/ferret/bodytrack/svm/nn,21.938838958740234,13.247070550918579,18.79646062850952,num-600000,1.4150975371159844,1.4189145106656156,True,True,97.11033760092391,0.7982135488174102
5,ferret,swaptions/ferret/bodytrack/svm/nn,1.9440078735351562,1.8949692249298096,2.197812795639038,hash-8-itr-14-probe-16,1.0134569495742973,1.1598145060748657,True,False,100.0,1.0
5,nn,swaptions/ferret/bodytrack/svm/nn,21.02316689491272,14.150341987609863,20.816747188568115,batch-3-learning-1-regular-67,1.317012712676389,1.4711126562732832,True,True,17.7,0.35593220338983045
5,svm,swaptions/ferret/bodytrack/svm/nn,17.03521704673767,13.449683904647827,20.4817533493042,batch-3-learning-56-regular-78,1.2035156754937542,1.522842729577183,True,False,26.14,0.46569005397070157
5,bodytrack,swaptions/ferret/bodytrack/svm/nn,8.757810831069946,8.757810831069946,14.196645021438599,layer-5-particle-4000,0.5168097292805767,1.6210266806715425,True,False,5.0,1.0
5,swaptions,swaptions/ferret/bodytrack/svm/nn,21.938838958740234,13.247070550918579,23.391395330429077,num-600000,1.4150975371159844,1.765778723719945,True,True,97.11033760092391,0.7982135488174102
5,ferret,swaptions/ferret/bodytrack/svm/nn,1.9440078735351562,1.8949692249298096,2.393256187438965,hash-8-itr-14-probe-16,1.0134569495742973,1.2629525355630047,True,False,100.0,1.0
5,nn,swaptions/ferret/bodytrack/svm/nn,21.02316689491272,14.150341987609863,22.49974250793457,batch-3-learning-1-regular-67,1.317012712676389,1.5900493802648374,True,True,22.1,0.728813559322034
5,svm,swaptions/ferret/bodytrack/svm/nn,17.03521704673767,13.449683904647827,20.197316884994507,batch-3-learning-56-regular-78,1.2035156754937542,1.5016945400489963,True,False,30.75,0.8211256746337702
5,bodytrack,swaptions/ferret/bodytrack/svm/facedetect,8.757810831069946,8.757810831069946,14.636589050292969,layer-5-particle-4000,0.6505418751163088,1.6712611556265835,True,False,5.0,1.0
5,swaptions,swaptions/ferret/bodytrack/svm/facedetect,21.938838958740234,13.247070550918579,20.332388639450073,num-600000,1.4852992464246932,1.5348592401087637,True,True,97.11033760092391,0.7982135488174102
5,facedetect,swaptions/ferret/bodytrack/svm/facedetect,98.80850052833557,21.4960834980011,29.678854942321777,eyes-0-pyramid-9-selectivity-1,1.4029973293199314,1.3806633634020629,True,True,92.7307139386279,1.0
5,ferret,swaptions/ferret/bodytrack/svm/facedetect,1.9440078735351562,1.8949692249298096,2.0759100914001465,hash-8-itr-14-probe-16,0.9980222977534572,1.0954848575322056,True,True,100.0,1.0
5,svm,swaptions/ferret/bodytrack/svm/facedetect,17.03521704673767,16.784786224365234,22.393399715423584,batch-5-learning-56-regular-45,0.9828102667528111,1.3341486400891267,True,False,32.07,0.9228989976869699
5,bodytrack,swaptions/ferret/bodytrack/svm/facedetect,8.757810831069946,8.757810831069946,14.134625911712646,layer-5-particle-4000,0.6505418751163088,1.6139451039028452,True,False,5.0,1.0
5,swaptions,swaptions/ferret/bodytrack/svm/facedetect,21.938838958740234,13.247070550918579,17.4637610912323,num-600000,1.4852992464246932,1.3183111710702957,True,True,97.11033760092391,0.7982135488174102
