,EXEC,FREQ,L3MISS,L3MPI,MEM,INSTnom%,L3HIT,PhysIPC%,IPC,INST,L2MISS,L2MPI,GT,Pred
1153,0.2606957177444934,0.3002295107843431,0.004393581081091466,0.0013901726333241569,0.0090456353238351,0.2609355387139917,0.975635135135,0.6720720720716418,0.6717762538656717,0.4571638600318672,0.0025445085995072325,0.00366719660837535,1.01711848385,1.0305350513522968
1158,0.29516384573788546,0.4492683275987611,0.0021267724458214165,0.0006073838773617692,0.001727999745603261,0.2953177697325102,0.999986842105,0.5085886357681593,0.5083791568457713,0.6041477119179425,0.595251196170368,0.7750995134901959,1.0179380316,1.0489151116877184
1160,0.13278366472173275,0.15352575281575812,0.0021930643879185243,0.0013787902595625797,0.0017999172642025783,0.13289678567460314,0.982594594595,0.669557617318408,0.6694231544975124,0.45886730814941823,0.0015783538083522016,0.004545764251652661,1.1046643980600002,1.0195818752870816
1161,0.38532730504698975,0.3005792212849906,0.003327863777098035,0.0007232997983376665,0.002730468087514108,0.38562842290858307,0.9799342105259999,0.992039800995025,0.9922754647810945,0.3097676326551001,0.0018990430621987282,0.0018929308565518205,1.0174165849099999,1.0305696231579442
1165,0.9782126148311308,0.9289215981572382,0.002823965458281488,0.0002430315706522959,0.0026549846376784886,0.9790410565608464,0.993930232558,0.8151220640985075,0.8151104940398011,0.37697432268838754,0.009949101479918229,0.0039178229431372546,1.15568142482,1.157686240349255
