,EXEC,FREQ,IPC,L2MISS,MEM,INST,PhysIPC%,INSTnom%,L3HIT,L3MPI,L2MPI,L3MISS,GT,Pred
142,0.13280102790014686,0.15334580200505973,0.6705676164626867,0.001429721074379155,0.0015833854115791712,0.45834105738772757,0.670488466757214,0.1329314975148442,0.9837386363639999,0.0011878511101452898,0.004124013241652661,0.0018886488970602123,1.04807494661,1.084545156105644
224,0.3836955995543319,0.6298484508146686,0.47151604614278614,0.907517482517357,0.002104295275078354,0.6517611016552698,0.47154338199104484,0.3840339554629629,0.9999890109890001,0.0004900799026283255,0.9094714808991595,0.002220887201031045,1.0240134803399998,1.0465615481637829
1054,0.3783406754772394,0.6171003673697096,0.4745273631840796,0.9580454545445838,0.005706605800211758,0.6474734771391877,0.4745273631840796,0.37860082304526743,1.0,0.0010984423361011578,0.9689075630252099,0.004932352941180097,1.0237167058399999,1.0345619304114115
223,0.14325991189427315,0.1941873116050306,0.646587064676617,0.0036314727272694267,0.06038512137483331,0.5387257578520765,0.6470049751243783,0.14333039388594943,0.95168,0.021686240092543073,0.006695686274509803,0.061658691176515935,1.14046450026,1.1293344179588793
31,0.26174743024963293,0.30109769451756374,0.6741293532338309,0.003097897727269911,0.019247448979581503,0.4561258075502242,0.6732587064676617,0.26216196355085236,0.955625,0.0031660796638593902,0.004534313725490196,0.009832720588242524,1.0123723595799998,1.0188987906425544
202,0.3828594313179149,0.2995532044257338,0.9882406151044776,0.0018220247933856165,0.004588467923037279,0.3105880582668704,0.9888738127542289,0.3830634386184597,0.975818181818,0.0008312735892636373,0.001828877005347339,0.0037465909090836375,1.01601475217,1.0212017366190667
1026,0.24293755681424378,0.40954018193493563,0.5030916844328359,0.014813333333322895,0.6636374098514161,0.6693698459656374,0.5030324567641791,0.243204277595532,0.6771904761900001,0.14508879671220673,0.023342003468067224,0.4045903361341211,1.0810298115,1.0744812481835075
299,0.9831367533480178,0.9273471874464132,0.8206547905621892,0.009811803519054717,0.002437649423101269,0.37425026867203187,0.8207510832935324,0.984406705733392,0.994725806452,0.00021004716135769865,0.0038254269449579828,0.0024673505692518146,1.17878051101,1.1778736016836193
1058,0.9852837898237886,0.9302265755539382,0.8200302833681593,0.00897653162053275,0.002910509970583292,0.37461726975015597,0.8200302833661692,0.9862165478101115,0.9932608695649999,0.00022839652619356595,0.0035113262696358544,0.00266460997442843,1.16617872177,1.1791489256612193
713,0.1884843511563877,0.2828821783984599,0.5928836211094528,0.008025325311938161,0.32799657073306776,0.596033938839371,0.5930055604328359,0.18864191767195762,0.813382352941,0.06983934594028433,0.01268322623168067,0.20404742647073826,1.03899128229,1.0797405826071742
1116,0.2943047997466961,0.44892975087479503,0.5073261145273632,0.626131907306249,0.0018789631642111284,0.6053115076484944,0.5075992586089553,0.29449228251028803,1.0,0.0005642760634678921,0.8171033119131651,0.001968598615918359,1.01999170266,1.018996804359828
838,0.888195464185022,0.8387460881892028,0.8212640501194032,0.020809414983140172,0.0019096849265999411,0.37469552081681917,0.821383821632836,0.8895502645502643,0.995731481481,0.00019426432830841733,0.009014057474845938,0.002050306372550037,1.0969828566600002,1.1155691455988708
107,0.2611787740058737,0.30049582945482856,0.6731050629203982,0.0028603921568605816,0.011154040563586919,0.45652201489373717,0.6731050629203982,0.26149554471928277,0.9745098039219999,0.0016955905565374872,0.004212665458347338,0.005237024221459733,1.0178852110299998,1.0235238910713207
477,0.4575888069427313,0.5977262696545249,0.5920957012686568,0.04917160367727349,0.0013796618351657468,0.5186179942312856,0.5923975627482588,0.45789324191358016,0.9996292134829999,0.0003408333742000202,0.041299216315686275,0.001853263384007245,1.01988039049,1.022364725535756
4,0.36535224383113074,0.3045067155884221,0.9284067467562189,0.001595332594232186,0.054626941919261755,0.33105542136447164,0.9282368644577115,0.36560273010141087,0.9531219512200001,0.001233033879012173,0.001673430347747899,0.005366266140599534,1.01590011052,0.9940836969457232
52,0.26169848262334805,0.3004219260230864,0.6739635157562189,0.002954954545451859,0.01587916219118911,0.4558155516543252,0.6740298507462688,0.26190476190476186,0.9678333333329999,0.002177958278797668,0.004258636788039216,0.006847058823534446,1.0209924045999998,1.020825112549972
279,0.9021659324522762,0.778799394781086,0.89863184079602,0.009101988636355363,0.005878759398493084,0.341879669078021,0.8982587064676618,0.9036963550852437,0.9835,0.0004340618908786833,0.0038686974789915963,0.004786764705885873,1.10886425727,1.0987374982310294
54,0.19944578655653453,0.32016873495845743,0.5723158401542289,0.00971326979470026,0.38789310834726753,0.6363265011577748,0.5724281816726369,0.1996501109406231,0.750483870968,0.09225466879669401,0.014926990150896357,0.2696634250479924,1.07633109973,1.0882887323644104
1039,0.2959251101321586,0.44951929869985835,0.5095771144278608,0.5723295454540253,0.002793609022554891,0.602911941151287,0.5095771144278607,0.29614932392710164,0.999975,0.000960208512381937,0.7424369747899159,0.003366507352943652,1.0193842347700002,1.0141588891345217
1095,0.2613803230543319,0.3008407121324848,0.672636815920398,0.003268363636360665,0.02206981740063262,0.456987771826227,0.6724378109452737,0.2613168724279835,0.9476,0.004234958404245427,0.004773109243697478,0.013275000000009762,1.0245024088299999,1.0179374523427915
253,0.9820613565124818,0.9299984151915842,0.8174667204527364,0.010297266584745186,0.0025520945220179636,0.37604709281243376,0.8174936130159206,0.9831855665182243,0.994472972973,0.00023033701536550179,0.004038610038599439,0.0026913851351269787,1.17978122268,1.178783026694207
1335,0.45987293595888407,0.5976676041554905,0.5955934612636816,0.06740909090898417,0.0014864595892048946,0.5153148578049618,0.5956746877850747,0.46029346482804223,0.9998571428569999,0.0002713935037281636,0.05512490710560224,0.001509498799520963,1.02020119511,1.0214889126448516
742,0.26046255506607935,0.30028867589825137,0.6708126036467663,0.0031439015151475966,0.013387486573558871,0.4575166586658506,0.6713930348258706,0.26063100137125217,0.97125,0.0021441611477139772,0.004549486461260503,0.006729779411762301,1.019816172,1.0224385847762978
971,0.9800908376872247,0.9308738674397118,0.8153418951741295,0.010137420718813512,0.0029782679289634922,0.376785080643259,0.8151104940417911,0.981160193046737,0.993953488372,0.000244292447709461,0.003975115627647059,0.002857489740090336,1.1841004055,1.1779191262540096
1081,0.9059076019456682,0.9714373442109336,0.7221584385771144,0.3395979020983277,0.0035659547219723062,0.425798032160728,0.7221584385761195,0.9065368787595529,0.9999230769230001,0.0003247644319075516,0.14358974358963583,0.003530599547517302,1.19394377029,1.1990773155804715
529,0.36457823462261385,0.3017798082554826,0.9347705914875625,0.0022131313131307155,0.006708736126027546,0.3287310513665842,0.9349917081263683,0.3651446861316872,0.956444444444,0.0018450624669576247,0.002320572673512605,0.008007352941182358,1.02203868596,1.014770777771577
841,0.38545513875917764,0.29979547738122536,0.9951253831840798,0.0012644031221297597,0.001604770041986786,0.3088075666618432,0.9945323885621891,0.38579504628894756,0.979535353535,0.00041729053622981214,0.0012603344368039215,0.0019095142602499333,1.01942788036,1.0235108520009435
204,0.2604458683751835,0.30017619202540613,0.6720940750796021,0.0033030165289197246,0.014229567425051435,0.45720713558665244,0.6718227046587065,0.2606755384538506,0.9712727272730001,0.002314634523728757,0.004876496052969187,0.00712500000000524,1.01404228712,1.022554267480556
161,0.9006363191409693,0.9733241827240733,0.7166548211343283,0.34439393939332325,0.0035962099125351255,0.42839785178595274,0.716702203269652,0.9018504521149321,0.999952380952,0.00029048252994576143,0.14613845538207285,0.003152521008399377,1.12353108989,1.2000032495630664
665,0.9004138299265787,0.8272756174207808,0.8428312980547265,0.017498553719006823,0.003762010545842233,0.36476477615474445,0.8433288104925375,0.9012078456525571,0.9924090909090001,0.00027502779262896367,0.007310415075126051,0.0030199532085683966,1.09626915609,1.1126652757209627
539,0.7687224669603524,0.7461626318760528,0.7980099502487563,0.12542727272715873,0.004243179377011685,0.38487171565290196,0.797910447761194,0.7696942974720751,0.9997,0.00038981255231013097,0.06218487394957982,0.003670588235296817,1.08546353503,1.051449806134744
1044,0.4570484581497798,0.619498869630447,0.5726368159203981,0.10958181818171857,0.0179679377013867,0.537606967624038,0.5722388059701493,0.4576719576719576,0.9981,0.0033674749891822505,0.09156862745098038,0.01920661764707295,1.02992133329,1.0295253583572594
1169,0.9853157121879589,0.9302990768646602,0.8200000000000002,0.01009527272726355,0.002590601503758007,0.3748647455608783,0.8197412935323384,0.9863609641387416,0.9951200000000001,0.00020217657268977314,0.003944481792717086,0.002365323529413504,1.18862987109,1.1800152728810533
315,0.24229074889867844,0.40622252574748424,0.5009121061343283,0.014796515151491095,0.6388292158965421,0.6667577546123328,0.5014925373134329,0.2422594552219282,0.6835,0.1460605277591825,0.024094304388431367,0.3847794117642535,1.0767090122299998,1.064741501325376
1280,0.2246696035242291,0.29924171062532656,0.5808457711442787,0.011915113636352805,0.6823308270673026,0.5292443580907754,0.5805970149253732,0.22486772486772483,0.6245,0.18186414115005564,0.022542016806722687,0.4343933823532606,1.0279673611700002,1.0577028284289303
1282,0.45080763582966227,0.5976268133003897,0.5845771144278608,0.06594318181812188,0.01031954887217491,0.52554904329549,0.5840796019900499,0.4515726043503821,0.99825,0.0015144672317601463,0.05532212885154062,0.008222426470594282,1.0236150388299998,1.0220118433149152
393,0.2934834726842878,0.449247165426003,0.5057670829502487,0.6365584415585123,0.0017528091365436346,0.6075366512770219,0.5057163163771144,0.2937947665843621,0.9999897959180001,0.0005951489643543652,0.8157548733781511,0.002160639255703059,1.02178674713,1.0214843706057852
870,0.368942731277533,0.6173287961564465,0.4625621890547264,0.940227272726418,0.08265306122444542,0.6644233952647054,0.4625621890547264,0.36945179306290415,0.99375,0.09445408739307468,0.974439775910364,0.41470588235324607,1.0367898873499999,0.9872743315919794
175,0.26338272593759177,0.5590794555385394,0.45128900949801,0.023371900826410573,0.7568840933502918,0.8434062552784252,0.451560379918408,0.26341456896972365,0.639818181818,0.16059814538737946,0.030304303539495796,0.5259024064172985,1.12484451892,1.1158716283280556
667,0.3828403608142438,0.6267106927542425,0.472636815920398,0.9068181818173575,0.0035666717814889547,0.6501977948544649,0.47268419805771145,0.38310797570105815,1.0,0.0006672214371414922,0.8903561424565826,0.0030738445378257896,1.03737308724,1.0435008738655933
824,0.4560138833267255,0.5980680961834434,0.5906829488905474,0.10644628099149415,0.0038807245386149945,0.5200596817266842,0.5903211216646767,0.4565496232157554,0.999727272727,0.0006933036742434046,0.08948306595378151,0.003748195187164521,1.0215914993200002,1.0199053732290182
557,0.8899830122980912,0.9812360089096972,0.7022729489800996,0.34357397504468773,0.00270894673658716,0.4376769919721806,0.7024095210218907,0.8908542841005289,0.999960784314,0.0002731226731768729,0.14816279452969183,0.0028820069204138843,1.23147497081,1.2069865607067183
998,0.3759177679882526,0.6046509984925491,0.48089552238805977,0.9278181818173385,0.008268528464012746,0.6389417417306796,0.4807960199004976,0.376249265138154,1.0,0.0015787173567439101,0.9406162464985993,0.00709411764706404,1.02818608733,1.0239890506289915
159,0.26119676945668135,0.29981278259216876,0.6741293532338309,0.003628863636360338,0.024876476906538738,0.45619991588272824,0.6741293532338309,0.2616108171663727,0.94725,0.004918016211381786,0.005287114845938375,0.015264705882364164,1.03116759112,1.0176243988673226
322,0.7677129221732747,0.7461055246793685,0.7958644278606966,0.25242755681795237,0.0020233787593974097,0.3859049971238223,0.7962064676616916,0.7678847001763668,0.99996875,0.00023219963150797524,0.12609418767507002,0.002130537683825096,1.08771117961,1.034919431815802
943,0.26163350043024963,0.300305086012136,0.674215131238806,0.0025130877742927157,0.012967702507484979,0.45566363163075646,0.674180820037811,0.26186421780276303,0.968724137931,0.0018204079403102023,0.0036810586303361336,0.005656186612570335,1.02226661238,1.0217892141449045
1233,0.4537794559823789,0.5977219919611494,0.5873015873034826,0.08403030303015088,0.003066671781497816,0.523828677707623,0.5873015873014927,0.454424568180482,0.999523809524,0.0007238786427537244,0.07114845938375348,0.003894537815120511,1.02315951753,1.0221326012704237
1342,0.8893338673054334,0.8456226022468366,0.8142921754875623,0.02252669421486134,0.0024199199296968746,0.377825848913405,0.8142921754865674,0.889877612100235,0.995563636364,0.00022824221385035206,0.009721670486386556,0.0024157620320973644,1.13691625174,1.1168871566943714
597,0.1326752596945668,0.1533010968765038,0.6705362078507463,0.0013958754208750947,0.002153720611050938,0.45843246712153657,0.6702598120507464,0.1328466914886831,0.977055555556,0.0015591110678336271,0.00404969395165266,0.0024421160130679723,1.09954566835,1.0836463709709383
748,0.9138521781718063,0.9651877668926553,0.7330016583731345,0.3357878787865129,0.005216219119234578,0.41912846143770494,0.7329353233830845,0.9144620811287476,0.9998666666670001,0.0005016490378591509,0.1410830999067227,0.005472352941180494,1.223376023,1.1928020430159723
987,0.8980548347503671,0.8488945672586096,0.819123560278607,0.022144146948934417,0.0024174403719605707,0.37544618104140914,0.8191780821920399,0.8986454382186947,0.995671232877,0.00023242094545383585,0.009435324814845937,0.002467868654317991,1.13572611809,1.1205733527849433
425,0.8891099426872248,0.8398258031088283,0.8197721072039801,0.020692595307885732,0.0039354665465521285,0.37525989866563486,0.8197560584179107,0.8894198858362725,0.992612903226,0.0003845987279999309,0.008954549561764707,0.004076577324488292,1.1286944487200001,1.113255607436526
1384,0.4551571590550661,0.5975725976078266,0.5892688456467662,0.06744649021848415,0.001118491073976843,0.521241448063465,0.589482964922388,0.4556887608921222,0.9998860759489999,0.00024141013780213825,0.05695847959439775,0.0013042544676097824,1.0200415567299999,1.0221801921600684
1156,0.4537348326762115,0.59774703897774,0.5873919874328358,0.09811722488041082,0.0014847850358966248,0.5229866240776263,0.5873919874308459,0.45412528234126975,0.9998684210529999,0.0003599355139500942,0.08313799203893557,0.0019339783281742161,1.01792200623,1.0212077577188245
565,0.45479337109324525,0.5976676041554905,0.5891968727810946,0.07172727272734389,0.006974067822611721,0.5208855255235697,0.5886282871353234,0.4547745023941798,0.998714285714,0.0011441218269534017,0.060344137655182074,0.006144957983188342,1.03434819486,1.020817352397256
1021,0.26023111792143905,0.3001852208319599,0.6712091715323384,0.002387055335965103,0.012668005417275688,0.4576639496583076,0.671295695435821,0.2605244996546149,0.967652173913,0.001802678647528507,0.003519668737058823,0.005556905370842321,1.01549775536,1.0221692753574039
295,0.3846452220653452,0.6310021985321111,0.4718483056417911,0.9088593481982647,0.0038146748272245897,0.6513019880106847,0.4718670796955224,0.38490122347589645,0.999962264151,0.001042138396575442,0.8894878706190474,0.004973931742503657,1.0292631951200002,1.0455557695195008
1270,0.26258653241042584,0.30103650823491257,0.6748400852885573,0.0027202272727261637,0.019644775203308464,0.45532795656525854,0.6749111584935324,0.2625556395399764,0.9580714285709999,0.0025788481584589694,0.003909563825518207,0.008142857142866283,1.0163994327099999,1.0181909736782353
442,0.3822265731226139,0.6295751172229205,0.46992199496368164,0.926459034790976,0.0024601782233284316,0.6538812945754964,0.47000798476716427,0.38258177832892415,1.0,0.0006397236922420501,0.9315627485574228,0.0028855936819212396,1.0295805416700001,1.0478885555692345
993,0.2612334801762115,0.30015542577227405,0.67363184079602,0.003436363636360513,0.024167561761533746,0.4563634636171837,0.67363184079602,0.2613168724279835,0.9526,0.0037721867399105437,0.004985994397759103,0.011863235294126369,1.0130506810700002,1.0174247247950392
762,0.9471365638766521,0.9040069235112441,0.8109452736318409,0.32931818181788247,0.011801825993548981,0.37903055791786666,0.8111940298507464,0.9483392122281011,0.99975,0.0007695073108520546,0.1323529411764706,0.008829044117653551,1.1856799329,1.147308796617526
80,0.9881858229882526,0.9289264275186971,0.8235338459203981,0.009407865013773265,0.002806610682547902,0.3731648435989412,0.8233378561741294,0.9889236278130509,0.992454545455,0.0002358088902028356,0.0036690858161344537,0.0027776737967888073,1.22077793402,1.1795042179660105
1180,0.26139780434948606,0.30090053871905215,0.6724709784427861,0.0027367424242397847,0.012490793309799953,0.45701850541068634,0.6724235963044777,0.2616108171663727,0.9700714285709999,0.0018085785063067469,0.003926904094957983,0.005744222689085106,1.0208391364700002,1.0223960711388353
902,0.2932970545044053,0.4505869793285551,0.5041166715422886,0.6497147950071367,0.003049001705935527,0.6097269317668197,0.5039898546487563,0.2935989210493826,0.999980392157,0.000997473668581254,0.8508266051512605,0.003561288927333501,1.0193597032500001,1.0250160129277321
790,0.29365638766519825,0.4486798229086003,0.5066467661691543,0.6177818181812567,0.0024737271750792304,0.6063011858296701,0.5067860696517413,0.29376837154614927,0.9999600000000001,0.0007509196002753565,0.8082913165266106,0.0026086764705901535,1.02085159762,1.0199489599709455
1264,0.24390602055800295,0.40363366616408547,0.5126036484228856,0.01435615151512786,0.6733619763702077,0.6580680680992946,0.5127694859034827,0.24397413286302172,0.6584,0.1490460595914923,0.02299346405229692,0.40322058823485535,1.08079779012,1.0764082263029295
479,0.26140507185389134,0.3008843445971489,0.6729833976169155,0.002673156281918934,0.011121423140504233,0.456849502785632,0.6727374364139304,0.26169338591269836,0.971056179775,0.0017481770913662866,0.003931010606498599,0.005412095175158392,1.01947178804,1.023125058727253
342,0.10470295783480177,0.20368339540289007,0.3299336650084577,0.008418136363628712,0.4477632000915963,0.7723737231047134,0.32980336413134337,0.10478032179952967,0.75019047619,0.3313818867166853,0.14294884620504203,0.20341613708000253,1.06444643678,1.0019904150459982
1288,0.37500000000000006,0.6024809250185487,0.48171641791044784,0.9529545454536792,0.014146079484417753,0.6380642173480139,0.4815920398009951,0.375514403292181,0.99975,0.003833661942552816,0.9579831932773109,0.017343750000012752,1.018930921,1.0188831109547278
1318,0.45279273399706316,0.597637388706887,0.5865118850199006,0.06507407407416811,0.002105680868837752,0.5238243621113756,0.5865487377920399,0.45311037080540845,0.999814814815,0.0003636966592535162,0.05423799149299719,0.0019867647058845494,1.02046538878,1.0235624721975458
270,0.17335617555873717,0.25038333123968226,0.6106412382537314,0.0069326515151346075,0.2408704797707622,0.5736591350507959,0.6106135986736319,0.17346822130805406,0.8536666666670001,0.05827740110957581,0.010931061313417366,0.17849662990204304,1.07692136445,1.094486092084554
969,0.2615787593759178,0.3007234108632803,0.6728519564328359,0.0032310073710061543,0.014354660783225375,0.45664993169125767,0.6727712787412937,0.26172998395208696,0.972783783784,0.002000251713602624,0.004739192974481794,0.00620270270270309,1.0212095348299999,1.0218432137100641
1339,0.24322263639427316,0.40919502854860845,0.515815154995025,0.014236311188800695,0.64176845616668,0.6677965973706749,0.515958668197015,0.24344277121987062,0.666153846154,0.13482871487207634,0.021455505279047618,0.39078478506866965,1.0776987214799998,1.075974573680114
955,0.35967327459618215,0.30009831857558983,0.927860696517413,0.002211761363634353,0.005697704081629593,0.3310513395047925,0.9284825870646767,0.3597148736037625,0.972875,0.0011400661712235296,0.0023567927170868347,0.004887408088238888,1.01526581822,1.017283264990195
426,0.3842956786240822,0.2998943643012281,0.9912046908308458,0.0013282386363610654,0.0025526728172386936,0.3099523213318961,0.9910447761194031,0.3845689510376249,0.972375,0.000641235763277139,0.001327480992397759,0.002922715336127149,1.01900774727,1.0217999735025054
1183,0.2951192224317181,0.44888975984139035,0.5092395167014927,0.6259848484839764,0.0020428111094054555,0.6038458727024315,0.5090262970855722,0.2954144620811287,0.9999761904760001,0.0007292455255234716,0.807723089235294,0.002577468487391601,1.02132911736,1.0171428890253686
1266,0.29431508286123353,0.44878098422893037,0.5071073205422885,0.6411363636357809,0.004253375786399971,0.6052683528033967,0.5076759061830846,0.29446963970752493,1.0,0.0011633328277791117,0.8265306122436974,0.004105934873958901,1.01992076489,1.0191335372200045
260,0.2021408145917768,0.36593690506851684,0.5570044514278607,0.014245167464105235,0.403606846063156,0.7190667806605584,0.5575543335950249,0.2023306723603762,0.7934736842110001,0.09553382428120565,0.01971325372254902,0.30797269736934413,1.12804996186,1.1343512811599719
846,0.46093089485168875,0.5998563013325335,0.5949545203283584,0.037288337924693375,0.0026788269374663377,0.5165760851004486,0.5947836574706469,0.46134478233245135,0.998929292929,0.000627452416912699,0.03108677814565826,0.003478812388590793,1.0205584583299998,1.0229528883149137
935,0.460681553496329,0.5982077313360197,0.5956424772686568,0.07019749216289074,0.0027839364420822865,0.5153600002281333,0.5959855892945274,0.4611384783803644,0.999620689655,0.00051765182608155,0.05858205351092436,0.002820486815428545,1.02386490075,1.0203437684895875
1298,0.2619676945668135,0.3008407121324848,0.6746268656716418,0.003543272727269506,0.0201944146079376,0.45574277609675123,0.6740298507462688,0.26219870664315104,0.9582,0.00353823944096634,0.005092436974789916,0.01120147058824353,1.01754491567,1.0193378634210766
1433,0.38535242290748906,0.6325193104744496,0.47141791044776127,0.9589999999991282,0.0036282760472590614,0.6517012513597435,0.4713930348258707,0.38565549676660776,1.0,0.0006215612589376138,0.93515406162465,0.002884080882355062,1.02237259558,1.0400949047098904
85,0.26200774262481646,0.30096530965241924,0.67363184079602,0.00268666942148574,0.014448100771410071,0.4559793174137118,0.6737222976029852,0.2622254288918283,0.9685090909090001,0.0019020055120521702,0.003935828877002801,0.005907754010695521,1.01912482805,1.0210425737746047
513,0.26034845418135094,0.2999825607448745,0.6717090224577115,0.0025035319410286337,0.009032571776933925,0.45740368830045736,0.6717897001482587,0.2605184549632569,0.9762837837839999,0.0013666348305128664,0.0036130668483473384,0.004306866057245814,1.01937672911,1.024573152067057
