Configuration,EXEC,FREQ,INST,INSTnom,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,READ,WRITE,SLOWDOWN
num-500000,0.843,0.832,539000,1.69,1.01,0.713,307,0.000571,0.267,206,0.000382,2.03,97.8,203,1.2707839994
num-500000,1.06,0.785,633000,2.11,1.35,0.675,179,0.000284,0.281,119,0.000189,2.69,58.9,128,1.190609887
num-600000,1.01,1,898000,2.03,1.01,0.755,549,0.000611,0.365,285,0.000317,2.02,200,274,1.4803422947
num-600000,1.15,0.947,949000,2.3,1.22,0.737,290,0.000305,0.379,150,0.000158,2.43,111,194,1.3846264872
num-600000,1.26,0.972,1050000,2.53,1.3,0.762,243,0.000232,0.459,105,0.0001,2.6,91.6,136,1.3918459975
num-600000,0.762,0.893,634000,1.52,0.854,0.754,528,0.000833,0.395,250,0.000395,1.71,188,293,1.3995447791
num-600000,1.22,1.01,1060000,2.44,1.21,0.732,243,0.000229,0.312,156,0.000146,2.43,84.2,174,1.4542275232
num-600000,0.743,0.52,489000,1.49,1.43,0.619,197,0.000403,0.268,128,0.000261,2.86,66.7,163,1.1024151096
num-600000,1,0.98,880000,2.01,1.02,0.738,436,0.000496,0.319,249,0.000283,2.05,158,284,1.4692395571
num-600000,1.2,1.01,1160000,2.39,1.18,0.718,321,0.000276,0.341,179,0.000154,2.36,118,231,1.624231682
num-600000,1.18,1,1040000,2.35,1.17,0.7,242,0.000232,0.302,147,0.000142,2.34,91.3,226,1.4785553421
num-600000,1.31,1.01,1130000,2.61,1.3,0.774,217,0.000192,0.477,97,0.0000857,2.6,81.6,128,1.4494633075
num-600000,1.16,1.01,1050000,2.33,1.16,0.679,298,0.000283,0.264,198,0.000188,2.31,102,243,1.5159140777
num-600000,1.14,0.995,999000,2.29,1.15,0.75,376,0.000377,0.395,192,0.000193,2.3,123,222,1.4614756762
num-600000,1.27,0.922,1010000,2.55,1.38,0.763,131,0.000131,0.428,69.1,0.0000687,2.76,54,97,1.3259791349
num-600000,1.08,1,1010000,2.15,1.07,0.709,431,0.000425,0.279,281,0.000277,2.15,146,276,1.5752736828
num-600000,1.01,0.518,652000,2.02,1.95,0.747,72.3,0.000111,0.318,46.3,0.000071,3.89,42.4,90.1,1.0896855676
num-600000,0.924,0.787,672000,1.85,1.17,0.658,286,0.000425,0.212,202,0.000301,2.35,94.5,223,1.2286248819
num-600000,0.966,0.92,781000,1.93,1.05,0.752,533,0.000683,0.424,241,0.000309,2.1,184,240,1.3613781018
num-600000,0.748,0.524,495000,1.5,1.43,0.655,175,0.000352,0.285,109,0.00022,2.85,70,171,1.1178836392
num-600000,0.709,0.416,468000,1.42,1.7,0.708,129,0.000276,0.356,79.4,0.00017,3.41,47.5,92.4,1.1015353479
num-600000,1.33,1.01,1140000,2.66,1.31,0.787,119,0.000105,0.433,66.6,0.0000584,2.63,47.8,88.8,1.4394595786
num-600000,1.06,0.996,934000,2.12,1.06,0.74,557,0.000596,0.442,239,0.000256,2.13,199,252,1.4756379646
num-600000,1.1,1,962000,2.2,1.1,0.75,487,0.000506,0.454,197,0.000204,2.2,157,227,1.4579643902
num-600000,1.2,1.01,1080000,2.4,1.18,0.741,331,0.000306,0.39,181,0.000167,2.37,118,213,1.5105927436
num-600000,1.18,1.01,1040000,2.35,1.17,0.694,247,0.000238,0.239,167,0.000161,2.33,96.2,234,1.4840353576
num-600000,0.937,0.784,673000,1.87,1.2,0.684,252,0.000375,0.226,170,0.000252,2.39,91.3,222,1.2082802329
num-600000,0.991,1,914000,1.98,0.992,0.75,663,0.000725,0.448,275,0.0003,1.98,230,267,1.5414827451
num-600000,1.25,1.01,1090000,2.51,1.24,0.708,214,0.000197,0.288,140,0.000128,2.48,80.7,182,1.4522592071
num-600000,0.725,0.66,497000,1.45,1.1,0.646,243,0.000489,0.224,162,0.000327,2.2,91,234,1.1538509389
num-600000,1.06,0.756,983000,2.11,1.4,0.663,226,0.00023,0.254,148,0.00015,2.8,90.8,211,1.5805550265
num-600000,1.04,0.937,830000,2.07,1.11,0.685,335,0.000403,0.238,229,0.000275,2.21,116,247,1.3431752516
num-600000,1.11,1,1010000,2.22,1.11,0.693,311,0.000308,0.259,206,0.000205,2.21,110,268,1.5212908303
num-600000,1.22,1,1070000,2.45,1.22,0.691,269,0.000252,0.299,177,0.000166,2.44,86.7,181,1.4568844366
num-600000,0.74,0.65,527000,1.48,1.14,0.669,235,0.000447,0.237,154,0.000293,2.28,92.3,241,1.2021949611
num-600000,1.28,1.03,1090000,2.56,1.25,0.653,235,0.000216,0.244,166,0.000153,2.49,79.5,174,1.419223593
num-600000,1.13,1,1000000,2.26,1.13,0.693,287,0.000286,0.271,181,0.00018,2.25,105,267,1.4963063904
num-600000,1.2,1,1070000,2.41,1.2,0.703,306,0.000286,0.287,204,0.00019,2.4,106,203,1.485984552
num-600000,0.898,0.772,656000,1.8,1.16,0.647,288,0.000439,0.223,202,0.000308,2.33,91.2,223,1.2253132011
num-600000,1.25,1.01,1120000,2.51,1.25,0.778,234,0.000208,0.387,132,0.000118,2.49,84.4,158,1.4961398949
num-600000,0.813,0.77,635000,1.63,1.06,0.738,536,0.000843,0.488,205,0.000322,2.11,170,198,1.3186222118
num-600000,1.15,1.01,1020000,2.3,1.14,0.754,387,0.000381,0.383,207,0.000203,2.28,145,213,1.4784796151
num-700000,0.939,0.678,746000,1.88,1.39,0.7,234,0.000313,0.265,155,0.000208,2.77,85.7,190,1.158065604
num-700000,1.12,1.01,1150000,2.24,1.11,0.752,452,0.000392,0.384,233,0.000202,2.22,170,286,1.4887072878
num-700000,1.23,1.01,1230000,2.45,1.22,0.691,305,0.000247,0.326,190,0.000154,2.43,104,214,1.4532496123
num-700000,1.21,0.82,991000,2.42,1.47,0.75,159,0.00016,0.401,89.4,0.0000901,2.95,58.7,104,1.1915849543
num-700000,1.28,1.01,1320000,2.56,1.27,0.692,215,0.000163,0.312,133,0.000101,2.54,93,197,1.4879878962
num-700000,1.22,1.01,1260000,2.44,1.21,0.723,291,0.00023,0.336,166,0.000131,2.43,111,226,1.4902647092
num-700000,1.36,1.01,1370000,2.73,1.35,0.73,154,0.000113,0.355,97.3,0.0000712,2.7,60.1,100,1.4461734137
num-700000,0.748,0.609,582000,1.5,1.23,0.681,303,0.000521,0.28,194,0.000333,2.46,112,215,1.1363029004
num-700000,0.848,0.766,796000,1.7,1.11,0.688,334,0.000419,0.221,230,0.000289,2.21,122,301,1.3565419566
num-700000,1.11,0.859,1020000,2.23,1.3,0.749,397,0.00039,0.509,146,0.000143,2.6,143,187,1.3243152529
num-700000,1.26,0.974,1230000,2.53,1.3,0.766,258,0.000211,0.417,142,0.000116,2.59,88.7,144,1.3998707768
num-700000,0.744,0.544,570000,1.49,1.37,0.645,232,0.000407,0.236,158,0.000277,2.73,87.7,198,1.1076280797
num-700000,1.2,1.01,1240000,2.41,1.19,0.732,373,0.000301,0.325,226,0.000182,2.38,135,232,1.4962642087
num-700000,1,0.718,833000,2.01,1.4,0.743,349,0.00042,0.429,163,0.000195,2.79,120,166,1.2109150625
num-700000,1.34,1,1360000,2.68,1.33,0.702,175,0.000129,0.326,114,0.0000837,2.67,66.2,115,1.4645813047
num-700000,1.02,1.01,1080000,2.05,1.02,0.75,703,0.00065,0.435,307,0.000284,2.03,245,316,1.5294301997
num-700000,1.31,1.01,1330000,2.63,1.3,0.77,210,0.000158,0.456,96.6,0.0000729,2.6,91.2,126,1.4613229611
num-700000,0.746,0.549,571000,1.49,1.36,0.632,270,0.000473,0.237,186,0.000327,2.72,90.5,194,1.1091864565
num-700000,1.21,0.911,1100000,2.41,1.32,0.751,286,0.00026,0.44,131,0.000119,2.65,97.9,160,1.3229045091
num-700000,1.14,1.01,1170000,2.28,1.13,0.749,489,0.000418,0.371,251,0.000215,2.26,171,249,1.4812382951
num-700000,1.25,1.01,1270000,2.51,1.25,0.757,397,0.000313,0.488,163,0.000129,2.49,138,170,1.4600168934
num-700000,0.778,0.543,582000,1.56,1.43,0.669,184,0.000316,0.349,96,0.000165,2.87,77.2,200,1.0879518639
num-700000,1.3,1.01,1330000,2.6,1.29,0.683,185,0.000139,0.274,121,0.0000908,2.58,85.5,186,1.4782540153
num-700000,1.01,0.905,899000,2.03,1.12,0.706,298,0.000332,0.287,184,0.000205,2.24,110,273,1.2851233919
num-700000,0.832,0.583,635000,1.66,1.43,0.758,282,0.000445,0.426,140,0.00022,2.85,103,166,1.1048222465
num-700000,1.22,1.01,1270000,2.44,1.21,0.716,268,0.000212,0.348,156,0.000123,2.43,108,239,1.4951464635
num-700000,0.904,0.945,903000,1.81,0.957,0.746,585,0.000647,0.34,330,0.000365,1.91,212,344,1.4446244065
num-700000,1.28,0.971,1280000,2.57,1.32,0.75,236,0.000183,0.409,135,0.000105,2.64,82.8,140,1.4429256368
num-700000,1.09,0.96,1100000,2.18,1.14,0.745,624,0.000568,0.494,234,0.000213,2.27,191,232,1.4593036254
num-700000,1.24,1.01,1260000,2.48,1.23,0.719,231,0.000183,0.264,160,0.000126,2.46,91.6,209,1.4714131249
num-700000,1.22,1.01,1240000,2.44,1.21,0.74,343,0.000276,0.348,198,0.00016,2.42,134,227,1.471765759
num-700000,1.29,1.01,1290000,2.58,1.28,0.781,297,0.00023,0.463,137,0.000106,2.56,117,167,1.444712519
num-700000,1.29,1.01,1320000,2.59,1.29,0.732,215,0.000164,0.342,133,0.000101,2.58,85.9,171,1.4673369409
num-700000,1.21,1.01,1240000,2.42,1.2,0.702,313,0.000253,0.301,202,0.000163,2.39,107,238,1.4793302884
num-700000,1.01,0.903,895000,2.02,1.12,0.691,314,0.00035,0.262,203,0.000226,2.23,112,270,1.2781457227
num-700000,1.09,1.01,1120000,2.18,1.08,0.697,473,0.000422,0.293,301,0.000268,2.17,159,300,1.4876318434
num-700000,1.23,1,1240000,2.45,1.23,0.702,266,0.000214,0.306,168,0.000136,2.45,95.1,211,1.4607994314
num-700000,1.06,1.01,1100000,2.13,1.05,0.743,601,0.000545,0.411,289,0.000262,2.11,216,291,1.5003353742
num-700000,1.16,0.903,1030000,2.31,1.28,0.712,216,0.000209,0.305,133,0.000129,2.56,87.4,193,1.2896074256
num-700000,0.794,0.759,670000,1.59,1.05,0.751,472,0.000705,0.397,228,0.00034,2.09,165,256,1.2254769669
num-800000,1.06,0.787,1010000,2.11,1.34,0.667,247,0.000243,0.269,158,0.000156,2.69,96.7,218,1.2229453563
num-800000,1.15,1,1360000,2.31,1.15,0.739,527,0.000387,0.366,288,0.000211,2.29,174,286,1.5088851408
num-800000,1.08,0.989,1280000,2.15,1.09,0.767,620,0.000484,0.412,292,0.000227,2.18,222,336,1.5170560811
num-800000,1.25,1.01,1460000,2.5,1.24,0.72,380,0.00026,0.351,218,0.00015,2.48,129,217,1.4879586795
num-800000,1.28,0.921,1290000,2.57,1.39,0.771,152,0.000118,0.427,81.4,0.0000631,2.79,69.4,125,1.2776492555
num-800000,0.892,0.618,1200000,1.78,1.44,0.664,330,0.000274,0.273,206,0.000171,2.89,141,333,1.7231642196
num-800000,1.02,0.999,1190000,2.04,1.02,0.747,632,0.000533,0.376,323,0.000273,2.04,218,380,1.4825811714
num-800000,1.27,1,1520000,2.54,1.26,0.724,321,0.000211,0.389,166,0.000109,2.53,125,215,1.5255741779
num-800000,1.21,0.785,1120000,2.41,1.54,0.74,135,0.00012,0.36,83.6,0.0000747,3.08,60.5,107,1.1816498303
num-800000,1.21,1.01,1410000,2.43,1.21,0.703,293,0.000207,0.25,197,0.000139,2.41,120,272,1.4831476381
num-800000,1.15,0.808,1120000,2.3,1.43,0.759,340,0.000304,0.487,132,0.000118,2.85,128,172,1.2436120216
num-800000,0.93,0.935,1030000,1.86,0.995,0.722,629,0.000609,0.315,372,0.00036,1.99,226,379,1.4158799722
num-800000,1.26,1.01,1840000,2.53,1.26,0.76,523,0.000284,0.514,197,0.000107,2.51,158,230,1.8509737812
num-800000,1.25,1,1430000,2.49,1.24,0.7,309,0.000216,0.318,190,0.000133,2.48,113,238,1.4647218535
num-800000,1.02,0.52,861000,2.03,1.95,0.735,107,0.000124,0.371,64.2,0.0000746,3.91,53.6,107,1.0825852829
num-800000,1.38,1.01,1560000,2.75,1.36,0.768,121,0.0000773,0.349,75.4,0.0000483,2.73,69.6,113,1.4426814118
num-800000,0.903,0.786,871000,1.81,1.15,0.685,324,0.000372,0.242,210,0.000241,2.3,127,310,1.2342755032
num-800000,1.09,1.01,1270000,2.18,1.08,0.74,544,0.000427,0.38,284,0.000223,2.17,206,338,1.4896569014
num-800000,1.25,1.01,1460000,2.51,1.25,0.692,258,0.000177,0.273,168,0.000115,2.49,109,242,1.4821648152
num-800000,0.935,0.666,839000,1.87,1.4,0.698,220,0.000262,0.292,135,0.000161,2.81,93.8,219,1.1498402424
num-800000,0.726,0.717,676000,1.45,1.01,0.676,472,0.000698,0.239,323,0.000477,2.03,152,311,1.1911007065
num-800000,1.2,1.01,1390000,2.39,1.19,0.682,326,0.000235,0.256,214,0.000154,2.38,129,304,1.478887899
num-800000,1.1,0.888,1130000,2.2,1.24,0.755,474,0.000418,0.451,208,0.000183,2.48,147,211,1.3201978927
num-800000,0.741,0.677,706000,1.48,1.09,0.688,401,0.000569,0.239,272,0.000386,2.19,139,317,1.2157980397
num-800000,0.771,0.885,823000,1.54,0.871,0.743,681,0.000828,0.378,334,0.000406,1.74,240,381,1.362486805
num-800000,1.18,1.01,1360000,2.36,1.17,0.738,439,0.000322,0.312,279,0.000205,2.35,159,269,1.4724473479
num-800000,1.25,1.01,1440000,2.5,1.24,0.729,292,0.000203,0.313,181,0.000126,2.49,119,243,1.4643845797
num-800000,1.13,1.01,1360000,2.25,1.11,0.742,741,0.000546,0.474,298,0.000219,2.23,251,300,1.537914338
num-800000,1.15,0.936,1230000,2.31,1.23,0.738,349,0.000284,0.358,189,0.000154,2.47,137,247,1.359829558
num-800000,1.01,0.989,1190000,2.01,1.02,0.727,651,0.000547,0.327,365,0.000307,2.03,222,373,1.507066091
num-800000,0.955,0.725,902000,1.91,1.32,0.697,322,0.000357,0.308,199,0.00022,2.63,123,240,1.2101422193
num-800000,1.31,1.01,1500000,2.63,1.3,0.708,197,0.000132,0.278,129,0.0000863,2.6,91.8,185,1.4502334345
num-800000,1.29,0.966,1420000,2.57,1.33,0.737,275,0.000194,0.414,149,0.000105,2.66,95.7,154,1.4042737273
num-800000,1.2,1.01,1380000,2.41,1.19,0.709,368,0.000267,0.308,235,0.00017,2.39,127,257,1.4603629413
num-800000,1.3,1.01,1480000,2.59,1.29,0.764,301,0.000203,0.412,155,0.000105,2.57,110,160,1.4524656715
num-800000,0.977,0.749,894000,1.95,1.3,0.729,336,0.000376,0.31,202,0.000226,2.61,128,232,1.1678952758
num-800000,1.13,1.01,1310000,2.26,1.12,0.681,451,0.000343,0.221,321,0.000244,2.24,157,336,1.4801563676
num-800000,1.17,1.01,1360000,2.34,1.16,0.693,360,0.000266,0.344,205,0.000151,2.31,130,318,1.481173054
num-800000,1.19,1.01,1370000,2.38,1.18,0.698,380,0.000277,0.253,264,0.000193,2.36,132,273,1.4711869846
num-800000,1.15,0.666,1010000,2.29,1.72,0.708,159,0.000158,0.316,103,0.000103,3.44,59.8,109,1.1194014956
num-900000,1.16,0.911,1330000,2.32,1.27,0.701,335,0.000253,0.308,220,0.000166,2.54,112,235,1.3006632124
num-900000,1.08,1.01,1430000,2.16,1.07,0.757,669,0.000469,0.403,323,0.000227,2.15,252,393,1.4951020879
num-900000,0.926,0.681,942000,1.85,1.36,0.714,275,0.000292,0.301,167,0.000178,2.72,115,251,1.1583357005
num-900000,0.893,0.996,1190000,1.79,0.897,0.749,1010,0.00085,0.42,457,0.000385,1.79,358,442,1.5112563907
num-900000,1.07,1.01,1400000,2.13,1.06,0.733,757,0.00054,0.386,380,0.000271,2.12,268,367,1.4904222568
num-900000,0.95,0.95,1220000,1.9,0.999,0.746,896,0.000736,0.44,387,0.000318,2,299,383,1.4522530464
num-900000,1.35,1,1710000,2.7,1.35,0.716,212,0.000123,0.357,133,0.0000776,2.69,81.4,137,1.4385416267
num-900000,0.819,0.765,872000,1.64,1.07,0.747,640,0.000734,0.371,329,0.000378,2.14,227,313,1.2145646953
num-900000,0.919,0.861,1070000,1.84,1.07,0.76,635,0.000596,0.43,282,0.000264,2.13,232,336,1.3188266247
num-900000,1.23,1.01,1630000,2.47,1.22,0.738,425,0.000261,0.389,212,0.00013,2.45,158,269,1.4962052177
num-900000,1.3,1.01,1670000,2.61,1.29,0.716,237,0.000142,0.282,158,0.0000949,2.59,99.8,205,1.4482959961
num-900000,0.731,0.674,742000,1.46,1.08,0.674,397,0.000535,0.274,251,0.000339,2.17,141,344,1.1564572069
num-900000,1.23,1.01,1620000,2.45,1.21,0.753,605,0.000375,0.512,225,0.000139,2.43,187,235,1.495105544
num-900000,1.2,1.02,1540000,2.4,1.17,0.695,412,0.000268,0.249,282,0.000183,2.35,146,335,1.4552435452
num-900000,1.04,0.964,1290000,2.08,1.08,0.708,561,0.000435,0.259,381,0.000296,2.15,195,385,1.4133749881
num-900000,1.21,1.01,1570000,2.41,1.2,0.706,350,0.000223,0.28,224,0.000143,2.39,137,312,1.4733318739
num-900000,1.02,0.531,985000,2.04,1.92,0.721,149,0.000152,0.366,86.6,0.0000879,3.84,67.4,125,1.1005230641
num-900000,0.765,0.561,747000,1.53,1.36,0.686,289,0.000387,0.34,160,0.000214,2.73,115,259,1.110768232
num-900000,0.922,0.868,1060000,1.84,1.06,0.7,544,0.000516,0.285,348,0.000329,2.13,193,371,1.2973814534
num-900000,1.17,1.01,1520000,2.33,1.16,0.739,587,0.000385,0.382,307,0.000202,2.32,215,304,1.4806768081
num-900000,1.02,0.904,1130000,2.05,1.13,0.704,374,0.00033,0.229,256,0.000226,2.26,140,335,1.2606121247
num-900000,1.03,0.903,1150000,2.06,1.14,0.711,378,0.000328,0.258,248,0.000216,2.28,140,336,1.2763231724
num-900000,1.22,1.01,1750000,2.44,1.21,0.722,496,0.000283,0.359,280,0.00016,2.42,186,328,1.6274845855
num-900000,1.29,0.974,1640000,2.58,1.33,0.74,331,0.000202,0.404,181,0.00011,2.65,117,187,1.4428401408
num-900000,0.972,0.762,1080000,1.94,1.27,0.714,471,0.000437,0.303,289,0.000269,2.55,153,283,1.2664866897
num-900000,1.37,1.01,1750000,2.74,1.36,0.754,131,0.0000748,0.352,80.4,0.0000461,2.72,76.2,130,1.4432287228
num-900000,1.21,0.815,1280000,2.42,1.48,0.748,217,0.000169,0.349,134,0.000105,2.97,77.7,136,1.2073197429
num-900000,1.13,1,1470000,2.25,1.12,0.718,417,0.000283,0.308,255,0.000173,2.24,156,388,1.4855205404
num-900000,1.03,0.781,1070000,2.06,1.32,0.702,257,0.00024,0.284,162,0.000151,2.64,104,233,1.1780707758
num-900000,0.833,0.764,886000,1.67,1.09,0.772,574,0.000648,0.397,281,0.000318,2.18,222,324,1.2103361351
num-900000,1.2,0.832,1310000,2.39,1.44,0.746,225,0.000172,0.392,127,0.000097,2.87,84.3,155,1.2462274402
num-900000,1.24,1,1660000,2.47,1.23,0.717,381,0.000229,0.288,253,0.000152,2.47,145,283,1.5230850193
num-900000,1.36,1.01,2240000,2.72,1.35,0.739,166,0.000074,0.411,93.2,0.0000416,2.7,94.4,163,1.8634318808
num-900000,1.16,0.973,1470000,2.33,1.2,0.704,469,0.000319,0.297,300,0.000205,2.39,153,294,1.4317704459
num-900000,0.713,0.659,759000,1.43,1.08,0.658,386,0.000509,0.308,222,0.000293,2.16,139,365,1.211372731
num-900000,1.05,0.905,1210000,2.09,1.16,0.682,397,0.000328,0.274,244,0.000202,2.31,147,355,1.3133695118
num-900000,1.29,1.01,1720000,2.57,1.28,0.722,277,0.000161,0.282,188,0.000109,2.55,115,225,1.5180762189
num-900000,1.29,1.01,1650000,2.57,1.28,0.713,310,0.000188,0.323,198,0.00012,2.56,111,215,1.4528947271
num-900000,0.907,0.856,1030000,1.81,1.06,0.717,556,0.000542,0.322,313,0.000305,2.12,194,360,1.2885350996
num-900000,1.21,1.01,1640000,2.43,1.2,0.72,496,0.000303,0.345,291,0.000178,2.41,170,294,1.531889647
num-1000000,1.3,1.01,1860000,2.6,1.29,0.705,257,0.000139,0.307,158,0.0000853,2.58,116,260,1.4660852728
num-1000000,1.21,1.01,1730000,2.41,1.2,0.726,448,0.000259,0.28,293,0.00017,2.4,180,333,1.4677335693
num-1000000,1.36,1.01,2110000,2.72,1.35,0.759,160,0.0000758,0.386,94,0.0000447,2.69,87,155,1.588241993
num-1000000,1.21,1.01,1730000,2.43,1.21,0.742,422,0.000244,0.346,255,0.000147,2.41,148,290,1.4645659125
num-1000000,1.32,1,1860000,2.65,1.32,0.742,260,0.00014,0.394,154,0.000083,2.63,91.2,156,1.439710251
num-1000000,1.1,1.01,1600000,2.2,1.09,0.708,622,0.000389,0.26,417,0.000261,2.18,220,426,1.4944355965
num-1000000,1.22,1.01,1750000,2.44,1.21,0.752,448,0.000256,0.391,243,0.000139,2.43,156,301,1.4694676513
num-1000000,1.05,0.846,1250000,2.09,1.24,0.709,436,0.00035,0.324,273,0.000219,2.48,138,279,1.2276117643
num-1000000,0.754,0.533,819000,1.51,1.42,0.651,297,0.000362,0.285,179,0.000218,2.83,115,280,1.1171141844
num-1000000,1.08,0.973,1530000,2.16,1.11,0.736,1010,0.000658,0.533,346,0.000225,2.22,334,344,1.4584865545
num-1000000,1.18,0.902,1450000,2.35,1.3,0.666,317,0.000219,0.258,212,0.000146,2.61,111,260,1.2677108062
num-1000000,1.26,1.01,1790000,2.52,1.25,0.67,356,0.000199,0.231,254,0.000142,2.5,133,289,1.4583992537
num-1000000,0.769,0.856,1050000,1.54,0.899,0.747,818,0.000779,0.346,428,0.000408,1.8,302,489,1.400944492
num-1000000,1.22,1.01,1750000,2.45,1.22,0.749,457,0.000261,0.379,252,0.000144,2.43,166,287,1.4733367537
num-1000000,1.13,1.01,1650000,2.26,1.12,0.683,499,0.000303,0.25,330,0.0002,2.24,178,433,1.4962786612
num-1000000,0.787,0.892,1100000,1.57,0.883,0.751,1050,0.000961,0.427,464,0.000423,1.77,350,436,1.4304149578
num-1000000,1.21,1.01,1730000,2.41,1.2,0.75,458,0.000265,0.334,270,0.000156,2.39,168,308,1.4689881521
num-1000000,1.15,1.01,1700000,2.31,1.14,0.727,694,0.000408,0.38,368,0.000217,2.28,236,368,1.5108444733
num-1000000,1.17,1.02,1660000,2.33,1.14,0.669,452,0.000271,0.213,314,0.000188,2.29,175,430,1.4678761847
num-1000000,1.27,0.896,1640000,2.54,1.42,0.748,170,0.000104,0.383,97.5,0.0000596,2.83,81.4,143,1.3274281156
num-1000000,1.03,0.961,1470000,2.05,1.07,0.71,677,0.000459,0.262,458,0.000311,2.14,225,445,1.473097475
num-1000000,1.2,1.01,1730000,2.4,1.19,0.741,531,0.000307,0.348,306,0.000177,2.39,200,321,1.4788105595
num-1000000,1.27,1.01,1870000,2.55,1.27,0.73,411,0.00022,0.336,254,0.000136,2.53,154,257,1.5032119421
num-1000000,0.963,0.915,1300000,1.93,1.05,0.737,831,0.00064,0.399,394,0.000303,2.1,273,395,1.3844710611
num-1000000,1.09,0.653,1190000,2.18,1.67,0.735,149,0.000125,0.386,86,0.0000723,3.34,71.5,133,1.1201575822
num-1000000,0.947,0.71,1090000,1.89,1.33,0.707,400,0.000366,0.329,223,0.000204,2.67,145,280,1.190498725
num-1000000,1.2,1.01,1730000,2.41,1.19,0.676,391,0.000226,0.24,261,0.000151,2.39,157,370,1.4737197944
num-1000000,1.16,0.91,1490000,2.33,1.28,0.693,322,0.000216,0.275,206,0.000139,2.56,125,276,1.3135773625
num-1000000,1.06,0.793,1250000,2.12,1.34,0.695,284,0.000228,0.342,161,0.000129,2.68,115,271,1.2108230167
num-1000000,1.03,0.586,1120000,2.07,1.76,0.761,247,0.000221,0.403,139,0.000124,3.53,90.7,162,1.1113623479
num-1000000,1.15,0.652,1290000,2.31,1.77,0.743,137,0.000106,0.363,82.4,0.0000641,3.54,68.5,133,1.1437830621
num-1000000,1.26,1.01,1810000,2.52,1.25,0.707,299,0.000165,0.3,186,0.000103,2.51,124,275,1.4685999264
num-1000000,0.75,0.712,885000,1.5,1.05,0.709,521,0.000589,0.314,300,0.000339,2.11,183,395,1.2105881612
num-1000000,0.695,0.401,744000,1.39,1.73,0.739,143,0.000192,0.338,87.5,0.000118,3.47,74.1,149,1.1015856305
num-1000000,0.737,0.673,859000,1.47,1.1,0.66,507,0.000591,0.208,361,0.000421,2.19,167,379,1.1974784987
num-1000000,1.28,1.01,1840000,2.55,1.27,0.689,315,0.000171,0.29,205,0.000111,2.54,124,267,1.4834098335
num-1000000,1.25,1.01,1780000,2.5,1.24,0.743,290,0.000162,0.361,163,0.0000916,2.48,120,274,1.4608462651
num-1000000,0.959,0.698,1100000,1.92,1.38,0.712,347,0.000317,0.333,195,0.000178,2.75,132,271,1.1755078763
num-1000000,0.991,0.999,1470000,1.98,0.993,0.734,1000,0.000681,0.395,485,0.00033,1.99,346,465,1.5224894348
num-1000000,1.2,1.01,1770000,2.41,1.19,0.746,567,0.00032,0.44,252,0.000142,2.39,196,315,1.5163918598
