bodytrack,0.05689,0.05227,0.06151
ferret,0.03868,0.03722,0.04016
swaptions,0.0395,0.02971,0.04929
facedetect,0.053427,0.04975,0.057103
nn,0.0988,0.0948,0.1028
svm,0.04812,0.04384,0.0524
