ACYC-1,AFREQ-1,EXEC-1,FREQ-1,INST-1,INSTnom%-1,INSTnom-1,IPC-1,L2HIT-1,L2MISS-1,L2MPI-1,L3HIT-1,L3MISS-1,L3MPI-1,PhysIPC%-1,PhysIPC-1,READ-1,TIME(ticks)-1,WRITE-1,ACYC-2,AFREQ-2,EXEC-2,FREQ-2,INST-2,INSTnom%-2,INSTnom-2,IPC-2,L2HIT-2,L2MISS-2,L2MPI-2,L3HIT-2,L3MISS-2,L3MPI-2,PhysIPC%-2,PhysIPC-2,READ-2,TIME(ticks)-2,WRITE-2,ACYC-C,AFREQ-C,EXEC-C,FREQ-C,INST-C,INSTnom%-C,INSTnom-C,IPC-C,L2HIT-C,L2MISS-C,L2MPI-C,L3HIT-C,L3MISS-C,L3MPI-C,PhysIPC%-C,PhysIPC-C,READ-C,TIME(ticks)-C,WRITE-C
17584.2105263,1.04947368421,0.742263157895,1.04736842105,12489.4736842,1.48421052632,37.1157894737,0.711526315789,0.0586526315789,80.8052631579,0.00652052631579,0.480631578947,41.8842105263,0.00334736842105,1.42315789474,35.5736842105,7.58473684211,2102.63157895,3.68105263158,14426.3157895,1.04894736842,0.695,0.857684210526,11694.7368421,1.38947368421,34.7578947368,0.810368421053,0.0496210526316,322.894736842,0.0276210526316,0.993421052632,2.12,0.000181368421053,1.62,40.5368421053,1.00136842105,2102.10526316,0.489,18257.8947368,1.05,0.725894736842,1.04684210526,12684.2105263,1.45263157895,36.2842105263,0.694684210526,0.0504684210526,204.789473684,0.0161736842105,0.833,33.6578947368,0.00266421052632,1.38894736842,34.7473684211,6.45315789474,2183.68421053,3.01
11542.1052632,1.04947368421,1.38631578947,0.685842105263,23331.5789474,2.77578947368,69.3631578947,2.02368421053,0.0532263157895,99.5210526316,0.00426368421053,0.999736842105,0.0307331578947,1.31463157895e-06,4.05,101.1,0.300894736842,2101.57894737,0.01809,12775.0,1.0428,1.08025,0.76025,18175.0,2.1625,54.055,1.42,0.19975,133.1,0.0073485,0.99985,0.026147,1.4264e-06,2.843,71.085,0.2955,2100.5,0.0167505,17615.7894737,1.00978947368,1.29368421053,1.00747368421,22663.1578947,2.58842105263,64.7157894737,1.28473684211,0.0965631578947,188.315789474,0.00830052631579,1.0,0.02725,1.19615789474e-06,2.57263157895,64.3105263158,0.306894736842,2188.94736842,0.0165036842105
12378.9473684,1.00578947368,1.26684210526,0.731947368421,21410.5263158,2.53315789474,63.3105263158,1.73,0.0660842105263,85.4368421053,0.00399368421053,0.948947368421,4.10473684211,0.000192263157895,3.46,86.4894736842,0.894473684211,2113.68421053,0.309368421053,12468.4210526,1.01105263158,0.997842105263,0.741,16778.9473684,1.99578947368,49.8736842105,1.34947368421,0.0478315789474,188.426315789,0.0114005263158,0.999736842105,0.0569052631579,3.39736842105e-06,2.69736842105,67.4368421053,0.304210526316,2103.15789474,0.0173757894737,17531.5789474,1.01847368421,1.21842105263,1.01305263158,21073.6842105,2.43526315789,60.8947368421,1.20263157895,0.103573684211,152.168421053,0.00723315789474,0.935210526316,10.1194736842,0.000481947368421,2.40368421053,60.1052631579,2.00336842105,2160.52631579,0.790842105263
6974.21052632,1.00863157895,0.591052631579,0.414526315789,9944.73684211,1.18263157895,29.5473684211,1.42736842105,0.221157894737,129.473684211,0.0130157894737,0.999894736842,0.0274878947368,2.79615789474e-06,2.85157894737,71.3,0.296578947368,2102.10526316,0.01759,13457.8947368,1.02642105263,0.721210526316,0.800368421053,12121.0526316,1.44315789474,36.0473684211,0.900947368421,0.185315789474,225.052631579,0.0185684210526,1.0,0.0316657894737,2.59478947368e-06,1.80105263158,45.0368421053,0.294368421053,2100.52631579,0.0176331578947,17694.7368421,1.01378947368,0.880631578947,1.01,15426.3157895,1.76052631579,44.0421052632,0.873210526316,0.129157894737,237.894736842,0.0154210526316,1.0,0.0363789473684,2.35221052632e-06,1.74631578947,43.6526315789,0.308421052632,2189.47368421,0.0174831578947
11773.6842105,1.01778947368,1.09421052632,0.698105263158,18442.1052632,2.18684210526,54.6842105263,1.56631578947,0.0358105263158,200.157894737,0.0108421052632,0.991736842105,1.62826315789,8.86e-05,3.13473684211,78.3684210526,0.553421052632,2107.89473684,0.155889473684,5230.52631579,1.0,0.463263157895,0.311210526316,7788.42105263,0.926631578947,23.1736842105,1.49210526316,0.0697105263158,102.952631579,0.0132105263158,0.999789473684,0.0288915789474,3.67568421053e-06,2.98368421053,74.5947368421,0.297684210526,2100.0,0.0177478947368,16163.1578947,1.00505263158,1.08673684211,0.938947368421,18721.0526316,2.17526315789,54.3526315789,1.15842105263,0.0665315789474,213.631578947,0.0113826315789,0.989,2.34315789474,0.000125142105263,2.31631578947,57.8789473684,0.742210526316,2152.10526316,0.248052631579
15589.4736842,1.00721052632,0.953157894737,0.926736842105,16047.3684211,1.90842105263,47.6947368421,1.03073684211,0.0407473684211,213.368421053,0.0133210526316,0.884368421053,24.8263157895,0.00154368421053,2.06105263158,51.5210526316,4.42789473684,2101.05263158,2.23684210526,9155.26315789,1.01342105263,1.09989473684,0.541684210526,18589.4736842,2.20052631579,55.0,2.03210526316,0.0525368421053,103.447368421,0.00556789473684,0.969105263158,3.13736842105,0.000169421052632,4.06052631579,101.542105263,0.756263157895,2111.05263158,0.253315789474,17568.4210526,1.00578947368,1.11526315789,1.00378947368,19515.7894737,2.23105263158,55.7789473684,1.11315789474,0.0381368421053,189.473684211,0.00973684210526,0.897526315789,19.2947368421,0.000990052631579,2.22210526316,55.5947368421,3.57894736842,2182.10526316,1.62052631579
15140.0,1.00125,0.9321,0.90065,15675.0,1.8635,46.6,1.035,0.13075,176.6,0.0112555,1.0,0.025282,1.596e-06,2.07,51.735,0.29275,2101.5,0.0155675,16926.3157895,1.01015789474,1.086,1.00810526316,18273.6842105,2.17368421053,54.3210526316,1.08057894737,0.120052631579,231.842105263,0.0126526315789,1.0,0.0289826315789,1.61684210526e-06,2.16052631579,54.0315789474,0.294421052632,2101.05263158,0.0165489473684,17952.6315789,1.01831578947,1.07205263158,1.01778947368,18952.6315789,2.14368421053,53.6052631579,1.05473684211,0.132368421053,233.473684211,0.0123368421053,1.0,0.0355526315789,1.87263157895e-06,2.11210526316,52.7578947368,0.313684210526,2206.31578947,0.0197584210526
13200.0,1.012,0.642736842105,0.785473684211,10794.2105263,1.28578947368,32.1473684211,0.818421052632,0.0432684210526,311.631578947,0.0288105263158,0.978736842105,6.61052631579,0.000612210526316,1.63684210526,40.9210526316,1.70368421053,2101.57894737,0.870789473684,15457.8947368,1.01936842105,1.13263157895,0.918526315789,19052.6315789,2.26684210526,56.6631578947,1.23315789474,0.141263157895,238.631578947,0.0125210526316,1.0,0.0243236842105,1.27605263158e-06,2.46684210526,61.6842105263,0.293052631579,2100.52631579,0.0156631578947,17757.8947368,1.01910526316,0.925789473684,1.018,16215.7894737,1.85263157895,46.3105263158,0.911473684211,0.0600052631579,299.157894737,0.0184473684211,0.987210526316,3.83,0.000237631578947,1.82315789474,45.5842105263,1.16815789474,2183.68421053,0.564736842105
15347.3684211,1.01294736842,1.06126315789,0.911526315789,17863.1578947,2.12263157895,53.0789473684,1.16578947368,0.149210526316,132.789473684,0.00746631578947,0.999842105263,0.0285710526316,1.60110526316e-06,2.32947368421,58.2210526316,0.296421052632,2104.73684211,0.0174052631579,15231.5789474,1.00368421053,1.19789473684,0.904578947368,20178.9473684,2.39789473684,59.9421052632,1.32736842105,0.143789473684,209.526315789,0.0103842105263,1.0,0.0246936842105,1.235e-06,2.65578947368,66.3894736842,0.293263157895,2103.15789474,0.0161763157895,17547.3684211,1.00715789474,1.20894736842,1.00715789474,21115.7894737,2.41789473684,60.4368421053,1.20315789474,0.122684210526,195.947368421,0.00929421052632,1.0,0.0304452631579,1.44042105263e-06,2.40368421053,60.1210526316,0.307842105263,2180.0,0.0183394736842
15647.3684211,1.01784210526,0.567263157895,0.930105263158,9535.26315789,1.13526315789,28.3578947368,0.61,0.0363052631579,196.368421053,0.0205894736842,0.856894736842,28.0368421053,0.00294210526316,1.22052631579,30.4842105263,5.09263157895,2101.05263158,2.79947368421,11995.0,1.01285,0.6794,0.7127,11425.0,1.36,33.97,0.9533,0.04133,377.4,0.03304,1.0,0.0305925,2.6466e-06,1.9065,47.67,0.2939,2100.0,0.016771,17373.6842105,1.00484210526,0.696105263158,1.00457894737,12063.1578947,1.39263157895,34.8052631579,0.693894736842,0.0467842105263,241.894736842,0.0200947368421,0.894789473684,25.0157894737,0.00210157894737,1.38789473684,34.6894736842,4.73210526316,2163.68421053,2.49315789474
