Configuration;ACYC;AFREQ;C0res%;C10res%;C1res%;C2res%;C3res%;C3res%;C6res%;C6res%;C7res%;C7res%;C8res%;C9res%;EXEC;FREQ;INST;INSTnom;INSTnom%;IPC;L2HIT;L2MISS;L2MPI;L3HIT;L3MISS;L3MPI;PhysIPC;PhysIPC%;Proc Energy (Joules);READ;TIME(ticks);WRITE;SLOWDOWN
layer-1-particle-100;2.92e+05;1.01;100;0;0.0278;0;0;0;0;0;0;0;0;0;1.16;1.01;3.36e+05;2.33;58.2;1.15;0.637;84.3;0.000251;0.288;51.9;0.000155;2.3;57.5;538;29.1;3.61e+04;78.3;4.67054337742
layer-1-particle-100;4.48e+05;1.01;91.2;0;8.76;0;0;0;0;0;0;0;0;0;1.04;0.918;5.07e+05;2.08;51.9;1.13;0.628;167;0.00033;0.226;113;0.000223;2.26;56.5;879;55.7;6.1e+04;152;7.80229978374
layer-1-particle-100;9.6e+04;0.974;95.3;0;4.67;0;0;0;0;0;0;0;0;0;1.27;0.928;1.31e+05;2.54;63.4;1.37;0.669;18.3;0.000139;0.454;8.73;6.65e-05;2.73;68.3;166;5.98;1.29e+04;12.5;1.68582963134
layer-3-particle-3133;4.88e+05;1.01;94.8;0;5.18;0;0;0;0;0;0;0;0;0;1.29;0.959;6.56e+05;2.58;64.5;1.34;0.665;175;0.000266;0.795;35.3;5.38e-05;2.69;67.2;939;23.1;6.36e+04;60.3;2.652753198
layer-3-particle-3133;2.98e+05;1.01;99.7;0;0.328;0;0;0;0;0;0;0;0;0;1.28;1.01;3.77e+05;2.55;63.8;1.26;0.673;193;0.000511;0.817;33.9;8.98e-05;2.53;63.2;564;24.3;3.69e+04;47.4;1.54627747932
layer-3-particle-3133;3.34e+05;1;98.2;0;1.76;0;0;0;0;0;0;0;0;0;0.945;0.985;3.2e+05;1.89;47.2;0.959;0.666;369;0.00115;0.665;106;0.000332;1.92;48;616;72.8;4.24e+04;110;1.76433785498
layer-3-particle-3133;1.87e+05;1;76.3;0;23.2;0;0;0;0;0;0;0;0;0;0.868;0.767;2.12e+05;1.74;43.4;1.13;0.665;188;0.000887;0.669;57.9;0.000274;2.26;56.6;411;31.4;3.04e+04;80.7;1.29089395834
layer-3-particle-3133;1.1e+05;1.01;52.2;0;43.6;0;0;0;0;0;0;0;0;0;0.738;0.526;1.55e+05;1.48;36.9;1.4;0.678;160;0.00103;0.769;34.7;0.000224;2.81;70.2;322;21.4;2.62e+04;54.3;1.11814975433
layer-3-particle-3133;1.04e+05;0.996;51;0;45.3;0;0;0;0;0;0;0;0;0;0.996;0.508;2.04e+05;1.99;49.8;1.96;0.678;138;0.000676;0.875;17;8.33e-05;3.92;97.9;318;12.2;2.56e+04;29.2;1.10404599419
layer-3-particle-3133;1.41e+05;1;62.3;0;37;0;0;0;0;0;0;0;0;0;0.677;0.624;1.52e+05;1.35;33.8;1.08;0.658;183;0.0012;0.634;63;0.000413;2.17;54.2;345;28.6;2.82e+04;76.6;1.20668341595
layer-3-particle-3133;3.02e+05;1.01;99.9;0;0.0946;0;0;0;0;0;0;0;0;0;1.19;1.01;3.54e+05;2.37;59.3;1.17;0.624;226;0.000637;0.762;50.6;0.000143;2.34;58.6;566;30.8;3.73e+04;77.1;1.56229423839
layer-3-particle-3133;1.11e+05;1.02;53.1;0;42.6;0;0;0;0;0;0;0;0;0;0.718;0.544;1.46e+05;1.44;35.9;1.32;0.678;162;0.00111;0.685;48.9;0.000334;2.64;66.1;326;22.8;2.55e+04;53.7;1.05790496014
layer-3-particle-3133;3.17e+05;1;95.3;0;4.7;0;0;0;0;0;0;0;0;0;1.01;0.956;3.35e+05;2.02;50.5;1.06;0.636;303;0.000903;0.622;108;0.000322;2.11;52.9;597;55;4.14e+04;107;1.72229612205
layer-3-particle-3133;3.05e+05;1.01;99.8;0;0.151;0;0;0;0;0;0;0;0;0;1.11;1.01;3.37e+05;2.23;55.7;1.11;0.662;277;0.000822;0.74;64.9;0.000192;2.21;55.3;563;48.7;3.79e+04;83.6;1.6014291424
layer-3-particle-3133;1.02e+05;1;49.7;0;47.2;0;0;0;0;0;0;0;0;0;0.812;0.499;1.66e+05;1.62;40.6;1.63;0.685;165;0.000992;0.787;34.4;0.000207;3.25;81.3;317;20.9;2.56e+04;42.5;1.09560512526
layer-3-particle-3133;4.15e+05;1.01;69.8;0;24.1;0;0;0;0;0;0;0;0;0;0.675;0.702;4e+05;1.35;33.8;0.963;0.706;474;0.00119;0.628;142;0.000356;1.93;48.1;936;113;7.4e+04;181;3.07387565965
layer-3-particle-3133;3.02e+05;1.01;99.9;0;0.134;0;0;0;0;0;0;0;0;0;1.3;1.01;3.88e+05;2.6;65;1.29;0.724;183;0.000473;0.805;30.8;7.94e-05;2.57;64.3;573;31;3.72e+04;44.2;1.55094394039
layer-3-particle-3133;3.21e+05;1.01;99.8;0;0.164;0;0;0;0;0;0;0;0;0;1.25;1.01;3.95e+05;2.5;62.4;1.23;0.653;234;0.000593;0.734;60.7;0.000154;2.46;61.6;597;31.7;3.96e+04;65.2;1.65173724621
layer-3-particle-3133;6.25e+05;1.01;99.9;0;0.0711;0;0;0;0;0;0;0;0;0;1.13;1.01;6.97e+05;2.26;56.5;1.12;0.681;294;0.000422;0.612;104;0.00015;2.23;55.8;1.18e+03;62.7;7.71e+04;181;3.20866327554
layer-3-particle-3133;3.44e+05;1;97.4;0;2.25;0;0;0;0;0;0;0;0;0;0.897;0.979;3.15e+05;1.79;44.8;0.916;0.682;487;0.00155;0.721;111;0.000352;1.83;45.8;644;98.9;4.39e+04;109;1.84933755948
layer-3-particle-3133;3.25e+05;1.02;99.9;0;0.119;0;0;0;0;0;0;0;0;0;1.18;1.01;3.79e+05;2.36;59.1;1.17;0.662;208;0.000551;0.669;64.2;0.00017;2.33;58.3;614;35.7;4e+04;88.8;1.67083203051
layer-3-particle-3133;3.12e+05;1.01;91.3;0;8.63;0;0;0;0;0;0;0;0;0;1.04;0.924;3.5e+05;2.07;51.8;1.12;0.762;255;0.000728;0.67;73.8;0.000211;2.24;56.1;630;56.8;4.22e+04;95.5;1.77353280481
layer-3-particle-3133;2.27e+05;1.01;88.7;0;11.3;0;0;0;0;0;0;0;0;0;1.04;0.893;2.65e+05;2.08;52.1;1.17;0.677;197;0.000744;0.713;52.9;0.0002;2.34;58.4;459;31.1;3.17e+04;78.2;1.32531184305
layer-3-particle-3133;3.43e+05;1.03;96.4;0;3.54;0;0;0;0;0;0;0;0;0;1.17;0.988;4.07e+05;2.34;58.6;1.19;0.657;373;0.000917;0.777;69.7;0.000171;2.37;59.3;694;60.4;4.34e+04;73.5;1.84112434695
layer-3-particle-3133;7.76e+05;1.01;96;0;3.95;0;0;0;0;0;0;0;0;0;1.06;0.97;8.49e+05;2.12;53;1.09;0.702;382;0.00045;0.506;173;0.000203;2.19;54.7;1.45e+03;100;1e+05;254;4.16974335744
layer-3-particle-3133;3.88e+05;1.01;99.9;0;0.11;0;0;0;0;0;0;0;0;0;1.19;1.01;4.57e+05;2.39;59.6;1.18;0.708;283;0.000619;0.677;77.8;0.00017;2.36;59;726;53;4.79e+04;80.3;1.98247561567
layer-3-particle-3133;3.56e+05;1;99.9;0;0.133;0;0;0;0;0;0;0;0;0;1.14;1;4.06e+05;2.29;57.1;1.14;0.717;286;0.000704;0.685;80.2;0.000197;2.29;57.2;652;56;4.45e+04;82.7;1.85564210663
layer-3-particle-3133;3.73e+05;1.02;99.4;0;0.636;0;0;0;0;0;0;0;0;0;1.1;1.01;4.05e+05;2.2;54.9;1.09;0.679;290;0.000715;0.587;112;0.000276;2.17;54.3;701;56.5;4.61e+04;112;1.91051439947
layer-3-particle-3133;1.48e+05;1;65.8;0;33.9;0;0;0;0;0;0;0;0;0;0.944;0.661;2.11e+05;1.89;47.2;1.43;0.726;142;0.000675;0.712;39.1;0.000186;2.86;71.4;374;22.6;2.79e+04;55.4;1.17971971022
layer-3-particle-3133;4.69e+05;1.01;99.9;0;0.0995;0;0;0;0;0;0;0;0;0;1.3;1.01;6e+05;2.59;64.8;1.28;0.713;240;0.000399;0.78;49.2;8.2e-05;2.56;63.9;886;40.7;5.79e+04;70.3;2.39856928927
layer-3-particle-3133;4.38e+05;1.01;98.5;0;1.48;0;0;0;0;0;0;0;0;0;1.1;1;4.8e+05;2.19;54.8;1.1;0.617;343;0.000714;0.555;141;0.000294;2.19;54.8;833;64.3;5.48e+04;133;2.28534947652
layer-3-particle-3133;3.06e+05;1.01;98.5;0;1.48;0;0;0;0;0;0;0;0;0;1.34;0.997;4.1e+05;2.67;66.9;1.34;0.762;129;0.000314;0.779;28;6.84e-05;2.68;67;584;19.4;3.84e+04;38.5;1.6315657577
layer-3-particle-3133;1.37e+05;1;64.6;0;34.3;0;0;0;0;0;0;0;0;0;1.1;0.646;2.33e+05;2.2;55;1.7;0.709;132;0.000566;0.854;18.7;8.04e-05;3.41;85.2;352;13.9;2.65e+04;29;1.11379072846
layer-2-particle-1399;1.46e+05;1.02;99.8;0;0.162;0;0;0;0;0;0;0;0;0;1.29;1.02;1.84e+05;2.59;64.7;1.26;0.766;68.2;0.000371;0.662;20.8;0.000113;2.53;63.2;281;16.3;1.78e+04;24.6;1.3992743892
layer-2-particle-1399;1.08e+05;1.03;86.5;0;12.9;0;0;0;0;0;0;0;0;0;0.999;0.893;1.21e+05;2;50;1.12;0.702;70.1;0.000577;0.607;25.4;0.000209;2.24;55.9;227;15.1;1.52e+04;39;1.23333346137
layer-2-particle-1399;2.18e+05;1.02;97.3;0;2.7;0;0;0;0;0;0;0;0;0;1.11;0.99;2.45e+05;2.22;55.6;1.12;0.652;123;0.000502;0.524;52.7;0.000215;2.24;56.1;423;29.2;2.75e+04;69;2.18232014148
layer-2-particle-1399;3.59e+05;1.01;99.9;0;0.0748;0;0;0;0;0;0;0;0;0;1.18;1.01;4.2e+05;2.37;59.1;1.17;0.647;122;0.000291;0.465;58.1;0.000138;2.34;58.5;655;33.6;4.44e+04;96.2;3.42811275124
layer-2-particle-1399;1.83e+05;1;99.9;0;0.103;0;0;0;0;0;0;0;0;0;1.17;1;2.14e+05;2.34;58.6;1.17;0.687;133;0.000621;0.645;39.4;0.000185;2.33;58.3;337;29.9;2.28e+04;42.3;1.77980274449
layer-2-particle-1399;1.66e+05;1.01;95.9;0;4.12;0;0;0;0;0;0;0;0;0;1.34;0.967;2.31e+05;2.69;67.2;1.39;0.721;45.1;0.000195;0.706;13.1;5.65e-05;2.78;69.5;318;8.68;2.15e+04;19;1.7460137117
layer-2-particle-1399;5.63e+04;0.976;46.6;0;44.4;0;0;0;0;0;0;0;0;0;0.734;0.455;9.09e+04;1.47;36.7;1.61;0.674;71;0.000781;0.682;21.7;0.000239;3.23;80.7;166;12.7;1.55e+04;25.4;1.2719368008
layer-2-particle-1399;1.44e+05;1.04;99.8;0;0.193;0;0;0;0;0;0;0;0;0;1.27;1.04;1.75e+05;2.54;63.4;1.22;0.688;64.1;0.000365;0.57;25.3;0.000144;2.44;60.9;291;14.1;1.73e+04;33.4;1.36554243728
layer-2-particle-1399;6.69e+04;1.04;49.8;0;42.3;0;0;0;0;0;0;0;0;0;0.706;0.519;9.1e+04;1.41;35.3;1.36;0.663;65.9;0.000725;0.657;20.9;0.00023;2.72;68;214;13.4;1.61e+04;35.7;1.31262086471
layer-2-particle-1399;1.75e+05;1.02;98.6;0;1.38;0;0;0;0;0;0;0;0;0;1.17;1;2.06e+05;2.35;58.7;1.17;0.713;127;0.00062;0.622;38.3;0.000186;2.34;58.6;344;32.5;2.19e+04;39.8;1.74528387554
layer-2-particle-1399;5.5e+04;1.04;47.5;0;43.6;0;0;0;0;0;0;0;0;0;0.978;0.496;1.08e+05;1.96;48.9;1.97;0.71;40.9;0.000378;0.806;7.7;7.1e-05;3.95;98.6;189;6.8;1.39e+04;16.8;1.14504495023
layer-2-particle-1399;1.84e+05;1.01;99.7;0;0.298;0;0;0;0;0;0;0;0;0;1.1;1.01;2e+05;2.2;54.9;1.09;0.663;128;0.00064;0.534;54.1;0.00027;2.18;54.4;344;29.4;2.28e+04;55.6;1.76029967841
layer-2-particle-1399;1.63e+05;1.02;91.9;0;8.08;0;0;0;0;0;0;0;0;0;1.01;0.933;1.77e+05;2.03;50.6;1.09;0.693;108;0.00061;0.424;56.9;0.000321;2.17;54.3;326;26.5;2.19e+04;55.2;1.69328865712
layer-2-particle-1399;1.56e+05;0.989;99.9;0;0.14;0;0;0;0;0;0;0;0;0;0.875;0.987;1.38e+05;1.75;43.7;0.886;0.706;189;0.00137;0.673;47.3;0.000343;1.77;44.3;274;42.8;1.97e+04;47.9;1.56551447304
layer-2-particle-1399;7.24e+04;0.995;62.3;0;37.5;0;0;0;0;0;0;0;0;0;0.667;0.62;7.8e+04;1.33;33.4;1.08;0.64;75.7;0.000971;0.568;30.2;0.000387;2.15;53.8;175;15.8;1.46e+04;41.2;1.15553046797
layer-2-particle-1399;1.61e+05;0.988;99.9;0;0.142;0;0;0;0;0;0;0;0;0;1.22;0.987;2e+05;2.45;61.2;1.24;0.667;78.8;0.000395;0.593;30.8;0.000154;2.48;62.1;283;16.7;2.03e+04;32.8;1.59238173965
layer-2-particle-1399;3.36e+05;1;100;0;0.042;0;0;0;0;0;0;0;0;0;1.11;1;3.72e+05;2.22;55.4;1.11;0.695;135;0.000363;0.532;56.7;0.000153;2.21;55.3;603;34.9;4.19e+04;97.6;3.26372099669
layer-2-particle-1399;4.66e+05;1.02;64.3;0;28.6;0;0;0;0;0;0;0;0;0;0.631;0.653;4.5e+05;1.26;31.5;0.965;0.691;472;0.00105;0.545;154;0.000342;1.93;48.3;1.12e+03;132;8.92e+04;219;6.92349964891
layer-2-particle-1399;2.24e+05;1.02;99.9;0;0.0672;0;0;0;0;0;0;0;0;0;1.19;1.02;2.61e+05;2.37;59.3;1.17;0.639;91.4;0.00035;0.52;39;0.000149;2.33;58.3;422;23.3;2.75e+04;65.5;2.17631635555
layer-2-particle-1399;1.54e+05;1.01;82.9;0;16.7;0;0;0;0;0;0;0;0;0;1.06;0.834;1.95e+05;2.12;53.1;1.27;0.736;99.6;0.00051;0.561;41.6;0.000213;2.55;63.6;332;24.9;2.3e+04;47;1.83065365663
layer-2-particle-1399;3.08e+05;1;99.7;0;0.305;0;0;0;0;0;0;0;0;0;0.954;1;2.94e+05;1.91;47.7;0.952;0.707;242;0.000825;0.505;93.8;0.000319;1.9;47.6;573;71.2;3.85e+04;108;2.98844776908
layer-2-particle-1399;1.45e+05;0.981;99.8;0;0.241;0;0;0;0;0;0;0;0;0;1.02;0.979;1.51e+05;2.03;50.8;1.04;0.67;123;0.000813;0.568;46.5;0.000308;2.08;51.9;251;25.9;1.85e+04;44.7;1.46078759309
layer-2-particle-1399;2.11e+05;1.02;99.9;0;0.0737;0;0;0;0;0;0;0;0;0;1.2;1.02;2.48e+05;2.39;59.8;1.17;0.733;119;0.000481;0.584;40.8;0.000165;2.35;58.7;396;27.9;2.59e+04;43.4;2.03900805278
layer-2-particle-1399;7.38e+04;0.996;52.3;0;38.8;0;0;0;0;0;0;0;0;0;0.656;0.521;9.29e+04;1.31;32.8;1.26;0.65;80.5;0.000866;0.646;25;0.000269;2.52;63;200;16.3;1.77e+04;37.1;1.45502580547
layer-2-particle-1399;2.69e+05;1.01;93.8;0;6.2;0;0;0;0;0;0;0;0;0;1.33;0.945;3.79e+05;2.66;66.5;1.41;0.668;59.6;0.000157;0.773;13.1;3.46e-05;2.82;70.4;516;13.2;3.56e+04;33.9;2.79287188226
layer-2-particle-1399;8.24e+04;1.03;60.2;0;39.6;0;0;0;0;0;0;0;0;0;1.11;0.618;1.48e+05;2.23;55.6;1.8;0.694;50.9;0.000343;0.726;13.1;8.86e-05;3.6;90;244;8.37;1.67e+04;18.9;1.34921584866
layer-2-particle-1399;7.37e+04;1;67.1;0;31.8;0;0;0;0;0;0;0;0;0;0.906;0.671;9.97e+04;1.81;45.3;1.35;0.663;62.3;0.000625;0.634;21.5;0.000216;2.7;67.6;180;13.1;1.37e+04;28.9;1.17355849675
layer-2-particle-1399;9.66e+04;0.988;77.2;0;22.6;0;0;0;0;0;0;0;0;0;0.845;0.763;1.07e+05;1.69;42.2;1.11;0.657;80.7;0.000755;0.55;32.5;0.000304;2.21;55.4;204;17.6;1.58e+04;42;1.25102622647
layer-2-particle-1399;1.8e+05;0.992;99.9;0;0.0874;0;0;0;0;0;0;0;0;0;1.28;0.992;2.33e+05;2.56;64;1.29;0.742;70.4;0.000302;0.723;17.2;7.39e-05;2.58;64.5;323;16.5;2.28e+04;25.7;1.79704116737
layer-2-particle-1399;1.54e+05;0.997;99.9;0;0.112;0;0;0;0;0;0;0;0;0;1.28;0.996;1.98e+05;2.56;63.9;1.28;0.73;69.1;0.000348;0.71;18.1;9.11e-05;2.57;64.2;281;14.9;1.94e+04;23.9;1.52876745269
layer-5-particle-966;1.02e+05;1;51.8;0;42;0;0;0;0;0;0;0;0;0;0.685;0.519;1.35e+05;1.37;34.3;1.32;0.666;115;0.000852;0.618;41.1;0.000306;2.64;66;293;22.5;2.45e+04;54;1.60136586467
layer-5-particle-966;2.06e+05;1.01;95.8;0;4.07;0;0;0;0;0;0;0;0;0;1;0.965;2.14e+05;2;50;1.04;0.649;177;0.000827;0.571;70.4;0.000329;2.07;51.9;390;35.8;2.67e+04;70;1.73736280922
layer-5-particle-966;3.95e+05;1.01;68.4;0;31.4;0;0;0;0;0;0;0;0;0;0.8;0.692;4.57e+05;1.6;40;1.16;0.606;251;0.00055;0.371;139;0.000304;2.31;57.8;946;69.2;7.15e+04;195;4.57569311592
layer-5-particle-966;3.94e+05;1.02;100;0;0.0221;0;0;0;0;0;0;0;0;0;1.16;1.02;4.5e+05;2.32;58;1.14;0.673;160;0.000356;0.562;62.5;0.000139;2.28;57.1;729;39.6;4.84e+04;112;3.10602869508
layer-5-particle-966;9.76e+04;0.995;67.3;0;32.2;0;0;0;0;0;0;0;0;0;0.917;0.67;1.34e+05;1.83;45.9;1.37;0.733;85.7;0.000642;0.677;26.3;0.000197;2.74;68.4;233;15.6;1.82e+04;37.3;1.24110633559
layer-5-particle-966;2.15e+05;1;99.9;0;0.0998;0;0;0;0;0;0;0;0;0;1.13;0.999;2.43e+05;2.26;56.6;1.13;0.712;163;0.000672;0.65;48;0.000197;2.27;56.6;388;33.4;2.68e+04;49.9;1.72995685852
layer-5-particle-966;2.1e+05;1;99.9;0;0.139;0;0;0;0;0;0;0;0;0;1.28;0.999;2.69e+05;2.56;64.1;1.28;0.746;102;0.000379;0.759;21.3;7.91e-05;2.57;64.2;381;20;2.63e+04;32.4;1.67747176031
layer-5-particle-966;2.35e+05;1;99.9;0;0.113;0;0;0;0;0;0;0;0;0;1.26;1;2.96e+05;2.53;63.2;1.26;0.707;133;0.000447;0.761;26.5;8.95e-05;2.52;63;435;24;2.93e+04;35.2;1.86110658086
layer-5-particle-966;2.75e+05;1.01;97.3;0;2.7;0;0;0;0;0;0;0;0;0;1.12;0.983;3.13e+05;2.24;55.9;1.14;0.67;167;0.000533;0.424;87.5;0.000279;2.27;56.9;522;38.9;3.5e+04;81.4;2.2396176737
layer-5-particle-966;8.39e+04;1.01;55.4;0;40.7;0;0;0;0;0;0;0;0;0;0.71;0.559;1.07e+05;1.42;35.5;1.27;0.692;105;0.000985;0.668;31.1;0.000291;2.54;63.5;235;18.9;1.87e+04;40.1;1.22509566628
layer-5-particle-966;1.54e+05;1.01;67.7;0;26.1;0;0;0;0;0;0;0;0;0;0.729;0.682;1.65e+05;1.46;36.4;1.07;0.73;177;0.00107;0.636;51.6;0.000313;2.14;53.4;367;42.1;2.83e+04;67.5;1.82944296358
layer-5-particle-966;1.9e+05;0.995;99.8;0;0.163;0;0;0;0;0;0;0;0;0;1.27;0.993;2.43e+05;2.54;63.4;1.28;0.764;93.7;0.000386;0.696;25.2;0.000104;2.55;63.9;346;19.2;2.39e+04;30.7;1.53716212116
layer-5-particle-966;2.19e+05;1.01;99.9;0;0.101;0;0;0;0;0;0;0;0;0;1.16;1.01;2.52e+05;2.32;57.9;1.15;0.676;189;0.00075;0.711;45.4;0.000181;2.3;57.5;403;34.1;2.72e+04;48.1;1.76152363376
layer-5-particle-966;2.27e+05;1.02;99.1;0;0.928;0;0;0;0;0;0;0;0;0;0.993;1.01;2.23e+05;1.99;49.7;0.986;0.708;190;0.000852;0.556;73.6;0.00033;1.97;49.3;427;47;2.81e+04;74.7;1.80948054486
layer-5-particle-966;4.89e+05;1.01;93.4;0;6.6;0;0;0;0;0;0;0;0;0;1.05;0.942;5.45e+05;2.1;52.4;1.11;0.648;229;0.00042;0.494;106;0.000194;2.23;55.7;929;58.5;6.5e+04;162;4.1227115063
layer-5-particle-966;2.38e+05;1.01;97.6;0;2.26;0;0;0;0;0;0;0;0;0;1.13;0.982;2.75e+05;2.27;56.7;1.16;0.694;209;0.000762;0.718;49.2;0.000179;2.31;57.8;452;37;3.03e+04;51.9;1.93340858187
layer-5-particle-966;1.94e+05;1;99.9;0;0.0991;0;0;0;0;0;0;0;0;0;1.22;1;2.36e+05;2.44;60.9;1.22;0.656;120;0.000509;0.664;38.8;0.000165;2.43;60.8;354;20.5;2.42e+04;41.1;1.55824587208
layer-5-particle-966;1.96e+05;1.02;99.8;0;0.156;0;0;0;0;0;0;0;0;0;1.18;1.02;2.26e+05;2.36;58.9;1.15;0.737;97;0.000429;0.597;36.3;0.00016;2.31;57.7;365;21.4;2.4e+04;52;1.55323240016
layer-5-particle-966;5.03e+05;1.01;100;0;0.0274;0;0;0;0;0;0;0;0;0;1.12;1.01;5.58e+05;2.24;55.9;1.11;0.669;273;0.000489;0.544;104;0.000186;2.22;55.5;916;68.1;6.23e+04;137;3.99059639778
layer-5-particle-966;5.93e+04;0.997;40.3;0;44.8;0;0;0;0;0;0;0;0;0;0.685;0.402;1.01e+05;1.37;34.3;1.71;0.701;80.3;0.000793;0.735;20.8;0.000205;3.41;85.3;191;11;1.85e+04;24;1.23005584979
layer-5-particle-966;2.19e+05;1.02;99.6;0;0.425;0;0;0;0;0;0;0;0;0;1.1;1.01;2.38e+05;2.2;54.9;1.08;0.646;176;0.000741;0.605;63.8;0.000268;2.17;54.2;417;35;2.7e+04;66.2;1.75952187341
layer-5-particle-966;4.69e+05;1.01;97.4;0;2.54;0;0;0;0;0;0;0;0;0;0.846;0.987;4.02e+05;1.69;42.3;0.857;0.722;494;0.00123;0.586;146;0.000363;1.71;42.9;886;131;5.94e+04;147;3.80066488508
layer-5-particle-966;2.25e+05;1.02;99.9;0;0.0975;0;0;0;0;0;0;0;0;0;1.2;1.02;2.66e+05;2.39;59.9;1.18;0.599;138;0.000521;0.759;31;0.000117;2.36;58.9;427;21.1;2.77e+04;58.1;1.77807831259
layer-5-particle-966;1.51e+05;0.995;87.7;0;11.7;0;0;0;0;0;0;0;0;0;0.989;0.873;1.72e+05;1.98;49.4;1.13;0.711;105;0.000609;0.629;36;0.00021;2.27;56.7;294;21.1;2.17e+04;54.1;1.43586168175
layer-5-particle-966;1.87e+05;1.02;98.3;0;1.74;0;0;0;0;0;0;0;0;0;1.37;1.01;2.55e+05;2.74;68.4;1.36;0.701;76.8;0.000302;0.791;15.8;6.19e-05;2.72;68;364;10.2;2.33e+04;21.2;1.4944495984
layer-5-particle-966;2.07e+05;1.01;78.5;0;21.3;0;0;0;0;0;0;0;0;0;1.07;0.793;2.78e+05;2.13;53.3;1.34;0.689;137;0.000493;0.61;49.7;0.000178;2.69;67.2;465;29.2;3.26e+04;66;2.11463069554
layer-5-particle-966;2.97e+05;1.01;96.5;0;3.52;0;0;0;0;0;0;0;0;0;1.32;0.977;4.02e+05;2.65;66.2;1.36;0.716;93.9;0.000233;0.753;22.1;5.5e-05;2.71;67.8;568;17.4;3.8e+04;38.6;2.44683776607
layer-5-particle-966;6.89e+04;1.03;49.3;0;45.6;0;0;0;0;0;0;0;0;0;0.993;0.508;1.35e+05;1.99;49.6;1.96;0.73;63.8;0.000474;0.798;12.4;9.22e-05;3.91;97.8;228;8.77;1.7e+04;19.8;1.14825119207
layer-5-particle-966;1.57e+05;1.01;66.3;0;32.4;0;0;0;0;0;0;0;0;0;0.689;0.672;1.61e+05;1.38;34.5;1.03;0.685;163;0.00101;0.536;70.2;0.000435;2.05;51.3;383;37.2;2.92e+04;84.1;1.91080032739
layer-5-particle-966;9.12e+04;0.996;62.5;0;36.8;0;0;0;0;0;0;0;0;0;1.13;0.622;1.65e+05;2.25;56.3;1.81;0.66;80.6;0.000489;0.816;14.5;8.77e-05;3.62;90.4;239;8.51;1.83e+04;18.8;1.23727519625
layer-1-particle-2700;8.48e+04;1.02;74.9;0;24.4;0;0;0;0;0;0;0;0;0;0.909;0.76;1.01e+05;1.82;45.4;1.19;0.681;71;0.0007;0.613;25.2;0.000249;2.39;59.7;195;15.1;1.39e+04;36.7;1.21150465694
layer-1-particle-2700;5.39e+04;1.03;49.5;0;42.1;0;0;0;0;0;0;0;0;0;0.965;0.51;1.02e+05;1.93;48.2;1.89;0.676;49;0.00048;0.803;9.26;9.08e-05;3.79;94.7;176;7.1;1.32e+04;15.8;1.20420435529
layer-1-particle-2700;1.41e+05;1.04;99.9;0;0.0931;0;0;0;0;0;0;0;0;0;1.26;1.04;1.71e+05;2.52;63;1.21;0.667;97.8;0.000572;0.746;21.9;0.000128;2.42;60.5;289;17.2;1.7e+04;26.8;1.46281472052
layer-1-particle-2700;1.39e+05;0.984;97.5;0;2.51;0;0;0;0;0;0;0;0;0;1.3;0.959;1.88e+05;2.59;64.8;1.35;0.676;57.4;0.000305;0.775;12.8;6.82e-05;2.7;67.5;244;7.76;1.81e+04;15.3;1.56293975751
layer-1-particle-2700;2.17e+05;1.01;82.6;0;17.2;0;0;0;0;0;0;0;0;0;1.05;0.836;2.73e+05;2.1;52.5;1.26;0.629;133;0.000488;0.573;47.8;0.000175;2.51;62.8;476;37;3.25e+04;72.4;2.73690832768
layer-1-particle-2700;2.71e+05;1.01;99.9;0;0.0762;0;0;0;0;0;0;0;0;0;0.872;1.01;2.35e+05;1.74;43.6;0.865;0.742;290;0.00124;0.602;80.6;0.000344;1.73;43.2;501;82.9;3.36e+04;85.1;2.84956071574
layer-1-particle-2700;2.05e+05;1.02;99.9;0;0.0769;0;0;0;0;0;0;0;0;0;1.2;1.02;2.41e+05;2.4;59.9;1.18;0.668;90.1;0.000374;0.536;38.4;0.00016;2.35;58.8;380;20.2;2.51e+04;50.3;2.14875657936
layer-1-particle-2700;1.5e+05;0.996;99.9;0;0.111;0;0;0;0;0;0;0;0;0;1.11;0.995;1.67e+05;2.22;55.5;1.12;0.676;86.6;0.000519;0.699;24.1;0.000145;2.23;55.8;266;16.3;1.88e+04;41.7;1.60448795968
layer-1-particle-2700;1.73e+05;0.99;99.9;0;0.0569;0;0;0;0;0;0;0;0;0;1.11;0.989;1.93e+05;2.22;55.4;1.12;0.683;153;0.000793;0.75;30;0.000155;2.24;56;309;29.8;2.18e+04;40.9;1.84553790269
layer-1-particle-2700;9.36e+04;1.03;56.5;0;35.4;0;0;0;0;0;0;0;0;0;0.683;0.579;1.1e+05;1.37;34.1;1.18;0.66;107;0.00097;0.704;26.9;0.000244;2.36;58.9;260;21.6;2.02e+04;45.5;1.75121106864
layer-1-particle-2700;6.35e+04;1.04;48.2;0;46.7;0;0;0;0;0;0;0;0;0;0.691;0.499;8.8e+04;1.38;34.6;1.39;0.646;67.4;0.000766;0.74;15.7;0.000178;2.77;69.3;204;11.9;1.59e+04;34.6;1.43792240519
