Configuration,ACYC,AFREQ,C0res%,C10res%,C1res%,C2res%,C3res%,C3res%,C6res%,C6res%,C7res%,C7res%,C8res%,C9res%,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE
batch-1-learning-12-regular-2,2.02e+04,0.958,17.9,0,13.3,24.1,0,0,0,0,0,0,0,0,0.168,0.172,1.98e+04,0.337,8.42,0.982,0.752,33.1,0.00167,0.67,9.76,0.000493,1.96,49.1,10.3,1.47e+04,8.34
batch-1-learning-12-regular-1,1.97e+04,0.987,17.5,0,9.18,26.4,0,0,0,0,0,0,0,0,0.168,0.173,1.92e+04,0.337,8.42,0.975,0.763,29.4,0.00153,0.678,8.52,0.000444,1.95,48.8,9.61,1.43e+04,8.23
batch-3-learning-89-regular-3,2.82e+04,0.914,23.9,0,16.2,20.1,0,0,0,0,0,0,0,0,0.219,0.218,2.84e+04,0.439,11,1.01,0.749,56.4,0.00199,0.774,11.1,0.000392,2.01,50.3,12.5,1.62e+04,9.44
batch-1-learning-12-regular-5,2.05e+04,0.971,17.8,0,9.61,27.1,0,0,0,0,0,0,0,0,0.166,0.173,1.97e+04,0.332,8.31,0.96,0.765,31.1,0.00158,0.665,9.28,0.000471,1.92,48,10.3,1.48e+04,8.44
batch-1-learning-12-regular-4,2.03e+04,1.02,17.5,0,10.4,25.2,0,0,0,0,0,0,0,0,0.169,0.179,1.92e+04,0.338,8.45,0.947,0.753,32.1,0.00167,0.689,9.02,0.00047,1.89,47.3,10.2,1.42e+04,8.32
batch-4-learning-34-regular-5,3.28e+04,0.983,25.3,0,8.46,23.9,0,0,0,0,0,0,0,0,0.248,0.249,3.27e+04,0.496,12.4,0.997,0.804,55.7,0.0017,0.759,11.7,0.000359,1.99,49.8,13.5,1.65e+04,9.89
batch-5-learning-56-regular-5,3.98e+04,0.994,29.1,0,8.3,20.9,0,0,0,0,0,0,0,0,0.285,0.29,3.92e+04,0.57,14.3,0.985,0.775,70.9,0.00181,0.805,11.9,0.000303,1.97,49.2,14.1,1.72e+04,10.1
batch-5-learning-56-regular-4,3.86e+04,0.989,28.4,0,7.32,22.7,0,0,0,0,0,0,0,0,0.276,0.281,3.8e+04,0.552,13.8,0.984,0.782,68.1,0.00179,0.813,10.9,0.000287,1.97,49.2,13.8,1.72e+04,10
batch-5-learning-56-regular-3,3.69e+04,1.04,27.9,0,7.81,22,0,0,0,0,0,0,0,0,0.289,0.289,3.7e+04,0.579,14.5,1,0.777,70.1,0.00189,0.816,11,0.000298,2,50.1,13.3,1.6e+04,9.92
batch-5-learning-56-regular-2,3.77e+04,1.05,27.9,0,9.99,22.3,0,0,0,0,0,0,0,0,0.293,0.292,3.77e+04,0.585,14.6,1,0.776,70.6,0.00187,0.802,12,0.000318,2,50.1,13.7,1.61e+04,9.96
batch-5-learning-56-regular-1,3.73e+04,1.03,28.1,0,8.95,20.7,0,0,0,0,0,0,0,0,0.288,0.289,3.73e+04,0.577,14.4,0.999,0.777,66,0.00177,0.798,11.5,0.000308,2,50,13.9,1.62e+04,9.97
batch-3-learning-56-regular-5,2.86e+04,0.989,22.8,0,17.2,16.1,0,0,0,0,0,0,0,0,0.225,0.225,2.86e+04,0.451,11.3,1,0.745,56.3,0.00197,0.772,11.2,0.000392,2,50.1,12.1,1.59e+04,9.3
batch-4-learning-34-regular-2,3.51e+04,0.962,27.4,0,8.84,19.4,0,0,0,0,0,0,0,0,0.258,0.263,3.44e+04,0.516,12.9,0.981,0.807,53.1,0.00154,0.777,10.4,0.000302,1.96,49,13.2,1.67e+04,9.88
batch-2-learning-34-regular-3,2.45e+04,0.957,20.7,0,14.7,18.1,0,0,0,0,0,0,0,0,0.192,0.198,2.38e+04,0.384,9.61,0.971,0.792,39.2,0.00165,0.709,10.2,0.00043,1.94,48.5,11.7,1.55e+04,9.04
batch-3-learning-56-regular-1,2.93e+04,1.04,23.5,0,9.01,21.7,0,0,0,0,0,0,0,0,0.238,0.244,2.87e+04,0.476,11.9,0.977,0.751,52.3,0.00182,0.763,10.9,0.000379,1.95,48.9,11.8,1.51e+04,9.24
batch-3-learning-56-regular-3,3.01e+04,1.04,23.8,0,9.15,19.6,0,0,0,0,0,0,0,0,0.241,0.247,2.94e+04,0.483,12.1,0.977,0.747,56,0.00191,0.758,11.8,0.000403,1.95,48.9,12.3,1.52e+04,9.37
batch-4-learning-34-regular-3,3.35e+04,0.975,26.3,0,9.86,18,0,0,0,0,0,0,0,0,0.256,0.257,3.33e+04,0.511,12.8,0.995,0.809,54.2,0.00163,0.762,11.3,0.000338,1.99,49.8,13.5,1.63e+04,9.94
batch-4-learning-1-regular-3,3.34e+04,1.02,25.4,0,8.23,22.3,0,0,0,0,0,0,0,0,0.256,0.26,3.29e+04,0.511,12.8,0.984,0.806,54.8,0.00167,0.77,11,0.000336,1.97,49.2,13.2,1.61e+04,9.85
batch-4-learning-1-regular-2,3.33e+04,1.04,25.8,0,9,22.6,0,0,0,0,0,0,0,0,0.264,0.268,3.28e+04,0.528,13.2,0.985,0.8,53.1,0.00162,0.766,10.9,0.000331,1.97,49.2,12.7,1.55e+04,9.78
batch-4-learning-1-regular-1,3.48e+04,0.983,26.8,0,8.91,24.2,0,0,0,0,0,0,0,0,0.256,0.264,3.37e+04,0.511,12.8,0.968,0.809,53.3,0.00158,0.756,11.4,0.000339,1.94,48.4,13.4,1.65e+04,9.81
batch-3-learning-1-regular-5,2.86e+04,1.03,23,0,13.9,24.8,0,0,0,0,0,0,0,0,0.233,0.236,2.82e+04,0.466,11.7,0.987,0.746,52.1,0.00185,0.786,9.77,0.000347,1.97,49.3,11.2,1.51e+04,9.26
batch-3-learning-1-regular-2,3.33e+04,1.05,25.3,0,16.7,4.51,0,0,0,0,0,0,0,0,0.246,0.265,3.1e+04,0.493,12.3,0.932,0.748,54.9,0.00177,0.771,10.9,0.000352,1.86,46.6,12.1,1.57e+04,9.3
batch-3-learning-1-regular-3,2.85e+04,0.989,23,0,13.8,26.5,0,0,0,0,0,0,0,0,0.225,0.227,2.82e+04,0.449,11.2,0.989,0.75,55,0.00195,0.769,11.1,0.000393,1.98,49.5,11.9,1.57e+04,9.3
batch-4-learning-1-regular-5,3.32e+04,1.02,25.7,0,15,3.68,0,0,0,0,0,0,0,0,0.259,0.262,3.28e+04,0.518,13,0.989,0.802,55.1,0.00168,0.751,12,0.000365,1.98,49.4,13.5,1.58e+04,9.8
batch-4-learning-1-regular-4,3.36e+04,1.04,25.6,0,16.8,11.6,0,0,0,0,0,0,0,0,0.261,0.266,3.31e+04,0.523,13.1,0.983,0.804,55.2,0.00167,0.771,10.9,0.000331,1.97,49.1,13.2,1.58e+04,9.76
batch-4-learning-67-regular-2,3.35e+04,0.998,25.7,0,8.93,20.6,0,0,0,0,0,0,0,0,0.252,0.256,3.31e+04,0.505,12.6,0.986,0.808,53.6,0.00162,0.761,11.2,0.000339,1.97,49.3,13.3,1.64e+04,9.83
batch-4-learning-67-regular-3,3.36e+04,1.03,25.7,0,14.9,8.65,0,0,0,0,0,0,0,0,0.259,0.264,3.31e+04,0.519,13,0.984,0.8,54.4,0.00164,0.761,11.4,0.000345,1.97,49.2,13.2,1.59e+04,9.82
batch-4-learning-67-regular-1,3.7e+04,1.05,27.4,0,7.69,25.1,0,0,0,0,0,0,0,0,0.27,0.287,3.48e+04,0.54,13.5,0.94,0.806,53.1,0.00153,0.755,11.4,0.000328,1.88,47,13.2,1.61e+04,9.78
batch-4-learning-67-regular-4,3.42e+04,0.927,27.1,0,9.23,23,0,0,0,0,0,0,0,0,0.249,0.252,3.38e+04,0.497,12.4,0.988,0.81,54.2,0.0016,0.759,11.5,0.000339,1.98,49.4,13.6,1.7e+04,9.93
batch-4-learning-67-regular-5,3.59e+04,0.98,27.5,0,7.47,24.9,0,0,0,0,0,0,0,0,0.259,0.269,3.45e+04,0.517,12.9,0.96,0.814,51.8,0.0015,0.774,10.2,0.000297,1.92,48,12.8,1.67e+04,9.83
batch-1-learning-34-regular-3,2.38e+04,0.984,20.2,0,8.9,27.3,0,0,0,0,0,0,0,0,0.17,0.198,2.04e+04,0.341,8.52,0.859,0.776,25.3,0.00124,0.758,5.39,0.000264,1.72,43,9.79,1.5e+04,8.45
batch-1-learning-34-regular-2,2.26e+04,1.04,19.2,0,9.61,23.5,0,0,0,0,0,0,0,0,0.18,0.2,2.04e+04,0.36,9.01,0.902,0.757,32.5,0.00159,0.676,9.46,0.000464,1.8,45.1,10.1,1.42e+04,8.32
batch-1-learning-34-regular-1,2.02e+04,0.985,17.8,0,9.79,28.8,0,0,0,0,0,0,0,0,0.167,0.176,1.91e+04,0.333,8.33,0.948,0.76,30.5,0.00159,0.654,9.45,0.000494,1.9,47.4,10,1.44e+04,8.31
batch-1-learning-34-regular-5,2.32e+04,0.995,19.8,0,12.2,12.3,0,0,0,0,0,0,0,0,0.186,0.197,2.19e+04,0.371,9.28,0.942,0.766,31.4,0.00143,0.663,9.54,0.000436,1.88,47.1,10.4,1.47e+04,8.4
batch-1-learning-34-regular-4,2.13e+04,0.939,19.1,0,12.6,17.2,0,0,0,0,0,0,0,0,0.175,0.179,2.09e+04,0.351,8.77,0.98,0.758,32.7,0.00156,0.664,9.87,0.000472,1.96,49,10.8,1.49e+04,8.67
batch-3-learning-67-regular-1,2.86e+04,0.991,23.3,0,8.64,24.2,0,0,0,0,0,0,0,0,0.229,0.231,2.85e+04,0.459,11.5,0.994,0.749,54,0.0019,0.767,11,0.000385,1.99,49.7,12,1.55e+04,9.29
batch-3-learning-67-regular-3,3.22e+04,0.99,25.6,0,12.9,19.7,0,0,0,0,0,0,0,0,0.243,0.253,3.09e+04,0.486,12.1,0.96,0.741,56.6,0.00183,0.779,11,0.000355,1.92,48,12.6,1.59e+04,9.46
batch-3-learning-67-regular-2,2.82e+04,0.964,22.7,0,9.19,24.1,0,0,0,0,0,0,0,0,0.218,0.219,2.81e+04,0.436,10.9,0.998,0.754,54.6,0.00194,0.778,10.5,0.000374,2,49.9,11.8,1.61e+04,9.38
batch-3-learning-67-regular-5,2.81e+04,0.959,23,0,11.4,16.3,0,0,0,0,0,0,0,0,0.221,0.22,2.82e+04,0.443,11.1,1,0.751,54.4,0.00193,0.772,10.8,0.000383,2.01,50.2,12.3,1.59e+04,9.4
batch-3-learning-67-regular-4,2.9e+04,1.03,23.2,0,8.68,23.4,0,0,0,0,0,0,0,0,0.236,0.24,2.85e+04,0.472,11.8,0.982,0.745,55.2,0.00193,0.791,9.98,0.00035,1.96,49.1,11.5,1.51e+04,9.25
batch-5-learning-100-regular-3,3.89e+04,1.01,28.4,0,8.02,23.5,0,0,0,0,0,0,0,0,0.283,0.288,3.82e+04,0.565,14.1,0.982,0.776,69.3,0.00181,0.798,12.1,0.000315,1.96,49.1,14.1,1.69e+04,10.1
batch-2-learning-56-regular-1,2.43e+04,0.971,20.5,0,9.04,26.3,0,0,0,0,0,0,0,0,0.193,0.199,2.35e+04,0.386,9.64,0.969,0.788,38.8,0.00165,0.704,10.4,0.00044,1.94,48.5,11.2,1.53e+04,8.97
batch-2-learning-56-regular-3,2.5e+04,0.961,21.1,0,16,22.7,0,0,0,0,0,0,0,0,0.198,0.203,2.44e+04,0.396,9.91,0.978,0.787,39.7,0.00162,0.691,11,0.000449,1.96,48.9,11.8,1.54e+04,9.12
batch-1-learning-89-regular-3,1.92e+04,0.966,17.4,0,15,5.13,0,0,0,0,0,0,0,0,0.165,0.169,1.88e+04,0.329,8.23,0.977,0.758,30.6,0.00163,0.698,8.24,0.000438,1.95,48.8,9.92,1.43e+04,8.27
batch-2-learning-100-regular-2,2.56e+04,1.03,20.8,0,13,25.9,0,0,0,0,0,0,0,0,0.204,0.215,2.43e+04,0.408,10.2,0.949,0.784,38.9,0.0016,0.702,10.4,0.000428,1.9,47.5,11.7,1.49e+04,8.95
batch-2-learning-100-regular-1,2.5e+04,1.05,20.3,0,13.6,10.6,0,0,0,0,0,0,0,0,0.204,0.214,2.38e+04,0.408,10.2,0.955,0.793,37.2,0.00156,0.704,9.84,0.000413,1.91,47.8,11,1.46e+04,8.94
batch-4-learning-12-regular-1,3.28e+04,1.03,25.1,0,7.84,25.9,0,0,0,0,0,0,0,0,0.254,0.259,3.22e+04,0.509,12.7,0.983,0.805,52.7,0.00164,0.768,10.7,0.000332,1.97,49.1,12.8,1.58e+04,9.78
batch-2-learning-100-regular-5,2.56e+04,1.05,20.6,0,14.6,28.1,0,0,0,0,0,0,0,0,0.204,0.217,2.41e+04,0.408,10.2,0.941,0.79,38.2,0.00158,0.713,9.74,0.000404,1.88,47.1,11.2,1.48e+04,8.95
batch-2-learning-100-regular-4,2.57e+04,1.02,21.3,0,9.4,20.4,0,0,0,0,0,0,0,0,0.208,0.217,2.46e+04,0.415,10.4,0.958,0.788,40.5,0.00165,0.701,10.8,0.000441,1.92,47.9,11.7,1.48e+04,9.02
batch-4-learning-100-regular-1,3.6e+04,1.03,26.6,0,8.18,25.3,0,0,0,0,0,0,0,0,0.263,0.274,3.46e+04,0.526,13.1,0.959,0.8,56.1,0.00162,0.75,12.3,0.000355,1.92,48,13.3,1.64e+04,9.93
batch-4-learning-100-regular-3,3.35e+04,1.05,25.7,0,7.95,24.1,0,0,0,0,0,0,0,0,0.265,0.27,3.29e+04,0.529,13.2,0.98,0.806,54.3,0.00165,0.775,10.7,0.000325,1.96,49,12.7,1.55e+04,9.75
batch-4-learning-100-regular-2,3.37e+04,1.04,25.6,0,8.25,25.2,0,0,0,0,0,0,0,0,0.26,0.267,3.28e+04,0.52,13,0.973,0.804,54.7,0.00167,0.741,12.4,0.000378,1.95,48.7,13.4,1.58e+04,9.83
batch-4-learning-100-regular-5,3.21e+04,0.929,25.7,0,12,21.5,0,0,0,0,0,0,0,0,0.239,0.239,3.22e+04,0.478,12,1,0.809,54.1,0.00168,0.766,11,0.000343,2,50.1,13.4,1.68e+04,9.85
batch-4-learning-100-regular-4,3.58e+04,0.999,27.2,0,8.88,23.8,0,0,0,0,0,0,0,0,0.26,0.272,3.43e+04,0.521,13,0.958,0.805,55.1,0.00161,0.757,11.7,0.00034,1.92,47.9,13.4,1.65e+04,9.79
batch-3-learning-89-regular-2,2.87e+04,0.964,23.2,0,10.5,21.1,0,0,0,0,0,0,0,0,0.221,0.224,2.82e+04,0.441,11,0.985,0.745,55.6,0.00197,0.762,11.6,0.000411,1.97,49.3,12,1.6e+04,9.35
batch-4-learning-89-regular-4,3.26e+04,0.984,25.9,0,11.6,20.5,0,0,0,0,0,0,0,0,0.253,0.254,3.25e+04,0.507,12.7,0.996,0.809,51.5,0.00159,0.763,10.8,0.000333,1.99,49.8,13.1,1.6e+04,9.78
batch-4-learning-89-regular-5,3.39e+04,1.05,25.8,0,9.23,22.6,0,0,0,0,0,0,0,0,0.265,0.27,3.32e+04,0.53,13.2,0.98,0.801,53.7,0.00162,0.763,11.2,0.000337,1.96,49,13.2,1.57e+04,9.77
batch-4-learning-89-regular-2,3.38e+04,1.04,25.9,0,14.4,19.8,0,0,0,0,0,0,0,0,0.265,0.27,3.31e+04,0.529,13.2,0.979,0.803,54.8,0.00165,0.773,10.8,0.000326,1.96,49,13.2,1.57e+04,9.76
batch-4-learning-89-regular-3,3.31e+04,1,25.8,0,8.9,21,0,0,0,0,0,0,0,0,0.257,0.259,3.27e+04,0.513,12.8,0.989,0.803,56.4,0.00172,0.752,12.2,0.000374,1.98,49.5,13.6,1.59e+04,9.86
batch-4-learning-89-regular-1,3.34e+04,1.02,25.2,0,7.92,25.7,0,0,0,0,0,0,0,0,0.253,0.257,3.28e+04,0.505,12.6,0.983,0.81,52.2,0.00159,0.77,10.6,0.000322,1.97,49.2,12.8,1.62e+04,9.84
batch-2-learning-78-regular-4,2.47e+04,0.981,21,0,12.5,10.1,0,0,0,0,0,0,0,0,0.2,0.206,2.4e+04,0.401,10,0.972,0.787,40,0.00167,0.7,10.8,0.000449,1.94,48.6,11.7,1.5e+04,8.99
batch-2-learning-78-regular-5,2.51e+04,0.967,21.1,0,11.9,23.3,0,0,0,0,0,0,0,0,0.198,0.204,2.44e+04,0.396,9.89,0.97,0.794,38.4,0.00158,0.708,10.1,0.000413,1.94,48.5,11.3,1.54e+04,9.04
batch-4-learning-12-regular-5,3.63e+04,0.958,28,0,8.32,21.9,0,0,0,0,0,0,0,0,0.258,0.268,3.5e+04,0.516,12.9,0.963,0.808,52.8,0.00151,0.762,11,0.000315,1.93,48.1,13.5,1.7e+04,9.88
batch-2-learning-89-regular-1,2.68e+04,0.979,22.2,0,12.5,20.2,0,0,0,0,0,0,0,0,0.202,0.217,2.5e+04,0.404,10.1,0.932,0.79,38.2,0.00153,0.698,10.4,0.000418,1.86,46.6,11.6,1.54e+04,9.01
batch-2-learning-89-regular-2,2.39e+04,0.966,20.3,0,11.8,26.3,0,0,0,0,0,0,0,0,0.19,0.196,2.31e+04,0.38,9.5,0.969,0.793,37.1,0.00161,0.715,9.42,0.000407,1.94,48.5,11.4,1.52e+04,9.01
batch-2-learning-89-regular-3,2.92e+04,1.05,22.8,0,12.8,7.49,0,0,0,0,0,0,0,0,0.215,0.239,2.63e+04,0.431,10.8,0.901,0.789,39.2,0.00149,0.7,10.5,0.000399,1.8,45,11.5,1.53e+04,8.99
batch-2-learning-89-regular-4,2.54e+04,1.02,20.7,0,8.92,24.6,0,0,0,0,0,0,0,0,0.201,0.212,2.41e+04,0.402,10.1,0.95,0.789,38.6,0.0016,0.708,9.97,0.000413,1.9,47.5,11.8,1.5e+04,9.03
batch-2-learning-89-regular-5,2.55e+04,1.01,20.8,0,22.1,7.77,0,0,0,0,0,0,0,0,0.198,0.21,2.41e+04,0.396,9.91,0.946,0.792,38.9,0.00161,0.703,9.99,0.000415,1.89,47.3,11.9,1.52e+04,9.04
batch-3-learning-89-regular-5,3.14e+04,0.991,24.9,0,14.2,24.2,0,0,0,0,0,0,0,0,0.238,0.247,3.03e+04,0.475,11.9,0.963,0.749,55.9,0.00185,0.751,12.1,0.000399,1.93,48.2,12.6,1.59e+04,9.39
batch-3-learning-45-regular-1,2.88e+04,0.998,22.8,0,18.1,22.4,0,0,0,0,0,0,0,0,0.222,0.227,2.82e+04,0.444,11.1,0.976,0.753,52.3,0.00186,0.77,10.4,0.00037,1.95,48.8,12.2,1.59e+04,9.33
batch-1-learning-67-regular-3,2.07e+04,1.01,17.8,0,24.2,24.1,0,0,0,0,0,0,0,0,0.172,0.18,1.97e+04,0.343,8.58,0.955,0.753,32.2,0.00163,0.658,9.79,0.000496,1.91,47.7,10.1,1.44e+04,8.29
batch-3-learning-45-regular-3,2.92e+04,0.968,23.6,0,14.8,22.9,0,0,0,0,0,0,0,0,0.227,0.228,2.9e+04,0.453,11.3,0.993,0.753,53.3,0.00184,0.77,10.6,0.000366,1.99,49.6,12.4,1.6e+04,9.39
batch-3-learning-45-regular-2,2.81e+04,0.979,23,0,9.22,23.6,0,0,0,0,0,0,0,0,0.224,0.225,2.79e+04,0.447,11.2,0.992,0.746,55.5,0.00199,0.776,10.9,0.000389,1.98,49.6,12.3,1.56e+04,9.29
batch-3-learning-45-regular-5,2.93e+04,1.05,23.1,0,7.69,27.2,0,0,0,0,0,0,0,0,0.234,0.243,2.82e+04,0.468,11.7,0.963,0.752,51,0.00181,0.777,9.99,0.000354,1.93,48.1,11.6,1.51e+04,9.21
batch-3-learning-45-regular-4,3.97e+04,0.95,30.5,0,16.6,10.2,0,0,0,0,0,0,0,0,0.277,0.29,3.8e+04,0.555,13.9,0.957,0.733,68.7,0.00181,0.755,14.9,0.000392,1.91,47.9,13.7,1.71e+04,9.89
batch-1-learning-67-regular-2,2e+04,0.979,17.6,0,9.81,24.6,0,0,0,0,0,0,0,0,0.166,0.173,1.92e+04,0.333,8.32,0.964,0.754,32.2,0.00168,0.675,9.42,0.000489,1.93,48.2,10.1,1.44e+04,8.29
batch-5-learning-34-regular-5,4e+04,1.03,28.7,0,7.95,24.5,0,0,0,0,0,0,0,0,0.289,0.297,3.91e+04,0.579,14.5,0.976,0.771,69,0.00177,0.787,12.8,0.000327,1.95,48.8,14,1.69e+04,10.1
batch-2-learning-78-regular-2,2.84e+04,1.01,23.2,0,11.1,21.2,0,0,0,0,0,0,0,0,0.218,0.235,2.63e+04,0.435,10.9,0.927,0.783,40.1,0.00152,0.697,10.9,0.000413,1.85,46.3,12,1.51e+04,9.06
batch-5-learning-34-regular-3,3.84e+04,1.04,28,0,10.7,23.7,0,0,0,0,0,0,0,0,0.286,0.29,3.78e+04,0.572,14.3,0.984,0.776,70.7,0.00187,0.799,12.3,0.000325,1.97,49.2,14.1,1.65e+04,10
batch-2-learning-78-regular-3,2.63e+04,0.964,21.8,0,9.08,22.6,0,0,0,0,0,0,0,0,0.2,0.21,2.51e+04,0.401,10,0.954,0.792,38.7,0.00154,0.698,10.5,0.000418,1.91,47.7,11.8,1.56e+04,9.12
batch-3-learning-89-regular-4,2.93e+04,1.02,23.3,0,9.41,25.4,0,0,0,0,0,0,0,0,0.233,0.239,2.87e+04,0.467,11.7,0.978,0.743,56.6,0.00197,0.776,11.1,0.000386,1.96,48.9,12.3,1.54e+04,9.27
batch-5-learning-100-regular-5,4.03e+04,1.02,29.2,0,9.56,16.7,0,0,0,0,0,0,0,0,0.291,0.297,3.93e+04,0.581,14.5,0.977,0.778,70.2,0.00178,0.803,11.9,0.000303,1.95,48.9,14.1,1.69e+04,10.1
batch-2-learning-23-regular-4,2.5e+04,0.98,21.1,0,13.3,22.7,0,0,0,0,0,0,0,0,0.199,0.207,2.41e+04,0.398,9.96,0.964,0.774,43.7,0.00181,0.689,12.2,0.000507,1.93,48.2,11.9,1.51e+04,8.97
batch-2-learning-23-regular-5,2.46e+04,1.04,20.2,0,14.9,10.1,0,0,0,0,0,0,0,0,0.199,0.21,2.33e+04,0.398,9.95,0.948,0.794,38.2,0.00164,0.71,9.84,0.000422,1.9,47.4,10.9,1.47e+04,8.87
batch-2-learning-23-regular-1,2.92e+04,1.04,23.2,0,11,18.9,0,0,0,0,0,0,0,0,0.221,0.241,2.68e+04,0.442,11.1,0.917,0.781,41.7,0.00156,0.688,11.8,0.000439,1.83,45.9,12.1,1.51e+04,9.11
batch-2-learning-23-regular-2,2.32e+04,0.919,20.2,0,14.8,6.96,0,0,0,0,0,0,0,0,0.182,0.186,2.28e+04,0.365,9.12,0.98,0.799,37.1,0.00163,0.714,9.44,0.000415,1.96,49,11,1.56e+04,8.97
batch-2-learning-23-regular-3,2.69e+04,1.04,21.5,0,8.24,27.6,0,0,0,0,0,0,0,0,0.207,0.224,2.49e+04,0.415,10.4,0.925,0.791,38.1,0.00153,0.7,10.2,0.000411,1.85,46.2,11.2,1.5e+04,8.92
batch-5-learning-12-regular-5,4.17e+04,1.01,30.2,0,8.1,22.4,0,0,0,0,0,0,0,0,0.293,0.304,4.02e+04,0.586,14.6,0.965,0.773,68.8,0.00171,0.789,12.5,0.000311,1.93,48.2,14.4,1.72e+04,10
batch-5-learning-12-regular-4,3.69e+04,1.03,27.2,0,8,22.7,0,0,0,0,0,0,0,0,0.28,0.279,3.7e+04,0.559,14,1,0.78,67.3,0.00182,0.809,11,0.000297,2.01,50.1,13.4,1.65e+04,9.99
batch-5-learning-12-regular-3,3.9e+04,1,29,0,9.68,20.1,0,0,0,0,0,0,0,0,0.287,0.291,3.85e+04,0.574,14.4,0.988,0.772,67.5,0.00175,0.8,11.7,0.000302,1.98,49.4,14.3,1.68e+04,10
batch-5-learning-12-regular-2,3.65e+04,0.978,27.6,0,18.7,22.3,0,0,0,0,0,0,0,0,0.274,0.27,3.71e+04,0.549,13.7,1.02,0.777,69.2,0.00186,0.805,11.6,0.000312,2.03,50.8,14,1.69e+04,10.1
batch-5-learning-12-regular-1,3.99e+04,1.03,29.2,0,9.68,16.5,0,0,0,0,0,0,0,0,0.292,0.3,3.87e+04,0.583,14.6,0.971,0.777,69.2,0.00179,0.809,11.3,0.000292,1.94,48.5,13.4,1.66e+04,9.92
batch-3-learning-23-regular-1,2.88e+04,1.02,23.2,0,12.7,13.6,0,0,0,0,0,0,0,0,0.231,0.237,2.81e+04,0.462,11.6,0.977,0.746,53.6,0.00191,0.763,11.2,0.000396,1.95,48.9,12.1,1.52e+04,9.25
batch-3-learning-23-regular-3,2.87e+04,1.02,22.9,0,15.9,25.2,0,0,0,0,0,0,0,0,0.228,0.233,2.82e+04,0.457,11.4,0.98,0.753,50.3,0.00179,0.769,10.2,0.000361,1.96,49,11.9,1.54e+04,9.29
batch-3-learning-23-regular-2,2.89e+04,0.996,23.3,0,10.4,20.7,0,0,0,0,0,0,0,0,0.231,0.232,2.87e+04,0.462,11.5,0.993,0.747,54.5,0.00189,0.76,11.5,0.000399,1.99,49.7,12.1,1.56e+04,9.34
batch-3-learning-23-regular-5,3e+04,0.971,24.1,0,20,23.1,0,0,0,0,0,0,0,0,0.23,0.234,2.95e+04,0.459,11.5,0.982,0.755,53.3,0.00181,0.759,11.2,0.00038,1.96,49.1,12.4,1.6e+04,9.43
batch-3-learning-23-regular-4,3.01e+04,1.03,23.4,0,13.1,24,0,0,0,0,0,0,0,0,0.236,0.24,2.95e+04,0.472,11.8,0.982,0.743,56.8,0.00193,0.749,12.4,0.000421,1.96,49.1,12.2,1.56e+04,9.45
batch-5-learning-78-regular-5,3.67e+04,0.997,27.8,0,9.84,20.4,0,0,0,0,0,0,0,0,0.28,0.277,3.72e+04,0.56,14,1.01,0.774,71.1,0.00191,0.793,12.7,0.000341,2.02,50.6,14.2,1.66e+04,10
batch-5-learning-78-regular-4,3.78e+04,0.935,29,0,9.2,21.6,0,0,0,0,0,0,0,0,0.272,0.271,3.79e+04,0.544,13.6,1,0.775,68,0.00179,0.809,11.1,0.000293,2.01,50.2,14.2,1.74e+04,10.1
