num,app,config,exec,ind_exec,slowdown_p,slowdown_gt,success
2,swaptions,num-600000,13.547861814498901,13.1856048107,0.9873542697324671,1.0274736736766852,True
2,ferret,hash-8-itr-17-probe-8,1.787661075592041,1.859779834748,0.9675713943136963,0.9612218834678724,True
2,bodytrack,layer-5-particle-100,0.8403284549713135,0.867403030395,0.982470180998987,0.9687866257380295,True
2,swaptions,num-600000,13.609265327453613,13.1856048107,0.9442050655624801,1.0321305334746433,True
2,swaptions,num-600000,14.478126764297485,13.1856048107,1.1131964776292753,1.0980252307083112,True
2,svm,batch-2-learning-100-regular-23,2.681382417678833,2.77884578704834,0.9935432279217771,0.964926672137128,True
2,swaptions,num-600000,14.714645385742188,13.1856048107,1.1352706206393448,1.1159628698868167,True
2,nn,batch-1-learning-34-regular-67,3.018845558166504,2.59678077698,1.0485259136103036,1.1625338515010712,False
2,swaptions,num-600000,13.58858346939087,13.1856048107,0.989123546426514,1.0305620155067787,True
2,facedetect,eyes-0-pyramid-25-selectivity-1,27.8677761554718,27.3176190853,1.0117773519986555,1.0201392759908512,True
2,bodytrack,layer-5-particle-100,0.8520810604095459,0.867403030395,0.8947622126124808,0.9823358122481117,True
2,ferret,hash-8-itr-17-probe-8,1.789245843887329,1.859779834748,0.9667321319320572,0.9620740102979833,True
2,ferret,hash-8-itr-17-probe-8,1.8732645511627197,1.859779834748,1.0144962894875342,1.0072507057893478,True
2,svm,batch-2-learning-100-regular-23,2.7375004291534424,2.77884578704834,0.9826881111814876,0.9851213917347986,True
2,ferret,hash-7-itr-12-probe-4,1.7282342910766602,2.02924013138,0.9359896625432221,0.8516657365244208,False
2,nn,batch-1-learning-34-regular-67,2.707554817199707,2.59678077698,1.2664278555857789,1.0426582178987533,False
2,facedetect,eyes-0-pyramid-25-selectivity-1,28.009324073791504,27.3176190853,1.0921496562421926,1.0253208373076599,True
2,ferret,hash-8-itr-17-probe-8,1.781017541885376,1.859779834748,0.9953416411747193,0.9576496683150153,True
2,bodytrack,layer-5-particle-100,0.9144947528839111,0.867403030395,1.0193016995290674,1.0542904749450395,True
2,svm,batch-2-learning-100-regular-23,2.709564685821533,2.77884578704834,1.000585461127439,0.9750683893472202,True
2,bodytrack,layer-5-particle-100,0.8934488296508789,0.867403030395,0.98041756384647,1.030027332558451,True
2,nn,batch-1-learning-34-regular-67,2.7721822261810303,2.59678077698,0.9971886047219214,1.0675457284480587,False
2,bodytrack,layer-5-particle-100,0.8511843681335449,0.867403030395,1.0057040793537746,0.9813020456545218,True
