Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE
hash-8-itr-7-probe-8,2173.33333333,1.01133333333,0.178333333333,0.128,3026.66666667,0.356666666667,8.93,1.39,0.494,4.19333333333,0.0014,0.313666666667,2.88,0.000959666666667,2.78,69.5,0.992666666667,2133.33333333,0.0474333333333
hash-6-itr-25-probe-20,2236.66666667,1.04066666667,0.180666666667,0.132,3066.66666667,0.361333333333,9.02666666667,1.37,0.443666666667,4.72666666667,0.00155666666667,0.298666666667,3.31,0.00108933333333,2.74,68.5333333333,1.133,2133.33333333,0.0478666666667
hash-8-itr-2-probe-10,2163.33333333,1.00833333333,0.174,0.127666666667,2953.33333333,0.348333333333,8.71333333333,1.36333333333,0.453,4.61666666667,0.00158,0.306666666667,3.20333333333,0.00109533333333,2.72666666667,68.1333333333,1.09366666667,2133.33333333,0.0474333333333
hash-8-itr-7-probe-2,2163.33333333,1.00466666667,0.187333333333,0.127666666667,3170.0,0.374,9.36333333333,1.46333333333,0.591333333333,3.03,0.000985333333333,0.350666666667,1.96333333333,0.000635,2.92,73.0333333333,0.688,2133.33333333,0.04605
hash-8-itr-7-probe-4,2166.66666667,1.013,0.184,0.127666666667,3113.33333333,0.367666666667,9.19333333333,1.43666666667,0.544333333333,3.40666666667,0.001117,0.337333333333,2.26333333333,0.000738666666667,2.87,71.7666666667,0.801333333333,2113.33333333,0.0468066666667
hash-8-itr-7-probe-6,2163.33333333,1.00733333333,0.179666666667,0.127333333333,3050.0,0.359333333333,8.98333333333,1.40666666667,0.558666666667,4.07666666667,0.00137066666667,0.311666666667,2.80333333333,0.000942333333333,2.81666666667,70.4,0.856333333333,2133.33333333,0.04634
hash-7-itr-7-probe-14,2170.0,1.013,0.175,0.128333333333,2966.66666667,0.35,8.75,1.36333333333,0.465,4.60666666667,0.00157,0.302666666667,3.22,0.001095,2.72666666667,68.0666666667,1.103,2133.33333333,0.0481333333333
hash-7-itr-19-probe-20,2170.0,1.00833333333,0.169666666667,0.128,2866.66666667,0.338666666667,8.46666666667,1.32,0.460666666667,5.29,0.00185666666667,0.298666666667,3.71666666667,0.00129666666667,2.64,65.9666666667,1.25333333333,2116.66666667,0.0491333333333
hash-4-itr-22-probe-16,2320.0,1.05666666667,0.196666666667,0.137,3330.0,0.393,9.81,1.43666666667,0.617,3.72,0.00112033333333,0.372,2.29,0.00069,2.87333333333,71.8,0.793666666667,2116.66666667,0.04786
hash-6-itr-17-probe-14,2306.66666667,1.06333333333,0.185,0.136,3143.33333333,0.370666666667,9.27666666667,1.36333333333,0.504,4.36,0.00140566666667,0.313333333333,2.99666666667,0.000964666666667,2.73,68.2333333333,1.326,2120.0,0.04856
hash-8-itr-14-probe-12,2230.0,1.04033333333,0.18,0.131666666667,3050.0,0.359666666667,8.99666666667,1.36666666667,0.439,4.79333333333,0.00158666666667,0.300333333333,3.35666666667,0.00111,2.73,68.3,1.13833333333,2133.33333333,0.0475333333333
hash-8-itr-14-probe-10,2150.0,1.01066666667,0.173,0.127,2926.66666667,0.346,8.65,1.36333333333,0.443333333333,4.61333333333,0.00158333333333,0.307666666667,3.2,0.00109333333333,2.72333333333,68.0333333333,1.09366666667,2116.66666667,0.0471
hash-8-itr-14-probe-16,2263.33333333,1.05333333333,0.177666666667,0.133333333333,3013.33333333,0.355333333333,8.88333333333,1.33,0.448,5.32666666667,0.00178,0.293666666667,3.76333333333,0.00125666666667,2.66,66.5666666667,1.26,2133.33333333,0.0489
hash-8-itr-12-probe-8,2160.0,1.00833333333,0.177,0.127666666667,3010.0,0.354,8.85,1.39,0.519666666667,4.18666666667,0.00140666666667,0.316666666667,2.87,0.000962666666667,2.77666666667,69.4666666667,0.985666666667,2133.33333333,0.0467966666667
hash-8-itr-12-probe-6,2180.0,1.007,0.18,0.129,3050.0,0.360666666667,9.01333333333,1.39666666667,0.56,3.86333333333,0.001276,0.33,2.59333333333,0.000852333333333,2.79333333333,69.8,0.919333333333,2116.66666667,0.048
hash-7-itr-7-probe-10,2163.33333333,1.00733333333,0.176333333333,0.127333333333,2993.33333333,0.352,8.80333333333,1.38,0.484,4.28666666667,0.00145333333333,0.311,2.95666666667,0.000999,2.76333333333,69.0333333333,1.027,2133.33333333,0.0476666666667
hash-8-itr-14-probe-18,2330.0,1.0205,0.18225,0.13875,3062.5,0.36425,9.115,1.31,0.45775,4.9775,0.00167075,0.3205,3.3875,0.001136,2.625,65.625,1.44675,2100.0,0.134
