Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE,SLOWDOWN
eyes-0-pyramid-18-selectivity-1,18790.9328358,1.04802238806,0.888462686567,0.497455223881,35306.3432836,1.77678358209,44.421641791,1.82835820896,0.952425373134,7.945,0.000215530223881,0.968376865672,0.1280925,3.97707835821e-06,3.65611940299,91.4089552239,0.858840485075,6531.79104478,0.069023619403,10.2521871663
eyes-0-pyramid-18-selectivity-1,12813.3333333,1.05,1.20468926554,0.734587570621,21085.3107345,2.4090960452,60.2248587571,1.70745762712,0.929152542373,4.0724180791,0.000189159322034,0.805485875706,0.574155367232,2.64397288136e-05,3.41542372881,85.3768361582,0.801655367232,2188.30508475,0.24752779661,2.24922014319
eyes-0-pyramid-18-selectivity-1,11173.7804878,1.05,1.02006097561,0.655926829268,17374.3902439,2.04036585366,51.0097560976,1.55597560976,0.955743902439,1.565,9.01365853659e-05,0.956280487805,0.0668195121951,3.84658536585e-06,3.11146341463,77.7865853659,0.0883268292683,2127.43902439,0.0297341463415,1.01161523609
eyes-0-pyramid-18-selectivity-1,17459.375,1.05,1.245390625,0.9841640625,22506.25,2.491015625,62.26953125,1.294140625,0.8661796875,14.509765625,0.0006598203125,0.8703046875,1.214853125,5.62615625e-05,2.587890625,64.69921875,1.45846875,2270.390625,0.51643515625,1.68667419027
eyes-0-pyramid-18-selectivity-1,17516.6666667,1.0499122807,1.25289473684,1.03649122807,21164.0350877,2.50456140351,62.6157894737,1.20877192982,0.915157894737,6.60657894737,0.000313631578947,0.96348245614,0.065948245614,3.12842105263e-06,2.41701754386,60.4324561404,0.0859456140351,2112.54385965,0.0281,1.39241942818
eyes-0-pyramid-18-selectivity-1,13516.4835165,1.05,1.0047032967,0.800318681319,16968.1318681,2.00912087912,50.2263736264,1.25505494505,0.832714285714,20.9395604396,0.00123346153846,0.862725274725,2.06340659341,0.000121293406593,2.51098901099,62.7725274725,2.06098901099,2110.76923077,0.798076923077,1.11132217852
eyes-0-pyramid-18-selectivity-1,14412.8346457,1.05,1.13330708661,0.857543307087,19057.480315,2.26787401575,56.6913385827,1.34228346457,0.901692913386,7.90401574803,0.000412732283465,0.983535433071,0.0625766141732,3.27670866142e-06,2.68456692913,67.1251968504,0.0815153543307,2100.31496063,0.0263896062992,1.54506697856
eyes-0-pyramid-18-selectivity-1,13136.3636364,1.04923863636,1.00072727273,0.780784090909,16830.6818182,2.00181818182,50.0352272727,1.2825,0.188693181818,140.407954545,0.00832306818182,0.999659090909,0.0704693181818,4.19738636364e-06,2.56397727273,64.1102272727,0.0836204545455,2101.47727273,0.0290318181818,1.07535178417
eyes-0-pyramid-18-selectivity-1,17907.3394495,1.05,1.22733944954,1.03669724771,21208.2568807,2.45458715596,61.3697247706,1.18532110092,0.854798165138,12.6242201835,0.000596155963303,0.676981651376,1.59889908257,7.5376146789e-05,2.36972477064,59.2440366972,1.86174311927,2160.36697248,0.65647706422,1.36644450094
eyes-0-pyramid-18-selectivity-1,8650.0,1.04963414634,0.768853658537,0.508024390244,13092.6829268,1.53731707317,38.4341463415,1.51390243902,0.22906097561,72.6256097561,0.00555707317073,0.998914634146,0.0721256097561,5.52207317073e-06,3.02731707317,75.687804878,0.0910024390244,2127.92682927,0.0301780487805,1.00733487694
