Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE,SLOWDOWN
hash-6-itr-7-probe-8,4503.333333333333,1.05,0.5273333333333333,0.26433333333333336,8986.666666666666,1.0533333333333335,26.400000000000002,1.9966666666666668,4.346666666666667,0.00048566666666666664,0.39399999999999996,2.65,0.0002956666666666667,3.99,99.8,0.8806666666666666,2133.3333333333335,0.05463333333333334,1.0126599329242216
hash-6-itr-7-probe-8,7083.333333333333,1.05,0.49266666666666664,0.4163333333333333,8386.666666666666,0.9866666666666667,24.666666666666668,1.1833333333333333,21.0,0.002506666666666667,0.8730000000000001,2.62,0.000313,2.3666666666666667,59.199999999999996,0.9396666666666667,2116.6666666666665,0.05709999999999999,1.059003669446236
hash-6-itr-7-probe-8,4510.0,1.05,0.36833333333333335,0.26666666666666666,6230.0,0.7366666666666667,18.400000000000002,1.38,4.3966666666666665,0.0007123333333333334,0.39766666666666667,2.6533333333333333,0.00043033333333333335,2.766666666666666,69.13333333333334,0.9896666666666668,2116.6666666666665,0.0939,1.0072320848002452
hash-6-itr-7-probe-8,2646.6666666666665,1.0366666666666668,0.19566666666666666,0.15733333333333335,3290.0,0.39166666666666666,9.79,1.2533333333333334,6.1933333333333325,0.0018433333333333333,0.446,2.5500000000000003,0.0008006666666666666,2.5133333333333336,62.76666666666667,0.8886666666666666,2100.0,0.050666666666666665,1.0202697692659943
hash-6-itr-7-probe-8,8793.333333333334,1.05,0.33866666666666667,0.5206666666666667,5716.666666666667,0.6773333333333333,16.966666666666665,0.7473333333333333,9.793333333333333,0.0016443333333333334,0.4383333333333333,4.743333333333333,0.000883,1.4966666666666668,37.36666666666667,3.2566666666666664,2100.0,1.8133333333333332,1.0595493417101198
hash-6-itr-7-probe-8,6720.0,1.05,0.8276666666666667,0.39366666666666666,14100.0,1.6566666666666665,41.36666666666667,2.1,3.9599999999999995,0.0002806666666666667,0.3476666666666666,2.57,0.000182,4.206666666666666,105.0,0.8846666666666666,2140.0,0.050686666666666665,1.0092153154351522
hash-6-itr-7-probe-8,4500.0,1.05,0.36533333333333334,0.26366666666666666,6230.0,0.7306666666666667,18.233333333333334,1.3866666666666667,4.67,0.0007563333333333334,0.4013333333333333,2.8333333333333335,0.0004593333333333333,2.7733333333333334,69.23333333333333,0.9556666666666668,2133.3333333333335,0.0883,1.0189749014587097
hash-6-itr-7-probe-8,11466.666666666666,1.05,0.7436666666666666,0.6733333333333333,12666.666666666666,1.4866666666666666,37.166666666666664,1.1033333333333333,207.33333333333334,0.016433333333333335,0.9876666666666667,2.486666666666667,0.00019633333333333333,2.2099999999999995,55.23333333333333,0.8876666666666667,2140.0,0.0516,1.1605885579268322
hash-6-itr-7-probe-8,4463.333333333333,1.05,0.5303333333333333,0.26333333333333336,8993.333333333334,1.0600000000000003,26.53333333333333,2.013333333333333,4.093333333333334,0.0004573333333333333,0.36800000000000005,2.5933333333333333,0.00029,4.03,100.93333333333334,0.8983333333333333,2123.3333333333335,0.05216666666666667,1.0100609462514922
hash-6-itr-7-probe-8,4490.0,1.05,0.501,0.262,8583.333333333334,1.0013333333333334,25.03333333333333,1.913333333333333,4.026666666666666,0.000471,0.35833333333333334,2.5766666666666667,0.000301,3.823333333333333,95.59999999999998,0.8866666666666667,2146.6666666666665,0.04984333333333333,1.0111405167052385
hash-8-itr-17-probe-6,4500.0,1.05,0.5323333333333334,0.26366666666666666,9076.666666666666,1.0666666666666667,26.633333333333336,2.02,4.31,0.000476,0.353,2.783333333333333,0.00030766666666666665,4.033333333333333,100.8,0.9333333333333332,2133.3333333333335,0.052399999999999995,1.010922756662643
hash-8-itr-17-probe-6,6933.333333333333,1.05,0.47266666666666673,0.41,7986.666666666667,0.9453333333333335,23.666666666666668,1.1500000000000001,29.133333333333336,0.0036533333333333335,0.9033333333333333,2.736666666666667,0.00034333333333333335,2.3066666666666666,57.666666666666664,0.9659999999999999,2116.6666666666665,0.05256666666666666,1.030833712524761
hash-8-itr-17-probe-6,4516.666666666667,1.05,0.36366666666666664,0.26433333333333336,6210.0,0.727,18.133333333333336,1.3766666666666667,4.72,0.0007653333333333335,0.40033333333333326,2.8366666666666664,0.00046000000000000007,2.75,68.76666666666667,1.0336666666666667,2156.6666666666665,0.0936,1.012289071930116
hash-8-itr-17-probe-6,2906.6666666666665,1.0359999999999998,0.19833333333333333,0.17299999999999996,3333.3333333333335,0.39666666666666667,9.916666666666666,1.1533333333333333,7.6066666666666665,0.002303333333333333,0.48933333333333334,2.7399999999999998,0.0008306666666666666,2.3033333333333332,57.6,0.956,2100.0,0.05193333333333333,1.0311289368925558
hash-8-itr-17-probe-6,8606.666666666666,1.05,0.333,0.49866666666666665,5706.666666666667,0.666,16.666666666666668,0.7956666666666666,9.69,0.0015590000000000003,0.383,4.73,0.0008730000000000001,1.593333333333333,39.76666666666667,3.2133333333333334,2133.3333333333335,1.7733333333333334,1.067677768120128
hash-8-itr-17-probe-6,6733.333333333333,1.05,0.824,0.3946666666666667,14066.666666666666,1.6500000000000001,41.166666666666664,2.0900000000000003,4.216666666666666,0.00030000000000000003,0.35233333333333333,2.7266666666666666,0.00019400000000000003,4.173333333333333,104.33333333333333,0.9496666666666668,2123.3333333333335,0.05203333333333334,1.0127052742575795
