,EXEC,L2MISS,MEM,L2MPI,IPC,PhysIPC%,L3HIT,L3MISS,L3MPI,FREQ,INSTnom%,INST,GT,Pred
7,0.6386983775811208,0.01997053548552396,0.4101774150285474,0.01319966928482844,0.8937082936129646,0.8944020356234096,0.5282546494992848,0.3307406154886709,0.20640987944722136,0.5341552142279709,0.6388274336283186,0.3985373886292456,1.046492887685014,1.0641199903508989
2377,0.6362463126843657,0.02132910581603895,0.42789056213357857,0.014158743282348075,0.8952971083571651,0.8959923664122138,0.5477825464949929,0.3548641641303122,0.22209154170342058,0.5311236863379143,0.6362463126843659,0.39773421124618197,1.0556378630102616,1.0619048812577507
2467,0.6410213864306784,0.01680053804765565,0.40967850710809667,0.011103761885076478,0.9223069590085795,0.9239821882951652,0.5040534096328089,0.3291624394093112,0.20542977555620898,0.519401778496362,0.6411504424778761,0.38603118123507657,1.039585090747253,1.0600513105339078
3446,0.4091076696165192,0.011043428132205997,0.43807334176342116,0.011318726746589498,0.952494439148395,0.9537213740458016,0.3506676204101097,0.3577950625634088,0.3459766735273939,0.3205335489086499,0.40884955752212393,0.37293178519593617,1.023810836998346,1.0194494341967661
1816,0.2797935103244837,0.012451319497822189,0.5211786795417097,0.018933443571723853,0.6545916746107403,0.6545801526717557,0.36051502145922754,0.3983767331755157,0.5706164853474468,0.3191188358932901,0.2797935103244838,0.5433944355720332,1.006849378113746,1.0207172985467579
1228,0.28030973451327423,0.012285421470663593,0.5069701498256505,0.018383629599007852,0.6553860819828407,0.6553753180661578,0.3808774439675727,0.38191861120505016,0.5388611192786437,0.31952303961196443,0.2803097345132744,0.5428296259475581,1.0273965329484145,1.026150507326716
363,0.9575958702064895,0.281129900076864,0.4349465455799519,0.12410086812732532,0.7348268191928821,0.736005089058524,0.9760610395803531,0.3564423402096719,0.14862295403312747,0.9706952303961195,0.9560471976401179,0.48412567478673096,1.0598756652290775,1.0722487884473828
3491,0.4182706489675517,0.8483218037407123,0.3591431965360003,0.8416701116163705,0.38179218303145857,0.38215648854961826,0.9937529804482593,0.3255551797993462,0.3054003724394786,0.8177041228779304,0.418141592920354,0.9329997214103938,1.3397652684175945,1.1696669834272857
4156,0.2813421828908554,0.01196707660773764,0.48604054105835925,0.01795369987598181,0.6585637114712424,0.6587150127226464,0.38505007153075826,0.36726411903956707,0.5196510830147996,0.31911883589329026,0.2810840707964602,0.540442755125366,1.0228352693825808,1.0233965575988784
3193,0.6423119469026547,0.019445939021265696,0.45923286201479097,0.012517569243489044,0.9103908484270732,0.9099872773536897,0.5015498330948975,0.371096832375155,0.22640399882387532,0.5276879547291834,0.6426991150442478,0.3910791060587886,1.053935386034616,1.038526600108403
1225,0.6346976401179939,0.02064757878554958,0.45776142851668783,0.013559322033898306,0.9008579599618682,0.9012404580152672,0.5112303290414879,0.3767331755157254,0.23424482995197485,0.5272837510105093,0.634697640117994,0.3962566507147309,1.0435845045306311,1.043234172044541
2746,0.27901917404129783,0.011814629771970281,0.4932597616584281,0.017966101694915252,0.65379726723864,0.6545801526717555,0.37637100619933234,0.36794048021643555,0.527099872586494,0.3185125303152789,0.2792772861356932,0.5437480444601197,1.0273268480597024,1.0212709005740042
1621,0.6303097345132743,0.01993466564181399,0.43705330114572555,0.013418768085985942,0.9008579599618682,0.9026717557251908,0.5132331902718169,0.35847142374027724,0.22758012349309023,0.5222312045270816,0.630051622418879,0.39470882374752364,1.0363492765168762,1.0504750683314197
3196,0.28108407079646014,0.011814629771970285,0.4960646817641875,0.017862753203803226,0.6569748967270415,0.6588740458015266,0.3731998092513114,0.37154773982640055,0.5296481427031265,0.3185125303152789,0.2810840707964602,0.5399328544455745,1.0213458195389096,1.0202158222136297
319,0.6352138643067845,0.021844734819369722,0.4258956968233896,0.014572137246796197,0.8786145535430567,0.879293893129771,0.5274201239866476,0.3476496449103821,0.2187591884739782,0.5410266774454324,0.6354719764011801,0.40595131840870063,1.0553858788011825,1.0568753289370383
3810,0.28043879056047194,0.01271137586471945,0.5080430700846841,0.01883836295990078,0.6545916746107403,0.6550572519083968,0.38571769194086797,0.3920640288580768,0.5476820542977554,0.31992724333063866,0.28056784660766965,0.54335224288836,1.0277693529754233,1.029744056378555
2450,0.4123340707964602,0.0109851396361773,0.4354293596965168,0.011269119470855724,0.9612329202414994,0.9637404580152672,0.34983309489747255,0.3564423402096719,0.3449965696363814,0.31992724333063866,0.4119469026548673,0.3698188320640836,1.0161564080342207,1.0179934300864708
123,0.9535398230088492,0.28631821675634134,0.3690026768265647,0.12656942065788698,0.7313087294021516,0.732279171210469,0.9792560801144491,0.3173100149765689,0.13228042172470283,0.9725141471301537,0.9530973451327435,0.4853221862138894,1.1523736996150542,1.1935041800229105
3016,0.28250368731563413,0.011715987701767874,0.48402498371460323,0.017238528317486564,0.6593581188433428,0.6604643765903309,0.3923938960419647,0.3562168864840491,0.49416838184847584,0.3197251414713015,0.2823746312684365,0.538503199122544,1.027090967664768,1.0265883139765126
2702,0.4119469026548672,0.010532282859338974,0.4213970954515845,0.010851591566763125,0.9644105497299011,0.9643765903307887,0.34549356223175964,0.3444932927516626,0.334411447613447,0.3185125303152789,0.4119469026548674,0.36849212108646073,1.0226223550544302,1.0146157971335157
1815,0.9427544247787609,0.2721176018447349,0.34399356247844587,0.12178586192641588,0.7221163012392754,0.7228053435114503,0.9804005722460659,0.28660804869800466,0.12078800352837402,0.9746362166531932,0.9429480088495577,0.49241478433638175,1.1748381283582432,1.252075692727857
2815,0.6339233038348082,0.023328849602869597,0.44616316051653443,0.015299710624224881,0.8611375913568475,0.8611641221374046,0.5150691463996185,0.3645586743320933,0.22581593648926784,0.5507275666936134,0.6339233038348084,0.4138967713277793,1.0399361887781948,1.0453531936673712
840,0.2831489675516223,0.012702408403791957,0.5012300264398206,0.018863166597767673,0.6561804893549411,0.6568066157760813,0.3903910348116357,0.3873295006199977,0.5419974517298832,0.32215036378334677,0.2834070796460177,0.5420275664565903,1.01603783219846,1.0276319641733995
3265,0.6340523598820059,0.017764540097361003,0.41328122006360885,0.011814799503927241,0.9095964410549728,0.9103053435114504,0.5182403433476395,0.3447187464772855,0.21660295991375084,0.5208164915117218,0.6339233038348083,0.3914213033067334,1.0493901843453004,1.0638978891803876
2772,0.2801806784660767,0.01241993338457597,0.4856113729547458,0.01868954113269946,0.65379726723864,0.654739185750636,0.39873628993800664,0.3735768233570059,0.5296481427031265,0.3197251414713015,0.2803097345132744,0.5435336320251724,1.03196079585949,1.0250794515877082
2394,0.2801806784660767,0.011612861901101718,0.4730122236272369,0.017416287722199254,0.6569748967270415,0.657442748091603,0.37820696232713397,0.3609514147221282,0.5102420856610801,0.3181083265966046,0.2803097345132744,0.5411048178696591,1.0294344769603871,1.0231208359370676
3434,0.4102691740412978,0.011518703561363055,0.4325784572939418,0.011785861926415873,0.9604385128693993,0.9627862595419848,0.3515021459227468,0.37290046218013745,0.3598941487797706,0.3189167340339531,0.4101401179941003,0.37037981995601577,1.0232383265485132,1.0266097845868178
2128,0.2797935103244837,0.01229887266205483,0.510066291144576,0.018610996279454315,0.65379726723864,0.654739185750636,0.3753695755841679,0.3846240559125239,0.549054199745173,0.3193209377526273,0.280051622418879,0.5438885157425324,1.031164540711397,1.0227423529858546
3049,0.6344395280235987,0.018733025877530108,0.41086331762271533,0.012525837122778008,0.8992691452176675,0.898854961832061,0.4952074391988555,0.3345733288242588,0.2113103989022836,0.5280921584478576,0.6344395280235988,0.39653278223007515,1.033419432903462,1.056910859729806
3622,0.28030973451327423,0.012473738150140919,0.5107636893129477,0.01852418354692021,0.6561804893549411,0.6569656488549619,0.3818788745827373,0.38597677826626076,0.5404292855042635,0.31911883589329026,0.2803097345132744,0.5418837553154761,1.025724758779019,1.0284431877122284
457,0.6358591445427728,0.01561683320522675,0.3792366938728589,0.010330715171558496,0.9477279949157925,0.9506997455470737,0.5010491177873152,0.30932251155450335,0.19366852886405958,0.5016168148746968,0.6359882005899704,0.37597247601048345,1.091349571326249,1.076955103870231
1503,0.9469026548672563,0.28785549577248276,0.3301995303236826,0.12788047008799383,0.725180443960234,0.7253271537622681,0.9819742489270386,0.2780810667181989,0.1169235939009535,0.9744196789467604,0.9457964601769911,0.49057830712372624,1.263166159604592,1.2806588026143224
2742,0.28030973451327423,0.012581347681270819,0.46447484385178367,0.01884663083918975,0.6553860819828407,0.655852417302799,0.3775393419170243,0.3929658437605681,0.5549348230912476,0.31911883589329026,0.2800516224188791,0.5425192995846053,1.028726713438605,1.0259473831092403
1090,0.2799225663716814,0.012845887778631824,0.5163888569567385,0.01913187267465895,0.6530028598665395,0.6537849872773537,0.38655221745350504,0.3920640288580768,0.5498382828579829,0.3197251414713015,0.280051622418879,0.5442138117747737,1.0307228256779322,1.0291857853394117
2146,0.27876106194690264,0.01221368178324366,0.5054757251791394,0.018296816866473747,0.652208452494439,0.6531488549618321,0.38605150214592276,0.37583136061323413,0.5304322258159364,0.31871463217461593,0.27876106194690264,0.5445731855213779,1.0320944878466205,1.0270015518365956
3012,0.28301991150442474,0.011971560338201386,0.47657585163045574,0.01767259198015709,0.6593581188433428,0.659828244274809,0.39940391034811634,0.35937323864276854,0.49985298441634807,0.32053354890864993,0.28289085545722725,0.5392311481202826,1.03143474449114,1.0270321865811987
1957,0.635084808259587,0.01986740968485781,0.4459133233705024,0.013112856552294338,0.8897362567524627,0.8904262086513994,0.4893657606103957,0.36726411903956707,0.2291482897187101,0.5333468067906224,0.6349557522123894,0.4003781388017541,1.051467404004579,1.0412121324089145
308,0.4096238938053097,0.011608378170637973,0.4434302793424532,0.01181066556428276,0.9548776612646964,0.9541984732824427,0.35517405817835007,0.3715477398264005,0.35656179555032835,0.3201293451899757,0.40962389380530984,0.3720400961748681,1.0199246616484137,1.0256151213736766
2340,0.28108407079646014,0.011841532154752756,0.46016017166724144,0.01773046713517983,0.6585637114712424,0.6583969465648855,0.39756795422031477,0.35554052530718067,0.5014211506419679,0.31911883589329026,0.2808259587020649,0.5403026836586355,1.0330171433817474,1.0248141497637087
1968,0.27953539823008844,0.012460286958749681,0.5041575660037552,0.018875568416701117,0.6530028598665395,0.6539440203562342,0.3830472103004292,0.38530041708939233,0.5508183867489954,0.3193209377526273,0.2792772861356932,0.5445374046938477,1.0287826359792385,1.0228717942860324
2845,0.6341814159292035,0.020557904176274663,0.42255278384488637,0.013683340223232743,0.8984747378455671,0.8991730279898218,0.5274201239866476,0.34629692255664524,0.21797510536116826,0.5282942603071947,0.6339233038348084,0.39641931589818025,1.0614217311635377,1.060111449376961
2704,0.28211651917404124,0.011819113502434028,0.4831589837912404,0.017693261678379493,0.6593581188433428,0.6596692111959287,0.39256080114449216,0.3586968774659001,0.5065176908752327,0.31972514147130154,0.2821165191740413,0.5395651755500609,1.0232039658215848,1.0231828043359847
1057,0.6348266961651916,0.020495131949782218,0.400352530942254,0.013505580818520052,0.8952971083571651,0.8958333333333334,0.5394372913686218,0.32893698568368834,0.20425365088699401,0.5301131770412287,0.6349557522123894,0.39761631764461947,1.0698292198488062,1.0729695945351998
650,0.42317477876106196,0.01193120676402767,0.4228072192206001,0.01188507647788342,0.9413727359389894,0.9437022900763359,0.4376251788268956,0.329387893134934,0.30990885033813576,0.33569118835893286,0.4230457227138643,0.3775590632355908,1.0209927162548609,1.0396855267841736
70,0.2843104719764012,0.011451447604406868,0.46668199409893857,0.016734187680859863,0.6569748967270417,0.6572837150127225,0.4130901287553647,0.33434787509863595,0.46084484955405275,0.32316087308003233,0.2844395280235988,0.5414635405611616,1.0287155832523465,1.0263061225406684
338,0.4134955752212389,0.01167563412759416,0.4378970762922942,0.011756924348904504,0.9540832538925959,0.9548346055979643,0.392894611349547,0.3519332656972156,0.334411447613447,0.3233629749393694,0.41401179941002947,0.37266036468269315,1.018513929523188,1.031581420000061
4154,0.41117256637168137,0.011034460671278504,0.42778863470897033,0.011157503100454732,0.9596441054972988,0.9616730279898221,0.3503338102050549,0.3582459700146544,0.34146819562873665,0.31952303961196443,0.4109144542772861,0.370277224213523,1.0199197652402276,1.0231429296947478
4164,0.2794063421828908,0.012711375864719448,0.5150170517684025,0.01924348904505994,0.6545916746107403,0.6550572519083968,0.3745350500715309,0.3990530943523841,0.5694403606782318,0.31871463217461593,0.2792772861356932,0.5433335496420619,1.0302961936686603,1.022564656274707
952,0.2816002949852506,0.012630668716372024,0.47141050695482234,0.01868954113269947,0.6569748967270417,0.6576017811704835,0.38204577968526465,0.39071130650433994,0.5451337841811231,0.31992724333063854,0.28160029498525063,0.5411634698047078,1.028979153092318,1.0286863373142192
3989,0.4223451327433628,0.7820906994619524,0.3526053897820768,0.7724561507116282,0.37791093558491073,0.3782715376226827,0.9928469241773963,0.31035315715735046,0.29453522073339766,0.8339300150132809,0.42212389380530974,0.9419618568248935,1.1803078816840693,1.1495395568449467
1813,0.6414085545722714,0.020791058160389446,0.4695328965015137,0.013625465068210007,0.9056244041944708,0.9060114503816794,0.4942060085836911,0.3873295006199977,0.23992943251984708,0.5303152789005657,0.6416666666666666,0.39401438967969676,1.0119416111513813,1.0342282083741778
2452,0.2823746312684364,0.012581347681270819,0.5019580794727365,0.018582058701942947,0.6530028598665395,0.6544211195928753,0.40441106342393895,0.37064592492390935,0.5172988336763698,0.32235246564268394,0.2823746312684366,0.5434774308271619,1.027336364604692,1.028839879077805
997,0.626825221238938,0.019746348962336673,0.4181814001609381,0.01333608929309632,0.8833809977756591,0.8840648854961832,0.5159036719122556,0.34584601510539953,0.2201313339213956,0.5303152789005658,0.6266961651917404,0.40187709893742135,1.0553046529957633,1.0593148972686603
3742,0.28379424778761064,0.010792339226236227,0.46044372916427173,0.016031417941298053,0.6633301557038448,0.6633269720101781,0.3933953266571293,0.32803517078119715,0.4592766833284329,0.3193209377526273,0.2839233038348082,0.5365334671909335,1.028676284492805,1.0195203031268654
1087,0.6332780235988199,0.01998847040737894,0.43924052573092687,0.013170731707317073,0.9072132189386715,0.9080788804071248,0.5270863137815928,0.36117686844775104,0.22444379104185044,0.52162489894907,0.6331489675516224,0.3924895903790364,1.0602273436283145,1.0540150521687734
2745,0.8915929203539824,0.2620292083013067,0.37573514197034136,0.12323864643004782,0.6836442870761268,0.6848418756815705,0.9791130185979972,0.2947002270641093,0.13159154870416262,0.9707818454786926,0.8898230088495575,0.5198772300546407,1.2144295941801586,1.1931246863690688
2042,0.4023967551622419,0.010917883679221115,0.4295436257041039,0.011624638280281105,0.9572608833809976,0.9583333333333333,0.3458273724368145,0.3564423402096719,0.3569538371067333,0.3132578819725141,0.40213864306784664,0.37122370068358834,1.0244896697731414,1.0151764950443325
3619,0.6356010324483775,0.022763899564437612,0.4183331417404299,0.015080611823067384,0.8865586272640609,0.8875636132315523,0.5654744873628995,0.3442678390260399,0.2152308144663334,0.5359741309620047,0.6354719764011799,0.40139236880299434,1.0960527973962928,1.0688966559525106
3970,0.2812131268436578,0.011518703561363055,0.4826914971069471,0.017395618023976846,0.6577693040991419,0.6583969465648855,0.3790414878397711,0.3580205162890316,0.5100460648828775,0.31911883589329026,0.2810840707964602,0.5405073422692734,1.024690565378274,1.0205458757754815
529,0.643989675516224,0.01993914937227774,0.42481511284822016,0.013063249276560563,0.9048299968223701,0.9050572519083968,0.5275870290891751,0.3381805884342238,0.2097422326766637,0.532538399353274,0.6445058997050148,0.39392580730791643,1.0426609435078802,1.056877081135175
1697,0.4194690265486725,0.8159108378170639,0.38520026932488133,0.8192287249749011,0.3826773798175132,0.38290621592148305,0.99241773962804,0.34668341465771285,0.32981896080984574,0.8181660699849868,0.4194690265486725,0.9301467032044731,1.1691762945007536,1.151322758138678
1598,0.4094948377581121,0.011724955162695365,0.4393194620071272,0.012174452252997105,0.9596441054972988,0.9584923664122137,0.37687172150691467,0.3632059519783564,0.35499362932470835,0.3185125303152789,0.4093657817109144,0.3707003309838438,1.0239335672633605,1.02744447778722
1800,0.279664454277286,0.012765180630284399,0.5185730160554853,0.01911120297643654,0.6530028598665395,0.6534669211195928,0.3788745827372437,0.39792582572427,0.5615995295501324,0.31952303961196443,0.2797935103244838,0.5443657818956048,1.0255434270895143,1.0270015292362542
3486,0.2816002949852506,0.012446835767358444,0.4929302218645821,0.018391897478296816,0.6545916746107402,0.6560114503816793,0.3932284215546018,0.37718408296697103,0.5253356855826716,0.3209377526273241,0.2816002949852508,0.5425908853410741,1.0314160917837254,1.0293551080386778
307,0.6414085545722712,0.019342813220599542,0.4301567229949802,0.01264158743282348,0.9032411820781696,0.9045801526717556,0.5032188841201718,0.3548641641303122,0.21895520925218076,0.5303152789005657,0.6414085545722713,0.3940028718772195,1.0438972464416532,1.0506279395416405
1425,0.9472713864306784,0.2847168844478606,0.3878376824922405,0.12658123191401402,0.7284715602160786,0.7291666666666666,0.9792322365283738,0.3160861233231879,0.13229442320886015,0.9700889248181082,0.9467551622418878,0.48825607218423783,1.1132759094668994,1.1657563198716954
882,0.2812131268436578,0.01213745836535998,0.45530903935318245,0.017937164117403887,0.6601525262154431,0.6595101781170484,0.394897472579876,0.3668132115883214,0.5114182103302949,0.3185125303152789,0.28082595870206495,0.5393534647458965,1.0316723303220918,1.0285920596919862
950,0.4129793510324483,0.011119651550089676,0.4286393072000613,0.011277387350144686,0.9596441054972988,0.9615139949109415,0.35333810205054844,0.3577950625634088,0.34205625796334405,0.3209377526273242,0.41272123893805307,0.3702684745160897,1.0259273217983236,1.0229068546232973
157,0.637924041297935,0.017011273379451703,0.41316089972027437,0.01128978916907813,0.917540514775977,0.9187340966921123,0.5127324749642347,0.3309660692142937,0.2077820248946388,0.5191996766370248,0.6377949852507374,0.3878848723814634,1.0808014467134497,1.0601912551520556
2868,0.28030973451327423,0.011550089674609276,0.479878913285052,0.01754030591153369,0.6561804893549411,0.6569656488549619,0.36735813066285167,0.36613685041145305,0.5239635401352543,0.3189167340339531,0.2803097345132744,0.5420009967061047,1.0253981322167758,1.0199659850535616
306,0.2816002949852506,0.012442352036894696,0.4930068590259417,0.01846630839189748,0.6553860819828407,0.6561704834605597,0.38588459704339534,0.38056588885131315,0.5323924335979613,0.32073565076798705,0.2813421828908555,0.5420287991471984,1.025577354414624,1.0278275985449556
2573,0.42190265486725664,0.8581860107609532,0.34636493521422823,0.8613949093486094,0.38492441781288295,0.38549618320610685,0.994277539341917,0.3147978163196289,0.2989036837904818,0.8183393001501328,0.4219026548672567,0.9237706582105653,1.2113391295345477,1.1875861017595626
4157,0.425221238938053,0.843966179861645,0.32738738442842363,0.8337565700112208,0.37995369739888324,0.38031624863685926,0.9935622317596567,0.31924247548190726,0.2997437728399211,0.8353158563344496,0.4250000000000001,0.9363407145208352,1.0508540997300158,1.2141973524980294
1510,0.279664454277286,0.012321291314373558,0.5191707859140896,0.018379495659363372,0.6545916746107403,0.6548982188295165,0.3693609918931808,0.3891331304249802,0.547093991963148,0.31911883589329015,0.2797935103244838,0.5433948207213317,1.0318722144682455,1.0278811513959465
90,0.28018067846607664,0.012312323853446067,0.48778020462122085,0.018635799917321203,0.6530028598665395,0.6539440203562342,0.38588459704339534,0.3774095366925938,0.538273056944036,0.3201293451899759,0.2803097345132744,0.5440584502257194,1.023829370605403,1.0230847098284173
3026,0.41052728613569317,0.011088265436843454,0.4259799977008851,0.011302190988011574,0.9620273276136,0.9640585241730282,0.35767763471626135,0.3559914327584263,0.3422522787415466,0.31831042845594176,0.41065634218289093,0.36956461042633953,1.033017882523672,1.024019596461235
