,EXEC,L2MISS,FREQ,INSTnom%,INST,L2MPI,IPC,PhysIPC%,MEM,L3HIT,L3MPI,L3MISS,GT,Pred
3175,0.635287610619469,0.026448885472713304,0.5451553297147477,0.6349557522123894,0.4080357658003735,0.01761766963916613,0.8722592945662535,0.8722737186477644,0.5854531719573678,0.4804005722460658,0.3199059100264628,0.5082371129040049,1.0388236302599545,1.0598089601887362
1405,0.6295353982300884,0.0201076095311299,0.5105092966855295,0.6294247787610621,0.3865559185250757,0.013411681332309695,0.9199237368922782,0.9213467829880043,0.5570623881234297,0.4241773962804005,0.298735665980594,0.4748055461616503,1.054737678819443,1.042767312008035
3176,0.4015486725663716,0.015084550345887777,0.3199561150248296,0.40132743362831863,0.379592352880047,0.01572550640760645,0.9369467520087156,0.9377044711014176,0.6020790567060251,0.30271816881258945,0.5178308900743479,0.5269819798057876,1.004410646897407,1.01842012357462
1658,0.4021017699115044,0.015353574173712529,0.3192631943642453,0.4019911504424778,0.3784763430883127,0.01607275733774287,0.9389895138226881,0.941112322791712,0.5851838470760186,0.29999999999999993,0.5307682614357122,0.5378037586356827,1.0210516320750542,1.0275025858174502
2947,0.6277654867256637,0.025434281322059965,0.5467144012010625,0.6278761061946904,0.415275081640058,0.01708261973660899,0.8586408824731036,0.8587786259541984,0.6032877342223244,0.4494992846924178,0.3309950854790608,0.5213778443403062,1.052849982268323,1.0472112709899766
177,0.9311393805309732,0.28415641813989245,0.9772130153597414,0.9307522123893806,0.49996451008019666,0.12792476229847047,0.7107959961868445,0.7115935114503816,0.49207380158638925,0.9730150214592275,0.17171420170538074,0.4046330740615488,1.210598972003792,1.199178720912775
1132,0.2719026548672566,0.016883166794773256,0.32290102783231317,0.2719026548672567,0.5655352006617985,0.025948148585602075,0.6291706387035271,0.6293620501635769,0.6870412034223967,0.34620886981402,0.8007728819254839,0.5519107203246533,1.0122806569600111,1.0314924775113874
103,0.6254424778761062,0.025222905457340513,0.5437694883935789,0.6254424778761062,0.4139072733592712,0.017103879997637746,0.8600027236824184,0.8604143947655399,0.5781025733663968,0.459656652360515,0.3182257319275843,0.4964491038214406,1.0449750239221611,1.0537825792483102
118,0.2717920353982301,0.016229823212913146,0.3208222658505601,0.2719026548672567,0.5622718260080061,0.02498789346246974,0.6318943211221572,0.632906215921483,0.6910942144417258,0.3303290414878397,0.7886755996135588,0.5430214020000965,1.0193332304992426,1.0227876690250788
2358,0.2710176991150442,0.015887778631821677,0.3192631943642453,0.27101769911504425,0.5607073195680242,0.024952459694088464,0.634618003540787,0.634678298800436,0.6554907789072636,0.3337625178826895,0.7863233502751291,0.5304604087153968,1.0220100366912033,1.0310986700777423
3035,0.40951327433628315,0.7940046118370486,0.8261346575817069,0.4097345132743363,0.9612504600829055,0.8185200496072758,0.3700122565708838,0.3703653217011995,0.5093787463255218,0.9895565092989986,0.4519679085983114,0.46282429102855216,1.1148065727576877,1.1485382075825497
1763,0.4119469026548672,0.8312836279784782,0.8242724333063864,0.4119469026548673,0.9529790634990284,0.8464241422075238,0.3732125834127741,0.3735687022900762,0.4797505460397747,0.9902896995708153,0.43384298735665977,0.4491038214406493,1.1826810670371095,1.1778706223113549
3641,0.40619469026548666,0.7751729438893161,0.8209377526273243,0.4059734513274337,0.9622892107214086,0.7983228016299533,0.36939942802669207,0.3696837513631407,0.5172877013778269,0.9892703862660943,0.45079178392909636,0.4624377989274844,1.0946763169559464,1.129534308944436
929,0.4011061946902654,0.7603285933897004,0.8212409054163298,0.400912610619469,0.9744415427932694,0.8005374121537827,0.36445424213536703,0.36474236641221375,0.6279859753994712,0.986659513590844,0.5529256101146722,0.5546161650321272,1.1185754052751031,1.1178484863749611
2551,0.6241150442477875,0.02420445810914681,0.5285252338607229,0.6241150442477876,0.40295298834205323,0.016320793716411743,0.8838349448454309,0.8839967284623772,0.5251539585830884,0.5004291845493563,0.287646490527996,0.4512295279965215,1.1013020925194328,1.0720629742173378
3334,0.273008849557522,0.01585703305149885,0.3197828848596835,0.272787610619469,0.5575462433993145,0.024339455501092545,0.635979844750102,0.637813522355507,0.6730888607885965,0.3261802575107296,0.7754021926324188,0.5360645441808781,1.0210855076601766,1.022706720902118
2853,0.9369469026548671,0.2717439576394227,0.9764214497440042,0.9359144542772863,0.497376407857006,0.12148270635248726,0.7165554496345725,0.7163910093299407,0.4561193496059573,0.9728342075981561,0.16348132902087617,0.3876301055874948,1.2821826449840288,1.2302309562806526
2068,0.27112831858407077,0.016110684089162185,0.3194364245293913,0.2714601769911505,0.5606278957469539,0.02464064253233331,0.6339370829361295,0.6345419847328244,0.6778447440592515,0.3273247496423462,0.7838030831268115,0.5430214020000963,1.0247010324708548,1.0231694198974086
2096,0.4004424778761062,0.015080707148347425,0.31874350386880695,0.3999999999999999,0.37930360486562814,0.015760940175987715,0.9376276726133731,0.9371592148309705,0.5994055145911681,0.3082975679542203,0.5144705338765909,0.5221508285424415,1.0241133568055438,1.0185377410008358
1995,0.9330752212389379,0.27030169100691775,0.9743330638641875,0.9326880530973453,0.49799898765665485,0.12104175279040925,0.7155624404194469,0.7154103053435114,0.5341418553856766,0.9686337625178828,0.18965010291090853,0.4489347311464322,1.1535293471725152,1.1771198228647433
4055,0.4068584070796461,0.7309761721752499,0.8209377526273243,0.406637168141593,0.961170557132658,0.7568652926238707,0.3700122565708838,0.3703653217011996,0.5706994235790649,0.9878397711015737,0.4828831856176754,0.49335716701289906,1.0714649659192452,1.095008475625356
3178,0.2725663716814159,0.016387394312067642,0.3196096546945375,0.27212389380530977,0.5578544509693762,0.025214669580109837,0.635979844750102,0.6375408942202835,0.651280114298852,0.31616595135908443,0.8162305204351661,0.5627324991545483,1.0089306575581614,1.0405494396144552
2733,0.9621128318584069,0.2902094542659493,0.9687247372675829,0.9623064159292036,0.4787608050656974,0.12659156676312525,0.7417778836987605,0.7423664122137402,0.5197034141855387,0.9716380543633762,0.17921199647162595,0.4342238755495434,1.1727354254389533,1.1800630806317418
229,0.6288716814159291,0.02568024596464258,0.5333756784848135,0.6289823008849558,0.4036708696488797,0.017071989606094608,0.8804303418221432,0.8812704471101418,0.5788711346131739,0.4898426323319028,0.3141933044902758,0.5018599932363882,1.084386515842766,1.060038742539751
2115,0.9119960668633235,0.2956272952429755,0.9792508757747236,0.9113077679449363,0.5122095422089114,0.13683340223232737,0.6943120432157609,0.6952926208651399,0.45073431173442663,0.9765061198537591,0.16075010617792154,0.3691429000864239,1.3094735238099238,1.2188190443575349
2252,0.39845132743362827,0.014707916986933127,0.3192631943642453,0.39867256637168147,0.3814450908524044,0.015651095494005784,0.9314993871714558,0.9325245365321702,0.5840211518565354,0.31058655221745357,0.5089259461502919,0.5072708826513358,1.024449023850327,1.0193846989804611
2479,0.6335176991150442,0.022328977709454266,0.5174385032913731,0.6336283185840708,0.3892595283093451,0.014786511545502862,0.9144763720550184,0.9164394765539803,0.5538048708390128,0.45436337625178824,0.29923971941025745,0.477510990869124,1.0785675467219165,1.053411879351248
1992,0.2722345132743363,0.015334358186010763,0.3194364245293913,0.2719026548672567,0.5589487950481218,0.02392842378786984,0.6366607653547595,0.636586695747001,0.6416829520634557,0.3293276108726752,0.7594405006930733,0.5157737088748249,1.0064050089752146,1.0227387653086826
2791,0.628429203539823,0.023112990007686397,0.5358009007968587,0.6280973451327436,0.4066787994048894,0.01555896769621449,0.8790685006128284,0.8801799345692475,0.5564455684561442,0.4390557939914163,0.3042802537068929,0.4782839750712594,1.0515551270979642,1.050447655230886
2850,0.2715707964601769,0.014861644888547274,0.31822381337336875,0.2719026548672567,0.5578277219986363,0.02315242426032008,0.6366607653547595,0.6380861504907307,0.6256154237761319,0.3331902718168812,0.7300373839627,0.49683559592250837,1.0301153531520757,1.0154727141790854
1408,0.27676991150442476,0.01593774019984627,0.32186164684143664,0.2767699115044248,0.553862512150922,0.024048898600366145,0.641427209587362,0.6421755725190839,0.6516873860706486,0.3639484978540772,0.7283572058638216,0.5117155418136142,1.0307312735886194,1.0224544040946522
2067,0.9475940265486724,0.29323597232897775,0.9726657235246564,0.9474004424778761,0.48914982796043227,0.13062215791649442,0.7274785510009533,0.7279341603053434,0.5120243706173124,0.9713876967095851,0.1867097912378712,0.4430165708488332,1.1918500945997392,1.181725164254765
2482,0.27389380530973445,0.015887778631821677,0.32047580552026794,0.2738938053097346,0.5573350990807706,0.02428984822535877,0.6366607653547595,0.6380861504907307,0.6611663081142332,0.34749642346208875,0.7533918595371107,0.5223440745929755,1.0203944742786175,1.0228989591879862
1951,0.6318584070796459,0.024035357417371256,0.5332024483196673,0.631858407079646,0.40193338392284866,0.015771570306502097,0.8851967860547457,0.8864503816793893,0.5778989374804987,0.44792560801144504,0.30848069895408914,0.4981883182762452,1.055706793078946,1.0474149690379055
2767,0.6278761061946901,0.023339738662567264,0.5243677098972166,0.6278761061946904,0.39789760439257754,0.01572550640760645,0.8960915157292658,0.8969465648854961,0.5731036408125727,0.4351931330472103,0.3118410551518461,0.491038214406493,1.0688122832531102,1.0456702256947723
2832,0.2733407079646017,0.015353574173712529,0.3201293451899757,0.27323008849557523,0.5574254423914257,0.02391425028051733,0.6380226065640744,0.6386314067611777,0.6445404233655757,0.3266094420600858,0.7607846431721761,0.5180926614812309,1.02403332844715,1.0231624446356222
670,0.2712389380530973,0.01636433512682552,0.32047580552026794,0.2714601769911505,0.5628273505522405,0.025696568830095082,0.631894321122157,0.632360959651036,0.6901745685054111,0.32846924177396275,0.8158944848153904,0.5507512440214503,1.0264902214772398,1.03350442198408
1330,0.2715707964601769,0.016083781706379714,0.31943642452939136,0.2714601769911505,0.5604113189023308,0.02464772928600957,0.6352989241454448,0.6353598691384952,0.6829553479053422,0.31945636623748214,0.7947242407695215,0.5492052756171795,1.030100984104385,1.0245505952541432
2948,0.40276548672566376,0.014408147578785552,0.3190899641990992,0.4026548672566372,0.37731492077120676,0.015247150534459337,0.9410322756366607,0.9427480916030534,0.5920680537992874,0.2917024320457797,0.5092619817700675,0.5109425576114787,1.01944803482429,1.0143617523128314
569,0.406816924778761,0.7374615680245966,0.8207861762328212,0.4067201327433628,0.9599705360108964,0.763952046300124,0.37011439466158247,0.3705868320610686,0.6471433498103231,0.9856580829756795,0.5611584827991767,0.5725397362191409,1.1283652055413194,1.0975623426500967
1892,0.4024336283185841,0.014780937740199849,0.3194364245293913,0.4024336283185841,0.37789305113138455,0.015356995216441271,0.9403513550320032,0.9416575790621592,0.6027819289573514,0.29728183118741053,0.5101020708195068,0.5206048601381709,1.0221586477142883,1.0137774024004766
2810,0.39999999999999997,0.014558032282859342,0.31874350386880695,0.4004424778761062,0.3795043427679272,0.015388885607984409,0.9369467520087156,0.9392039258451471,0.585334931765556,0.3064377682403434,0.50438946528332,0.5061114063481328,1.028877516689391,1.0162225645957286
1731,0.9175884955752212,0.2981680758390981,0.9680679062247372,0.9170722713864308,0.5032109353223313,0.1368747416287722,0.7070225611693676,0.7073791348600508,0.4048480668276047,0.9793991416309012,0.14278153484269326,0.3287115319580656,0.9915864140720356,1.2499738697770713
114,0.27345132743362827,0.016518063028439663,0.3232474881626054,0.27323008849557523,0.5629258876822291,0.025352861276796784,0.6312134005174996,0.6319520174482006,0.6763798794606934,0.344206008583691,0.7812828159784936,0.5395429730904875,1.0231980432864092,1.027138968895703
827,0.4073008849557522,0.8201863950807072,0.8303354890864996,0.4074944690265487,0.9725025847862688,0.843943778420835,0.36624165872259284,0.36677003816793885,0.5975169559719508,0.9877861230329041,0.5389591296677447,0.552925262089956,1.1779057447822503,1.1488669668023581
624,0.2752212389380531,0.01556879323597233,0.32168841667629056,0.27544247787610626,0.5564323642539927,0.023687474162877226,0.6380226065640746,0.6394492911668483,0.6350746391210814,0.35007153075822606,0.7310454908220271,0.5097830813082755,1.0225696049339794,1.0209398172338497
3034,0.27311946902654866,0.015388162951575718,0.3192631943642453,0.27300884955752214,0.5568421221607991,0.024052441977204277,0.638703527168732,0.639040348964013,0.6481073358185669,0.3309012875536481,0.758768429453522,0.5161602009758925,1.0247525743616028,1.0231216393613551
171,0.9582411504424778,0.2945810914681015,0.9753940986257074,0.9584347345132744,0.4846333103560555,0.12938197602315007,0.732840800762631,0.7341364503816794,0.476002988849293,0.9717632331902718,0.181417230226404,0.43726750084545146,1.2090295587155142,1.20472636970828
552,0.27522123893805306,0.01555726364335127,0.32186164684143664,0.275,0.5572986245939271,0.023676844032362847,0.638703527168732,0.6387677208287894,0.6417946233557222,0.344206008583691,0.7350779182593353,0.5121020339146818,1.0224511871605784,1.0188709324597758
3503,0.40298672566371685,0.7125288239815527,0.824748816260538,0.4026548672566372,0.9757497225857451,0.7444634736904269,0.3647010758545553,0.36532170119956375,0.5265235741382424,0.9891273247496422,0.442390893434704,0.4485240832890478,1.1127509701843723,1.0789359089796402
1350,0.27134955752212386,0.015626441199077638,0.3189167340339531,0.2712389380530974,0.5597573034305446,0.02446701706726511,0.6352989241454448,0.6361777535441658,0.6516414037738328,0.3238912732474964,0.7822909228378208,0.5293009324121938,1.0387426594425555,1.0276937632407066
4054,0.2732300884955752,0.015426594926979245,0.3201293451899757,0.2730088495575221,0.5577000965963185,0.023985117817279866,0.637341685959417,0.637813522355507,0.6565943540308411,0.32489270386266095,0.7668332843281386,0.522730566694043,1.024528662122566,1.0224832841601659
3156,0.27345132743362827,0.015572636433512687,0.3190899641990992,0.2736725663716814,0.5555761153307656,0.023843382743754797,0.638703527168732,0.6405398037077424,0.6252015831047905,0.35908440629470667,0.7251648674759525,0.5022464853374558,1.026482800229082,1.023273245299578
464,0.4014380530973451,0.015003843197540353,0.32116872618085235,0.4015486725663718,0.3812029402492054,0.015870784857969642,0.9314993871714555,0.9330697928026171,0.596672852380405,0.3131616595135909,0.5146385516864788,0.5157737088748249,1.0207328973937888,1.0207168479605582
1832,0.40055309734513267,0.014215987701767874,0.31822381337336875,0.40066371681415924,0.3786341060704917,0.014853835705427268,0.9396704344273457,0.9393402399127591,0.5725190087530587,0.3090128755364807,0.4854034527659931,0.49277742886129766,1.0255618380746068,1.0115113320328444
822,0.27101769911504425,0.016141429669485015,0.3203025753551218,0.27101769911504425,0.5624604025998611,0.025384751668339922,0.6318943211221572,0.6326335877862594,0.675092375149853,0.3217453505007153,0.8121980929978576,0.5486255374655779,1.0126059718822775,1.0331805679018666
666,0.27201327433628325,0.016206764027671027,0.32030257535512185,0.2719026548672567,0.5605636501862918,0.02531388413157739,0.634618003540787,0.6352235550708832,0.6813919498136074,0.31931330472103003,0.8133742176670726,0.5521039663751872,1.0183183970224168,1.0329897398321535
3336,0.27367256637168136,0.016391237509607998,0.3225545675020211,0.2736725663716814,0.5612927459531366,0.02515443217386169,0.6332561623314721,0.634133042529989,0.6717422363818502,0.3402002861230329,0.7849792077960263,0.5426349098990288,1.029219140889552,1.0293229986306842
4193,0.4075912610619469,0.7377978478093775,0.8227566693613582,0.40768805309734524,0.963114544316609,0.763331955353452,0.36981649189704474,0.3701097328244275,0.5404954592481895,0.9880364806866953,0.46956777418406365,0.47903280351707805,1.0987901258190458,1.105418234705923
3610,0.27367256637168136,0.016283627978478096,0.32220810717172876,0.27367256637168147,0.5606467316199193,0.0253280576389299,0.634618003540787,0.6345419847328242,0.6673936248829915,0.3483547925608012,0.7799386734993907,0.5320063771196676,1.00257289607155,1.0313875638645176
654,0.2722345132743363,0.016287471176018448,0.3201293451899757,0.27212389380530977,0.5599774569385523,0.025271363609519874,0.634618003540787,0.6357688113413302,0.6857602680111013,0.3168812589413448,0.8155584491956146,0.5563553794869317,0.9984355783380394,1.032561994684372
2583,0.8775811209439527,0.2686651293876505,0.9761519805982216,0.8784414945919371,0.5287353607658828,0.12950254926278074,0.6715390318822158,0.6722858354537744,0.5141382789848132,0.9692735654109044,0.19824234702211765,0.4334723631308007,1.18585930002476,1.1869784071828593
3611,0.40641592920353975,0.7186779400461185,0.8207645224621781,0.4064159292035398,0.9612984824486244,0.7366680446465481,0.3697398883290208,0.36982006543075246,0.5817548815134744,0.9869814020028611,0.4993489309866846,0.5167399391274939,1.0580639081789922,1.0800810066294706
1311,0.9485619469026548,0.2925634127594159,0.970392077607114,0.947787610619469,0.4871671472881359,0.12869987598181068,0.729265967588179,0.7299618320610688,0.5239665478790665,0.9700107296137339,0.1911202587474272,0.46043287115319576,1.1842358794912191,1.1716601879848267
467,0.4029867256637168,0.7367409684857802,0.8211109827924702,0.4026548672566372,0.9720255369361458,0.7699757869249395,0.3660629170638703,0.3664122137404579,0.742614093573974,0.9848354792560802,0.61057672113244,0.6176143775061597,1.0505397226213766,1.067143052812207
2951,0.41095132743362833,0.7598001537279018,0.8320244831966739,0.4108407079646018,0.9649324848256151,0.7682040985058761,0.368582323301103,0.36900218102508187,0.584395579130606,0.9878397711015735,0.49514848573948833,0.5175129233296293,1.074866142817852,1.0874387717299254
1730,0.4102691740412978,0.011029976940814762,0.31911883589329026,0.41039823008849563,0.3704069039420935,0.011174038859032658,0.9596441054972988,0.9584923664122137,0.43612675786488875,0.3578445398187887,0.33813584239929434,0.35396234922782094,0.9411012221774896,0.994075885275869
4005,0.8904867256637167,0.2990007686395081,0.9721676867998613,0.8902654867256639,0.5210601803474539,0.14251461642945729,0.6829633664714694,0.6842966194111232,0.5126579409784376,0.9728183118741058,0.1938925526105767,0.43132518479153575,1.1200080904494727,1.1727197930739108
557,0.4239491150442478,0.8437259800153729,0.8535266774454323,0.42375553097345137,0.9592681586682191,0.8355725506407606,0.37059103908484264,0.3709446564885497,0.5769283825727096,0.9882868383404864,0.5105851220229344,0.545823469732837,1.1925021221537255,1.1379925079791122
1329,0.8914546460176991,0.2925634127594159,0.9746362166531932,0.8918418141592921,0.5201920285809981,0.138900372054568,0.6833889418493803,0.6836832061068703,0.5366363949879296,0.9703862660944207,0.20511614231108496,0.45772742644572195,1.1653194200764867,1.160558526162032
2835,0.9069413716814158,0.2804573405073021,0.9753940986257074,0.9077157079646018,0.5123103311782558,0.13071517155849524,0.694709246901811,0.69537213740458,0.5054569490746064,0.971137339055794,0.18760658629814758,0.42424754819073374,1.1900451686045062,1.1902584977961987
4050,0.27267699115044247,0.01610299769408148,0.31943642452939136,0.27256637168141595,0.5580727188223413,0.024757573967991497,0.6366607653547595,0.6374045801526717,0.6643719310922439,0.33562231759656663,0.7802747091191664,0.5378037586356827,1.0256793421790902,1.0288690178081563
1378,0.27422566371681406,0.01464642582628747,0.31960965469453734,0.27389380530973456,0.5557030802561549,0.022688241894525483,0.6400653683780471,0.6405398037077424,0.6223046984053997,0.3346208869814021,0.7150837988826814,0.4891057539011545,1.0134420065139051,1.0124595341722589
4190,0.4026548672566371,0.014727132974634896,0.3194364245293913,0.4026548672566372,0.37760025332470987,0.015502273666804463,0.940351355032003,0.9422028353326063,0.592370223178362,0.3048640915593705,0.5085899105305162,0.5121020339146818,1.017809994894751,1.0172375020491247
2495,0.41126935840707957,0.8383455034588779,0.8259397736459174,0.41117256637168154,0.9570861608114808,0.857275733774287,0.3716039084842707,0.37189885496183206,0.4958058397516955,0.9900393419170244,0.4467803587180242,0.4594183293878931,1.1814885916677569,1.1809019414340631
1759,0.6359513274336283,0.022613374327440434,0.5307772260076221,0.6358407079646018,0.3969993416426017,0.015087698576743637,0.8960915157292658,0.8969465648854961,0.5600709441150873,0.46022889842632325,0.3032721468475658,0.4815691579303347,1.0416185809692924,1.0571640589077123
1406,0.4021017699115043,0.014634896233666414,0.322554567502021,0.4019911504424779,0.3823616918275615,0.015275497549164352,0.930818466566798,0.9314340239912758,0.5870297078481927,0.323032904148784,0.48825975553408657,0.49606261172037286,1.0288003707928166,1.0135971368503447
1894,0.27323008849557523,0.015910837817063806,0.32030257535512185,0.27345132743362827,0.5584278788253096,0.024378432646311933,0.6366607653547595,0.6371319520174484,0.6646281181745027,0.33376251788268957,0.7683454446171294,0.5321996231702014,1.0254422933376846,1.0233786863859988
2305,0.6280973451327433,0.025311299000768644,0.5354544404665665,0.6278761061946901,0.4054517473181207,0.017054272721903976,0.8770257387988559,0.8779989094874591,0.5138981492125533,0.5203147353361945,0.2812618137522577,0.4423402096719648,1.1193151022986008,1.0818206246193092
2323,0.630862831858407,0.02328977709454266,0.5354544404665665,0.6309734513274337,0.40512900143334923,0.015551880942538237,0.8804303418221432,0.8808615049073064,0.5610300034486725,0.457653791130186,0.30260007560801444,0.4798299434755302,1.0420421736768672,1.0541131575707257
415,0.6351769911504425,0.02252882398155266,0.532682757824229,0.6351769911504425,0.3997674950997262,0.014981397271599835,0.8913250714966634,0.8925845147219191,0.5710475752549553,0.4530758226037196,0.3069685386650984,0.4889125078506207,1.041293481177253,1.052225762623427
418,0.27610619469026554,0.015818601076095316,0.32290102783231317,0.27610619469026554,0.5573813564352991,0.024180003543376835,0.6373416859594172,0.638495092693566,0.68250209383673,0.32675250357653796,0.7713697651951106,0.5345185757766076,1.0120870077683828,1.0205694360660873
614,0.4044247787610619,0.014281322059953881,0.3203025753551218,0.4042035398230089,0.37715006729708506,0.014775881414988486,0.9423941168459756,0.9427480916030534,0.5633146667104594,0.323032904148784,0.4726340992145167,0.4842746026378086,1.024650397840812,1.0128220378383122
188,0.403650442477876,0.014746348962336668,0.32116872618085224,0.4037610619469028,0.37884570503729253,0.015190456505049316,0.9383085932180304,0.9385223555070884,0.5873515839259028,0.3197424892703863,0.4872516486747595,0.5012802550847867,1.0253641147021952,1.012956866841292
369,0.9402654867256636,0.29477325134511917,0.9738999884513223,0.9407079646017701,0.49264773814384466,0.13025453256953878,0.7210949203322892,0.7215103598691388,0.5493767756556583,0.9703862660944206,0.19254841013147392,0.46166481472534904,1.1095553740750868,1.1534922925360198
1148,0.3954646017699115,0.015180630284396618,0.3192631943642453,0.395575221238938,0.3843250614304795,0.016076300714580997,0.9253711017295382,0.925299890948746,0.6122477132018457,0.2944206008583691,0.5349687066829083,0.5356780520798106,1.0217006073965509,1.020096691524612
1407,0.9379148230088494,0.2952536510376634,0.9697857720291027,0.937721238938053,0.4932466825627203,0.1298160396858206,0.7209246901811246,0.7220896946564888,0.48584434992527875,0.9732653791130185,0.17264039988238752,0.4166384849509638,1.216217100734217,1.1940410924016538
106,0.27367256637168136,0.01595311299000769,0.3213419563459984,0.27345132743362827,0.5590896151910754,0.024456386936750722,0.6352989241454448,0.6361777535441656,0.686863843134679,0.3290414878397711,0.7760742638719703,0.5378037586356827,1.022026277528958,1.0204668035857605
2325,0.9661996066863321,0.2738662567255957,0.9735920237132846,0.9658554572271386,0.480433085959964,0.11891966377290893,0.7409172757123185,0.7415182357930449,0.42194377386928256,0.9719440470513433,0.16702277108040114,0.4065682185398113,1.2801056015240722,1.2536840322793643
2117,0.42597099311701087,0.968186864804851,0.8318512530315277,0.4255408062930186,0.9295363849101822,0.9612787653300263,0.3821629064717721,0.38263358778625955,0.3764570640303483,0.9926402797647436,0.3882518213597308,0.4124300154060045,1.3772730348139732,1.3049693313452084
1954,0.2720132743362832,0.01605303612605688,0.31960965469453745,0.2719026548672567,0.5596175149698037,0.02459457863343767,0.635979844750102,0.6356324972737186,0.6786921321005699,0.33891273247496434,0.7713697651951106,0.5341320836755399,1.0246816527889715,1.022175951346164
3174,0.2710176991150442,0.01549961568024597,0.31857027370366087,0.27123893805309734,0.5597525129843858,0.023942597295222346,0.6352989241454448,0.6357688113413302,0.6488561903667088,0.32389127324749645,0.7653211240391481,0.5252427653509831,1.0227861613496072,1.0209476450157013
116,0.40121681415929195,0.015269023827824753,0.3209954960157061,0.40132743362831863,0.38082516391222915,0.016125907990314773,0.9335421489854281,0.9336150490730641,0.6060729476294484,0.31144492131616597,0.5235434956105347,0.5256292574520508,1.0157155356181045,1.0222918336657436
2359,0.6275442477876105,0.02398539584934666,0.5273126227047003,0.6278761061946901,0.39995582760143883,0.01604795369987598,0.8913250714966634,0.8913576881134133,0.5925344456669895,0.4497854077253219,0.3212500525055656,0.5084303589545388,1.060329300874008,1.0466242226508442
107,0.40674778761061947,0.7770945426594927,0.8257881972514145,0.40685840707964605,0.9681709848902061,0.8075355814090825,0.3675609423941168,0.36791166848418755,0.6357643735733172,0.9869814020028614,0.5494182383332632,0.5598338083965408,1.0792139025235865,1.1182517999946824
3030,0.2735619469026548,0.01560338201383552,0.3201293451899759,0.2736725663716814,0.5576418784285749,0.023758341699639758,0.6380226065640746,0.6382224645583423,0.6515757147783817,0.33505007153075816,0.7515436636283445,0.5219575824919077,1.025772269095169,1.0199847773937807
3165,0.8956489675516224,0.3001110257067214,0.9788466720560497,0.8946165191740412,0.5204284013633176,0.14008543475265262,0.6826607350916214,0.6831000848176421,0.5170060415628871,0.9726116674614529,0.19159070861511318,0.43257054822830954,1.2841997087003727,1.1689020579398743
1308,0.27201327433628314,0.015634127594158338,0.3190899641990992,0.27212389380530977,0.5586011932028356,0.024105592629776174,0.6366607653547595,0.6369956379498363,0.6643522243936085,0.3218884120171674,0.7745621035829796,0.5329726073723368,1.0211741938050891,1.0220170573716905
