,EXEC,L2MISS,FREQ,INSTnom%,INST,L2MPI,IPC,PhysIPC%,MEM,L3HIT,L3MPI,L3MISS,GT,Pred
115,0.628429203539823,0.025080707148347425,0.5375332024483197,0.6280973451327434,0.40778522306471526,0.016816866473749484,0.8749829769848834,0.875,0.5983939040612222,0.4613733905579399,0.3237703196538833,0.5113290497125464,1.0597444994297764,1.0490003496072215
1377,0.9435840707964599,0.2909300538047656,0.9700889248181082,0.9435840707964602,0.49072679045092854,0.1295458572019134,0.7258613645648917,0.726690294438386,0.49591907115760436,0.9721030042918456,0.17977905657999746,0.42746026378085894,1.0965301890214536,1.1925078849206412
3162,0.2709070796460176,0.0159684857801691,0.3199561150248297,0.27057522123893807,0.5624307476662187,0.025228843087462354,0.6318943211221572,0.6327699018538713,0.6723202995418193,0.31659513590844074,0.8130381820472969,0.5466930769602395,1.028486192441581,1.0325337062984472
178,0.27267699115044247,0.015388162951575718,0.32030257535512185,0.27300884955752214,0.5593082457111234,0.023896533396326705,0.635979844750102,0.6363140676117774,0.659070829159345,0.3319027181688126,0.7570882513546435,0.5159669549253586,1.018988477864424,1.0190599371270757
566,0.4023230088495576,0.014892390468870104,0.3209954960157061,0.402212389380531,0.3798600502636378,0.015449123014232563,0.9362658314040582,0.9366139585605235,0.5962458739099731,0.31101573676680966,0.5025412693745537,0.5134547562684187,1.0211241697819111,1.015177182218938
2795,0.40641592920353975,0.7720983858570332,0.8159140778380876,0.4064159292035397,0.956174959201453,0.7869839957479478,0.3717145580825275,0.37213740458015265,0.6160642438375511,0.9869814020028611,0.5237115134204225,0.5434078941011642,1.0940651338876066,1.1085128181234312
176,0.4019911504424779,0.014919292851652576,0.3204758055202679,0.4019911504424779,0.37977346905694953,0.015573141203566997,0.9355849107994004,0.9363413304252999,0.5960685136222553,0.31788268955650933,0.5022052337547778,0.5099763273588095,1.0165201706976286,1.016625606413744
3607,0.6307522123893805,0.026345119139123758,0.541863956576972,0.6307522123893807,0.4090667904695796,0.017614126262327997,0.870216532752281,0.8709105779716466,0.5685579623273611,0.4994277539341917,0.31066493048263116,0.49239093676022994,1.062988182801098,1.0663216632844303
2507,0.415237831858407,0.8783627978478095,0.8201798706548099,0.4154314159292035,0.9423050045691556,0.8870400992145515,0.377919447092469,0.37822041984732824,0.435540866766295,0.9912911301859799,0.40414583945898264,0.4217111937774771,1.2177523546760851,1.221802649753411
170,0.4029867256637167,0.015049961568024598,0.3215151865111444,0.4033185840707965,0.3798733909537553,0.01564755211716766,0.9355849107994004,0.936205016357688,0.5993398255957173,0.3143061516452075,0.5060696433821985,0.5159669549253586,1.0189423535390598,1.0171816180949196
2730,0.2724557522123894,0.015461183704842429,0.3192631943642453,0.27256637168141584,0.5584579648722441,0.024123309513966806,0.635979844750102,0.6371319520174482,0.644369631977403,0.3330472103004292,0.7602805897425126,0.5177061693801632,1.024198961586967,1.0239394934367545
2326,0.27477876106194693,0.015588009223674096,0.32220810717172876,0.2750000000000001,0.5578471179837524,0.024084332368747418,0.637341685959417,0.6376772082878953,0.6540259143087055,0.34778254649499285,0.7438148443735035,0.5105560655104111,1.03014087246461,1.0211087423762182
2851,0.6272123893805308,0.023385857033051502,0.5261000115486775,0.6269911504424778,0.39919239840348336,0.015764483552825847,0.8920059921013209,0.8934023991275898,0.5467754914357973,0.46480686695278967,0.29772755912126686,0.4697811488477705,1.0831190675587399,1.0577732659315535
2309,0.4233038348082595,0.906909215133658,0.8327943950417677,0.42347590953785647,0.9352269726763975,0.896238114923522,0.37930303993221054,0.3796649703138253,0.4167487961579236,0.9918613892862821,0.39753013819464855,0.41964453462593454,1.2896528948649102,1.2355385426998962
1379,0.409070796460177,0.7674865488086089,0.8235362051045154,0.40907079646017697,0.9585922647642019,0.7922990610051378,0.3708293612964728,0.3711832061068702,0.5095561066132397,0.9894134477825465,0.43667828789851715,0.4471713609353108,1.0961294610813992,1.1282203228474188
615,0.9563053097345134,0.297271329746349,0.9743330638641874,0.9564988938053097,0.48550234797175673,0.13124224886316663,0.732840800762631,0.7334208015267175,0.4926514541901369,0.9742668097281831,0.16927374301675976,0.40564761582685144,1.1638770986871283,1.1948679315341744
556,0.27544247787610615,0.01534588777863183,0.32082226585056006,0.2750000000000001,0.5548049218185849,0.023326049725388293,0.6407462889827046,0.6410850599781897,0.6486525544808107,0.3369098712446352,0.7337337757802327,0.5109425576114787,1.0164472447483677,1.0160906509896401
463,0.6326327433628318,0.025476556495003848,0.542037186742118,0.6329646017699117,0.40923555285684665,0.01673536880647257,0.8722592945662536,0.8730916030534351,0.5944000131377991,0.4427753934191703,0.3170496072583694,0.509396589207208,1.0433040801385849,1.0435096254785234
3539,0.40951327433628315,0.7232897770945427,0.8178196096546945,0.40951327433628326,0.9522668109232522,0.7398570838008621,0.3738254119569658,0.374318429661941,0.458390948056427,0.9908440629470673,0.37014323518292935,0.3832069182086091,1.0177839204666388,1.097459284061045
1830,0.2732300884955752,0.015503458877786319,0.3213419563459984,0.27323008849557523,0.5603720838834897,0.023829209236402294,0.6346180035407869,0.6354961832061068,0.6314354687730938,0.34821173104434905,0.7313815264418028,0.5039856997922605,1.032210203173609,1.0185728700069654
627,0.9117809734513274,0.2788768255188317,0.9743330638641875,0.9123617256637169,0.509177437393454,0.12832782141380736,0.6982840800762631,0.6997853053435116,0.5035779974709738,0.9712625178826896,0.18415172008232863,0.4217111937774771,1.1540338017346667,1.1920554541530501
2770,0.27190265486725657,0.016033820138355116,0.3196096546945375,0.27168141592920353,0.5600618878126574,0.024711510069095853,0.6352989241454448,0.6356324972737186,0.6592744650452433,0.32775393419170246,0.7851472256059142,0.5407024493936905,1.0299787223807155,1.0281711190740497
3333,0.9175884955752212,0.2649548424289009,0.9722109943411479,0.9177820796460179,0.5039992254531861,0.12079371641174037,0.7054337464251668,0.7056297709923665,0.5178411311645016,0.969384835479256,0.18332843281387823,0.42238755495434555,1.2204932824111052,1.1919846371351004
2792,0.41061946902654867,0.01722905457340507,0.33727913153943867,0.4106194690265487,0.3912784766152254,0.017408610405716646,0.9144763720550184,0.915485278080698,0.6426223046984054,0.35321888412017166,0.5112781954887217,0.5327793613218029,1.0274184593831732,1.0206246247502784
3890,0.40176991150442476,0.014277478862413534,0.31857027370366087,0.4017699115044248,0.3780321222126178,0.015077068446229254,0.9410322756366607,0.941112322791712,0.5746801767033978,0.3052932761087268,0.4954845213592641,0.4974153340741097,1.022371566990988,1.014925066759589
3915,0.9321073008849557,0.28415641813989245,0.975697251414713,0.9324944690265489,0.49799898765665485,0.12773873501446878,0.7131792183031458,0.7138597328244275,0.5311759972410622,0.9703862660944207,0.18862099382534547,0.4467365573216097,1.165451397962396,1.17187171405442
2808,0.27411504424778754,0.015576479631053039,0.32220810717172876,0.27433628318584075,0.5597091216612834,0.024105592629776174,0.635979844750102,0.636041439476554,0.6562921846517663,0.3331902718168812,0.7619607678413911,0.5219575824919077,1.0255217996669663,1.0222796570735886
