hash 5 itr 14 probe 14 84.85592603683472
hash 4 itr 17 probe 4 76.4094591140747
hash 8 itr 25 probe 16 96.29937410354614
hash 3 itr 25 probe 2 71.09048366546631
hash 4 itr 2 probe 8 77.67878770828247
hash 5 itr 7 probe 20 88.18804025650024
hash 3 itr 12 probe 2 70.28687000274658
hash 4 itr 19 probe 10 78.52250337600708
hash 3 itr 25 probe 16 76.82603597640991
hash 6 itr 25 probe 12 87.84240484237671
hash 7 itr 22 probe 8 86.90154552459717
hash 8 itr 14 probe 4 84.19044017791748
hash 3 itr 7 probe 16 77.35028266906738
hash 6 itr 2 probe 16 90.17770290374756
hash 8 itr 4 probe 20 98.76569509506226
hash 4 itr 4 probe 8 77.0949125289917
hash 5 itr 2 probe 14 84.85774993896484
hash 4 itr 7 probe 2 73.59288930892944
hash 6 itr 19 probe 10 86.78319454193115
hash 2 itr 17 probe 18 72.95280694961548
hash 3 itr 22 probe 18 77.27696895599365
hash 3 itr 4 probe 8 75.74834823608398
hash 8 itr 14 probe 12 92.28237867355347
hash 5 itr 4 probe 6 81.27584457397461
hash 3 itr 12 probe 12 75.42779445648193
hash 7 itr 9 probe 20 95.02331018447876
hash 4 itr 19 probe 18 81.96165561676025
hash 8 itr 2 probe 14 93.45604181289673
hash 6 itr 22 probe 14 88.18337917327881
hash 3 itr 17 probe 4 71.91071510314941
hash 5 itr 2 probe 18 88.42371702194214
hash 3 itr 14 probe 6 72.90033102035522
hash 5 itr 17 probe 20 87.54163980484009
hash 7 itr 2 probe 10 89.37263488769531
hash 8 itr 25 probe 20 98.97036552429199
hash 8 itr 22 probe 2 82.35951662063599
hash 5 itr 19 probe 6 80.36288022994995
hash 8 itr 12 probe 16 96.86830043792725
hash 4 itr 7 probe 6 75.95270872116089
hash 6 itr 9 probe 6 82.9242467880249
hash 4 itr 17 probe 20 82.08067417144775
hash 5 itr 17 probe 10 84.19923782348633
hash 4 itr 12 probe 10 80.22209405899048
hash 8 itr 9 probe 20 98.9240288734436
hash 5 itr 7 probe 14 85.20429134368896
hash 3 itr 19 probe 18 76.69390439987183
hash 2 itr 7 probe 18 73.10882806777954
hash 2 itr 14 probe 4 70.06005048751831
hash 2 itr 14 probe 14 73.51651191711426
hash 2 itr 9 probe 14 72.96885251998901
hash 8 itr 12 probe 14 94.33642625808716
hash 2 itr 17 probe 6 70.65483331680298
hash 8 itr 14 probe 14 94.23770904541016
hash 4 itr 14 probe 14 80.10059595108032
hash 3 itr 12 probe 8 73.57025146484375
hash 4 itr 2 probe 16 81.67023658752441
hash 7 itr 4 probe 4 82.71437883377075
hash 5 itr 12 probe 12 84.58840847015381
hash 3 itr 7 probe 20 77.65109539031982
