,EXEC,L3HIT,L3MPI,MEM,L2MISS,FREQ,IPC,INST,L2MPI,PhysIPC%,L3MISS,INSTnom%,GT,Pred
1720,0.28681415929203535,0.4360228898426323,0.3987062628638635,0.3948775721347282,0.0102336664104535,0.31964430072756667,0.6701620591039084,0.5304704255772842,0.014956593633732947,0.6706106870229007,0.289753128170443,0.2868141592920354,1.0305899945753103,1.0267812916310917
1336,0.28301991150442474,0.39089175011921795,0.4661374105655198,0.4445338544660306,0.010846143991801178,0.31831042845594176,0.6633301557038448,0.5359885397621248,0.016250516742455562,0.6639631043256997,0.3298388005861796,0.2834070796460177,1.0228534447805882,1.0435491387220046
3413,0.41792035398230093,0.9912732474964234,0.38929726551014404,0.4563414513983545,0.8186010760953114,0.8218039034530545,0.37981751327795177,0.9355253570667765,0.8227721018130278,0.38004362050163576,0.41026136528334706,0.4179203539823009,1.2013690050891026,1.1697435071895443
3836,0.4169026548672566,0.4109871244635193,0.22275801234930903,0.29880859868950455,0.007963105303612607,0.31770412287793043,0.9790276453765491,0.3633945133122368,0.008041339396444813,0.9809160305343512,0.23402096719648288,0.41690265486725664,1.0261352007426214,1.0271085675048321
1006,0.28650442477876104,0.426409155937053,0.44057630108791535,0.44177951488676864,0.01127747886241353,0.32352465642683914,0.6606291706387034,0.5378303968032159,0.016444811905746176,0.6616412213740458,0.3200541088941494,0.2865044247787611,1.0322521910960558,1.0229533746060149
4036,0.28495575221238933,0.4334191702432046,0.40623346074683914,0.4143188872284171,0.01021214450422752,0.3189167340339531,0.6673021925643469,0.5327596931370516,0.015140140553947912,0.6677480916030533,0.29083530605343244,0.28526548672566376,1.024304395848201,1.015245955823885
1040,0.4147345132743362,0.38414878397711016,0.2810937959423699,0.35690539142430167,0.009609531129900078,0.31940177849636214,0.9685414680648236,0.36669058818222455,0.009658536585365854,0.9721374045801525,0.29678728440987484,0.414424778761062,1.034608380765403,1.0317435961297403
2618,0.4114306784660766,0.3600143061516452,0.31206507889836316,0.39789247806261263,0.010079426082500642,0.3181083265966046,0.9636161423578007,0.3687151329444159,0.01034725093013642,0.9661259541984732,0.3221733739150039,0.4114306784660767,1.0311846701259852,1.0241996464333025
3632,0.41457964601769903,0.409585121602289,0.21993531314319315,0.2933385446603058,0.007785549577248271,0.31818916734033953,0.9723546234509055,0.3654517780430091,0.007927242662257132,0.9725190839694657,0.22915116672303001,0.414424778761062,1.0322173967110353,1.0292101420219444
2752,0.2828908554572271,0.3953981878874583,0.4686856806821522,0.4572096409548991,0.01101652574942352,0.31911883589329015,0.6601525262154432,0.5376734961320051,0.016448945845390656,0.6618956743002544,0.3332206064705219,0.2831489675516224,1.0273201024354297,1.0344233907420235
716,0.4189159292035398,0.41659513590844055,0.22581593648926784,0.3028761926658236,0.008199846272098387,0.31940177849636214,0.9771210676835079,0.36343659487927055,0.008309218685407196,0.9790076335877862,0.23645586743320934,0.41876106194690266,1.0031378817701848,1.0281947204258626
62,0.425575221238938,0.4396280400572246,0.23992943251984714,0.3285251178296356,0.009464258262874713,0.33177041228779297,0.959961868446139,0.3707843852811803,0.00928152128978917,0.9601145038167939,0.25891105850524176,0.42557522123893804,1.0108493560535847,1.0234326687131614
3342,0.2857300884955752,0.4360228898426323,0.38412231696559834,0.3850833429129785,0.009684857801691009,0.3186742118027486,0.6701620591039084,0.5311235789162853,0.01433650268706077,0.6698473282442748,0.27460263780858973,0.2855752212389381,1.029971495010723,1.0203574549674561
1772,0.41132743362831853,0.4252074391988555,0.22628638635695383,0.3046327164041844,0.008237509607993852,0.3189167340339531,0.9628217349857006,0.369319059843972,0.008388590326581232,0.9641221374045801,0.23537368955021976,0.4110176991150444,1.0244688950248837,1.0241027830295433
1570,0.28301991150442474,0.42443967572722935,0.43222581593648923,0.4309614131892555,0.010698180886497568,0.3193209377526273,0.6617413409596441,0.5375340890991599,0.015886730053741215,0.6620547073791349,0.308646150377635,0.28289085545722714,1.033956481511108,1.0225518293279845
1582,0.2859882005899705,0.42443967572722935,0.4459472704106635,0.44412767751082494,0.011186907507045863,0.32113985448666127,0.6649189704480456,0.535041741531769,0.016391070690367916,0.6650763358778626,0.32284973509187237,0.2859882005899705,1.029841513107533,1.0265663154700762
789,0.9588864306784659,0.9804005722460658,0.12594334999509949,0.3543778978426639,0.2869587496797336,0.9702910266774454,0.7380044486812838,0.4820247080513451,0.1260851591566763,0.7375954198473282,0.30346071468831015,0.957853982300885,1.1264803104835854,1.1955245440007674
3351,0.9745575221238939,0.9831187410586552,0.10870752299743772,0.3365247236956629,0.2893927747886242,0.9735535281210301,0.7476508239139316,0.47631634822620567,0.12476229847044232,0.7478189749182113,0.26687279578723605,0.9743362831858405,1.1909326041580794,1.20306832733788
990,0.285575221238938,0.44944206008583687,0.37212584533960597,0.3690539142430165,0.009700999231360493,0.31843168957154416,0.6692087702573879,0.5310586724054519,0.014321620504340635,0.6704198473282442,0.2675684815691579,0.2858849557522124,1.0294304163361463,1.023274492202476
3559,0.6340265486725661,0.5608011444921316,0.1634342840341076,0.3248465340843775,0.017809377401998467,0.5250606305578011,0.9018112488083888,0.39499557046726863,0.011856138900372055,0.9036259541984734,0.26053432532972604,0.6340265486725664,1.043809204908012,1.0576423120809026
2488,0.28650442477876104,0.43562231759656656,0.3690679211996471,0.37717438786067364,0.009329746348962338,0.3189167340339531,0.6711153479504289,0.5298484379832973,0.013894997933030178,0.6713740458015266,0.26269868109570504,0.2865044247787611,0.9950750676754327,1.0139253325693867
1220,0.4128761061946903,0.3763376251788269,0.298500441046751,0.3824991378319347,0.010045349730976174,0.31940177849636214,0.9647283126787415,0.36868278150834005,0.010174452252997108,0.9635496183206107,0.31274940818397023,0.4128761061946904,1.028844722611216,1.025815433965061
2839,0.6452802359882005,0.5943490701001432,0.17014603547976084,0.347978694869142,0.016504611837048423,0.5143492320129343,0.936606291706387,0.3789198280278899,0.010785448532451425,0.9389312977099238,0.2752789989854582,0.6450221238938053,1.0832391709540106,1.0486461874871014
2970,0.285575221238938,0.4187982832618026,0.429755954131138,0.41588228532015176,0.010631821675634128,0.3208569118835893,0.6634890371782649,0.5358677395396267,0.015616370400992145,0.6645038167938933,0.3103145079472438,0.28526548672566376,1.0282085493382924,1.0351203880955828
2622,0.2866592920353982,0.4420314735336195,0.3768303440164657,0.3631130014944246,0.009695618754803997,0.3186742118027486,0.6711153479504289,0.5295988222304012,0.014296816866473747,0.6717557251908397,0.2710855596888739,0.2865044247787611,1.0400445964372482,1.0339337777562603
1716,0.28495575221238933,0.4406294706723892,0.39870626286386357,0.3889458558454994,0.010298232129131439,0.31818916734033953,0.6682554814108673,0.53164626249275,0.015105415460934269,0.6692748091603055,0.28867095028745343,0.2849557522123894,1.0273943163666928,1.0307827299788266
1771,0.6456415929203538,0.6028612303290415,0.1412760952660982,0.30087412346246695,0.017163720215219065,0.5282134195634599,0.9142040038131554,0.3892013304991016,0.011196362133112857,0.9146946564885496,0.22915116672303001,0.6457964601769912,1.0628217715748511,1.0634721254238428
1215,0.9717920353982299,0.9844062947067239,0.09573654807409586,0.2749741349580412,0.27261081219574684,0.9585691188358932,0.7570702256116935,0.4696829558835611,0.11856138900372055,0.7576335877862593,0.23334460601961446,0.9715339233038348,1.1221159632624882,1.2425067392986313
3556,0.2860398230088495,0.45685264663805447,0.38906204057630106,0.390683986665134,0.010249807840122983,0.31940177849636214,0.6682554814108673,0.5318455201650338,0.015090533278214135,0.6690839694656489,0.2802840716942847,0.2855752212389381,1.0347452835889208,1.0204407842578147
2897,0.417754424778761,0.9957558416785888,0.21425071057532094,0.26349158907154085,0.806623110427876,0.8152789005658853,0.38242770892913885,0.9294461446578725,0.8098387763538651,0.3829516539440205,0.22455191072032463,0.4176253687315634,1.168500447170598,1.171851800093008
96,0.28696902654867246,0.4616595135908441,0.3638929726551014,0.3794275204046442,0.009830130668716373,0.32158447857720285,0.6663489037178264,0.5333628173179615,0.01431169904919388,0.667175572519084,0.2651335813324315,0.2868141592920354,1.0237189096497412,1.0061874257712273
19,0.6386983775811208,0.5819980925131141,0.17171420170538074,0.3379698815955858,0.017997694081475793,0.5220291026677446,0.914362885287575,0.38909960630263424,0.01194295163290616,0.9157124681933843,0.27482809153421256,0.6388274336283185,1.089697389618932,1.056503704575868
1738,0.287433628318584,0.4684692417739628,0.35801234930902676,0.3635912173813082,0.009749423520368948,0.31940177849636214,0.6720686367969494,0.5297124498969923,0.014326581231914012,0.6719465648854962,0.2580994250929996,0.2877433628318584,1.026712419682563,1.015951590018326
1735,0.6317293510324483,0.6020267048164044,0.15132804077232184,0.29765107100433,0.01722200871124776,0.5260711398544866,0.8976803304734665,0.3960201859239069,0.011541959487391482,0.8985368956743004,0.23943185661143043,0.631858407079646,1.069497914691495,1.0697729591639766
966,0.284646017699115,0.4452360515021459,0.40176418700382244,0.38916657087021495,0.01048116833205227,0.3189167340339531,0.6663489037178264,0.533502921624624,0.015363373294749896,0.6669847328244275,0.2908353060534325,0.2843362831858408,1.0277729875258592,1.0325879493782855
1272,0.285575221238938,0.44363376251788283,0.39329608938547483,0.3931210483963674,0.010287471176018448,0.3203718674211803,0.6644423260247853,0.5346142363726554,0.01507069036792063,0.666030534351145,0.2851538721677375,0.28557522123893814,1.0247230766763191,1.021135041040237
1578,0.2827617994100294,0.40557939914163094,0.44751543663628346,0.4208836264704756,0.010698180886497568,0.31831042845594176,0.6633301557038448,0.5362089061489993,0.015985944605208767,0.663645038167939,0.3176642994025476,0.28289085545722714,1.0385539411514897,1.0462944259496494
1719,0.9240412979351031,0.9814020028612304,0.11298637655591492,0.3316396520672874,0.26826159364591334,0.9680679062247372,0.7133778201461709,0.4980502476540366,0.1207523770152956,0.7146946564885494,0.266937211137414,0.9261061946902653,1.1101948129751027,1.1802430182500163
3348,0.28366519174041294,0.4127563185503099,0.46358914044888755,0.4366095719814538,0.011343838073276966,0.3197251414713015,0.6609469335875436,0.5370456128847177,0.016767259198015708,0.662531806615776,0.3332206064705219,0.2831489675516224,1.031992893393696,1.0482763535464088
3655,0.6408407079646017,0.6789699570815451,0.10554542781534842,0.22846304172893436,0.01670637970791699,0.5313662085691188,0.9018112488083888,0.39546638668437145,0.010928482844150475,0.9028625954198474,0.17144403111261414,0.6408407079646018,1.0467797221918131,1.0901616392419424
1191,0.9705014749262535,0.9805674773485932,0.11443693031461333,0.35614361804038785,0.2707276454009736,0.967461600646726,0.7507149666348902,0.4736292217009615,0.11761058288548991,0.7509541984732825,0.27911171232104603,0.9723082595870207,1.1475058117394992,1.1875526196477284
1496,0.4144247787610619,0.38755364806866954,0.2705086739194354,0.3456213357857225,0.009324365872405843,0.31940177849636214,0.9685414680648236,0.3669889735130496,0.009395618023976851,0.9687022900763357,0.2846127832262428,0.4138053097345133,1.0280005586527272,1.0317091343798417
1514,0.4165929203539822,0.4171959942775394,0.22181711261393702,0.2971265662719853,0.008033051498847043,0.31818916734033953,0.9761677788369875,0.36427035460199025,0.00814055394791236,0.9770992366412213,0.23266824484274598,0.41628318584070806,1.031528052054206,1.028070009057956
4032,0.28433628318584075,0.42080114449213163,0.4257571302558071,0.38764915507529596,0.010491929285165258,0.31794664510913495,0.6663489037178264,0.532962456103041,0.015442744935923933,0.6677480916030533,0.30652688535678047,0.2843362831858407,1.0367291967523122,1.0568080939815696
3994,0.29161504424778756,0.4766809728183119,0.40011761246692146,0.4201678353833775,0.011465795541890856,0.32813257881972524,0.6634890371782649,0.5367779937766775,0.01653410500206697,0.6637404580152672,0.29272911734866425,0.29146017699115045,1.0336219745854844,1.0061669503474149
3939,0.9358407079646017,0.9842632331902718,0.1078506321670097,0.3383968600660175,0.30015372790161415,0.9726873772952996,0.7183712379136592,0.4953640608303163,0.13319553534518397,0.718784078516903,0.2587564616648147,0.9358407079646017,1.213953761641293,1.1810214094683922
429,0.9640486725663716,0.9842393896041964,0.09573654807409583,0.3018967697436487,0.2766461696131181,0.9690784155214227,0.7419764855417857,0.47890463720037146,0.11889210417527907,0.7433206106870227,0.23605005072708826,0.9640486725663718,1.123824281681417,1.2132228006052945
3554,0.41380530973451324,0.39155937052932765,0.2578065274919141,0.34140935739740197,0.008797079169869333,0.31770412287793043,0.9714013346043852,0.36594496532781745,0.008954113269946258,0.9706106870229007,0.26810957051065265,0.41380530973451346,1.0276087146574509,1.023032375640335
643,0.6416666666666665,0.5457796852646638,0.17485053415662058,0.3681419320228379,0.01732065078145017,0.5187954729183507,0.9254845884969812,0.3848273974361792,0.01115336916081025,0.9265267175572518,0.28745350016909027,0.641924778761062,1.0204689110552407,1.033475451349036
1363,0.6437831858407079,0.5071244635193133,0.1649867685974713,0.3462007127256007,0.014398155265180634,0.5109943411479385,0.9408960915157292,0.3780865545822834,0.009370814386109963,0.9429389312977099,0.2678390260399053,0.6439380530973452,1.0276577528688229,1.0431455592984828
970,0.28449115044247786,0.44103004291845493,0.3996471625992355,0.39279917231865735,0.010292851652574944,0.3189167340339531,0.6653956148713058,0.5348283335750759,0.015194708557255063,0.6658396946564885,0.28677713899222185,0.2843362831858408,1.0256036529324462,1.0265587496849249
1494,0.28495575221238933,0.428412017167382,0.39329608938547483,0.3810460972525578,0.009792467332820909,0.31818916734033953,0.6673021925643469,0.5324178518196715,0.014534931789995867,0.6685114503816795,0.2808251606357795,0.28526548672566376,1.0283149023702358,1.032088008307106
3091,0.6366592920353981,0.6052646638054363,0.14165245516024697,0.29725347741119673,0.01864335126825519,0.5320937752627324,0.8951382268827452,0.39775838689612275,0.012292682926829265,0.8948473282442747,0.22833953331078796,0.6368141592920353,1.0477034749726348,1.0634485202520951
1915,0.64858407079646,0.5475822603719599,0.16482211114378126,0.3308426255891481,0.015113758647194466,0.5131770412287793,0.9437559580552906,0.37672967607770524,0.00986192641587433,0.9452290076335877,0.2678390260399053,0.6485840707964602,1.038030231101897,1.0591094101057226
4082,0.41566371681415926,0.3953648068669527,0.24651573066745078,0.322216346706518,0.008528055342044583,0.31818916734033953,0.9742612011439465,0.3648781679748692,0.008671351798263746,0.9751908396946565,0.2570172472100101,0.41597345132743363,1.0221233727713512,1.0295225568848219
3456,0.285575221238938,0.44042918454935626,0.3636577477212585,0.3693482009426371,0.009426594926979247,0.31770412287793043,0.6711153479504289,0.5294972126929675,0.013766019016122363,0.6713740458015267,0.2643219479201893,0.2855752212389381,1.0358316241197347,1.0154838819492624
4085,0.41672197640117997,0.9922508345255125,0.3677349799078702,0.4390542974288232,0.849666922879836,0.8061843168957156,0.3858436606291706,0.9223553127964766,0.8528317486564695,0.3859732824427481,0.3877804080712433,0.41659292035398227,1.1321370679104614,1.1870734846536657
63,0.9743731563421827,0.9852408202193611,0.09148289718710181,0.27196229451661114,0.27570458621573146,0.9751414713015358,0.7459485224022878,0.47607073203918726,0.1190988011575031,0.7472964376590333,0.22432645699470183,0.9748893805309736,1.1267619164867455,1.2415212953795898
2865,0.9253318584070795,0.9874105865522175,0.08601391747525236,0.25710847990190444,0.2851652574942352,0.9684721099434115,0.7133778201461709,0.49765096068874326,0.13046713517982636,0.714058524173028,0.19742982752789986,0.925589970501475,1.1674302443594875,1.225366641432072
3972,0.2857300884955752,0.4406294706723892,0.38318141723022636,0.3893505000574779,0.009824750192159878,0.31843168957154416,0.6701620591039084,0.5306697784914017,0.014415874328234806,0.6706106870229007,0.27703753804531617,0.2858849557522124,1.0247936268238165,1.016088197020467
3982,0.28211651917404124,0.39122556032427275,0.4778986572576693,0.45604475610223394,0.011182423776582118,0.31911883589329026,0.6609469335875436,0.5385015000175098,0.016639107069036787,0.6611005089058523,0.3402096719648292,0.2823746312684366,1.0277495767020888,1.043115744436686
3767,0.42588495575221236,0.9929899856938486,0.38056033939597594,0.42261672113379206,0.9650269023827824,0.8263078877468528,0.38472014163148566,0.9249615097868812,0.9457272780960256,0.38495092693565974,0.4108411034349485,0.42588495575221247,1.3261235457921197,1.259676557675093
1711,0.641150442477876,0.5300906056270863,0.18700382240517494,0.3757673295781124,0.01875096079938509,0.5317299919159257,0.9032411820781696,0.3950773781410629,0.012319140140553946,0.9028307888040712,0.30165708488332765,0.6414085545722715,1.0554986168512923,1.0387078653700477
1845,0.988938053097345,0.986695278969957,0.08392489603898011,0.2718578490138439,0.28055342044581094,0.9735535281210301,0.757864632983794,0.4682529529535272,0.11937636567648972,0.7595419847328243,0.20773950432388036,0.9896017699115045,1.3208177944349642,1.243663556617637
2917,0.6412794985250737,0.4713400095374344,0.1926884249730471,0.392466567038357,0.01363502434025109,0.5024252223120452,0.9532888465204956,0.37328319323852366,0.008867300537412155,0.9546755725190839,0.3129297711644685,0.6411504424778761,1.0293491924816454,1.026587105079495
907,0.6426991150442477,0.5576299475441105,0.1856316769577575,0.3739280377054834,0.01775108890596977,0.5210185933710589,0.9223069590085795,0.3857306275281042,0.011628772219925589,0.9235050890585244,0.3005298162552136,0.6429572271386431,1.0664240212736014,1.0397204945019634
3927,0.9734513274336282,0.987982832618026,0.07636409459402697,0.26060138275335426,0.2765180630284397,0.9693960041575239,0.7490126651232465,0.47482163165227403,0.11898659422429576,0.7505452562704471,0.18698487849654571,0.9743362831858405,1.3655552277953764,1.2366648836467538
3421,0.6504424778761062,0.5668097281831188,0.1534842693325493,0.3219588458443499,0.015033051498847046,0.5228779304769604,0.9294566253574832,0.38207124021341404,0.009787515502273667,0.9288167938931298,0.2494420020290835,0.6501327433628318,1.039904082815651,1.0584078367192737
2748,0.2854719764011798,0.4015736766809728,0.4665294521219247,0.46390772885772324,0.011303484499103254,0.3213419563459985,0.6617413409596441,0.5363911858934418,0.01654402645721372,0.6633269720101781,0.337955134708601,0.28547197640118,1.025732097132518,1.0282578219837415
2959,0.6442477876106194,0.5975202670481641,0.15193570518474958,0.32500287389355104,0.016845375352293114,0.5240501212611154,0.9199237368922782,0.38737071179615873,0.011058288548987187,0.9198473282442748,0.2450681997520008,0.64476401179941,1.0810642571739202,1.0511566141898432
3128,0.4106563421828908,0.36669051025274196,0.30304812310104867,0.38941640801624705,0.00995388162951576,0.31750202101859337,0.9652049571020017,0.36825983210210356,0.01017775940471269,0.9654898218829516,0.31473340096945096,0.4109144542772861,1.0008210809586744,1.0229329305869406
1607,0.41723820058997046,0.9930853600381496,0.27756542193472505,0.35860060543357475,0.7008070714834743,0.8172999191592563,0.3811566571337781,0.9324993790574532,0.7060768912773874,0.38152035623409664,0.29128621350467815,0.41710914454277287,1.07365463916923,1.0971948494030102
261,0.9513274336283187,0.9856938483547925,0.09222497584743981,0.2813433399569737,0.28132205995388165,0.9711283058089847,0.7313087294021515,0.4860797962145672,0.12391188802929191,0.7318702290076337,0.2226194502149862,0.9513274336283187,1.2439497768400698,1.2223100531403213
1862,0.4169026548672566,0.4051788268955651,0.2316965598353425,0.2956827221519715,0.008129900076863952,0.31843168957154416,0.9761677788369875,0.3640485402022967,0.008284415047540305,0.9790076335877862,0.24132566790666213,0.41690265486725664,1.0244783031739388,1.038763497267149
1335,0.9059734513274335,0.97689556509299,0.13533274527099873,0.361561098976894,0.25261337432744047,0.9739288601455134,0.69272322847156,0.5131340627254429,0.1180653162463828,0.6948155216284987,0.3075188817495208,0.9057153392330384,1.095509387767832,1.159523195115629
3675,0.9856194690265487,0.9838340486409154,0.09765195110681732,0.3187906655937464,0.2715603382013836,0.9692227739923778,0.7585455535884513,0.46845988719223397,0.11693143565818225,0.7595419847328246,0.2390453645103628,0.9853982300884957,1.3064160215591485,1.2121922881677467
2558,0.41052728613569317,0.3660228898426323,0.28834656473586195,0.362729815687627,0.009406866512938766,0.3185125303152789,0.9620273276136,0.3696106858101468,0.009677552707730467,0.9618320610687022,0.2978243715477398,0.4101401179941003,1.0235920594902232,1.032197393696772
1454,0.41566371681415926,0.4314163090128756,0.2669802999117906,0.33632279572364643,0.00987855495772483,0.322554567502021,0.9628217349857006,0.36916810329180866,0.010010748243075651,0.9639312977099236,0.27866080486980044,0.41566371681415937,1.0310012587598212,1.0377520077462346
1852,0.2857300884955752,0.4189985693848355,0.4005880623346075,0.39005862742844005,0.009765564950038432,0.3189167340339531,0.6692087702573879,0.5310760281926005,0.01458453906572964,0.6698473282442748,0.28434223875549536,0.2858849557522124,1.0215522443824443,1.0319352370936672
577,0.6463126843657816,0.5404387219837863,0.2058218171126139,0.4158255738207457,0.020024340251088908,0.5361762328213419,0.9000635525897679,0.39526355836861576,0.013088052914427451,0.9013994910941473,0.3336715139217675,0.6465707964601771,1.0098524515857965,1.0249254563260526
660,0.29068584070796466,0.4420314735336196,0.4321082034695677,0.43264743073916545,0.01166487317448117,0.32837510105092965,0.6625357483317443,0.5373623686717129,0.016563869367507235,0.6631679389312977,0.32194792018938106,0.2908407079646018,1.015584984942978,1.0248085308700599
