,EXEC,PhysIPC%,L2MISS,MEM,L3MISS,GT,Pred
2645,0.553206239168111,0.6425352112691338,0.09345132743362831,0.11825840375586479,0.4095954171142141,1.0196472909899998,1.024432012456872
4031,0.3463893703064125,0.8008450704250728,0.015646017699115045,0.12410516431924506,0.4358515335954171,0.9750525480329999,0.9889861071886752
3663,0.7833622183708838,0.8676056338080778,0.024719764011787614,0.11946291079811831,0.41293710466595057,1.0577983253,1.052955069260959
678,0.9899480069324091,0.5792112676072654,0.09061946902654867,0.07798400000000001,0.24358037952022915,1.4722727026299998,1.4953658188971097
1233,0.24933564413656847,0.5774647887337394,0.016448377581132743,0.13510610328676056,0.43871583721160046,1.01824408349,1.0021189493331946
2516,0.34985557481247836,0.8090140845090394,0.014997050147504423,0.11771868544597182,0.4100728010497673,1.02136072828,0.993709574167023
2986,0.43789716926655115,0.49183098591687846,0.09887905604707964,0.12869107981183098,0.4444444444439671,1.01089449394,1.0073309518088487
319,0.2072790294627383,0.33436619718432214,0.02456637168141593,0.4999061032856338,0.6234634204554244,1.0364640654700001,1.041907262547177
2512,0.26246100519930676,0.2656901408458189,0.04820530973451328,0.6789859154929577,0.795703544575725,1.05694543765,1.046982537460445
2647,0.43096476025441943,0.4850704225365776,0.11469026548672566,0.12045821596206197,0.41818832796276406,1.0209116109899998,1.0158107157986547
2696,0.24725592143292893,0.5723943661985137,0.01655457227139823,0.13368638497614646,0.4291681584919441,1.00384265094,1.0037467005533653
625,0.9691507798960141,0.5661971831001865,0.0984070796460177,0.09001645070422536,0.265062656641604,1.50990234321,1.465882067943038
2623,0.24956672443674177,0.5732394366210514,0.017227138643079645,0.1401502347421634,0.44826351593268887,0.9883622024429999,1.0010586592715827
686,0.38105141536707104,0.3543661971838151,0.6112094395292036,0.11969201877896336,0.43155507817114214,1.02217913979,1.0458888896497505
1334,0.2374350086655113,0.31457746478961857,0.03767256637168142,0.6146478873239437,0.669889008234873,1.02954341252,1.0500195049383936
1988,0.21190063547105722,0.3518309859162023,0.024967551622407082,0.4908920187785915,0.6272824919441461,1.04795652056,1.0384830761736294
4016,0.20751010976291162,0.478309859156277,0.2712684365780531,0.1241727699530479,0.43823845327604727,0.976999069182,1.0075247949928974
3648,0.2545580589254766,0.2827605633810782,0.04857345132743363,0.703774647887324,0.8022914428929467,1.01891270688,1.0511426777231332
1301,0.35101097631403816,0.8123943661991898,0.014690265486725664,0.11758572769949295,0.4100728010497673,0.9813884148109999,0.9936135802564248
469,0.4420566146738302,0.49070422535377667,0.08129793510336283,0.12114553990572394,0.41914309583530257,0.9859224548459999,1.0118951356148727
315,0.23674176776429812,0.31985915493047845,0.038743362831858405,0.6197183098591549,0.6852846401718582,1.0375435182,1.0493091482225025
4152,0.24633160023084927,0.5695774647903369,0.016318584070796463,0.13143286385014086,0.43250984604368065,1.03023654286,1.0029849033368619
1741,0.23674176776429812,0.30528169014170503,0.037548672566371684,0.6154929577464789,0.6630862871464375,1.0250403203799998,1.0514963560136916
672,0.24748700173310229,0.5746478873255624,0.016589970501486726,0.1356582159628169,0.43871583721160046,0.982886547971,1.0025598886494032
1870,0.7856730213726171,0.8760563380334536,0.02265486725663717,0.11821220657281127,0.4110275689223058,1.0842315268,1.0520391218797218
2969,0.24402079722703643,0.288802816902222,0.037663716814159295,0.5983098591549295,0.6655925528105979,1.03383709513,1.0479980669731062
65,0.5471981513573657,0.6391549295789836,0.09675516224176992,0.12158460093859154,0.42630385487576083,1.00118216464,1.0180460665070288
2422,0.6710571923743501,0.5219718309876675,0.023799410029486726,0.11686384976529578,0.3952738990332975,1.0636325628799999,1.0957368860135945
69,0.4526863084922011,0.4994366197197167,0.07115044247787611,0.12433051643154926,0.42773600668385253,1.00087084593,1.0090684855642174
3067,0.34870017331022535,0.8059154929602983,0.014548672566371683,0.11654460093892959,0.4052989616899392,0.989086670349,0.9946631291820748
3975,0.25049104563812824,0.5757746478886642,0.016318584070796463,0.13311549295774647,0.43203246210812746,1.0309938675,1.002510397753781
3978,0.2486424032353553,0.5769014084526111,0.015917404129805312,0.13144413145540282,0.41914309583530257,1.02331698111,1.0048768537401196
1736,0.7718082033483535,0.8591549295827018,0.020849557522123894,0.12347042253521126,0.42725862274686716,1.0001602684,1.0403142735567026
1341,0.34916233391126517,0.8059154929602983,0.015504424778761062,0.1206734272300507,0.4258264709387755,0.9770445129369999,0.9904535118165873
4326,0.36834199884436747,0.8504225352108462,0.014607669616530974,0.11687136150238873,0.40720849743358395,0.986460419805,0.9927706544122544
3022,0.24956672443674177,0.5740845070435889,0.016448377581132743,0.13631549295811832,0.4291681584919441,0.994673897508,1.0035814558084917
3783,0.6733679953781629,0.5219718309876675,0.02769321533922124,0.12600187793389295,0.43203246210812746,1.09588731279,1.082777223931341
927,0.9691507798960141,0.5661971831001865,0.10463716814159292,0.07790738028169014,0.24464017185821696,1.4866699357,1.4814240734006465
2610,0.20889659156533796,0.3357746478879881,0.02431858407079646,0.49765258216,0.6100966702470462,1.03609406225,1.0422693707887998
4028,0.7787406123604853,0.8585915492981933,0.021935103244849555,0.12534460093896335,0.43823845327604727,0.990609250281,1.0388876096920847
2974,0.3812824956672444,0.35549295774776196,0.7622418879044247,0.11764507042256901,0.42630385487576083,1.02294163695,1.0410930046228997
3523,0.2486424032353553,0.5735211267624607,0.016731563421840706,0.1363605633802817,0.43680630146795557,0.9821492780040001,1.0025976090199666
2842,0.7885615251299827,0.8746478873264074,0.023309734513274335,0.10341690140845071,0.35868242033655573,1.0803617903,1.0807667571627817
1307,0.36603119584055466,0.846478873244638,0.01487905604718584,0.11800563380285072,0.4138918725384891,0.9821245784200001,0.991592557648782
653,0.2098209127674177,0.4861971830996794,0.19858407079646018,0.11376713615023099,0.4239169351951307,0.977618968981,1.0097919019421195
654,0.42426343154246104,0.46901408450836346,0.1807669616520354,0.11951173708920562,0.4138918725384891,1.04147692595,1.0269735968594775
2619,0.2220681686883882,0.48084507042388963,0.19492625368743363,0.13273427230009013,0.4458765962520587,1.00240515064,1.007511622134616
3065,0.20912767186620454,0.4850704225365776,0.2178171091444248,0.11653896713611267,0.4052989616899392,1.0140219959999999,1.0124194212489388
1303,0.545580589254766,0.6346478873257313,0.1352212389380531,0.1173352112675718,0.40864064924167565,0.997509061196,1.033140550905482
2689,0.20958983246655113,0.48169014084642725,0.255929203539823,0.12051455399061409,0.42153001551450053,1.0098060006899998,1.009669374198907
1871,0.24841132293448875,0.5749295774661265,0.016188790560460176,0.1305539906099493,0.42200739945148585,1.00599350931,1.0042661077010269
119,0.24818024263431543,0.281408450705018,0.03698230088495575,0.5808450704225352,0.6462585034013606,1.06647846099,1.0469641213841505
98,0.3662622761407279,0.8504225352108462,0.015303834808247787,0.12250140845033239,0.426781238811314,1.01379955957,0.9893659264326412
4155,0.43050259965337956,0.4754929577480999,0.13486725663716814,0.12216713615023098,0.42153001551450053,1.08400955952,1.01939219301667
2520,0.23951473136915077,0.30401408450789863,0.037831858407079644,0.6169014084507042,0.6655925528105979,1.0734955117,1.0509805693884904
3069,0.24910456383570193,0.5740845070435889,0.015917404129805312,0.13032112676019153,0.41627879221911923,1.01310957825,1.0049142976032022
178,0.5550548815715772,0.6456338028187201,0.09746312684353982,0.12121539906140848,0.4248717030676692,0.969791696815,1.0201186841148535
4158,0.9885615251299827,0.5776901408466977,0.2247079646017699,0.07732259154929577,0.2420050125313283,1.5585170084200002,1.563627801649447
3068,0.7902946273830156,0.8873239436644713,0.018949852507362832,0.11917370892056339,0.4062537295624776,1.02663264775,1.0528341421541485
634,0.24592720970537263,0.28647887324024357,0.037238938053097345,0.5898591549295775,0.6602219835302543,1.04966338631,1.0469566698814559
1742,0.6641247833622184,0.5166197183110327,0.03941002949840708,0.12073990610366199,0.4167561761546724,1.04083463096,1.089080508516352
1002,0.2277296360485269,0.4102816901420008,0.021300884955752213,0.45999999999999996,0.5381310418904404,1.0630745946100002,1.0376965720977334
74,0.22634315424610055,0.38788732394475456,0.02147787610619469,0.45267605633802815,0.527389903329753,1.03654229354,1.0382711705474095
2523,0.38266897746967077,0.3571830985928371,0.791740412980531,0.11593990610332396,0.4205752476433942,1.07162148536,1.0411260273512593
308,0.24610051993067592,0.5701408450723103,0.016932153392318582,0.13747230046985917,0.44683136412459723,0.9950878270829999,1.001689809324131
924,0.3639514731369151,0.8447887323970277,0.015539823008849556,0.1243868544597183,0.43250984604368065,0.997408548544,0.9884344862164464
2651,0.6837088388214905,0.5321830985930485,0.03994690265486726,0.0983605633802817,0.33583959899749377,1.1547988356799999,1.1315318145635591
3977,0.20935875216637784,0.3321126760572735,0.023657817109132746,0.48563380281690144,0.5886143931256713,1.0658411459000001,1.0422756039268024
2692,0.5460427498558059,0.6352112676077049,0.10761061946902654,0.12046948356807889,0.4200978637064089,1.01715541001,1.0230414662586804
3531,0.37111496244922015,0.3453521126773108,0.712684365780531,0.11755117370895775,0.4248717030676692,1.0152866175700002,1.0392586047434678
2196,0.7902946273830156,0.8647887323939853,0.02217109144541593,0.12180281690178031,0.42296216732259223,1.0179198292799998,1.0512999425412803
3981,0.2488734835355286,0.5749295774661265,0.01648377581122124,0.13169953051681127,0.42296216732259223,1.02866187261,1.004168929433095
66,0.2488734835355286,0.5771830985931751,0.016542772861345135,0.13450516431924506,0.4348967657243108,0.989658891292,1.0027651589860191
4328,0.4348931253608319,0.4746478873255624,0.12837758112106193,0.1192525821596282,0.4057763456254923,1.0285082518000002,1.0238636373873702
1328,0.6666666666668979,0.5194366197200547,0.0368495575221239,0.12280187793427606,0.4248717030676692,1.0545330217,1.0854607156469642
3018,0.2576545349511265,0.5769014084526111,0.019268436578159295,0.13633802816938592,0.4444444444439671,0.988567325073,0.9993008785560049
2609,0.2497978047369151,0.5774647887337394,0.016519174041309734,0.1350572769956845,0.4358515335954171,0.9942293311879999,1.0024519337558933
2691,0.6488734835355287,0.5039436619729688,0.0263598820059115,0.12064488262873238,0.41627879221911923,1.0412738020799999,1.079916738153123
4139,0.3662622761407279,0.8515492957798635,0.014253687315646017,0.11393427230047322,0.3905000596734694,0.985941442312,0.9970381210166589
4128,0.2398613518197574,0.3065492957755114,0.03716814159292035,0.6135211267605634,0.6419620479770856,1.04111344249,1.052504409977079
2991,0.24494511842842293,0.5661971831001865,0.017427728613557524,0.14002253521089575,0.45208258742141066,0.981305872388,1.0013683705506098
4029,0.25049104563812824,0.5684507042272351,0.018300884955752213,0.14150610328638874,0.45303735529251704,0.986001196679,1.0000596105989257
4024,0.3794338532637782,0.35323943662071333,0.7504424778761062,0.12148732394366198,0.44205752476476906,1.01951246484,1.0374464909124486
4017,0.25483535528596185,0.27836619718388267,0.048722123893805314,0.7055774647887324,0.8229144289294666,1.02663980371,1.0497304202056916
1241,0.20912767186620454,0.48309859155093837,0.22572271386442477,0.12106553990572394,0.42630385487576083,1.0262250661799999,1.0099766626669484
1995,0.2486424032353553,0.5763380281706376,0.016696165191752214,0.1330553990606535,0.4301229263630505,1.00395419334,1.003356156900401
2531,0.2098209127674177,0.4850704225365776,0.24731563421840708,0.11914516431962817,0.4172335600902256,0.9722070231569999,1.0104239190209763
2621,0.4318890814558059,0.48028169014191624,0.13769911504424778,0.12460469483605635,0.42725862274686716,1.06331592657,1.0181548522670014
311,0.4344309647604853,0.4825352112689649,0.0856637168141593,0.12896150234779719,0.4434896765728607,1.06480399682,1.0060568040204578
177,0.24818024263431543,0.5743661971849983,0.016861356932141594,0.13603004694873239,0.43537414965986393,0.957281636987,1.0029583725760707
1310,0.6809936452915079,0.5307042253536076,0.025321533923292037,0.118967136150231,0.40673111349803076,1.02819882639,1.0946180867896578
3761,0.3794338532637782,0.3535211267612775,0.6430678466088496,0.12329389671361128,0.43537414965986393,1.0153775266,1.0439183197022384
628,0.5488157134606586,0.6414084507060321,0.0984070796460177,0.11973107981258592,0.4138918725384891,0.999592114933,1.0229592500296745
117,0.20912767186620454,0.3394366197195477,0.024035398230088496,0.49126760563380273,0.5933882324854995,1.05759106566,1.042632880189621
1232,0.5545927209705374,0.6450704225367467,0.0455457227139823,0.1220446948356845,0.42725862274686716,1.02820429947,1.0063461359398505
176,0.6913922588097053,0.5338028169031938,0.026820058997061944,0.12320000000037185,0.4258264709387755,1.03896840953,1.0922627037499337
2652,0.20566146736013868,0.33267605633924696,0.023834808259575225,0.49239436619718313,0.594343000358038,1.04847785926,1.0437526706324347
1993,0.24656268053171576,0.5729577464804871,0.016212389380530972,0.13345352112713238,0.42630385487576083,1.00664226259,1.004363624298519
2429,0.4353552859618718,0.4839436619734758,0.14820058997061947,0.11842629107985353,0.40673111349803076,1.00176790613,1.0252627396436391
4333,0.20935875216637784,0.48422535211404005,0.20448377581132743,0.11525145539909859,0.3990929705220193,0.9851950549070001,1.0132373413616893
3781,0.23795493934142117,0.31457746478961857,0.0381858407079646,0.6191549295774648,0.6831364124597207,1.06229055666,1.049387159855404
4145,0.3475447718079723,0.8036619718332497,0.014961651917415929,0.11882441314516054,0.4167561761546724,1.01863181187,0.9924883536464559
316,0.3829000577698441,0.35661971831086375,0.6784660766973452,0.12089389671399438,0.4406253729566774,1.04069556437,1.0426944275285557
304,0.3470826112076257,0.8050704225377608,0.015563421828920353,0.12361690140807886,0.43107769423558895,0.985019278397,0.9901384231326552
3655,0.24910456383570193,0.5749295774661265,0.01615339233037168,0.1334460093896676,0.42630385487576083,0.9795432949339999,1.003791190062928
180,0.36533795493934146,0.8453521126756207,0.015634218289097345,0.12236619718272676,0.4296455424274973,0.9601038609550001,0.988538157845932
1994,0.3849797804734836,0.35971830986044995,0.6643067846619469,0.11289014084507043,0.43871583721160046,1.11152329861,1.0432817620114716
4272,0.9636048526863085,0.5624788732410211,0.21054867256637166,0.07044123943661972,0.2857715717866094,1.61215641304,1.4997844296000635
1298,0.21374927787383016,0.3447887323953374,0.024106194690265485,0.4931455399064788,0.6024585272710348,1.03461330611,1.0407782916139543
2987,0.9927209705372617,0.5803943661988181,0.1655929203539823,0.07962771830985915,0.24913712853562478,1.51175467228,1.5337774971906484
2890,0.7718082033483535,0.8563380281686095,0.02146312684364602,0.1217427230043155,0.4177109440272109,1.0367399817799998,1.0461102533682474
2428,0.5465049104561525,0.635492957748269,0.1143362831858407,0.11581859154929577,0.402912042009309,0.998885238028,1.0304778154639163
114,0.24841132293448875,0.5757746478886642,0.016106194690265484,0.13092957746441689,0.42200739945148585,1.0193870660100002,1.0043578165942322
1865,0.23778162911611786,0.3268309859164136,0.03820353982300885,0.6216901408450705,0.6892230576441103,1.0820252425,1.0486211978837983
3920,0.24818024263431543,0.5769014084526111,0.016436578171079647,0.1346028169017803,0.43203246210812746,1.02475876401,1.003403325258091
2315,0.23899480069324092,0.3217605633811881,0.03809734513274336,0.6126760563380281,0.669889008234873,1.0906269638200001,1.0489682271328422
630,0.43812824956672447,0.47915492957881456,0.1461946902654867,0.12268169014047324,0.42296216732259223,1.04344081376,1.0222037599236535
76,0.24702484113206244,0.5743661971849983,0.016353982300884955,0.1343849765261972,0.43346461391621915,0.99431908711,1.0033146499833299
685,0.24610051993067592,0.5690140845083634,0.017168141592920353,0.1325558685445972,0.4554242749731472,0.98575119716,0.9995891805124041
1306,0.7856730213726171,0.8619718309883436,0.022277286135681418,0.11821596244127323,0.4105501849867526,1.00474802418,1.0557944833295276
2514,0.973310225303293,0.5690704225368143,0.15851327433628318,0.0688038309859155,0.26978875760830645,1.66547121305,1.494474732481895
1247,0.24702484113206244,0.5687323943677992,0.017333333333345132,0.13684131455361126,0.4406253729566774,1.0209515264700002,1.0022821572975813
1990,0.20958983246655113,0.4853521126771418,0.22749262536884957,0.1193014084503324,0.41818832796276406,0.9962499559379999,1.010828802776495
949,0.25118428653934144,0.5797183098607879,0.015209439528035398,0.12409014084544225,0.39193221148156104,1.02091586198,1.0077534325421378
2199,0.4295782784519931,0.485633802818551,0.13109144542761061,0.12543098591549295,0.4348967657243108,1.02872528152,1.0137667178754841
1159,0.36580011554038133,0.8450704225375918,0.01480825958700885,0.1184371830989634,0.40864064924167565,0.986164915941,0.9928765760264004
561,0.23830155979202775,0.3118309859163714,0.03801769911504425,0.6197183098591549,0.6716791979949875,1.0760543816700001,1.0506633180419997
3418,0.20704794916256503,0.48028169014191624,0.2606489675515044,0.12164131455361125,0.42821339061940566,1.0208609457100002,1.00899209261791
2884,0.22512998266897746,0.3868309859165826,0.02111504424778761,0.4498591549295775,0.5098460436806301,1.06000510499,1.0400009201746423
1022,0.4355863662620451,0.4819718309869914,0.10607669616530974,0.12445446009352111,0.42821339061940566,1.04596603052,1.0135791014390305
4140,0.24818024263431543,0.5757746478886642,0.015457227138654866,0.12685446009427606,0.3990929705220193,0.984732662561,1.0075008898749165
4157,0.213056036972617,0.489859154931239,0.16790560471964602,0.1193915492954028,0.41818832796276406,1.0133432945,1.01125021778523
