,EXEC,PhysIPC%,L2MISS,MEM,L3MISS,GT,Pred
2688,0.9927209705372617,0.5815774647903705,0.22874336283185842,0.07783369014084507,0.2438095238095238,1.54123967228,1.56820784210144
1854,0.7833622183708838,0.8571830985911469,0.022430678466088493,0.12246384976526196,0.42200739945148585,1.01220804205,1.0502421185865682
2310,0.24910456383570193,0.5735211267624607,0.016212389380530972,0.13331455399023098,0.4296455424274973,1.02702858618,1.0031657349639658
2989,0.25002888503778165,0.5673239436632883,0.018253687315646017,0.14167136150234366,0.454946891037594,0.9813089233140001,0.9998446886717031
2317,0.2082033506641248,0.48338028169150254,0.25734513274336285,0.1164176525821634,0.4301229263630505,1.02750073649,1.0081309162317877
3642,0.6551126516464472,0.5087323943676302,0.04943952802371682,0.1241953051646986,0.42773600668385253,1.0505495385999999,1.0849124978577223
1740,0.257469670710572,0.2748169014092249,0.04863008849557522,0.6972394366197184,0.8083064804869317,1.03264934653,1.0493089021308386
4129,0.26149046793760833,0.27042253521202936,0.04824070796460177,0.6904788732394367,0.7871106337271752,1.03335587196,1.0497315539458751
2655,0.3436164067015598,0.7949295774673097,0.014678466076707964,0.11708544600935211,0.40864064924167565,0.9986184742919999,0.9944380768212594
97,0.26315424610051996,0.2631549295782061,0.04710088495575221,0.6747042253521127,0.7813820264948085,1.06426460014,1.0477936569938044
1858,0.210051993067591,0.48647887324108874,0.2508554572272566,0.11659342723008452,0.40816326530612246,1.01019445287,1.0112420846710066
4021,0.9885615251299827,0.5771830985931751,0.10902654867256638,0.0783830985915493,0.24575725026852846,1.495114333,1.5028568587238933
1311,0.38082033506620455,0.3552112676063527,0.6253687315646018,0.11622009389670986,0.4052989616899392,0.995096698144,1.0515864358452829
1732,0.5495089543618719,0.6388732394384192,0.07150442477876105,0.11984450704262535,0.41484664041102753,0.991627837486,1.0167562880026768
1866,0.2507221259389948,0.5769014084526111,0.016212389380530972,0.13317558685445632,0.4248717030676692,1.0094660660600001,1.003668750965467
4146,0.7879838243812826,0.8788732394390955,0.020648967551610622,0.12177652582197185,0.42153001551450053,1.06491861633,1.0465158868919158
2533,0.27123050259965337,0.24633802816970798,0.057469026548672565,0.7645070422535212,0.9373433583959899,1.02267125385,1.0485533368475328
1986,0.5513575967646447,0.6419718309880056,0.12778761061946903,0.12046948356769577,0.41818832796276406,1.011127817,1.0290897929304403
1743,0.2486424032353553,0.5746478873255624,0.016542772861345135,0.13441877934272675,0.43107769423558895,0.981517989548,1.0032923012504378
4331,0.2497978047369151,0.5757746478886642,0.016023598820070796,0.13154178403718308,0.4172335600902256,0.973658236718,1.0048460930219054
3012,0.5453495089545928,0.6349295774662955,0.03624778761061947,0.12008150234704226,0.41818832796276406,1.00386942481,1.0061864188590044
2198,0.3419988445982669,0.7895774647906748,0.015398230088495574,0.1213558685449803,0.4258264709387755,1.00271258919,0.9912107876243361
922,0.20797227036395147,0.48169014084642725,0.23976401179929202,0.12352676056338029,0.4358515335954171,0.9903688650069999,1.008800983268942
955,0.6872328134024264,0.5332394366212204,0.04495575221238938,0.11075154929577465,0.3790428452087361,1.0453264437,1.1165115619676484
3982,0.2733102253032929,0.2514084507049335,0.05931858407079646,0.7670422535211268,0.9760114572144648,1.06464037434,1.0439407989405183
1245,0.24725592143292893,0.5709859154948479,0.01662536873157522,0.13579342722966758,0.4344193817873254,1.01836922443,1.0031331569309803
125,0.42726747544748706,0.4769014084517659,0.1433628318584071,0.11992488262910421,0.4158014082821339,1.09178528392,1.0209805947020767
3928,0.2564991334488735,0.2773521126768376,0.04787964601769911,0.6990422535211267,0.7985678481919084,1.08176453005,1.0505955963239197
2202,0.24725592143292893,0.5718309859173853,0.016613569321522123,0.1351061032860056,0.4391932211485857,1.00957344013,1.0023209161711863
190,0.7787406123604853,0.8788732394390955,0.021710914454265488,0.12220845070459718,0.4234395512595775,1.01447009972,1.0411476189588347
318,0.24748700173310229,0.5743661971849983,0.016991150442477874,0.13790422535174085,0.4477861319971357,0.996144075018,1.001440977209184
1574,0.37850953206239174,0.35323943662071333,0.6112094395292036,0.11889577464825918,0.41914309583530257,1.03887247776,1.0476833422492122
2536,0.23708838821490472,0.31394366197271534,0.03778761061946903,0.6205633802816902,0.6727533118510561,1.0195635948700001,1.0508458642243301
