,EXEC,PhysIPC%,L2MPI,L3MISS,L3MPI,L2MISS,IPC,MEM,L3HIT,INSTnom%,INST,FREQ,GT,Pred
1883,0.35609474292339693,0.8264788732417647,0.013903061224494775,0.28881728129896167,0.07515749109843878,0.01136283185840708,0.8265162200279641,0.08651643192484507,0.3689126084060604,0.3564493758668516,0.17722959301158833,0.2520793346132438,0.9727741925360001,0.9948225135677772
1886,0.7879838243812826,0.8816901408447371,0.009464285714285033,0.2802243704504117,0.03303204601479046,0.016991150442477874,0.8801128349800849,0.08599061032864225,0.5326884589724926,0.7891816920943134,0.16647253969639828,0.5243122200892515,0.988019184235,1.0282325738563256
4074,0.24471403812824957,0.3069718309867802,0.05648915816333736,0.5656999641962048,0.21142152834839772,0.034336283185840706,0.30719322990170267,0.5833802816901409,0.49808205470330164,0.2451456310679612,0.5537707164575393,0.5424664107485605,1.06498942425,1.0399871733244113
2660,0.6839976891972271,0.5315492957761452,0.017130102040850935,0.26303854875331184,0.03593536017518487,0.02660766961653097,0.5317348378018784,0.08156957746478873,0.7565043362244017,0.6837725381414702,0.27597979387104354,0.752719129878119,1.08273813642,1.0943989530946974
1885,0.6957827845199308,0.5422535211285697,0.013392857142874227,0.2620837808807734,0.035135579293344286,0.02119174041299115,0.5430183356834175,0.08126535211264224,0.7031354236163121,0.6962552011095701,0.2706105371814719,0.7514395393474087,1.03317361797,1.0833621703933989
1658,0.25511265164644714,0.5901408450718033,0.021951530612285653,0.30218403150733975,0.11065461517403452,0.01271976401178761,0.5909732016947686,0.1008450704225014,0.41527685123429464,0.2552011095700416,0.24826081881274925,0.2530390275115163,1.00675052654,0.999071074871283
2455,0.24107452339688043,0.3179577464797689,0.05602040816333677,0.569280343716434,0.21840591618734592,0.034601769911504425,0.31851198871695136,0.592112676056338,0.46480987324898765,0.24098474341192788,0.5493048235828817,0.5273512476007677,1.05293562112,1.0359194225702333
1055,0.255574812247487,0.5949295774664647,0.019910714285726928,0.2611290130082349,0.09378252533541495,0.011775811209451327,0.5952045134014037,0.08704225352112677,0.4626417611739369,0.25566343042024964,0.2467574439348607,0.2511196417149712,1.02017363089,0.9992639916677337
2678,0.38151357596741775,0.35577464788832613,0.7410714285736495,0.2907268170426065,0.0705560120516023,0.6489675516212389,0.35627644569866895,0.08697690140841689,0.9896597731824517,0.38187702265325935,0.4126757187069449,0.627319257837812,1.0534740170799999,1.0355864671618402
2008,0.28682842287694976,0.24401408450772963,0.07729591836744554,0.8063014679556033,0.2640098603122432,0.05364601769911504,0.24456981664350433,0.7152112676056338,0.5673782521683014,0.2867545076282941,0.6769132109708591,0.7735124760076775,1.02545462502,1.0460223871841794
2681,0.2548815713462738,0.5901408450718033,0.021364795918381845,0.30218403150733975,0.11010682004930156,0.012412979351044249,0.5909732016947686,0.1010403755868169,0.4006004002666447,0.2552011095700416,0.2483651091913169,0.25271912987811895,1.02640947847,0.9982091559871126
3827,0.2176776429809359,0.5036619718324047,0.33239795918422504,0.2907268170426065,0.12544508353886608,0.16471976401168142,0.5035260930895678,0.08835492957743099,0.9573048699139286,0.21775312066574204,0.2912824141225095,0.2530390275115163,0.9630822996189999,1.0126461082973892
1441,0.2539572501441941,0.5887323943681372,0.021096938775524363,0.29597804033941993,0.10846343467543139,0.012212389380530974,0.5895627644564028,0.0987830985915831,0.3982655103403597,0.2542764678682386,0.24891968510484694,0.2523992322456814,1.0127519554200002,0.9979263842390271
1659,0.23830155979202775,0.3160563380290593,0.055082908163335574,0.5800214822771214,0.21832374691865242,0.034840707964601765,0.3160789844856362,0.5957746478873239,0.4600567044697999,0.23821081830790572,0.5462501384201328,0.5163147792706333,1.02092742912,1.035912866919868
3836,0.24090121317157712,0.30845070422622095,0.05744579081639981,0.5764411027568923,0.2155299917830731,0.03534513274336283,0.3087799717916908,0.6,0.491827885257002,0.24133148404993066,0.5498511809506139,0.5261516314779271,1.02497981552,1.0402574876552417
4380,0.4469093009823224,0.5045070422549423,0.03706632653067228,0.26828977204869314,0.056455765543796214,0.03747492625380531,0.5049365303237022,0.08406234741780282,0.8085390260176146,0.4470642625977809,0.2905673181786797,0.5175943698013435,1.05162390242,0.9967274512576243
