,EXEC,PhysIPC%,L2MPI,L3MISS,L3MPI,L2MISS,IPC,MEM,L3HIT,INSTnom%,INST,FREQ,GT,Pred
933,0.25303292894280766,0.5859154929591153,0.02181122448982374,0.30218403150733975,0.11021637907411667,0.012672566371681416,0.5867418899881337,0.10128450704225352,0.4106070713807241,0.2533518261678225,0.2504338424642948,0.25271912987811895,0.990373769286,0.9993737784551988
3664,0.12986712882703638,0.5791549295788144,0.03739795918370842,0.3160281656527032,0.23544234456302385,0.01064306784661947,0.5796897038089982,0.4552112676056338,0.2525016677782697,0.12977346278321775,0.2540023506015785,0.1311580294309021,1.01377886516,1.114377510748427
1046,0.3743500866551127,0.8676056338080778,0.011977040816341808,0.25301348609667024,0.06321555738142974,0.01015929203539823,0.8702397743326802,0.07592676056341409,0.37891927952013976,0.3744798890429959,0.16872593114817533,0.2520793346132438,1.01723615042,0.9972895455718205
1873,0.2805892547660312,0.25774647887396546,0.08001275510214288,0.8417472252058719,0.27781429745275266,0.055008849557522124,0.2581100141047364,0.7405633802816901,0.5441127418280668,0.2808599167822469,0.6376536321144126,0.7128119001919386,1.02333781665,1.0200987875901233
2670,0.2541883304450607,0.5892957746492656,0.022640306122490614,0.3117317102284282,0.11547521227050123,0.013002949852495576,0.5909732016947686,0.09236431924878873,0.40760507004650026,0.2542764678682386,0.24908521897178734,0.2520793346132438,1.0188446058399998,0.9996572567891228
2215,0.7833622183708838,0.8760563380334536,0.009630102040841365,0.2802243704504117,0.033656532456861135,0.017002949852495577,0.8787023977459503,0.08707605633802816,0.5600400266849767,0.7845584835880722,0.16713801285677193,0.5233525271909789,1.0025279316,1.0297448968910878
2366,0.25580589254766034,0.5929577464808252,0.019897959183698855,0.2577873254564984,0.09400164338537387,0.011575221238938053,0.5937940761630378,0.0858103286385014,0.4509673115415114,0.2552011095700416,0.24716129713343396,0.2520793346132438,1.0244500449299998,0.9979047315098555
4072,0.25511265164644714,0.5895774647906749,0.020727040816365724,0.2816565222585034,0.10430019172818407,0.011882005899716814,0.5909732016947686,0.09652582159628169,0.41661107404917175,0.2552011095700416,0.24869035755771388,0.2530390275115163,1.01315298362,0.9976608644724188
3237,0.25696129404991336,0.5940845070439269,0.02000000000003827,0.2778374507697816,0.10123253903040264,0.011657817109132744,0.5952045134014037,0.09067042253524507,0.40793862575096995,0.2570503929722608,0.24703100651831197,0.2530390275115163,0.9708402754600001,0.996066817612293
4069,0.2541883304450607,0.589859154931239,0.021619897959211255,0.2845208258746867,0.10594357710205422,0.012294985250725664,0.5895627644564028,0.09589859154932959,0.43128752501682166,0.2542764678682386,0.24826831773266653,0.2520793346132438,1.01593197731,0.9993591911521773
2303,0.7879838243812826,0.8873239436644713,0.00815051020409203,0.2611290130082349,0.03088468912627773,0.014584070796460177,0.8871650211592202,0.07845633802813522,0.4859906604407892,0.7887193712441054,0.1655069916872078,0.5204734484961613,0.9825833660619999,1.0241743710345672
1450,0.38405545927209706,0.3574647887334013,0.8622448979590079,0.28308867406659505,0.06891262667773213,0.7516224188778761,0.3581100141047364,0.08555117370887887,0.9913275517017985,0.3837263060568655,0.4098785522719646,0.6279590531026872,1.03356642848,1.0435910909445059
559,0.7879838243812826,0.8901408450701129,0.009056122449003898,0.29550065640243467,0.03497124075595728,0.016247787610619468,0.8913963328658552,0.10109671361501972,0.49199466310923684,0.7901063337961166,0.16479180122979126,0.5185540626996161,1.0231744117200001,1.0227541451015751
2656,0.2151357596762565,0.4983098591566149,0.5267857142876619,0.2807017543859649,0.12226787181594084,0.25734513274336285,0.4978843441487982,0.08529577464785351,0.9736490993999246,0.21497919556171985,0.2941924905522681,0.2523992322456814,1.01056950627,0.9936590186712498
4312,0.3540150202197574,0.821126760565975,0.012857142857159257,0.26781238811314,0.07033689400164339,0.010383480825946903,0.8222849083213291,0.07955718309862536,0.3565710473646954,0.3541377716130375,0.1785851815452057,0.2520793346132438,0.963513951056,0.9917424051527352
2685,0.37111496244922015,0.856901408453118,0.013418367346968649,0.2912042009781597,0.07373322377419886,0.011268436578159293,0.8603667136810442,0.0883549295774986,0.3552368245498183,0.3717059639389737,0.17070694058730482,0.2530390275115163,1.0347807393200001,0.9976282237515197
1837,0.22021952628561525,0.3388732394375743,0.03728316326534093,0.46592672156534193,0.19841139413870168,0.01943362831858407,0.3400564174900424,0.4278685446005634,0.3745830553700383,0.22052704576976423,0.48866324510629844,0.42802303262955854,1.04026972498,1.0266044265588308
1130,0.2824956672443674,0.24739436619788,0.07834821428581423,0.8259935553168636,0.26926869350862775,0.05417699115044248,0.2473201692528171,0.7298591549295775,0.5641260840562256,0.28259361997226073,0.6530290199138005,0.7348848368522073,1.03232381126,1.0333802697546026
2361,0.2571923743500867,0.595492957748438,0.019030612244909477,0.25921947726459005,0.09454943851010682,0.011067846607681415,0.5952045134014037,0.08591173708923944,0.4192795196799264,0.25751271382385577,0.24616983660574465,0.2523992322456814,1.009376981,0.9953039321444058
4376,0.21536683997712305,0.3515492957756382,0.0384821428573195,0.4439670605084139,0.19107093946852918,0.01943362831858407,0.35218617771544736,0.4638497652585915,0.41627751834570265,0.2159038372635229,0.444984372979868,0.38259756877831086,1.01762127875,1.033435712591317
1134,0.6768341998842288,0.527042253522893,0.01661989795919212,0.2539682539677766,0.034763078608709946,0.02565191740414159,0.5275035260952434,0.0813258215962817,0.7528352234822391,0.6773000462316228,0.2783247175299523,0.7511196417149713,1.1132187424,1.0936646941749575
2665,0.7902946273830156,0.8760563380334536,0.010841836734694953,0.2725862274729681,0.032232265132851275,0.019504424778761062,0.8772919605075843,0.08397370892014647,0.5957304869911928,0.7910309754965326,0.16730549736452396,0.527831094049904,1.0445837535299998,1.0395574891393804
3837,0.2537261698440208,0.5864788732410887,0.022678571428613112,0.31364124597207305,0.11459874007132292,0.013168141592920355,0.5867418899881337,0.10118685446009014,0.40960640426931616,0.2538141470180305,0.25001598510174783,0.2530390275115163,0.976575131875,0.9997733532540042
2684,0.554361640670364,0.645352112678156,0.07576530612254563,0.28977204917006805,0.049323473021199674,0.09474926253699115,0.645980253881024,0.08776938967140283,0.9256170780523436,0.5547850208044384,0.22756212518466812,0.5025591810623801,1.03718267274,1.0119282745053013
1881,0.25511265164644714,0.5909859154943408,0.02142857142859876,0.2935911206587898,0.10791563955069843,0.012365781710902654,0.5909732016947686,0.09662347417839999,0.4106070713807241,0.2552011095700416,0.24805157413777068,0.25271912987811895,0.996757325599,0.9981499886105489
2235,0.2571923743500867,0.5960563380295664,0.01751275510207591,0.19577515216612962,0.0725280745002465,0.010100294985238938,0.5980253878696729,0.06937840375590987,0.5276851234154529,0.2570503929722608,0.24575922303191397,0.2523992322456814,0.990517759017,0.9970045439359484
4306,0.2546504910454073,0.5873239436636262,0.020535714285753237,0.2759279150261367,0.10243768830468364,0.011752212389380531,0.5895627644564028,0.08986666666670423,0.41460973982635585,0.2547387887198336,0.24969991845884207,0.25367882277639153,0.992200100229,0.9967941025442736
1052,0.2158290005774697,0.3653521126768038,0.045612244898017365,0.5036400525127104,0.2311695425909614,0.02217109144541593,0.36558533145326605,0.461596244131831,0.41160773849213206,0.21636615811373094,0.4494287737699155,0.388035828534549,1.05376659314,1.0299786115365726
3400,0.21467359907590994,0.3453521126773108,0.04051020408181188,0.46258503401360546,0.19720624486442068,0.020153392330371684,0.3456981664320814,0.4634741784033803,0.4182788525685185,0.21497919556171985,0.44845306022269243,0.3832373640431862,1.04390476787,1.0338082561048254
4383,0.2546504910454073,0.589859154931239,0.02098214285715687,0.29550065640243467,0.10769652150106819,0.012200589970513275,0.5909732016947686,0.09925258215966198,0.3992661774517676,0.2547387887198336,0.24875607300256736,0.2523992322456814,0.984021559224,0.9978345104718527
550,0.38798382437920276,0.3614084507055251,0.6875000000021526,0.2816565222585034,0.06792659545341002,0.6053097345132743,0.3619181946407079,0.08288037558689577,0.9889926617745127,0.3878871937128988,0.40565021777507415,0.6276391554702495,1.04430773144,1.0361388001653238
545,0.6923165800117852,0.5400000000015212,0.013596938775514792,0.2773600668342284,0.03802793755135579,0.021038348082584073,0.5401974612151484,0.08585539906107043,0.6604402935292397,0.6930189551553398,0.272441105053617,0.7504798464491362,1.1657862702200001,1.06768187581876
3239,0.25580589254766034,0.5895774647906749,0.020727040816365724,0.27926960257787325,0.10079430293081348,0.012212389380530974,0.5909732016947686,0.09289389671361127,0.4326217478316987,0.25612575127184467,0.2484614246615874,0.25367882277639153,0.9613692228820001,0.9977489070131172
1872,0.253264009242981,0.5876056338041904,0.021721938775550665,0.2978875760830648,0.11109285127362366,0.012365781710902654,0.5881523272222682,0.09423474178399999,0.4042695130088073,0.25288950531622745,0.2494912926867242,0.2520793346132438,0.9831139951710001,0.9988400459773064
2463,0.25534373194662047,0.5892957746492656,0.021198979591863776,0.29597804033941993,0.10912078882497946,0.012212389380530974,0.5895627644564028,0.09904976525825353,0.3979319546368906,0.2552011095700416,0.24865904730079735,0.2533589251439539,1.00427079941,0.9972907184276008
2683,0.25303292894280766,0.5842253521140401,0.02242346938778371,0.30027449576369497,0.11185976444798684,0.012790560471964602,0.5853314527497677,0.10007136150238874,0.41861240827198765,0.25288950531622745,0.25073184556714323,0.2533589251439539,1.01955624287,0.9996739417193283
1828,0.37088388214904683,0.8616901408503147,0.013354591836751731,0.2950232724668815,0.07351410572456861,0.011386430678477876,0.8631875881535447,0.08830384976526198,0.35590393595775716,0.3703190013869626,0.1702416548940613,0.2514395393474088,1.00644597227,0.9994984705278335
2299,0.28261120739480067,0.5546478873252244,0.027959183673517806,0.3102995584203365,0.1018898931799507,0.018430678466088497,0.5557122708033225,0.12085633802816902,0.5530353569051211,0.2829403606102635,0.2664632492543023,0.30070377479174665,0.9865616349169999,0.9893626518880195
2658,0.5513575967646447,0.6422535211285697,0.07283163265302657,0.27210884353741494,0.04598192276088743,0.09156342182902656,0.6431593794085235,0.08367286384980283,0.9276184122751595,0.551548774850208,0.2280993035944203,0.5019193857965452,1.0272621361399998,1.0135012349280106
2174,0.4353552859618718,0.488450704226728,0.15599489795951021,0.291681584915145,0.06332511640657354,0.15303834808247788,0.4908321579696626,0.08960751173709296,0.9529686457638269,0.4359685621816921,0.30040023335431476,0.5214331413944338,1.04539659034,1.0141371131465162
1121,0.39191218948561535,0.36563380281821306,0.8086734693875112,0.26781238811314,0.06453026568052589,0.7162241887893804,0.3658674189005161,0.07929915492957747,0.9913275517017985,0.39251040221914013,0.40125424199833015,0.6276391554702495,1.02632987704,1.0458093873477206
2163,0.24072790294627386,0.3150000000008873,0.055589923469458666,0.5825277479412818,0.21815940838126538,0.035088495575221236,0.3159732016929704,0.596056338028169,0.45955637091409596,0.24063800277392514,0.5469156706188417,0.5223128598848369,1.05392067384,1.0342628390166713
1692,0.6835355285961873,0.5318309859167094,0.013456632653091147,0.23487289652703186,0.03182689674060805,0.02106194690265487,0.5317348378018784,0.07163755868548732,0.7311541027357343,0.6828478964396671,0.27585515398980875,0.7498400511833012,1.1016313188200002,1.0935774677096084
1830,0.25303292894280766,0.5890140845087015,0.022091836734709307,0.30027449576369497,0.10977814297452752,0.012825958702053098,0.5895627644564028,0.09982347417844507,0.42461641094043523,0.2533518261678225,0.24899990401978736,0.2514395393474088,1.01992500376,1.0006353720057661
2170,0.2534950895438475,0.5870422535230622,0.022270408163293717,0.29979711182670965,0.1124075595727198,0.012613569321522125,0.5867418899881337,0.10016150234745916,0.4142761841228867,0.2533518261678225,0.24976695869244078,0.2523992322456814,1.01134949044,0.9996423449635071
1041,0.5589832466779896,0.6518309859170475,0.04795918367340301,0.2511039503515933,0.04170912078882499,0.06135693215327434,0.6530324400559282,0.07598460093892959,0.8995997331557372,0.5594082293106796,0.2249610853645594,0.5015994881641075,1.0378295889,1.0107293920700187
1044,0.3551704217213172,0.8208450704245658,0.012346938775538708,0.2520587182241318,0.06694056422908792,0.009864306784672566,0.8236953455596949,0.07568600938971268,0.36290860573761274,0.3555247341650485,0.17830129802377015,0.25271912987811895,1.03001726869,0.990304359747584
826,0.5564413633740035,0.6495774647908439,0.07130102040812666,0.18952142260365198,0.0316077786907806,0.09050147492637169,0.6502115655876589,0.060747417840416894,0.949299533022665,0.5566343042066575,0.22550578532857649,0.5009596928982726,1.0339502617299998,1.025374881432147
941,0.2548815713462738,0.5901408450718033,0.021964285714313737,0.30075187969924816,0.11218844152276088,0.012507374631256637,0.5923836389289032,0.0995154929577803,0.4052701801202153,0.2547387887198336,0.2484797902343361,0.2523992322456814,0.98587371339,0.9987802249434032
1831,0.2548815713462738,0.589859154931239,0.02181122448982374,0.30218403150733975,0.11218844152276088,0.012471976401168141,0.5909732016947686,0.10050328638501409,0.40326884589739936,0.2547387887198336,0.24853251669872783,0.25271912987811895,1.02161803668,0.9986021147638404
548,0.35493934142114386,0.821126760565975,0.013826530612249779,0.28977204917006805,0.07647219939753491,0.011126843657805311,0.8222849083213291,0.08781596244127324,0.3522348232155946,0.3550624133148405,0.17853272899940803,0.2523992322456814,0.9946844637569999,0.9933066820381173
2236,0.28734835355285965,0.2645070422542662,0.08466198979602636,0.8485499462943071,0.2935907970419063,0.05647787610619469,0.2645627644573548,0.7673239436619719,0.590143428952832,0.28779472954230234,0.6233576304929161,0.7142514395393473,1.0380482051200002,1.023981555310956
4065,0.7879838243812826,0.8788732394390955,0.0103698979591969,0.26447070056140354,0.031476307860870995,0.01847787610619469,0.8801128349800849,0.08158610328634366,0.5697131420945865,0.7882570503925104,0.16666408091158738,0.5246321177226487,1.08892315191,1.0356437512123802
1690,0.35609474292339693,0.8121126760586256,0.013635204081637289,0.25969686120014324,0.06803615447822514,0.01103244837759292,0.8152327221464248,0.07758985915492958,0.40026684456317563,0.35598705501664357,0.1803657517862641,0.2562380038387716,0.9719174484659999,0.990147882973231
2294,0.25580589254766034,0.5915492957763142,0.019604591836746947,0.2673350041775868,0.09772665023270338,0.01136283185840708,0.5937940761630378,0.08775962441318311,0.4189459639764573,0.25566343042024964,0.24776240846216438,0.2530390275115163,0.972563510635,0.9962365916570944
549,0.25603697284783367,0.5881690140861638,0.021441326530626845,0.3012292636348013,0.11021637907411667,0.012436578171079645,0.5895627644564028,0.13363004694836056,0.4036024016008685,0.25612575127184467,0.24925369223041402,0.25463851567466406,1.0277808655399998,0.9986394115683062
2160,0.21906412478336224,0.33802816901503674,0.038507653061146056,0.4668814894378804,0.20246507806080527,0.01961061946902655,0.33892806770146533,0.43707042253521133,0.3835890593727097,0.21914008321775313,0.48783563873076213,0.4251439539347408,1.04748691422,1.0289825977281426
3238,0.4441363373774697,0.49183098591687846,0.08303571428582021,0.2534908700322234,0.053245686113393594,0.0840117994099115,0.49224259520379726,0.07760112676052959,0.9239492995329966,0.4442903374937587,0.2984328424864788,0.5284708893157388,1.0416711592,1.019379009431509
1652,0.5677642980935876,0.6543661971846602,0.04221938775502834,0.2926363527862514,0.04816214735677896,0.054395280236106194,0.654442877294294,0.08928713615027606,0.86924616411003,0.5681923254743413,0.22438501757805415,0.5073576455537429,0.975660520363,1.003358055613462
551,0.21213171577123052,0.34450704225477324,0.03941326530617273,0.46401718582169715,0.19830183511355795,0.01969321533922124,0.34541607898483134,0.4661032863842254,0.40793862575096995,0.21174294960748963,0.45272808320519,0.3809980806142035,1.03672497957,1.035607320411622
822,0.28960138648180245,0.262816901409191,0.08858418367358238,0.8668098818474759,0.3064913722267872,0.05769911504424779,0.26318758815269844,0.7797183098591549,0.6019012675118753,0.289875173370319,0.6276123870452782,0.7255278310940497,1.0387183587,1.0230773993081779
1124,0.44829578278474874,0.5039436619729688,0.1038265306122498,0.2759279150261367,0.05762804711027116,0.10572271386442479,0.5035260930895678,0.08550610328642254,0.934956637758484,0.4479889042995839,0.2910532583770989,0.5204734484961613,1.00527817584,1.0149038952197356
3245,0.6881571346045062,0.5343661971843222,0.015114795918386627,0.2520587182241318,0.03418241577649959,0.02362241887904425,0.5345557122701474,0.0762399999999662,0.739826551033936,0.6879334257975035,0.27488896464571355,0.7530390275115163,1.05270145547,1.0940053343809688
820,0.7995378393968805,0.8816901408447371,0.008443877551043933,0.18966463778446113,0.02208709942481512,0.015351032448389382,0.8801128349800849,0.05987230046944226,0.6174116077386983,0.7993527508085991,0.16695568746825126,0.5319897632754319,1.04998826899,1.0587930644602621
3399,0.251415366840208,0.5845070422554492,0.0221683673469543,0.30361618331543144,0.1124075595727198,0.012696165191752212,0.5853314527497677,0.10083755868540845,0.40760507004650026,0.25150254276421635,0.25072076557826417,0.25175943697984643,1.0260371025700001,1.0001493383195652
1838,0.21421143847487004,0.4938028169025177,0.5841836734714085,0.2912042009781597,0.12796494111191453,0.2847197640116814,0.49506346967629766,0.08770478873239436,0.9756504336227405,0.21497919556171985,0.2967205106395661,0.2539987204097889,1.0115227559200002,0.9902836800854478
558,0.43350664355840557,0.47605633802922825,0.19247448979616388,0.29024943310705337,0.06244864420706655,0.1904424778761062,0.47672778561562307,0.08880375586854085,0.9626417611744373,0.4331946370776699,0.307117663707642,0.5323096609088291,1.05108016165,1.0174898244923747
2667,0.2814558058925477,0.25204225352183673,0.07819515306132423,0.8234872896527032,0.26532456861133935,0.05461061946902655,0.252503526093445,0.7411267605633802,0.558122081387778,0.28155339805825247,0.6410632046546997,0.7195297504798465,1.0470484061799998,1.0299478329479232
1654,0.37088388214904683,0.8583098591601643,0.013354591836751731,0.29311373672323665,0.07373322377419886,0.011244837758123894,0.8603667136810442,0.08848150234741407,0.3519012675121254,0.3703190013869626,0.17039764765789553,0.2523992322456814,0.986581552217,0.9980909989547945
2460,0.44274985557504337,0.4963380281701305,0.07704081632650134,0.27545053108915146,0.05784716516023007,0.07775811209451328,0.4964739069104322,0.08594553990614086,0.9086057371584085,0.44244105409153955,0.2952602750610389,0.5217530390278311,1.0464059576,1.012995845620249
1681,0.25626805314870016,0.5935211267619536,0.019413265306134457,0.2668576202406015,0.09652150095875102,0.011386430678477876,0.5952045134014037,0.08911173708916056,0.4229486324220891,0.25612575127184467,0.2470336954959694,0.2523992322456814,0.9766707537270001,0.996545125573088
1131,0.25880993645268635,0.5802816901427613,0.023558673469430563,0.2912042009781597,0.10802519857584224,0.013604719764,0.5825105782814987,0.0983774647887662,0.4703135423617313,0.25889967637586686,0.25228390811805335,0.26039667306429937,0.985307296899,0.9985369673232629
1120,0.370421721548007,0.8616901408503147,0.012908163265309832,0.2864303616183315,0.07143248425078061,0.010961651917415929,0.8631875881535447,0.08792863849769014,0.3495663775848398,0.3707813222371706,0.1701068725490672,0.2514395393474088,0.9904909872059999,0.9984785597521008
1047,0.7094165222391681,0.5538028169026867,0.009948979591849427,0.2363050483351235,0.031180498493574363,0.0160117994100177,0.554301833569188,0.0730230985915831,0.640426951301081,0.7115117891816921,0.2646273066295022,0.7511196417149713,1.0934400226999998,1.0783384146940673
2362,0.7972270363951474,0.8957746478898473,0.008788265306146414,0.23773720014321517,0.028145713503138867,0.01576401179939823,0.8942172073341245,0.07188018779338591,0.5510340226823052,0.7947295423023578,0.1637356787863323,0.5195137555978887,1.0793153561700002,1.041251934327868
3676,0.254419410745234,0.5859154929591153,0.021696428571456247,0.30313879937987825,0.11207888249794576,0.012448377581132743,0.5867418899881337,0.10139718309855773,0.39859906604382883,0.2542764678682386,0.2500843564859062,0.25367882277639153,0.9723402443529999,0.9980293637094333
2358,0.4425187752741768,0.4994366197197167,0.05522959183667759,0.23964673588686,0.050725828540016435,0.05557522123893805,0.5007052186170672,0.07365032863853521,0.8912608405610045,0.44290337494174753,0.29298094221463117,0.5182341650671786,1.07534417935,1.0135349371952198
1882,0.4429809358752167,0.4895774647898298,0.13022959183677327,0.26303854875331184,0.05609422076154478,0.1302654867256637,0.48942172073552814,0.08238685446009016,0.9496330887261342,0.4433656957933426,0.2993336949642889,0.5291106845806143,1.0543089475299998,1.0200927739852768
2357,0.29029462738301565,0.24845070422605195,0.08150510204092029,0.8263515932688864,0.28077239112571895,0.05501769911504425,0.24869534555747347,0.7301408450704224,0.5841394262843843,0.29056865464632453,0.6712730561328406,0.7783109404990403,1.0435176129700001,1.042312850181477
4308,0.24800693240901217,0.31816901408540327,0.057283163265379196,0.5621195846759757,0.209531635168447,0.03576991150442478,0.31904090268028074,0.5825352112676057,0.5433622414945107,0.24791955617198336,0.5551867356846976,0.5496641074856046,1.0181562085100002,1.0451205938263681
3829,0.5555170421719238,0.648450704226897,0.06709183673465191,0.2912042009781597,0.04925773760624486,0.08436578171079646,0.6502115655876589,0.08859305164315494,0.9159439626417332,0.5557096625062413,0.22550619602522276,0.5012795905307101,0.9879813507100002,1.009746426393226
2233,0.9740034662045062,0.5689436619734336,0.06658163265314615,0.14067311134980306,0.013574363188167625,0.14646017699115044,0.5701692524690694,0.03919239436619718,0.9769012675120003,0.9736477115117893,0.25787090630478476,0.9980806142034548,1.58965954515,1.5311518273608153
4315,0.2176776429809359,0.5033802816918405,0.37066326530672283,0.26828977204869314,0.11448918104617911,0.18513274336283184,0.5035260930895678,0.07958347417839999,0.9649766511007222,0.217290799815534,0.2913085287375472,0.25271912987811895,0.9682246667290001,1.0068684115005009
3667,0.37227036395147317,0.8614084507038349,0.013405612244902304,0.2935911206587898,0.07439057792374693,0.011233038348070797,0.8631875881535447,0.08950723004690703,0.3485657104734319,0.3726306056407767,0.16993575679768438,0.25271912987811895,0.982439954179,0.9982897604748255
2224,0.25973425765476604,0.6016901408467654,0.017385204081642076,0.19625253610168278,0.07088468912637633,0.010265486725663717,0.6022566995763079,0.06960751173704789,0.5300200133427386,0.2598243180762829,0.24365670518457844,0.2523992322456814,0.991791718355,0.9964039252125065
1048,0.39121894858440215,0.3645070422542662,0.8329081632676442,0.24155627163193696,0.05762804711027116,0.7421828908566372,0.364739069111939,0.06998046948352678,0.9926617745166755,0.391585760517337,0.40235654282916106,0.6279590531026872,1.0942010705399998,1.0539958304343817
552,0.5465049104561525,0.63690140845278,0.09795918367359435,0.28977204917006805,0.04927964941101068,0.1223598820060177,0.6389280677018885,0.08791211267605634,0.9426284189462786,0.5469255663425797,0.2303028056534116,0.5015994881641075,1.0346302103899998,1.0145409875518965
4318,0.7902946273830156,0.8760563380334536,0.010484693877564396,0.26638023630504837,0.031443440153393586,0.018831858407079648,0.8787023977459503,0.08067981220661409,0.5900600400272149,0.7891816920943134,0.16724600038828027,0.5262316058857965,1.01039222306,1.0387733391672436
