,EXEC,L2MISS,L3MPI,FREQ,INST,INSTnom%,PhysIPC%,IPC,L3HIT,L3MISS,MEM,L2MPI,GT,Pred
81,0.5082184035206136,0.01782367404284932,0.10043492520877152,0.5008820935018374,0.7832974214455882,0.5085494688251774,0.9923408386011152,0.9917546505764707,0.9617970549534147,0.1326126002402503,0.049655309028207945,0.008728103579593935,1.02262985561,1.0213232270659152
86,0.4031959092364334,0.12284510010547946,0.49598809900502144,0.502499264921713,0.9905327286926798,0.4035250874626751,0.7840317730894423,0.7836098542,0.9695793741693702,0.5163884984296978,0.6843146645835886,0.07603014943406007,1.0253656220899998,1.0227476034003002
88,0.2698808382412272,0.6218525766465752,0.2681589767017982,0.2938246454121021,0.8644225069500097,0.27012455337094604,0.8990348678735928,0.8981325863686277,0.9987749960430722,0.18215798501731892,0.13071700853147483,0.588499244013556,1.02259071606,1.0584458442639735
89,0.40213388401303934,0.10467158412356165,0.34649471131964044,0.5018621973931925,0.9912392201084638,0.40238351810094036,0.7835689087759615,0.7827048768235295,0.9766168509507768,0.3602655658422392,0.2938125957063454,0.06503138377496329,1.02163167054,1.0248708745006019
93,0.5150433786216683,0.6225192114931507,0.1277999754873712,0.5465573253199589,0.8429652848132361,0.5154200073951257,0.9217282616011804,0.9207077953137257,0.9989727735007966,0.16733123805732372,0.13402640468604068,0.30749693976898124,1.07199852034,1.0503177419234548
