,EXEC,L2MPI,L2MISS,L3MPI,MEM,PhysIPC%,GT,Pred
129,0.26607009694266537,0.6053260498462605,0.6304414003041094,0.352007512310052,0.12518989128904087,0.9017133476967667,1.08868918537,1.0828334946239342
134,0.2667518909131352,0.5382383065886754,0.5607305936082191,0.41571493832838347,0.1788324156433403,0.9217708012678469,1.09316850952,1.083691427256661
136,0.2731437093852349,0.5879139638105858,0.625996955860274,0.7799096492574508,0.228754764930405,0.8956089053024973,1.1066393940200001,1.1169840184635385
137,0.5095877277085331,0.011301852167973487,0.023027397260273974,0.08177592508001989,0.05011732846257956,0.9957871652807057,1.03420175709,1.0315101631738077
141,0.4001917545541707,0.0739565551382598,0.11671232876712329,0.488305162174955,0.5589263024149413,0.7805401662042655,1.03498798333,1.0329031574191925
