ACYC-1,AFREQ-1,EXEC-1,FREQ-1,INST-1,INSTnom-1,INSTnom%-1,IPC-1,L2HIT-1,L2MISS-1,L2MPI-1,L3HIT-1,L3MISS-1,L3MPI-1,PhysIPC-1,PhysIPC%-1,READ-1,TIME(ticks)-1,WRITE-1,ACYC-2,AFREQ-2,EXEC-2,FREQ-2,INST-2,INSTnom-2,INSTnom%-2,IPC-2,L2HIT-2,L2MISS-2,L2MPI-2,L3HIT-2,L3MISS-2,L3MPI-2,PhysIPC-2,PhysIPC%-2,READ-2,TIME(ticks)-2,WRITE-2,ACYC-C,AFREQ-C,EXEC-C,FREQ-C,INST-C,INSTnom-C,INSTnom%-C,IPC-C,L2HIT-C,L2MISS-C,L2MPI-C,L3HIT-C,L3MISS-C,L3MPI-C,PhysIPC-C,PhysIPC%-C,READ-C,TIME(ticks)-C,WRITE-C
2530.0,1.0625,0.34600000000000003,0.1495,5847.5,0.6920000000000001,17.325,2.32,0.68325,10.6525,0.0018175,0.98475,0.1625,2.7625e-05,4.6375,116.0,0.42575,2112.5,0.1275,16980.0,1.0176,1.288,1.0066,21720.0,2.58,64.47,1.28,0.8536,13.63,0.0006277,0.9933,0.043,1.9749e-06,2.555,63.93,0.3072,2104.0,0.018593000000000002,17028.5714286,0.981857142857,1.35142857143,0.979571428571,23428.571428599997,2.69714285714,67.4571428571,1.3742857142899998,0.902142857143,8.83285714286,0.000383428571429,0.9801428571430001,0.127285714286,5.50285714286e-06,2.75285714286,68.8142857143,0.39742857142899995,2168.57142857,0.08505714285710002
2530.0,1.0625,0.34600000000000003,0.1495,5847.5,0.6920000000000001,17.325,2.32,0.68325,10.6525,0.0018175,0.98475,0.1625,2.7625e-05,4.6375,116.0,0.42575,2112.5,0.1275,10688.888888899999,1.00877777778,1.00433333333,0.634666666667,16911.1111111,2.00777777778,50.2,1.58,0.7036666666670001,28.977777777800004,0.0017411111111099997,0.9983333333329999,0.0406777777778,2.4319999999999998e-06,3.15888888889,78.96666666670001,0.305111111111,2106.66666667,0.0195033333333,13160.0,1.0222,1.1420000000000001,0.7794,19300.0,2.28,57.04,1.466,0.6874,32.16,0.001666,0.9938,0.1558,8.078e-06,2.932,73.3,0.414,2114.0,0.10884
2530.0,1.0625,0.34600000000000003,0.1495,5847.5,0.6920000000000001,17.325,2.32,0.68325,10.6525,0.0018175,0.98475,0.1625,2.7625e-05,4.6375,116.0,0.42575,2112.5,0.1275,17410.0,1.0490000000000002,1.151,1.035,19360.0,2.3,57.53,1.109,0.1771,156.0,0.008072,0.9999,0.036967,1.9334999999999998e-06,2.22,55.53,0.2992,2103.0,0.011581000000000001,17600.0,1.0405,1.1833333333299998,1.0315,20133.3333333,2.365,59.15,1.145,0.2435,125.633333333,0.00624,0.9986666666670001,0.150666666667,7.5483333333300006e-06,2.28833333333,57.2166666667,0.395833333333,2128.33333333,0.09095
2530.0,1.0625,0.34600000000000003,0.1495,5847.5,0.6920000000000001,17.325,2.32,0.68325,10.6525,0.0018175,0.98475,0.1625,2.7625e-05,4.6375,116.0,0.42575,2112.5,0.1275,7744.0,1.0192,0.7226,0.4609,12130.0,1.444,36.14,1.57,0.7717,11.327,0.0009323000000000001,0.9949,0.034155,2.8164999999999996e-06,3.14,78.49,0.2994,2100.0,0.016222999999999998,9757.5,0.95725,0.9295,0.5770000000000001,15725.0,1.86,46.475,1.6125,0.79125,19.525,0.00124225,0.9895,0.16625,1.0685e-05,3.22,80.5,0.42575,2110.0,0.1188
2530.0,1.0625,0.34600000000000003,0.1495,5847.5,0.6920000000000001,17.325,2.32,0.68325,10.6525,0.0018175,0.98475,0.1625,2.7625e-05,4.6375,116.0,0.42575,2112.5,0.1275,15480.0,1.0490000000000002,1.1159999999999999,0.9196,18740.0,2.229,55.72,1.213,0.7336,42.12,0.002241,0.9986,0.04633,2.4516e-06,2.424,60.61,0.3057,2103.0,0.018668999999999998,17000.0,1.01171428571,1.19142857143,1.0032857142899998,20185.7142857,2.38,59.528571428599996,1.18714285714,0.773428571429,42.6714285714,0.00211428571429,0.9965714285709999,0.13,6.44285714286e-06,2.37142857143,59.2714285714,0.382428571429,2120.0,0.08404285714289998
2530.0,1.0625,0.34600000000000003,0.1495,5847.5,0.6920000000000001,17.325,2.32,0.68325,10.6525,0.0018175,0.98475,0.1625,2.7625e-05,4.6375,116.0,0.42575,2112.5,0.1275,11367.0,0.9925,1.1215,0.6763,18850.0,2.244,56.1,1.662,0.7208,23.82,0.001263,0.9982,0.035683,1.8936000000000002e-06,3.324,83.08,0.2999,2100.0,0.0140464,14120.0,1.0148,1.286,0.8314,21840.0,2.572,64.34,1.548,0.7038,35.1,0.0016079999999999998,0.9954,0.14456,6.57e-06,3.1,77.52,0.40700000000000003,2120.0,0.10084
2530.0,1.0625,0.34600000000000003,0.1495,5847.5,0.6920000000000001,17.325,2.32,0.68325,10.6525,0.0018175,0.98475,0.1625,2.7625e-05,4.6375,116.0,0.42575,2112.5,0.1275,15170.0,1.0303,0.9621,0.8924,16350.0,1.9240000000000002,48.11,1.079,0.6474,53.99,0.003307,0.9991,0.037516,2.2882e-06,2.157,53.94,0.3025,2121.0,0.015888,17385.7142857,1.04028571429,1.13571428571,1.03014285714,19171.428571400003,2.27857142857,56.8857142857,1.10428571429,0.669,60.1142857143,0.00312857142857,0.9971428571430001,0.144285714286,7.515714285710001e-06,2.21285714286,55.2714285714,0.385285714286,2110.0,0.0832285714286
2530.0,1.0625,0.34600000000000003,0.1495,5847.5,0.6920000000000001,17.325,2.32,0.68325,10.6525,0.0018175,0.98475,0.1625,2.7625e-05,4.6375,116.0,0.42575,2112.5,0.1275,8765.55555556,1.0015555555600002,1.05,0.5074444444439999,18100.0,2.09777777778,52.4444444444,2.06777777778,0.9907777777779999,0.3379,1.85944444444e-05,0.8604444444439999,0.0337988888889,1.8591111111099998e-06,4.13555555556,103.422222222,0.30666666666700004,2158.88888889,0.0153655555556,11250.0,1.03225,1.2075,0.664,20450.0,2.42,60.475,1.825,0.8275,10.825,0.0005285,0.9845,0.16875,8.2625e-06,3.6425,91.075,0.429,2112.5,0.12175
2530.0,1.0625,0.34600000000000003,0.1495,5847.5,0.6920000000000001,17.325,2.32,0.68325,10.6525,0.0018175,0.98475,0.1625,2.7625e-05,4.6375,116.0,0.42575,2112.5,0.1275,17110.0,1.0287,1.169,1.0171,19640.0,2.338,58.45,1.149,0.1615,109.99,0.005522,0.9996,0.039677,2.0137e-06,2.299,57.43,0.3012,2102.0,0.016469,16671.4285714,0.990571428571,1.22285714286,0.9861428571430001,20700.0,2.4471428571400002,61.185714285699994,1.23857142857,0.212142857143,135.285714286,0.00655428571429,0.998714285714,0.132685714286,6.38e-06,2.48,62.0,0.381857142857,2112.85714286,0.08382857142860001
2530.0,1.0625,0.34600000000000003,0.1495,5847.5,0.6920000000000001,17.325,2.32,0.68325,10.6525,0.0018175,0.98475,0.1625,2.7625e-05,4.6375,116.0,0.42575,2112.5,0.1275,16590.0,0.9964,1.0754,0.9865,18100.0,2.155,53.84,1.092,0.1686,153.0,0.008452,0.9998,0.034229,1.8906e-06,2.1830000000000003,54.57,0.2964,2100.0,0.011104000000000001,17100.0,1.016,1.20714285714,1.00871428571,20414.2857143,2.41142857143,60.3,1.1942857142899999,0.219285714286,130.142857143,0.00638142857143,0.998714285714,0.14542857142899998,7.227142857139999e-06,2.3857142857099998,59.6571428571,0.394571428571,2118.57142857,0.08822857142860001
