num,app,alongwith,budget,ind_exec,exec,config,slowdown_p,slowdown_gt,success_p,success_gt,raw_qos,qos
2,swaptions,swaptions/ferret,32.90825843811035,21.938838958740234,22.554357528686523,num-1000000,1.3649450308146271,1.0280561141409479,True,True,99.99999999999432,1.0
2,ferret,swaptions/ferret,2.9160118103027344,1.8949692249298096,1.906358242034912,hash-8-itr-14-probe-16,1.0227655286709096,1.0060101330170808,True,True,100.0,1.0
2,bodytrack,swaptions/bodytrack,13.13671624660492,8.757810831069946,8.83911681175232,layer-5-particle-4000,1.009929788787399,1.0092838247195206,True,True,5.0,1.0
2,swaptions,swaptions/bodytrack,32.90825843811035,21.938838958740234,22.31744647026062,num-1000000,1.0589456168595626,1.0172574087549675,True,True,99.99999999999432,1.0
2,swaptions,swaptions/nn,32.90825843811035,21.938838958740234,25.635180234909058,num-1000000,1.2130284490313183,1.1684839057855536,True,True,99.99999999999432,1.0
2,nn,swaptions/nn,31.53475034236908,14.150341987609863,15.379637002944946,batch-3-learning-1-regular-67,1.0208072738592175,1.0868738731835217,True,True,18.8,0.4491525423728814
2,swaptions,swaptions/facedetect,32.90825843811035,21.938838958740234,22.376991748809814,num-1000000,1.034449752132642,1.0199715577881583,True,True,99.99999999999432,1.0
2,facedetect,swaptions/facedetect,148.21275079250336,21.4960834980011,21.739909172058105,eyes-0-pyramid-9-selectivity-1,1.0117773519986555,1.0113427952622012,True,True,92.7307139386279,1.0
2,bodytrack,ferret/bodytrack,13.13671624660492,8.757810831069946,8.914338111877441,layer-5-particle-4000,1.223964738445021,1.01787287757486,True,True,5.0,1.0
2,ferret,ferret/bodytrack,2.9160118103027344,1.8949692249298096,1.9145219326019287,hash-8-itr-14-probe-16,1.0065171155160741,1.0103182191113649,True,True,100.0,1.0
2,ferret,ferret/nn,2.9160118103027344,1.8949692249298096,2.025466203689575,hash-8-itr-14-probe-16,1.104845213280065,1.0688649594109367,True,True,100.0,1.0
2,nn,ferret/nn,31.53475034236908,14.150341987609863,15.716804027557373,batch-3-learning-1-regular-67,1.0693306501017146,1.1107013555798944,True,True,16.900000000000002,0.28813559322033916
2,facedetect,ferret/facedetect,148.21275079250336,21.4960834980011,21.89203929901123,eyes-0-pyramid-9-selectivity-1,1.0921496562421926,1.0184199043070776,True,True,92.7307139386279,1.0
2,ferret,ferret/facedetect,2.9160118103027344,1.8949692249298096,1.9131567478179932,hash-8-itr-14-probe-16,1.0280625981932718,1.0095977932775437,True,True,100.0,1.0
2,bodytrack,bodytrack/nn,13.13671624660492,8.757810831069946,10.085617542266846,layer-5-particle-4000,1.0372313282915626,1.1516139976997746,True,True,5.0,1.0
2,nn,bodytrack/nn,31.53475034236908,14.150341987609863,15.2146577835083,batch-3-learning-1-regular-67,1.0498348617556559,1.0752148461733546,True,True,18.5,0.423728813559322
2,bodytrack,bodytrack/facedetect,13.13671624660492,8.757810831069946,8.85893201828003,layer-5-particle-4000,1.0328897644211192,1.011546400026287,True,True,5.0,1.0
2,facedetect,bodytrack/facedetect,148.21275079250336,21.4960834980011,21.75897979736328,eyes-0-pyramid-9-selectivity-1,1.0151512538952998,1.0122299626993274,True,True,92.7307139386279,1.0
2,facedetect,nn/facedetect,148.21275079250336,21.4960834980011,24.441505670547485,eyes-0-pyramid-9-selectivity-1,1.223121991665686,1.1370213403209137,True,True,92.7307139386279,1.0
2,nn,nn/facedetect,31.53475034236908,14.150341987609863,15.097221851348877,batch-3-learning-1-regular-67,1.082604211071967,1.0669156875903147,True,True,20.4,0.5847457627118643
3,bodytrack,swaptions/ferret/bodytrack,13.13671624660492,8.757810831069946,8.977737665176392,layer-5-particle-4000,0.986496783852691,1.0251120786174341,True,True,5.0,1.0
3,swaptions,swaptions/ferret/bodytrack,32.90825843811035,21.938838958740234,22.514946937561035,num-1000000,1.4695659779641441,1.0262597296012004,True,True,99.99999999999432,1.0
3,ferret,swaptions/ferret/bodytrack,2.9160118103027344,1.8949692249298096,1.9110844135284424,hash-8-itr-14-probe-16,1.0028549219855256,1.0085041954173317,True,True,100.0,1.0
3,swaptions,swaptions/ferret/nn,32.90825843811035,21.938838958740234,26.57789635658264,num-1000000,1.4088057857914427,1.211454097756356,True,True,99.99999999999432,1.0
3,ferret,swaptions/ferret/nn,2.9160118103027344,1.8949692249298096,2.0129969120025635,hash-8-itr-14-probe-16,1.076100549442601,1.0622847513933245,True,True,100.0,1.0
3,nn,swaptions/ferret/nn,31.53475034236908,14.150341987609863,16.429156064987183,batch-3-learning-1-regular-67,1.0514476741821734,1.1610430390567708,True,True,19.0,0.4661016949152542
3,swaptions,swaptions/ferret/facedetect,32.90825843811035,21.938838958740234,22.46777105331421,num-1000000,1.337573637449903,1.0241093931893444,True,True,99.99999999999432,1.0
3,facedetect,swaptions/ferret/facedetect,148.21275079250336,21.4960834980011,21.883155345916748,eyes-0-pyramid-9-selectivity-1,1.0801634993190274,1.0180066219016894,True,True,92.7307139386279,1.0
3,ferret,swaptions/ferret/facedetect,2.9160118103027344,1.8949692249298096,1.9150714874267578,hash-8-itr-14-probe-16,1.0265741726363136,1.010608226367208,True,True,100.0,1.0
3,bodytrack,swaptions/bodytrack/nn,13.13671624660492,8.757810831069946,10.282077312469482,layer-5-particle-4000,0.8421389054902979,1.1740465181083748,True,True,5.0,1.0
3,swaptions,swaptions/bodytrack/nn,32.90825843811035,21.938838958740234,26.370129108428955,num-1000000,1.3050484425983746,1.2019838040665016,True,True,99.99999999999432,1.0
