EXEC,FREQ,INST,INSTnom%,IPC,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC%,MEM
-0.048250771555595415,-0.03211522197243406,0.07025784540632742,-0.049431045681442,-0.020610395687290645,-0.058863739512392835,-0.03723165257450798,0.021353340922945933,0.3624502863694615,0.46229835214724185,-0.019772069889648095,0.003244457535948002
-0.031177011918190143,-0.004147171711095914,-0.008205462583893227,-0.03303154102750172,0.010286567199798723,0.013572127581380997,-0.14556187626655503,0.06335154472881208,-0.001580363911280032,-0.03570482443786934,0.011269672890430096,-0.09880740738123527
0.0019762938466230066,0.07175690435750626,-0.008882442334204066,0.000562509938811381,-0.004741612850410824,0.24247578269121328,-0.19804756548526747,-0.004389155372827695,0.05232593853816205,-0.004558120902668776,-0.005623899552063251,-0.01965858442051622
-0.013787680916403547,-0.06271464075005322,-0.06137688113737324,-0.014385951628214108,-0.07147808279523979,0.2797332410335847,0.5562952322844562,0.0835853623092885,0.06526349795960852,0.0597815139224299,-0.071224735176873,-0.014237137553370837
0.05659321523107616,-0.015927635744908592,-0.03635191140509154,0.05618831859601919,0.009365520666272322,0.5408049943905118,1.2031826677134854,0.1185751211174711,0.1813084177400677,0.13659392056750982,0.009222888815750136,0.29169909771682956
-0.004777295828315579,-0.010296187973556652,-0.0034934499004250935,-0.005561634782450548,-0.02500942314414816,-0.025690007325022638,0.08244288188042238,0.04875600293334507,0.03141879569123047,-0.02332907920219194,-0.023515581936418662,-0.07990784086377202
-0.06227337797148522,0.044283900087551,0.0677150067572498,-0.06175947426718616,0.012159581820076126,0.3304547187106733,0.09458316092965621,-0.033451734599376136,0.003546015660565545,0.010907724922740428,0.013896073821406169,-0.0225295712108553
-0.11199301618675667,0.02501617648131135,0.06824862155139998,-0.11458069581828763,-0.05881112400975276,0.12179675478174619,1.0631925049164377,0.4149817343094954,-0.022559770012071913,0.019818458371908872,-0.06026138232120201,-0.016919003089480703
-0.00965441257828065,0.06927656478283421,0.01127795536091274,-0.009641257446968012,-0.022406750264420367,-0.02068738434356624,-0.10173664010637612,0.34386477332487847,-0.10353921814428355,-0.0928542746105897,-0.02308822076028088,-0.09591662650044977
0.27965256296632707,0.7183541808574144,0.3867960776889896,0.279648076272664,-0.21891416302836358,5.295986203443093,1.8584442698082242,0.4271422514594403,0.07095748543492532,-0.14198589441904827,-0.21727946283160995,-0.01773561568367708
0.14248023513743777,0.13118072023743568,-0.05463738620600534,0.14213166974474079,-0.06307237788851341,0.14652120705299707,0.00974942617382652,0.013275189424997273,-0.13278999809780878,-0.017036099539720507,-0.06324285850328265,-0.05288290001824503
0.11816914303034111,-0.02922468496279631,-0.07690942261153945,0.11819307779961061,0.09262655048677698,-0.006705756561361663,0.02550941982258708,0.009620878467393252,0.25038151780855805,0.23796915412676622,0.09341101413539955,0.13937146407365558
0.017724041234105464,0.0376646524533851,-0.01396386537006646,0.018129797043168642,-0.05518480215632403,0.2469392158426792,0.22233544819973078,-0.03866315032205288,0.007900960014374868,0.12794749461922303,-0.05478949788053494,-0.01372698687010672
-0.04324798692667743,0.012739117921951268,-0.11070327076670075,-0.04382992136297594,0.0045517622232636576,-0.10888680760095293,0.06693095560251923,0.03568604591365286,-0.060517114198629686,-0.004143164395430142,0.004600151138873622,-0.01737856588830497
-0.02334985928245309,0.00590614598986465,0.12157312909050108,-0.02112801811308103,-0.08534234797544761,0.6833853531137807,1.5314287578529664,0.03230694128829332,0.02796169176493608,0.006944503339474725,-0.08482068581767067,-0.013792950671709618
-0.030636982361076533,-0.17372029163482722,-0.1447358245082386,-0.02902300205578143,0.13111059375846942,-0.3697156204724449,0.09217256159755838,-0.003157169448451703,-0.08363376216263853,-0.07730429342848576,0.1294620276129232,-0.06814807690362924
0.07331222941763454,-0.14524224846126826,-0.020776470775452676,0.07563549230533365,0.23987715814806845,0.041365488177251136,0.18159363769239842,-0.09940052186237758,0.007461867264977032,0.012057369395124543,0.23885273325576134,0.02369276597521697
0.005655430334270988,0.1711061456289879,0.16108395867785877,0.004865805233638502,-0.10203318276215206,0.010998195501119797,-0.07669688812808356,0.0167425855073144,-0.048088335969500955,-0.07019293297423097,-0.10225200413944448,-0.11210642479509789
-0.021447186531073296,-0.013946714700189591,-0.0009511363233215134,-0.020848054232502834,-0.016950254286397855,-0.018343719590857465,-0.08602481638413413,0.019099168979407038,0.011916751888156975,0.020037221321031518,-0.016971674518108517,-0.09673175386012192
-0.0830455465099998,-0.12583826277575635,-0.0005256422619493932,-0.08334262279779457,0.004041274340972348,0.009986635738300902,0.07560660680160003,0.04023398530359049,0.06170948158990105,0.09745232909199138,0.004419879178179263,-0.02678798472987337
-0.009867517979828771,-0.11741674401141647,-0.09804856356279774,-0.010367289330947322,-0.00852193412911301,-0.26028654240744353,-0.17323271676731916,0.013942373041790024,0.0079490340432294,-0.027828837565502737,-0.007553187962032337,-0.002662747364014696
-0.007505563791754512,-0.00379925844918157,0.10960615139004115,-0.007483753128592735,-0.046127127196721435,-0.35021074190766444,-0.47663675583571485,-0.05066649016234644,-0.16399824380251046,-0.023848651263103954,-0.04529101407585033,0.4115744936128489
0.10921898770712378,0.05847537258503588,0.032502408529687894,0.10901752433320898,0.08884199077032885,-0.029950346166275184,0.12238455075026143,0.0642317715152718,-0.16310590651824636,-0.3299712315702126,0.08889156303259574,0.010411121713952094
0.14465740073661176,0.005733017983386623,-0.05268802694898409,0.14505411386174075,0.10622720665193729,-0.0719351687812546,0.02049374440097551,-0.023570254437584252,0.4507627612831407,0.6536154421074836,0.10619859626588198,0.09555554214976339
-0.048040258027981585,-0.15322006875603472,-0.10399396543454043,-0.04745667631909699,0.04317635972975734,-0.20432748106958087,-0.034878113954629295,-0.02207622588235854,0.06827482434456662,0.07128457764533211,0.04355241712425428,-0.048716273872528026
0.12499848015587271,0.020959065219049132,-0.1365391897662361,0.124343766949724,0.29814676415044006,0.09185891231608594,-0.23668377630947254,-0.0532100904727338,0.01632751943745136,-0.03555131709111162,0.2976365373645202,0.0014291604694213005
-0.07087281825201396,0.02839526922015916,0.037650992200153645,-0.07006113041597907,-0.011811933704335255,-0.3243109856386279,-0.4068501683835939,-0.06263848357617469,-0.01302594404954175,-0.01475009527186136,-0.010932965620943785,-0.013617613060882744
-0.038577024157136715,0.02515236928644567,0.08198461513685812,-0.04001392767856221,-0.03327069674236261,-0.06050885638449383,0.7757527474989226,0.11815952869765581,-0.05839565863025818,-0.19096745084147645,-0.03454462455707733,-0.02052910703703783
-0.0013477979600055104,-0.0009009110290207537,-0.0006864231701584822,-0.0015745735121414242,0.06514349748422467,0.33819027436443105,0.5039894694734345,-0.028600285275274136,0.10682680116167693,0.021168973708055924,0.0651735163488836,0.17254965815661077
0.00849556335307084,-0.10670523386478448,-0.06070465555494855,0.007969561168420583,0.0340697299624191,-0.14398590134335426,-0.2024829630356407,-0.008593933547061096,-0.005451977059629696,0.15060788536098632,0.033590266280681576,0.03309720895408805
-0.027977763278066954,-0.029875970806124506,0.13436774883706,-0.02819557765600618,-0.09757081400408357,-0.2147433275635719,-0.20230010162591033,-0.007142924491100793,-0.08515735020427936,0.015424445925420978,-0.09735887713814051,0.3080815561107896
-0.08751278173431826,-0.008175923708570927,0.13819247677741667,-0.0871180277249374,-0.08058439941949926,0.736386946189229,0.613748352682816,0.032803457698395266,0.030372025735090867,0.14638388973813712,-0.08099578274827399,-0.0533332737051273
0.012796251936405474,0.0721360919092654,0.0007611210140380275,0.011624026749443801,-0.07014645115718035,0.008201177942151658,-0.1518599233904332,-0.013224513794721664,0.11877753548333463,0.12551715845888103,-0.06957957863037867,-0.07902739081891867
0.0036481129991388973,0.08305140045384017,0.017994383503458087,0.005542913408588953,-0.005861060158169517,0.16281759080484,-0.25739467482432365,0.022438948168666213,0.029816949847292,-0.016147229812831024,-0.007275747589290503,-0.037866398035021134
0.021089415645228995,0.0510067220756341,0.08207274653905265,0.02110924856816147,-0.012287238782523318,0.08485142474211363,0.01170600550976318,-0.0028209583475396535,0.3697720866562676,0.29382880159267893,-0.012300162105493413,0.13937725919097785
-0.04191010058103366,0.004030346031391434,0.0974495357742311,-0.04146144649680812,-0.15569578152078056,0.17411326668069424,-0.16414972807164716,0.014559916985687826,-0.017882250250978775,-0.023324115508254466,-0.15521566171405768,0.4707256091107845
-0.021264326961481433,-0.004613206761910435,-0.008125654006355272,-0.021261971150779636,-0.012753530593266385,-0.033943811700504666,-0.11585471331596166,-0.011408445124701487,0.041337326306225386,0.055589365142411175,-0.01449795200788887,-0.08849087942768032
0.042939141244776664,0.07132990911970516,-0.004290277716865934,0.04392195514688075,0.08121401254853708,-0.13789817739397034,0.3161105828712684,-0.01562837805327774,0.06602012679286197,-0.008149154961440546,0.08239696002182478,0.030666836455561366
0.11696664860060292,0.011208061698000286,-0.05519483128434411,0.11760209442650522,0.00829805224645904,0.5637965007095425,-0.05892899035572892,0.0217697523746739,-0.06469500695108574,-0.04205102430103545,0.006295372549428652,0.3290203357683535
