num,app,config,exec,ind_exec,slowdown_p,slowdown_gt
2,swaptions,num-1000000,22.560099124908447,21.9327178001,0.9873542697324671,1.0286048145298976
2,ferret,hash-8-itr-4-probe-20,1.9687561988830566,2.39939308166,0.8374590188121825,0.8205225787852106
2,bodytrack,layer-5-particle-2266,5.305875778198242,5.321421861659999,1.0099297887873988,0.9970785846591558
2,swaptions,num-1000000,22.541053771972656,21.9327178001,0.9442050655624801,1.0277364609993698
2,swaptions,num-800000,22.31932830810547,17.577978134200002,0.9850426457193326,1.2697323968494771
2,svm,batch-5-learning-1-regular-78,3.6802546977996826,3.397711753845215,1.0609163355215803,1.0831568315454398
2,swaptions,num-800000,21.751556634902954,17.577978134200002,0.921814177711002,1.2374322273494451
2,nn,batch-4-learning-56-regular-67,3.7765800952911377,2.8383610248599997,1.0208072738592178,1.330549589081049
2,swaptions,num-1000000,22.525100469589233,21.9327178001,0.989123546426514,1.0270090863744452
2,facedetect,eyes-0-pyramid-25-selectivity-0,5.711564540863037,5.65380501745,1.0132542845300805,1.0102160444576294
2,bodytrack,layer-5-particle-2266,5.353823184967041,5.321421861659999,1.2239647384450212,1.006088846956579
2,ferret,hash-8-itr-4-probe-20,1.970454216003418,2.39939308166,0.8583584681580249,0.8212302648802237
2,ferret,hash-8-itr-4-probe-20,2.0698323249816895,2.39939308166,0.8879919264023612,0.8626482841859714
2,svm,batch-5-learning-1-regular-78,3.725618839263916,3.397711753845215,1.0605591652553024,1.0965082117538683
2,ferret,hash-8-itr-4-probe-20,2.0793912410736084,2.39939308166,0.9359896625432221,0.8666321733473529
2,nn,batch-1-learning-100-regular-45,2.865222930908203,2.62096381187,1.6190628259562638,1.0931943882368715
2,facedetect,eyes-0-pyramid-25-selectivity-0,5.740801811218262,5.65380501745,0.9932282362195066,1.0153872999687386
2,ferret,hash-8-itr-4-probe-20,1.962552785873413,2.39939308166,0.8737424490862415,0.817937169559411
2,bodytrack,layer-5-particle-2266,6.1152424812316895,5.321421861659999,1.1761614801789304,1.1491745327110865
2,svm,batch-5-learning-1-regular-78,3.6392219066619873,3.397711753845215,1.08676535777346,1.0710802358509235
2,bodytrack,layer-5-particle-2266,6.510713338851929,5.321421861659999,1.0372313282915626,1.223491297647455
2,nn,batch-4-learning-56-regular-67,3.463383436203003,2.8383610248599997,1.0498348617556559,1.2202053952505327
2,bodytrack,layer-5-particle-2266,5.341710329055786,5.321421861659999,1.0328897644211192,1.0038126027071752
2,facedetect,eyes-0-pyramid-25-selectivity-0,5.723811864852905,5.65380501745,1.021001321463237,1.0123822535773404
2,nn,batch-1-learning-100-regular-45,3.086029052734375,2.62096381187,1.3560820265569427,1.17744054258138
2,svm,batch-5-learning-1-regular-78,4.038595199584961,3.397711753845215,1.7341544610479709,1.18862207631782
2,facedetect,eyes-0-pyramid-25-selectivity-0,6.572345733642578,5.65380501745,1.1039238074031212,1.1624641658772417
2,svm,batch-5-learning-1-regular-78,3.8125290870666504,3.397711753845215,1.0789015356670912,1.1220872643925677
2,facedetect,eyes-0-pyramid-25-selectivity-0,6.150057077407837,5.65380501745,1.065526547843961,1.0877731118116376
2,nn,batch-1-learning-100-regular-45,2.7162506580352783,2.62096381187,1.1965678700077567,1.036355651205002
3,bodytrack,layer-5-particle-4000,8.976202726364136,8.77696895598,0.986496783852691,1.0226996097836705
3,swaptions,num-1000000,22.603699922561646,21.9327178001,0.9511321098526927,1.0305927486313888
3,ferret,hash-8-itr-4-probe-20,1.9659199714660645,2.39939308166,0.877470200022069,0.8193405184389209
3,swaptions,num-800000,23.012153148651123,17.577978134200002,0.868908542453259,1.3091467615310262
3,ferret,hash-8-itr-4-probe-20,2.071505308151245,2.39939308166,0.9290321273799081,0.86334553682971
3,svm,batch-5-learning-1-regular-78,3.873595714569092,3.397711753845215,1.0807334144395693,1.1400601331720726
3,swaptions,num-800000,20.099047660827637,17.577978134200002,0.8013982166688489,1.1434220424772632
3,ferret,hash-8-itr-4-probe-20,2.0688297748565674,2.39939308166,0.9575922274873624,0.8622304493039818
3,nn,batch-1-learning-100-regular-45,2.7179439067840576,2.62096381187,1.6107074963028718,1.0370016916963323
3,swaptions,num-1000000,22.58537769317627,21.9327178001,0.9629152147238544,1.029757365184961
3,facedetect,eyes-0-pyramid-25-selectivity-0,5.753736972808838,5.65380501745,1.1041032658909413,1.0176751683247665
3,ferret,hash-8-itr-4-probe-20,1.9615941047668457,2.39939308166,0.8634308751703691,0.8175376180587023
3,bodytrack,layer-5-particle-4000,11.305805683135986,8.77696895598,0.9041931408832669,1.2881218721222683
3,swaptions,num-800000,22.67704486846924,17.577978134200002,0.7850873495535355,1.2900826645328685
3,svm,batch-5-learning-1-regular-78,3.769632577896118,3.397711753845215,1.1527682090192282,1.1094621471730195
3,bodytrack,layer-5-particle-4000,11.264695405960083,8.77696895598,0.8421389054902979,1.2834379912310303
3,swaptions,num-800000,22.540436506271362,17.577978134200002,0.7752662430453652,1.2823111016628426
3,nn,batch-4-learning-56-regular-67,3.6256864070892334,2.8383610248599997,1.0781068083324155,1.2773873285791992
3,bodytrack,layer-5-particle-4000,8.901577711105347,8.77696895598,0.9862145700168627,1.0141972423225274
3,swaptions,num-1000000,22.507222175598145,21.9327178001,0.9557090072970467,1.0261939437115961
3,facedetect,eyes-0-pyramid-25-selectivity-0,5.72328782081604,5.65380501745,1.0350789086674452,1.0122895648420112
3,swaptions,num-800000,25.14461922645569,17.577978134200002,0.8598377788515883,1.43046140087829
