app,config,exec,slowdown
ferret,hash-8-itr-25-probe-16,2.048973560333252,1.0076270724791165
nn,batch-1-learning-100-regular-45,2.8325064182281494,1.6385329857768025
bodytrack,layer-5-particle-100,0.9922080039978027,1.2153390392976835
nn,batch-1-learning-100-regular-45,3.372401237487793,1.248521141998781
svm,batch-5-learning-45-regular-23,4.377424716949463,1.3447339810618162
bodytrack,layer-5-particle-2266,5.7666144371032715,1.0836851348292436
facedetect,eyes-0-pyramid-25-selectivity-0,6.120405435562134,0.9532919141834615
svm,batch-2-learning-34-regular-1,2.633559226989746,1.0127661177109486
bodytrack,layer-5-particle-4000,11.292766809463501,1.001040094110925
facedetect,eyes-0-pyramid-25-selectivity-0,7.152523040771484,0.9202328656742954
nn,batch-4-learning-56-regular-67,3.7175920009613037,1.0696785623069278
facedetect,eyes-0-pyramid-25-selectivity-0,7.366022109985352,1.1370950287172983
nn,batch-1-learning-100-regular-45,3.514204740524292,1.2521318298010593
svm,batch-5-learning-45-regular-23,4.218904256820679,1.3577238763519728
bodytrack,layer-5-particle-4000,9.998242378234863,0.8186099975694429
swaptions,num-600000,15.177929639816284,1.5078991988613317
ferret,hash-8-itr-4-probe-20,2.1056582927703857,0.9379160036836454
svm,batch-2-learning-34-regular-1,2.662146806716919,1.16276263895202
bodytrack,layer-5-particle-4000,10.466184616088867,0.7456166269838813
swaptions,num-600000,16.052070140838623,1.6051325601353392
ferret,hash-8-itr-4-probe-20,2.126100778579712,0.9379073752948761
nn,batch-2-learning-78-regular-67,3.008294105529785,-0.4415057228273649
bodytrack,layer-5-particle-4000,9.066541194915771,0.6406651165667991
swaptions,num-100000,2.298712968826294,5.29437000608538
facedetect,eyes-0-pyramid-25-selectivity-0,5.789525985717773,0.6929139808885755
ferret,hash-8-itr-4-probe-20,2.0062599182128906,0.9724725836656865
swaptions,num-300000,9.546607494354248,2.122836955186796
ferret,hash-8-itr-25-probe-16,2.166835069656372,1.0378545264746295
nn,batch-1-learning-34-regular-67,3.559706449508667,1.8401787860272791
svm,batch-5-learning-45-regular-23,4.141993284225464,1.6358804522829167
swaptions,num-600000,15.406909227371216,1.5076365461632832
facedetect,eyes-0-pyramid-25-selectivity-0,6.342790603637695,0.8807178189358269
ferret,hash-8-itr-4-probe-20,2.1380715370178223,0.9377884904448822
svm,batch-2-learning-34-regular-1,2.841289758682251,1.1420279458083131
swaptions,num-600000,15.94002914428711,1.6051129807506148
facedetect,eyes-0-pyramid-25-selectivity-0,6.589214563369751,0.8693635356760188
ferret,hash-8-itr-4-probe-20,2.1226553916931152,0.9382884333107743
nn,batch-2-learning-78-regular-67,3.181358814239502,0.4195192043673086
bodytrack,layer-5-particle-4000,13.223751544952393,0.8496864522041
swaptions,num-300000,10.088677644729614,2.15313512005089
nn,batch-2-learning-89-regular-45,3.6400210857391357,1.2587919647970092
svm,batch-5-learning-45-regular-23,4.802111625671387,1.207773535035771
bodytrack,layer-5-particle-4000,9.909780740737915,0.8075411733680077
swaptions,num-600000,14.955926418304443,1.4665743985173056
facedetect,eyes-0-pyramid-25-selectivity-0,6.317173719406128,0.672548132299031
svm,batch-2-learning-34-regular-1,2.7320752143859863,1.0193590344048142
bodytrack,layer-5-particle-4000,11.830792427062988,0.7380152156072244
swaptions,num-600000,17.525313138961792,1.6275382649285415
facedetect,eyes-0-pyramid-25-selectivity-0,6.870914697647095,0.6470387861985107
nn,batch-4-learning-56-regular-67,3.601999282836914,1.0203443169602664
swaptions,num-300000,10.052502632141113,2.1506749529762432
facedetect,eyes-0-pyramid-25-selectivity-0,7.7072594165802,1.0091687068564856
nn,batch-2-learning-89-regular-45,3.622222900390625,1.2473341050266245
svm,batch-5-learning-45-regular-23,4.603539228439331,1.295414630825391
bodytrack,layer-5-particle-2266,7.315344572067261,1.202478439326589
ferret,hash-8-itr-25-probe-16,2.2042171955108643,1.0097425566543752
nn,batch-1-learning-100-regular-45,3.5381014347076416,1.4661079005304014
svm,batch-5-learning-45-regular-23,4.493748426437378,1.5640138960704404
bodytrack,layer-5-particle-4000,9.863620519638062,0.950205968726697
facedetect,eyes-0-pyramid-25-selectivity-0,6.225093364715576,0.7741024766501322
ferret,hash-8-itr-4-probe-20,2.14231276512146,0.9403341714329841
svm,batch-2-learning-34-regular-1,2.754399061203003,1.183007722478318
bodytrack,layer-5-particle-4000,11.828298091888428,0.8938291333833649
facedetect,eyes-0-pyramid-25-selectivity-0,7.495101451873779,0.7562508367619116
ferret,hash-8-itr-4-probe-20,2.108773946762085,0.9370409272006021
nn,batch-4-learning-56-regular-67,3.8646740913391113,0.8931581748819735
facedetect,eyes-0-pyramid-25-selectivity-0,7.686543226242065,1.183761951272253
ferret,hash-8-itr-25-probe-16,2.1996588706970215,1.03033282388793
nn,batch-1-learning-100-regular-45,3.6063501834869385,1.6084668750631845
svm,batch-5-learning-45-regular-23,4.422644376754761,1.6265953005677403
bodytrack,layer-5-particle-4000,13.611016750335693,0.8800593395477176
facedetect,eyes-0-pyramid-25-selectivity-0,7.667223215103149,0.8884933052367426
nn,batch-2-learning-89-regular-45,3.87369966506958,1.2661799818161832
svm,batch-5-learning-45-regular-23,4.369203567504883,1.2236849466245008
bodytrack,layer-5-particle-4000,11.842718362808228,-0.3715686330927719
swaptions,num-600000,22.561212301254272,1.5113236551278295
ferret,hash-8-itr-25-probe-16,3.6334052085876465,0.9917715544887917
nn,batch-2-learning-89-regular-45,3.450516700744629,1.3671439260065
svm,batch-2-learning-45-regular-23,3.5359644889831543,2.874927747637417
bodytrack,layer-5-particle-100,1.0134973526000977,1.3143801844193885
swaptions,num-300000,11.203635215759277,2.260133220358111
facedetect,eyes-0-pyramid-25-selectivity-1,39.32634687423706,1.2633871319311125
ferret,hash-8-itr-17-probe-8,2.3485171794891357,1.0597756407367003
svm,batch-5-learning-45-regular-23,4.33793568611145,1.0536347589950008
bodytrack,layer-5-particle-4000,10.742619514465332,0.9033057173702423
swaptions,num-600000,18.037898778915405,1.662316074061743
facedetect,eyes-0-pyramid-25-selectivity-0,7.277338266372681,0.9944078962245517
ferret,hash-8-itr-25-probe-16,3.1815431118011475,1.058746415506257
nn,batch-1-learning-34-regular-67,3.5815677642822266,1.2113117842305712
swaptions,num-300000,11.01045536994934,2.0917415393613945
facedetect,eyes-0-pyramid-25-selectivity-0,10.269429683685303,0.7724332229447283
ferret,hash-8-itr-4-probe-20,2.5951666831970215,0.9838253765160192
nn,batch-2-learning-89-regular-45,4.6131157875061035,1.5355763994928684
svm,batch-5-learning-45-regular-23,4.779058218002319,1.7383813634281404
bodytrack,layer-5-particle-4000,14.466721296310425,0.48410321220914204
swaptions,num-300000,10.242962837219238,2.089787082253829
facedetect,eyes-0-pyramid-25-selectivity-0,10.186832189559937,0.6881605774863797
nn,batch-2-learning-89-regular-45,4.710928916931152,1.3287192012289344
svm,batch-5-learning-45-regular-23,4.701932907104492,1.1605516163208596
bodytrack,layer-5-particle-4000,14.498920202255249,0.038621626833781675
facedetect,eyes-0-pyramid-25-selectivity-0,8.017136335372925,0.389827433768266
ferret,hash-8-itr-25-probe-16,2.1969778537750244,0.9915458606331331
nn,batch-2-learning-89-regular-45,3.3089213371276855,1.3805222975413045
svm,batch-2-learning-45-regular-23,3.9323558807373047,2.9253815428431222
bodytrack,layer-5-particle-4000,16.35344624519348,0.8244986073926515
swaptions,num-300000,12.691709041595459,2.246547738606198
facedetect,eyes-0-pyramid-25-selectivity-0,8.923926830291748,0.8711936395725386
ferret,hash-8-itr-25-probe-16,2.199047803878784,0.9572800947279954
nn,batch-2-learning-89-regular-45,4.889297962188721,1.3519591006374303
svm,batch-5-learning-45-regular-23,5.726283311843872,1.32274023710876
